Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description ,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134907,2909.5,INVEST IN CUMBRIA LIMITED,INV002,Communities Manager,Subscriptions & levies,2078,"EVOLUTIVE ,ICENCE RENEWAL 2014/15",EDEVPR,Economic Development and Promotion,02372,Evolutive Database
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134908,833,CUMBRIA RURAL HOUSING TRUST,CUM020,Environmental Services,Professional fees,2045,WORK CARRIED OUT IN FEB 14,OHOUSG,Housing Delivery,02383,Affordable Housing Fund Revenue
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134919,516.52,H M REVENUE & CUSTOMS,HMR005,Financial Services Manager,Balance Sheet entry BS,6003,INCOME TAX ASSESSED X568DL018780,INCTAX,Income Tax,10130,Sec 350 ICTA 1988
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134956,1100,CUMBRIA SPAA FOUNDATION LTD,CUM107,Director of Corporate and Legal Services,Professional fees,2045,GRANT APPROVED BY ASB  19 MAR 14,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134962,2400,MCDOUGALL BUILDING CONTRACTORS,MCD002,Environmental Services,Capital grants,5505,130053 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134963,3454,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,Capital grants,5505,130020 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134964,3220,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,Capital grants,5505,130041 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,04/04/2014,134966,1000,BRAMPTON & BEYOND COMMUNITY TRUST LTD,BRA008,Director of Corporate and Legal Services,Equipment – purchase,2000,GRANT CRIME IMPROVEMENTS,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135079,1300,STUART POOL CONSULTANCY LTD,POO004,Communities Manager,Other charges for services,2047,CONSULTANCY AS PER E MAIL 23.02.14,ARTLEI,Arts and Leisure,02116,Sports lesiure develop fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134910,3445,ZERAS INDUSTRIES,ZER001,Engineering Manager,Building works,5502,OLD LONDON ROAD ASBESTOS REMOVAL,ADMBLD,Administrative Buildings,06147,Old London Rd Depot Redevelopment
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134978,1200,EXAPRINT LTD,EXA001,Revenue/Benefits Manager,Software – purchase,2066,ASSISTANCE YE CT BILLS 14/15,BENFIT,Benefits,01142,HB Atlas Grant
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134979,1200,EXAPRINT LTD,EXA001,Revenue/Benefits Manager,Software – purchase,2066,ASSISTANCE YE BR BILLS 14/15,BENFIT,Benefits,01142,HB Atlas Grant
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134992,600,EXAPRINT LTD,EXA001,Revenue/Benefits Manager,Software – purchase,2066,ASSISTANCE YE HB CTAX BILLS,BENFIT,Benefits,01142,HB Atlas Grant
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134233,557,RICS BUSINESS SERVICES,RIC003,Engineering Manager,Building Maintenance,1000,SIBSCRIPTION BCIS/N9450,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134680,654.63,WESTMORLAND FIRE & SECURITY,WES001,Engineering Manager,Rental/Maintenance of Fire Alarm,1050,MAINTENANCE 1/4/14-31/3/15,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134715,19319.17,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – unmetered,1033,VARIOUS LOCATIONS,PUBCON,Public Conveniences,02291,Shap Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134897,1676.84,NPOWER LTD,NPO001,Engineering Manager,Electricity,1022,TOWN HALL,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134901,1117.05,NPOWER LTD,NPO001,Communities Manager,Electricity,1022,TIC PENRITH,MUSEUM,Museum,02090,Penrith Museum
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134909,8165.3,VOLKSWAGEN GROUP LEASING,VOL003,Environmental Services,Operational leases (Leased car scheme),1502,VANS,CODOGS,Community Wardens,03044,Community  Warden
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134911,515.84,ENTERPRISE MANAGED SERVICES LTD,TFE001,Engineering Manager,Commercial Refuse collection,1041,SERVICE CHARGES TOWN HALL APR-JUNE 14,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134918,905.18,BLUEFIN INSURANCE SERVICES LTD,BLU009,Environmental Services,Vehicle Insurance,1508,VAN INSURANCE 24230131/3901772,CODOGS,Community Wardens,03044,Community  Warden
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134920,673.46,ENTERPRISE MANAGED SERVICES LTD,TFE001,Planning Services Manager (BC),Abnormal maintenance,1007,MAKE SAFE AND BOARD UP HOUSE,OBUCON,Other Building Control,03020,Dangerous Structures
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134922,9035.97,ROYAL MAIL NW,ROY001,Revenue/Benefits Manager,Postages,2054,POST CHARGES 19.02.14-18.03.14,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134923,905.18,BLUEFIN INSURANCE SERVICES LTD,BLU009,Environmental Services,Vehicle Insurance,1508,VAN INSURANCE 24230220/3901772,CODOGS,Community Wardens,03044,Community  Warden
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134925,1000,SOLON SECURITY LTD,SOL004,Director of Corporate and Legal Services,Equipment – purchase,2000,ALARMS/SECURITY PACK,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134937,1000,J N E MARKETING LIMITED,JNE001,Director of Corporate and Legal Services,Equipment – purchase,2000,WHEELIE BIN LOCK KIT/PADLOCK ALARM,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134972,5507,ENTERPRISE PROSPECTS LTD,ENT004,Chief Executive's,Agency Staff,0003,R HOOPER MARCH 2014,CHIEXE,Chief Executive,00050,Chief Executive
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134980,2750,CARLISLE CITY COUNCIL,CAR015,Director of Corporate and Legal Services,Equipment – purchase,2000,CONTRIBUTION HOME IMPROVEMENT AGENCY,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134983,1000,SURE24 LIMITED,SUR003,Director of Corporate and Legal Services,Equipment – purchase,2000,SGACTIVE/JOGGER/GLASS GUARD,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134986,629,UNITED UTILITIES WATER PLC,UNI024,Environmental Services,Professional fees,2045,WT ANALYSIS FEB 2014,OENHEA,Other Environmental Health,03040,Sampling Swimming Pools
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134987,1325.16,MATCHTECH GROUP PLC,MAT009,Planning Services,Agency Staff,0003,redacted information,LOPLPO,Local Plans & Policy,03087,SP15 Local Plan
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134989,1000,Redacted information,CAL017,Environmental Services,Landlords Grants,5525,redacted information,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134990,1000,Redacted information,CAL017,Environmental Services,Landlords Grants,5525,redacted information,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,134991,6000,MCDOUGALL BUILDING CONTRACTORS,MCD002,Environmental Services,Capital grants,5505,redacted information,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135054,610,JAMES BUTTON & CO,BUT001,Environmental Services,Subscriptions & levies,2078,2014/15 SUBSCRIPTION,ENVSER,Environmental Services,00303,Environmental Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135055,19279.79,CUMBRIA LOCAL GOVERNMENT PENSION SCHEME,CUM091,Financial Services Manager,Additional Pensions,0030,ACTUARIAL STRAIN EARLY RETIREMENT,CORPOR,Corporate Costs,01094,Additional Pensions
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135058,768,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,SEARCHES DEC13 - FEB14,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135066,3425,DOLPHIN MOBILITY YORKSHIRE & CUMBRIA LTD,DOL001,Environmental Services,Capital grants,5505,130075,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135068,1455,DOLPHIN MOBILITY YORKSHIRE & CUMBRIA LTD,DOL001,Environmental Services,Capital grants,5505,130072 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135072,12314.52,CUMBRIA LOCAL GOVERNMENT PENSION SCHEME,CUM091,Financial Services Manager,Additional Pensions,0030,ACTUARIAL STRAIN EARLY RET ,CORPOR,Corporate Costs,01094,Additional Pensions
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135075,1500,FLORENCE MADDEN ASSOCIATES,FLO004,Human Resources Manager,Training Expenses,0060,CUSTOMER SERVICE TRAINING,STADEV,Staff Development,00224,Staff Training DoF
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135078,1266.6,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,SEARCHES JANUARY 2014,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135083,2309.76,Redacted information,HEA002,Environmental Services,Decent Homes Grants,5524,SHAP INTERIM,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135084,5688,MCDOUGALL BUILDING CONTRACTORS,MCD002,Environmental Services,Capital grants,5505,FINALPAYMENT SHAP,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135085,3606,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,Capital grants,5505,FINAL PAYMENT LOW HESKET,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135086,3025,BRITTLETON BUILDERS,BRI007,Environmental Services,Capital grants,5505,FINAL PAYMENT  PENRITH,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135099,9006.71,PRINT IMAGE FACILITIES LLP,PRI014,Financial Services Manager,Balance Sheet entry BS,6003,EDEN EURO POLL CARD TNT POSTAGE,HOLD A/C'S,Holding Accounts,10306,Eec Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135109,1090,TOTALMOBILE LTD,CON001,Financial Services Manager,Professional fees,2045,TOTAL CONSULTANCY 1 DAY ON SITE,FINSER,Financial Services,00101,Financial Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135120,1782.2,WALTON GOODLAND LTD,WAL008,Engineering Manager,Land Management Contract,2126,SUVERYORS VARIOUS 1 - 31 MAR 2014,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135121,500,PENRITH FARMERS & KIDDS,PEN006,Financial Services Manager,Professional fees,2045,"NEW SQUARES SITE, SOUTHEND ROAD",FINSER,Financial Services,00101,Financial Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,11/04/2014,135126,760,BAKER TILLY,BAK009,Director of Corporate and Legal Services,Professional fees,2045,PROFESSIONAL FEE - MEMBERS EXPENSES,COMMEM,Committee and Member Costs,01079,Travel and Subsistance
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135171,952,ACOUSTIC CALIBRATION LABORATORY,ACO002,Environmental Services,Equipment – maintenance,2001,INSTRUMENT CALIBRATION,POLCNL,Pollution Control,03030,Noise Pollution
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135063,1366.49,SOUTH LAKELAND DISTRICT COUNCIL,SOU006,Revenue/Benefits Manager,Printing and stationary,2037,PRINTING CHARGES BUSINESS RATES ETC,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135069,790,LEGACY TELECOM LTD,LEG001,Information Technology Manager,Computer equipment,2061,6 X WIRELESS HEADSETS,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135089,1193,DIXON PRINTING CO LTD,DIX011,Revenue/Benefits Manager,Printing and stationary,2037,EDEN BENEFIT INFORMATION BOOK 14/15,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135091,965.43,HEATONS OFFICE SOLUTIONS LTD,LAK004,Human Resources Manager,Equipment – purchase,2000,STATIONERY/PAPER,CENTRA,Central Expenses,00212,Health & Safety
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,134879,902.58,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,CAB001,Information Technology Manager,Telephone,2055,RENTAL / CALLS,CENTRA,Central Expenses,00104,Telephones
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,134927,2067,CARLISLE CITY COUNCIL,CAR015,Environmental Services,Professional fees,2045,CONTRIBUTION AFFORDABLE WARMTH PROJECT,HSGSTD,Housing Standards,02307,Housing standards
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,134968,603.65,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,Staff Contingency,0004,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,134969,780.48,BADENOCH AND CLARK,ADE001,Revenue/Benefits Manager,Staff Contingency,0004,redacted information,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135067,4750,CADAS,CAD001,Director of Corporate and Legal Services,Professional fees,2045,YOS VOLUNTEER COORDINATOR,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135074,2999.25,SOLON SECURITY LTD,SOL004,Director of Corporate and Legal Services,Equipment – purchase,2000,SIGNS/LOCKS/SECURITY SENSORS,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135096,-1069.14,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,MANSION HOUSE 31.12.13,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135097,1543.3,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,MANSION HOUSE 31.012.14 - 28.02.14,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135115,891.02,CANON UK LIMITED,CAN001,Information Technology Manager,Photocopying expenses,2038,IR ADV C7065I PLANNING MH,CENTRA,Central Expenses,00107,Printing - Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135118,3692.01,VODAFONE LTD FORMERLY CABLE & WIRELESS UK,CAB001,Information Technology Manager,Governement Connect,2183,SERVICES,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135133,1744.98,R BRENNAND ENGINEERING LIMITED,BRE004,Engineering Manager,Rent,1028,RENT/MAINT UNIT 1 01.04.14-30.06.14,ADMBLD,Administrative Buildings,00504,Kirkby Thore Store
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135134,999.98,SURE24 LIMITED,SUR003,Director of Corporate and Legal Services,Equipment – purchase,2000,GROUND WALL SECURITY KIT,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135136,769,LEXISNEXIS BUTTERWORTHS TOLLEY,LEX001,Environmental Services,"Books, publications",2016,ENVIRONMENTAL LAW PROCEDURE SUBS 14/15,ENVSER,Environmental Services,00303,Environmental Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135137,1014.6,WALTON GOODLAND LTD,WAL008,Engineering Manager,Professional fees,2045,VALUATION NON CURRENT ASSETS,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135173,574,DENISE CALVERT LTD,CAL019,Revenue/Benefits Manager,Supplies general,2015,BENEFIT WORK 26 &27/3/14,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135177,2776,DESIGNWORKS LTD,DES001,Communities Manager,Advertising,2086,EDEN HOLIDAY GUIDE,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135179,600,JONATHAN B JACKSON LTD,JON015,Legal Services Manager,Professional fees,2045,HIRE CRAFT POOLEY BRIDGE,LICENC,Licensing,03024,Other Licences
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135187,3941,TOP NOTCH CONTRACTORS LTD,TOP003,Environmental Services,Capital grants,5505,130077 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135188,3020,BRITTLETON BUILDERS,BRI007,Environmental Services,Capital grants,5505,130060 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135190,1205.28,MATCHTECH GROUP PLC,MAT009,Planning Services,Agency Staff,0003,redacted information,LOPLPO,Local Plans & Policy,03087,SP15 Local Plan
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135192,1578.34,ROYAL MAIL NW,ROY001,Revenue/Benefits Manager,Postages,2054,POSTAGE 19.03.14 - 01.04.14,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135194,2000,NEOPOST LIMITED,NEO001,Corporate Services Manager,Postages,2054,FRANKING MACHINE REFILL,CENTRA,Central Expenses,00205,Postages Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135195,1283.04,CUMBRIA MAILING SERVICES LTD,CUM011,Revenue/Benefits Manager,Printing and stationary,2037,FOLDING/INSERT/POSTAGE,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135199,1000,CUMBRIA WILDLIFE TRUST,CUM077,Planning Services,Grants and contributions,2079,EDC CONTRIBUTION CUMBRIA LOCAL NATURE,CONSER,Environmental Enhancement & Conversation,03076,Cumbria Wildlife trust cont NI197
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135203,2325,ADAM WELLINGS CONSULTING LTD,ADA003,Communities Manager,Professional fees,2045,GROWING THE ECONOMY OF EDEN MARCH 14,EDEVPR,Economic Development and Promotion,02001,Economic Promotion
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135204,2350,ADAM WELLINGS CONSULTING LTD,ADA003,Communities Manager,Professional fees,2045,CONSULTANCY MARCH 2014,EDEVPR,Economic Development and Promotion,02001,Economic Promotion
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135205,3305,C W COX & SONS (KENDAL)  LTD,COX001,Environmental Services,Capital grants,5505,130071/14 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135206,3501.36,E.ON UK PLC,EON001,Engineering Manager,Electricity,1022,STREET LIGHTING,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135216,7257,C W COX & SONS (KENDAL)  LTD,COX001,Environmental Services,Capital grants,5505,130092 ,MEREGR,1996 Mandatory Renovation Grants,06035,Disabled Facility Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135217,5775.28,IT PROFESSIONAL SERVICES LTD,ITP001,Information Technology Manager,IT Contracts & Maintenance,2062,SERVICE CHARGES,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135219,509.55,DAISY COMMUNICATIONS LTD,DAI002,Environmental Services,Telephone,2055,CALLS/SERVICES,CODOGS,Community Wardens,03044,Community  Warden
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,17/04/2014,135301,5000,CADAS,CAD001,Director of Corporate and Legal Services,Professional fees,2045,CADAS VOLUNTEER CO-ORDINATORS PROJECT,CDRPASB,CDRP ASB/Criminal Damage,09088,CARLISLE & EDEN COMMUNITY SAFETY PRTSHIP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,25/04/2014,135415,1170.7,FLAGPOLE EXPRESS LTD,FLA003,Engineering Manager,Building Maintenance,1000,FALGPOLE/INSTALLATION,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,25/04/2014,134461,800,BUCKET  & SPADE MARKETING,BUC010,Communities Manager,Promotions,2081,MARKETS ENTRY,MARKET,Markets,02161,Markets
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,25/04/2014,135297,1225,DRAGONFLY DOCUMENTS,DRA003,Communities Manager,Consultancy,2180,UPDATING DATA SET  ORDER 51428,CORPOR,Corporate Costs,01160,SP01 Document Design
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,25/04/2014,135170,5223.1,LOCAL GOVERNMENT ASSOCIATION,LOC005,Director of Corporate and Legal Services,Subscriptions & levies,2078,LGA SUBSCRIPTION 14/15,CORPOR,Corporate Costs,01083,L G A
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,25/04/2014,134993,596.25,ROSIE SERGISON HR/TRAINING CONSULTANT,SER003,Human Resources Manager,In house training,0061,HR SUPPORT MARCH 2014,STADEV,Staff Development,00222,Central Training Budget
