Department,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£1,524.51",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£2,041.01",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£1,560.08",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£1,842.90",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£2,224.00",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,£541.25,
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£1,452.08",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,"£2,084.91",
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,£931.55,
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Supplier Name withheld ,101601-110 ,£552.70,
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate travel provider,101603-101 ,£916.80,
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate travel provider,101603-101 ,£503.25,
DFID,DFID,23/06/2016,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,131.89",
DFID,DFID,27/06/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£947.04,
DFID,DFID,02/06/2016,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,142.72",
DFID,DFID,02/06/2016,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£750.97,
DFID,DFID,20/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,917.35",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101610-101 ,£619.91,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101610-101 ,£680.41,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101610-101 ,£630.21,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101610-101 ,£534.95,
DFID,DFID,20/06/2016,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£10,885.98",
DFID,DFID,02/06/2016,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£5,865.58",
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101612-101 ,£536.15,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£644.04,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£580.84,
DFID,DFID,02/06/2016,Repairs  Maint  Alter - Property & Constrct. Services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£4,723.39",
DFID,DFID,02/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£662.04,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£725.11,
DFID,DFID,28/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£867.36,
DFID,DFID,28/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£500.92,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£585.29,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£533.18,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£533.17,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£550.31,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£680.95,
DFID,DFID,28/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£3,823.36",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101613-101 ,£540.50,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101613-101 ,£676.83,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101613-101 ,£536.10,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101616-101 ,£770.15,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101618-101 ,£863.72,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101618-101 ,£798.43,
DFID,DFID,30/06/2016,Hotels - Accommodation only ,Middle East and North Africa Division ,Hilton Hotel   Istanbul  Bosphorus ,101619-101 ,£966.82,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£573.20,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£573.20,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,"£1,124.60",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,"£1,124.60",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£540.40,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£535.60,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£660.15,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£653.55,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£503.60,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£520.10,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101620-101 ,£520.10,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£961.75,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£961.75,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£961.75,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£961.75,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£698.75,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£883.05,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£642.60,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£901.35,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£901.35,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate travel provider,101624-101 ,£744.36,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate travel provider,101624-101 ,£872.00,
DFID,DFID,02/06/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate travel provider,101624-101 ,£608.35,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101625-103 ,£611.82,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101625-107 ,£509.65,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101625-108 ,£862.56,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101625-108 ,£518.15,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101629-101 ,£602.82,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101629-101 ,"£1,103.41",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101629-101 ,"£1,106.30",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101629-101 ,£635.95,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101630-101 ,£712.15,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101630-101 ,£690.65,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101630-101 ,£690.65,
DFID,DFID,26/06/2016,Secure Staff Accommodation ,East and Central Africa ,Foreign & Commonwealth Office ,101630-101 ,"£5,145.83",
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101630-102 ,£651.05,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101630-102 ,£632.70,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101630-102 ,£748.45,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101631-101 ,"£2,483.42",
DFID,DFID,20/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£817.44,
DFID,DFID,20/06/2016,"Conferences, Seminars & Meeting/Event Resource",East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£732.08,
DFID,DFID,28/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£706.04,
DFID,DFID,28/06/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£871.85,
DFID,DFID,28/06/2016,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,068.87",
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,101634-101 ,"£1,134.20",
DFID,DFID,20/06/2016,Electricity ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101636-101 ,£509.94,
DFID,DFID,20/06/2016,Secure Staff Accommodation ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101636-101 ,"£11,056.35",
DFID,DFID,20/06/2016,Training - Course Fees ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101636-101 ,"£2,079.67",
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101638-105 ,£641.78,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,101638-105 ,£524.70,
DFID,DFID,28/06/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£10,335.50",
DFID,DFID,28/06/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£1,762.46",
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,105422-104 ,£638.45,
DFID,DFID,27/06/2016,Research and development costs - supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,114450-101 ,"£2,393.33",
DFID,DFID,27/06/2016,Research and development costs - supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,114450-101 ,"£2,188.18",
DFID,DFID,02/06/2016,Air fares ,Business Solutions Division Level ,Corporate travel provider,200001-101 ,£686.33,
DFID,DFID,30/06/2016,Subscriptions ,Business Solutions Division Level ,AMP Ltd,200001-101 ,£556.00,
DFID,DFID,30/06/2016,Hardware - networking equipment ,Business Solutions Division Level ,CDW Ltd,200001-101 ,"£2,467.80",
DFID,DFID,30/06/2016,Training - Course Fees ,Business Solutions Division Level , Service Desk Institute,200001-101 ,£731.84,
DFID,DFID,28/06/2016,Data Network - land lines ,Business Solutions Division Level ,Foreign & Commonwealth Office ,200002-121 ,£635.19,
DFID,DFID,27/06/2016,Data Network - land lines ,Business Solutions Division Level ,Foreign & Commonwealth Office ,200002-121 ,"£1,456.08",
DFID,DFID,30/06/2016,Computer Consumables ,Business Solutions Division Level ,Handset Solutions ,200002-153 ,£525.36,
DFID,DFID,02/06/2016,Air fares ,West and Southern Africa ,Corporate travel provider,200469-117 ,£903.95,
DFID,DFID,26/06/2016,Hotels - Accommodation only ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201701-101 ,£581.92,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201701-101 ,£570.06,
DFID,DFID,02/06/2016,Air fares ,Middle East and North Africa Division ,Corporate travel provider,201701-101 ,£542.85,
DFID,DFID,02/06/2016,Air fares ,Middle East and North Africa Division ,Corporate travel provider,201701-101 ,£517.35,
DFID,DFID,02/06/2016,Air fares ,Middle East and North Africa Division ,Corporate travel provider,201701-101 ,£513.35,
DFID,DFID,02/06/2016,Air fares ,Middle East and North Africa Division ,Corporate travel provider,201701-101 ,£760.25,
DFID,DFID,26/06/2016,Hotels - Accommodation only ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,£672.38,
DFID,DFID,26/06/2016,Telephone Usage & services ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,£714.34,
DFID,DFID,26/06/2016,Travel - Subsistence ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,"£1,542.21",
DFID,DFID,26/06/2016,Travel - Subsistence ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,"£1,542.21",
DFID,DFID,26/06/2016,Training - Course Fees ,Middle East and North Africa Division ,Foreign & Commonwealth Office ,201705-101 ,"£1,493.19",
DFID,DFID,02/06/2016,Air fares ,International Relations Division ,Corporate travel provider,201711-104 ,"£1,047.51",
DFID,DFID,26/06/2016,Project delivery costs â€“ supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,£713.41,
DFID,DFID,26/06/2016,Project delivery costs â€“ supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,£662.36,
DFID,DFID,26/06/2016,Project delivery costs â€“ supplier services ,Policy Division ,Foreign & Commonwealth Office ,201724-124 ,"£2,121.14",
DFID,DFID,02/06/2016,Air fares ,Economic Development Division ,Corporate travel provider,202259-101 ,"£1,191.95",
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Economic Development Division ,Corporate travel provider,202259-101 ,£850.34,
DFID,DFID,02/06/2016,Air fares ,Economic Development Division ,Corporate travel provider,202373-101 ,£805.84,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Economic Development Division ,Corporate travel provider,202373-101 ,£672.30,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Research and Evidence Division ,Corporate travel provider,202392-102 ,£510.77,
DFID,DFID,02/06/2016,Air fares ,Research and Evidence Division ,Corporate travel provider,202392-103 ,"£1,191.55",
DFID,DFID,02/06/2016,Air fares ,Research and Evidence Division ,Corporate travel provider,202392-104 ,£633.15,
DFID,DFID,26/06/2016,Project delivery costs â€“ supplier services ,Research and Evidence Division ,Foreign & Commonwealth Office ,202392-107 ,£893.29,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Research and Evidence Division ,Corporate travel provider,202392-109 ,£545.00,
DFID,DFID,02/06/2016,Air fares ,Research and Evidence Division ,Corporate travel provider,202392-113 ,£750.15,
DFID,DFID,02/06/2016,Air fares ,Policy Division ,Corporate travel provider,202402-107 ,"£1,110.93",
DFID,DFID,02/06/2016,Air fares ,Policy Division ,Corporate travel provider,202402-107 ,£716.92,
DFID,DFID,02/06/2016,Air fares ,Policy Division ,Corporate travel provider,202402-107 ,"£1,046.33",
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Policy Division ,Corporate travel provider,202419-101 ,£854.83,
DFID,DFID,02/06/2016,Air fares ,Policy Division ,Corporate travel provider,202419-101 ,£573.35,
DFID,DFID,02/06/2016,Air fares ,Policy Division ,Corporate travel provider,202419-101 ,"£1,191.25",
DFID,DFID,02/06/2016,Air fares ,Policy Division ,Corporate travel provider,202419-101 ,£751.55,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,Economic Development Division ,Corporate travel provider,202432-101 ,"£1,077.26",
DFID,DFID,02/06/2016,Air fares ,Economic Development Division ,Corporate travel provider,202432-101 ,£559.05,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,202594-101 ,"£1,303.61",
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,"£2,033.00",
DFID,DFID,02/06/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate travel provider,202594-101 ,£705.68,
DFID,DFID,02/06/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate travel provider,202594-101 ,£567.54,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£545.45,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£573.10,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£614.67,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£598.35,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£901.55,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£913.30,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£621.37,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£808.60,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£928.67,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£581.90,
DFID,DFID,02/06/2016,Air fares ,East and Central Africa ,Corporate travel provider,202594-101 ,£588.75,
DFID,DFID,02/06/2016,Air fares ,International Relations Division ,Corporate travel provider,202617-101 ,"£1,003.63",
DFID,DFID,26/06/2016,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203454-104 ,"£1,509.43",
DFID,DFID,26/06/2016,Project delivery costs â€“ supplier services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,203454-104 ,"£1,543.74",
DFID,DFID,30/06/2016,Office Supplies ,Group Operations ,Banner,203717-101 ,£563.96,
