DFID                             Mark Lowcock,,,,,,,,
Business Expenses : October – December 2011,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
3-8/10/11,Indonesia,Development workshop/meetings with team/partners,"£2,687.79",,,£271.43,Visa £15.99,"£2,988.24"
,,,,,,,Departure tax £13.03,
,,,,,,,,
07/11/2011,Stockholm,To speak at annual World Bank economic research summary meeting,£420.56,£18.00,£15.22,£142.94,,£662.53
,,,,£47.81,,,,
,,,,£18.00,,,,
,,,,,,,,
,,,,,,,,
24-26/10/11,Brussels,To attend EU meeting of Directors General,,,,£452.02,Internet access £24.13,£605.15
,,,,£129.00,,,,
,,,,,,,,
23-25/11/11,East Kilbride,Visit to Abercrombie House,£68.98,£3.20,£22.00,£95.18,,£357.06
,,,,£167.70,,,,
,,,,,,,,
15/11/2011,Sunningdale,To speak at training conference for advisers,,£9.20,£5.00,,,£14.20
,,,,,,,,
4-7/12/11,Washington,"To attend meetings with World Bank in Washington, US Government on G20, and GAVI secretariat",£733.49,,£38.31,£279.69,Private mileage £57.40,"£1,157.25"
,,,,,£48.36,,,
8-13/12/11,Brazil,,"£2,495.82",,,£523.07,Translation £57.28,"£3,492.61"
,,,,,,,Translation £416.44,
14-16/12/11,New York,To attend UN meetings on Rio+20 and MDGs,"£2,010.32",,£43.25,"£1,120.61",Private mileage £57.40,"£3,264.85"
,,,,,£33.27,,,
,,,,,,,TOTAL,"£12,541.89"
,,,,,,,,
,,,,,,,,
HOSPITALITY RECORD October - December 2011,,,,,,,,
,,,,,,,,
Michael Anderson,DG Policy and Global Programmes,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
,,,,,,,,
,Nil return,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"DFID – Vivienne Cox, Non-Executive Director",,,,,,,,
Business Expenses: October to December 2011,,,,,,,,
DATES,DESTINATION,PURPOSE,TRAVEL,,,,OTHER (Including Hospitality Given),Total Cost £
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
24/11/2011,"East Kilbride, Scotland",30th anniversary of DFID Scotland office,£142.78,,£103.50,,,£246.28
,,,,,,,,
,,,,,,,,
,,,,,,,TOTAL,£246.28
,,,,,,,,
,,,,,,,,
HOSPITALITY RECORD October - December 2011,,,,,,,,
,,,,,,,,
"Vivienne Cox, Non-Executive Director",,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
,NIL RETURN,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"DFID – Doreen Langston, Non-Executive Director",,,,,,,,
Business Expenses: October to December 2011,,,,,,,,
DATES,DESTINATION,PURPOSE,TRAVEL,,,,OTHER (Including Hospitality Given),Total Cost £
,,,,,,,,
,,,Air,Rail,Taxi / Car,Accommodation / Meals,,
10/11/2011,"East Kilbride, Scotland",All day Recruitment Board ,£170.33,,£89.00,Hotel - £98.36,,£357.69
,,,,,,,,
,,,,,,,,
24/11/2011,East Kilbride,30th anniversary of DFID Scotland office,£142.78,,£92.00,,,£234.78
,,,,,,,TOTAL,£592.47
,,,,,,,,
,,,,,,,,
HOSPITALITY RECORD October - December 2011,,,,,,,,
,,,,,,,,
"Doreen Langston, Non-Executive Director",,,,,,,,
Date,Organisation Name,Type of Hospitality Received,,,,,,
,NIL RETURN,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
"[1] Taxi used due to time pressures, would not enable us to use public transport",,,,,,,,
