OrganisationURI,OrganisationLabel,OrganisationalUnit,TransactionNumber,Invoice Ref.,BeneficiaryName,Expense Type,Purpose,PaymentDate, Amount ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14051459,571376,Comensura Limited,R1100-CCM001,Agency Staff,17/03/2017,"1,183.90 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14051460,571653,Comensura Limited,R1100-CCM001,Agency Staff,17/03/2017,698.56 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14051461,571909,Comensura Limited,R1100-CCM001,Agency Staff,17/03/2017,"1,095.52 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14051358,750,Cook Residential Limited,R4400-FIE040,Services - Professional Fees,10/03/2017,"1,250.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Oakley Resource Centre,14051563,14088,Countyclean Cleaning & Maintenance Limited,R2700-COM101,Contract Cleaning,17/03/2017,917.52 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Household Waste,14051656,3009677,Craemer UK Limited,R4000-WST001,Equipment Purchase,24/03/2017,"11,050.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051314,13098,CWS Engineering Limited,R2004-ADB103,R & M of Build Programmed,10/03/2017,"11,350.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051457,017007A,D A Jones Landscapes,R2008-GBD001,R & M of Build - Reactive Repairs,17/03/2017,750.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051603,17008,D A Jones Landscapes,R4000-OPS002,Equipment Purchase,17/03/2017,"4,370.60 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051603,17008,D A Jones Landscapes,R4000-OPS002,Equipment Purchase,17/03/2017,"1,829.40 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051229,1196,D W Brookes (Resurfacing Limited),R2075-OPS001,Grounds Maintenance - Contract,03/03/2017,"1,565.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Built Environment,14051450,7402348739,Dell Corporation Limited,R4000-SUP040,Equipment Purchase,10/03/2017,651.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Licensing,14051290,A48070,Disclosure & Barring Service,R1601-REG002,CRB Police Checks,17/03/2017,528.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14051528,29654,DPDS Regional Limited - DPDS Consulting Group,R4400-DEV001,Services - Professional Fees,17/03/2017,"2,450.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street R&M,14051562,449237,DTZ DTL Limited,R2001-CPK101,R & M of Fix & Fit - General,17/03/2017,"18,507.13 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14051294,22084,Dundore Limited T/A Security Data Print,R4300-LTC001,Printing - Services,10/03/2017,"1,543.60 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Collection,14051684,22196,Dundore Limited T/A Security Data Print,R4300-LTC001,Printing - Services,24/03/2017,"6,148.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street R&M,14051384,163650,E.G. Carter & Co. Limited,R2004-CPK101,R & M of Build Programmed,10/03/2017,"94,803.83 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Phase 3 Development,14051099,106100,Edward Nash LLP T/A Nash Partnership,C1107-CAH039,Building Works,03/03/2017,"8,078.58 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051238,40236,Elliotts (Cheltenham) Limited,R6280-GBD001,Grants,03/03/2017,505.60 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051213,170211,Elmbridge Carpentry,R2004-ADB103,R & M of Build Programmed,03/03/2017,900.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051213,170211,Elmbridge Carpentry,R2004-ADB103,R & M of Build Programmed,03/03/2017,"1,200.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14051264,170226,Elmbridge Carpentry,R2081-FIE040,Roof Repairs,03/03/2017,900.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Asbestos Management,14051622,5281,Environmental Management Solutions Limited,C1107-CAH012,Building Works,24/03/2017,"5,690.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cakebridge Place development,14050630,5710,Environmental Management Solutions Limited,C1107-CAH034,Building Works,10/03/2017,"21,347.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Asbestos Management,14051625,5810,Environmental Management Solutions Limited,C1107-CAH012,Building Works,24/03/2017,"75,833.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Oakley Resource Centre,14051253,H1409BC424,E-on Energy,R2100-COM101,Electricity,03/03/2017,"1,441.05 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Oakley Resource Centre,14051878,H1427D2E8E,E-on Energy,R2100-COM101,Electricity,31/03/2017,"1,304.14 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sustainability Measures,14051300,2389,Evolve Home Energy Solutions Limited,C1107-CAH032,Building Works,10/03/2017,"1,283.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sustainability Measures,14051462,2406,Evolve Home Energy Solutions Limited,C1107-CAH032,Building Works,17/03/2017,711.30 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sustainability Measures,14051462,2406,Evolve Home Energy Solutions Limited,C1107-CAH032,Building Works,17/03/2017,"1,272.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Non Traditional Homes,14051318,15366,Firmingers LLP,C1107-CAH036,Building Works,10/03/2017,"1,750.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,External Improvements,14051295,17020283,G Purchase Construction Limited,C1107-CAH003,Building Works,17/03/2017,"56,918.76 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Trees,14051806,258,Gaskins Treework Specialists,R2070-PLP006,Tree Work,31/03/2017,"6,842.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051292,17-285-MR,GB Sport & Leisure UK Ltd,R4003-OPS002,Tools & Equipment - R & M,10/03/2017,"1,009.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Economic Development,14050994,71,GFirst LEP CIC,R4545-ECD001,IT - Interface Development,03/03/2017,"2,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Economic Development,14051670,81,GFirst LEP CIC,R4545-ECD001,IT - Interface Development,24/03/2017,"2,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Rent Allowances,14051776,500014590X,Gloucester City Council,R6200-HBP001,Rent Allowances,31/03/2017,577.20 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Council Tax Leaflet,14051582,COUNCIL TAX LEAFLET CREDIT DISTRIBUTION 08.03.16,Gloucester City Council,R9100-LTC003,Contributions - County Council,17/03/2017,"3,028.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Income and Expenditure on Investment Properties and Changes in Their Fair Value,14051560,1800438522,Gloucestershire County Council,R4400-FIE040,Services - Professional Fees,31/03/2017,"3,350.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pensions Backfunding,14051757,800007355,GLOUCESTERSHIRE COUNTY COUNCIL (LGPS ONLY),R1301-SUP038,Enhanced Pension,31/03/2017,"16,821.24 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051665,POSACTS GMAS,Gloucestershire Mentoring and Support CIC,R6280-GBD001,Grants,31/03/2017,"4,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Strategic partnership,14051760,4622,Gloucestershire Rural Community Council,R4401-PLP103,Services - Fees and Charges,31/03/2017,"2,000.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Community Welfare Grants,14051831,4626,Gloucestershire Rural Community Council,R6280-GBD001,Grants,31/03/2017,"16,998.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Cemetery, Crematorium and Churchyards",14051398,10016633,Goldingham Contracts Limited,R2075-CCM001,Grounds Maintenance - Contract,10/03/2017,597.50 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Corporate Management,14051559,8661759,Grant Thornton UK LLP,R4430-COR001,Audit Fees,24/03/2017,"12,351.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051726,3719,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,31/03/2017,"1,303.12 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Xmas in Cheltenham,14051727,3732,Greenway Partnership Limited T/A GPL Building Services,R4408-ECD101,Other Contractors Fees,31/03/2017,542.50 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Repairs & Maintenance,14051222,3767,Greenway Partnership Limited T/A GPL Building Services,R2004-OPS122,R & M of Build Programmed,03/03/2017,"19,345.12 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14051505,3779,Greenway Partnership Limited T/A GPL Building Services,R2008-REC111,R & M of Build - Reactive Repairs,17/03/2017,"2,089.24 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Repairs & Maintenance,14051503,3782,Greenway Partnership Limited T/A GPL Building Services,R2004-OPS121,R & M of Build Programmed,17/03/2017,"3,865.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Car Parks - Off Street R&M,14051487,3799,Greenway Partnership Limited T/A GPL Building Services,R2043-CPK101,R & M of Build Drain Cleaning,17/03/2017,716.38 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14051320,3800,Greenway Partnership Limited T/A GPL Building Services,R5001-FRM101,TPP - Major External Contractors,10/03/2017,"1,952.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Xmas in Cheltenham,14051486,3801,Greenway Partnership Limited T/A GPL Building Services,R2083-ECD101,R&M of Build - Routine,17/03/2017,"1,312.50 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14051612,3820,Greenway Partnership Limited T/A GPL Building Services,R2200-ELE002,Rent,31/03/2017,"2,400.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,District Elections,14051114,10243,Halarose Limited,R4531-ELE002,IT - Purchase of Software,03/03/2017,"9,599.08 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Flood Risk Management,14051393,51414,Halcrow Group Limited,R5001-FRM101,TPP - Major External Contractors,10/03/2017,"1,548.78 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development Control - Applications,14051742,50083299,Haymarket Publishing Services Limited,R4701-DEV001,Subscriptions,31/03/2017,"1,350.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Pittville Pump Room Repairs & Maintenance,14051737,16317,Hellion Environmental Limited,R2008-CUL113,R & M of Build - Reactive Repairs,31/03/2017,"1,650.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Cheltenham Depot,14051734,16330,Hellion Environmental Limited,R2008-ADB103,R & M of Build - Reactive Repairs,31/03/2017,775.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Arle Road Nursery Repairs Maintenance,14051735,16331,Hellion Environmental Limited,R2008-OPS111,R & M of Build - Reactive Repairs,31/03/2017,534.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Corporate Policy Making,14051379,HT-INV-000111-UK,Hitec (Laboratories) Limited,R4501-COR003,Comms - R & M of Equipment,17/03/2017,"4,226.25 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051335,150312AA10,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,24/03/2017,"1,422.18 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Repairs and Maintenance,14051687,150312AA11,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,24/03/2017,936.32 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Built Environment,14051214,I53109,Ice Creates Limited,R4400-SUP040,Services - Professional Fees,03/03/2017,725.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,"Paths, Fences & Walls",14050852,WM007252,Idverde Ltd,C1107-CAH021,Building Works,31/03/2017,"2,122.18 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Neighbourhood works,14050850,WM007461,Idverde Ltd,C1107-CAH005,Building Works,24/03/2017,"20,124.26 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Neighbourhood works,14051243,WM007516,Idverde Ltd,C1107-CAH005,Building Works,03/03/2017,"34,696.41 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Neighbourhood works,14051585,WM007533,Idverde Ltd,C1107-CAH005,Building Works,17/03/2017,"44,924.67 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Sports & Open Spaces Operations,14051532,3767,J & J Watkins Limited T/A Dudley Fencing,R4003-OPS002,Tools & Equipment - R & M,17/03/2017,595.00 ,,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Garage Sites 2b,14051717,006 IN022776,J Harper & Sons (Leominster) Limited,C1107-CAH054,Building Works,24/03/2017,"49,854.65 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Swindon Road,14051382,012 IN022754,J Harper & Sons (Leominster) Limited,C1107-CAH050,Building Works,10/03/2017,"42,822.17 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Development costs - Garage Sites 2b,14051381,05 IN022748,J Harper & Sons (Leominster) Limited,C1107-CAH054,Building Works,10/03/2017,"98,233.84 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14051206,2086,Jayson R C Bayliss,R2004-REC111,R & M of Build Programmed,03/03/2017,"1,950.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Recreation Centre Repairs & Maintenance,14051206,2086,Jayson R C Bayliss,R2004-REC111,R & M of Build Programmed,03/03/2017,"1,260.00 ",,
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,Parks & Gardens Operations,14051725,2088,Jayson R C Bayliss,R2075-OPS001,Grounds Maintenance - Contract,31/03/2017,825.00 ,,
