UNITTYPE,MNEMONIC,UNITNO,ITEMSTATUS,LOCATION,X,Y
28,GB,158,LIVE,OPP. HSE NO 90,411429.43,421301.96
28,GB,159,LIVE,END OF BRIDGE NEAR TO HSE NO 33,411344.43,421247.05
28,GB,160,LIVE,AFTER 1ST GARAGE LHS UPHILL,403464.96,425740.18
28,GB,161,LIVE,JCT WITH BROW WOOD ROAD,412655.24,428588.28
28,GB,162,LIVE,AT SIDE OF 6 BELL HALL TERRACE,408540.77,424195.49
28,GB,163,LIVE,SIDE OF TP BOTTOM OF ERRINGDON STREET,394352.47,424121.5
28,GB,164,LIVE,JCT WITH ALBERT GARDENS,407015.77,425699.96
28,GB,165,LIVE,SIDE OF EWOOD COTTAGE,392773.64,424753.49
28,GB,166,LIVE,SIDE OF HSE NO 20,399254.01,426857.69
28,GB,167,LIVE,ABOVE FIRST L/C ON LHS,407647.92,419476.39
28,GB,168,LIVE,O/SIDE HSE NO 15,409568.6,420852.85
28,GB,169,LIVE,NEAR BOTTOM BY ROCK VIEW,404533.21,419743.61
28,GB,170,LIVE,BY SUB STATION,406919.58,429301.13
28,GB,171,LIVE,O/S HSE NO 20,403769.6,423990.98
28,GB,172,LIVE,ON THE VERGE IN THE CAR PARK BY THE STEPS - S/O T.P,410888.94,420854.38
28,GB,173,LIVE,JCT OF FOREST AVE 0N GRASS VERGE.,407356.99,427562.61
28,GB,174,LIVE,SIDE OF L/C AT THE END OF FOOTWAY,399314.21,427749.59
28,GB,175,LIVE,BY L/C 3,409573.87,421309.71
28,GB,176,LIVE,OPP NO 2 WOODCROFT,413518.6,422023.4
28,GB,177,LIVE,OPP HSE 27,413575.94,421887.38
28,GB,178,LIVE,OPP HSE NO 167,413721.02,421997.6
28,GB,179,LIVE,OPPOSITE HSE NO 2,391396.81,426177.97
28,GB,180,LIVE,TOP R/H/S BEFORE TURNING CIRCLE,405456.25,424290.93
28,GB,181,LIVE,AT TOP CORNER,407698.04,424151.53
28,GB,182,LIVE,S/O LC 3,407756.69,424022.9
28,GB,183,LIVE,OPP LC 3,414290.67,422468.28
28,GB,184,LIVE,O/S HSE NO 22/24,410178.63,423112.53
28,GB,185,LIVE,SIDE OF HSE NO 25,406123.44,425498.09
28,GB,186,LIVE,JCT OF GLEANINGS AVENUE,406096.73,425410.43
28,GB,187,LIVE,OPP HSE NO 24,414724.38,421892.01
28,GB,188,LIVE,JCT GODLEY LANE,403200.25,418222.5
28,GB,189,LIVE,O/S PROPERTY NO 31 - NEAR TO L/C 2,409339.86,425069.33
28,GB,190,LIVE,BY END OF PLAY AREA,404243.67,427487.91
28,GB,191,LIVE,OPPOSITE HSE NO1,406312.56,425411.49
28,GB,192,LIVE,JCT OF HIGHROAD WELL LANE,406405.38,425419.1
28,GB,193,LIVE,1/2 WAY DOWN BELOW THE HOUSES,405655.41,422621.6
28,GB,194,LIVE,JCT OF VICTORIA ROAD,410828.09,420882.79
28,GB,195,LIVE,ON THE BEND OPPOSITE DERELICT BUILDING,391078.93,423705.25
28,GB,196,LIVE,HALFWAY FROM GORPLEY FARM TO TRACK TO KEEPERS LODGE,391261.95,423447.36
28,GB,197,LIVE,J/O TRACK TO KEEPERS LODGE,391115.43,423404.65
28,GB,198,LIVE,OPP HSE NO 3,411501.21,423531.09
28,GB,199,LIVE,OPP HSE NO 15 ON THE FLAGGED AREA AT THE BACK OF F/W,403678.45,425374.64
28,GB,200,LIVE,S/O HSE NO 1A (S/O BT CABINET),413469.74,424434.79
28,GB,201,LIVE,BETWEEN RIDING HILL FARM AND RIDING HILL,413158.74,428567.52
28,GB,202,LIVE,O/S HSE NO 1B,409554.99,422972.78
28,GB,203,LIVE,O/S HSE NO 4 BY L/C,405632.3,425565.64
28,GB,204,LIVE,END OF F/W O/S HSE NO 47,403950.99,425341.04
28,GB,205,LIVE,OPP HSE NO 12,405669.07,425028.19
28,GB,206,LIVE,JCT OF WOOD BOTTOM LANE,412858.56,424308.38
28,GB,207,LIVE,BY PUMP STATION,401165.47,425607.3
28,GB,208,LIVE,J/O STUBBING CLOSE,401160.44,425685.64
28,GB,209,LIVE,OPP JCT WITH HUNTER HILL ROAD,405385.44,428449.4
28,GB,210,LIVE,J/O SOWERBY LANE,402778.24,425027.45
28,GB,211,LIVE,O/S WOOD FIELD,403088.04,425226.88
28,GB,212,LIVE,SIDE OF L/C NO 1 THE LACEY'S,393271.76,424882.6
28,GB,213,LIVE,BY TELEPGRAPH POLE OPP JUNCTION WITH BOARDMAN STREET,393584.77,424733.64
28,GB,214,LIVE,S/O HSE NO 35,414370.39,423558.16
28,GB,215,LIVE,END OF CUL DE SAC O/S HOUSE NO 84,396515.99,424304.63
28,GB,216,LIVE,S/O L/C OPP HSE NO 15,411121.01,427063.04
28,GB,217,LIVE,SIDE OF HSE NO 35 PROSPECT ROW,405992.47,429262.62
28,GB,218,LIVE,ENTRANCE TO INDUSTRIAL ESTATE,406355.66,429033.84
28,GB,219,LIVE,OPP HSE NO 2,414509.68,422020.31
28,GB,220,LIVE,OPP HSE NO 3 ON FOOTWAY,414559.089,421969.4342
28,GB,221,LIVE,JCT WITH CALDERVIEW SIDE OF L/C NO 7,414082.88,422391.96
28,GB,222,LIVE,SIDE OF HSE NO 35,409177.22,424396.58
28,GB,223,LIVE,BY L/C NO 3,403129.76,418153.01
28,GB,224,LIVE,BY T/P AT TOP ON FLAT,403088.77,418119.06
28,GB,225,LIVE,OPP HSE NO 18,406925.05,428520.81
28,GB,226,LIVE,O/S HSE NO 28,407011.03,428649.8
28,GB,227,LIVE,O/S NO 28,406978.82,428581.77
28,GB,228,LIVE,O/S HSE NO 33 HEATHER BANK,393698.53,422054.13
28,GB,229,LIVE,O/SIDE NO 40 AT SIDE OF L/C 8,410402.1155,424319.5436
28,GB,230,LIVE,OPP HSE NO 2,409021.26,421072.61
28,GB,231,LIVE,O/S HSE NO 63 ( ON FLAT),409013.36,421156.05
28,GB,232,LIVE,S/O L/C 17,408885.2,421183.73
28,GB,233,LIVE,OUTSIDE HSE NO 31 AT JCT WITH BRECK WILLOWS,404970.61,423020.42
28,GB,234,LIVE,OPP HSE NO 27 - BY L/C 5,414916.64,425519.76
28,GB,235,LIVE,O/S HSE NOS 7-9,408713.16,421477.85
28,GB,236,LIVE,O/S HSE NO 36,408767.44,421357.45
28,GB,237,LIVE,AT THE TOP ON THE RIGHT HAND SIDE,399397.03,427777.83
28,GB,238,LIVE,ON PATH BY HIGHFIELD DRIVE SIGN - BLK HERITAGE BIN,404273.88,425937.94
28,GB,239,LIVE,IN CORNER AT BOTTOM OF STREET,407773.94,428676.82
28,GB,240,LIVE,S/O HOUSE NO 19,415840.85,423225.52
28,GB,241,LIVE,S/O HOUSE NO 14 IN TURNING HEAD,407755.41,426442.26
28,GB,242,LIVE,OPP HSE NO 14,396261.33,423969.26
28,GB,243,LIVE,AGAINST GARDEN WALL HSE NO 2,411305.94,426469.72
28,GB,244,LIVE,AGAINST GARDEN WALL OF HSE NO 42,411326.17,426433.87
28,GB,245,LIVE,SIDE OF HOUSE NO 67,399688.62,427311.23
28,GB,246,LIVE,ENTRANCE TO CAMEL HUMPS FARM,393786.53,421819.45
28,GB,247,LIVE,OPPOSITE NORTH HOLLINGWORTH FARM,393919.76,421751.94
28,GB,248,LIVE,HALF WAY BETWEEN HOLLINGWORTH GATE AND HIGHLANDS,393982.61,421652.82
28,GB,249,LIVE,TOPSIDE OF HSE NO 33 BY L/C,406100.76,428496.22
28,GB,250,LIVE,OPP HOUSE NO 3,413698.78,421645.47
28,GB,251,LIVE,AT JUNCTION WITH BANK HSE LANE,404183.53,427951.76
28,GB,252,LIVE,JUST ABOVE JUNCTION WITH BRIGHTON STREET ON THE LEFT HAND SIDE,391231.92,426296.67
28,GB,253,LIVE,O/S HSE NO 307 JCT WITH HOLME DRIVE,405748.19,424933.65
28,GB,254,LIVE,TOP OF CUL DE SAC O/S HSE NO 341,405610.22,425044.5
28,GB,255,LIVE,SIDE OF WALL BY THEATRE,399149.14,427107.56
28,GB,256,LIVE,JCT OF HONEY HOLE COURT,393599.74,423875.83
28,GB,257,LIVE,OPP HSE NO 4,406806.93,426905.16
28,GB,258,LIVE,OPP JCT OF CHURN MILK LANE,408493.85,427735.57
28,GB,259,LIVE,JCT BOOTHTOWN ROAD,408623.91,427441.61
28,GB,260,LIVE,JCT WITH AYDON WAY,413038.12,429228.04
28,GB,261,LIVE,O/S ELECTRIC SUB STATION OPP NO 49,405470.96,428343.67
28,GB,262,LIVE,JCT WITH OLD LEES ROAD,399341.01,427967.14
28,GB,263,LIVE,O/S STONE HURST,399541.81,427867.63
28,GB,264,LIVE,BEFORE STOODLEY VIEW,399659.04,427845.26
28,GB,265,LIVE,BETWEEN NAME PLATE AND CABLE BOX,407287.7,429477.51
28,GB,266,LIVE,JUNCTION WITH ILLINGWORTH GROVE,407421.14,429268.27
28,GB,267,LIVE,ON THE CORNER NEAR HIGHFIELD,405446.75,423059.93
28,GB,268,LIVE,TOPSIDE OF TURNING HEAD - O/S HSE NO 9,409955.1,426152.21
28,GB,269,LIVE,NEAR L/C 2,411359.34,426805.31
28,GB,270,LIVE,BY ENTRANCE TO JUMPLES LODGE,406558.65,428006.21
28,GB,271,LIVE,S/0 L/C 2,392070.46,425716.47
28,GB,272,LIVE,JCT JUBILEE TERRACE,404341.53,420559.39
28,GB,273,LIVE,JCT CORONATION TERRACE,404312.21,420560.72
28,GB,274,LIVE,O/S HSE NO 58 BY LC NO 17,403625.14,425514.97
28,GB,275,LIVE,OPP HSE NO 53 BY TURNING HEAD,410086.4,423578.03
28,GB,276,LIVE,O/S HSE NO 53,394595.65,423998.76
28,GB,277,LIVE,OPPOSITE L/C 2,394532.04,424118.45
28,GB,278,LIVE,JCT OF WELLCROFT GARDENS (S/O T.P),412308.63,425678.72
28,GB,279,LIVE,O/S 30 AT THE END OF CUL DE SAC,406038.75,425515.46
28,GB,280,LIVE,JUST ABOVE L/C 2 OPPOSITE SIDE OF THE ROAD,391771.04,425689.91
28,GB,281,LIVE,OPP HSE NO 11,412162.49,425531.53
28,GB,282,LIVE,JCT WITH UNION ROAD,406576.72,429901.12
28,GB,283,LIVE,OPP HSE NO 1,407511.39,426258.15
28,GB,284,LIVE,JCT WITH UNITY STREET,399451.07,427657.71
28,GB,285,LIVE,OPP HSE NO 111,413763.34,422587.94
28,GB,286,LIVE,ON THE CORNER BY HEATH TRAINING AND DELELOPMENT CENTRE,409137.29,423939.81
28,GB,287,LIVE,BY THE MAURICE JAGGER CENTRE,409480.94,425463.01
28,GB,288,LIVE,ON THE ISLAND BY THE FIRST TREE,409148.19,420767.87
28,GB,289,LIVE,O/S HSE NO 28,412142.72,421185.13
28,GB,290,LIVE,BY L/C 2394,412081.81,421257.53
28,GB,291,LIVE,BY BOTTOM OF SETTS,402425.83,417848.41
28,GB,292,LIVE,S/O HOUSE NO 9 (AT S/O BT CABINET),414282.38,421524.73
28,GB,293,LIVE,S/O LAMP COLUMN 2797,414225.27,421278.39
28,GB,294,LIVE,OPP HSE NO 8 - SMALL BIN,393705.45,423762.03
28,GB,295,LIVE,ON GRASS VERGE OPPOSITE HSE NO 113,393938.48,423975.88
28,GB,296,LIVE,BY THE FENCE PRIOR TO THE CAR PARK TOP OF THE HILL,393864.07,423904.36
28,GB,297,LIVE,O/SIDE NO 8 S/O LC,406230.24,428672.69
28,GB,298,LIVE,O/SIDE NURSERY/GARDEN CENTRE,405007.67,421941.6
28,GB,299,LIVE,NEAR L/C 8991,408068.24,424153.17
28,GB,300,LIVE,NEAR GARAGES,407973.67,424166.09
28,GB,301,LIVE,O/S HOUSE NO 37,414567.47,425008.2
28,GB,302,LIVE,S/O HSE NO 33 ( BY L/C 1),408224.72,422539.3
28,GB,303,LIVE,O/S HOUSE NO 37 (S/O STREET NAME PLATE),414320.31,421597.9
28,GB,304,LIVE,OPP HSE NO 12,393441.92,421831.27
28,GB,305,LIVE,OPP HSE NO 51 ON F/WAY AT BACK OF GUARD RAIL,413345.56,421457.07
28,GB,306,LIVE,IN WALL RECESS OPPOSITE SIDE OF 58 KLIFFEN PLACE,409538.22,423840.19
28,GB,307,LIVE,OPPO GABLE END OF 15 GARDEN TERRACE,399470.22,427283.22
28,GB,308,LIVE,NEAR L/C 1,411405.3,426361.71
28,GB,310,LIVE,OPP SPRING LANE S/O WELL,408260.26,421243.25
28,GB,311,LIVE,S/O L/C NO 7,407890.51,418485.69
28,GB,312,LIVE,OPP HOUSE NO 17,414838.64,425610.78
28,GB,313,LIVE,JCT FIELD LANE,413679.48,421729.28
28,GB,314,LIVE,JUNCTION WITH LOWER EDGE ROAD,413382.81,421298.15
28,GB,315,LIVE,JUNCTION WITH MAYSTER GROVE,413495.22,421447.29
28,GB,316,LIVE,OPP JCT WITH JAMES STREET,393828.69,424881.98
28,GB,317,LIVE,J/O MEADOW LANE,407166.85,426633.14
28,GB,318,LIVE,OPP HSE NO 20 ( IN LAY BY),413573.92,423752.19
28,GB,319,LIVE,OPP STEPS - L/C 2,413650.87,423651.68
28,GB,320,LIVE,S/O HSE NO 15,409137.57,421445.4
28,GB,322,LIVE,OPP NO 71 NEAR TO JCT WITH PADDOCK LANE,400171,428325.87
28,GB,323,LIVE,OPP HSE NO 12,408805.0184,421560.4652
28,GB,324,LIVE,O/S NO 5,407951.9,427569.9
28,GB,325,LIVE,NEAR JCT WITH SIDDAL LANE,410231.28,423185.65
28,GB,326,LIVE,JCT OF HALL GREEN LANE,404193.9,417258.59
28,GB,327,LIVE,BY ENTRANCE TO WATER BOARD IN DIP AT THE BOTTOM,403197.35,416471.84
28,GB,328,LIVE,O/S NOS 22-32 (FLATS),407269.62,428548.12
28,GB,329,LIVE,OPP HSE NO1,390332.45,426136.11
28,GB,330,LIVE,OPPOSITE GABLE END HSE NO 1 BY STEPS,405886.77,423737.65
28,GB,331,LIVE,OPP HSE NO 4 ( AGAINST FENCE TO OAP FLATS),407301.67,427958.98
28,GB,332,LIVE,SIDE OF GATE TO SUB STATION,407447.72,427857.95
28,GB,333,LIVE,BELOW L/C NO 56 ON FLAGGED F/W,403432.11,421290.84
28,GB,334,LIVE,1ST LAY BY ON RHS AS YOU GO DOWN HILL,403414.05,426141.23
28,GB,335,LIVE,OPP HSE NO 50 SIDE OF L/C,399379.11,426820.52
28,GB,336,LIVE,S/O L/C NO 7,409947.05,423852.22
28,GB,337,LIVE,JCT WITH NEW STREET,415902.86,422875.25
28,GB,338,LIVE,NEXT TO BOLLARDS,411583.17,423676.21
28,GB,339,LIVE,OPP HSE NO 9,413595.45,421516.89
28,GB,340,LIVE,S/O HOUSE NO 1,413559.53,421479.07
28,GB,341,LIVE,BY T.P. OPP HSE NO 4,414805.06,422311.61
28,GB,342,LIVE,OPP HSE NO 10,405562.13,420084.11
28,GB,343,LIVE,OPP. HSE NO 28,398731.51,428134.68
28,GB,344,LIVE,JUNCTION OF NORTON DRIVE,405757.95,425380.35
28,GB,345,LIVE,JCT NORTON STREET,410624.61,420519.38
28,GB,346,LIVE,NRS L/C NO 20 (O/S SUB STATION),405630.68,425429.26
28,GB,347,LIVE,O/SIDE HSE NO 39,405700.09,425315.52
28,GB,348,LIVE,OPP HSE NO 3,408305.27,426855.55
28,GB,349,LIVE,OPP L/C 1,414529.51,424062.15
28,GB,350,LIVE,OPP RESERVIOR DAM GATES,406587.3,430777.85
28,GB,351,LIVE,OPP ENTRANCE TO CAR PARK,406630.39,430886.21
28,GB,352,LIVE,JCT RED BECK ROAD (NEAR L/C 12),410707.95,426210.91
28,GB,353,LIVE,JCT HIGH STREET - BLK HERITAGE BIN,404089.8,426163.89
28,GB,354,LIVE,OPP HSE NO 38,399394.77,427879.8
