Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,14/09/2012,Crown Court Graduated Fee Scheme,East Midlands Area,Joyce Abigail Helen ,1230263,"68,348.36",Crown Court Graduated Fee Scheme,NG1 1HF,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/09/2012,Crown Court Graduated Fee Scheme,Wessex Area,Fitton Michael ,1230657,"44,548.46",Crown Court Graduated Fee Scheme,BS1 1DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/09/2012,Crown Court Graduated Fee Scheme,East Midlands Area,Mann Paul ,1230945,"125,445.89",Crown Court Graduated Fee Scheme,NG1 1HF,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/09/2012,Crown Court Graduated Fee Scheme,Central Fraud Group,Gerry Felicity ,1231005,"33,325.84",Crown Court Graduated Fee Scheme,WC1R 4JH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/09/2012,Crown Court Graduated Fee Scheme,Central Fraud Group,Tompkins Kate ,1231009,"25,161.32",Crown Court Graduated Fee Scheme,WC1R 4JH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/09/2012,Crown Court Graduated Fee Scheme,Organised Crime Division,Biggs Stuart ,1231031,"25,932.52",Crown Court Graduated Fee Scheme,WC2A 2JR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/09/2012,Crown Court Graduated Fee Scheme,Organised Crime Division,Jory Richard ,1231095,"38,558.08",Crown Court Graduated Fee Scheme,WC2A 2LF,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/09/2012,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Capstick Timothy ,1231478,"62,319.03",Crown Court Graduated Fee Scheme,LS1 2LW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/09/2012,Crown Court Very High Cost Cases,Merseyside and Cheshire Area,Riding Henry ,1231524,"36,932.92",Crown Court Very High Cost Cases,L2 9YH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/09/2012,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Smith Robert QC ,1231935,"29,559.03",Crown Court Graduated Fee Scheme,LS1 2SJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/09/2012,Crown Court Graduated Fee Scheme,South West Area,Langdon Andrew ,1231939,"73,997.00",Crown Court Graduated Fee Scheme,BS1 2HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Crown Court Graduated Fee Scheme,South East Area,Howes Sally ,1232465,"31,572.63",Crown Court Graduated Fee Scheme,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Crown Court Very High Cost Cases,East Midlands Area,Coen Yvonne ,1232692,"33,210.96",Crown Court Very High Cost Cases,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/09/2012,Crown Court Very High Cost Cases,Central Fraud Group,Miskin Charles ,1232965,"37,629.00",Southwark CC 310812,WC2R 3AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/09/2012,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Colborne M ,1233690,"29,096.58",Crown Court Graduated Fee Scheme,BD1 1TW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Crown Court Graduated Fee Scheme,London,Whittam Richard ,1233876,"59,096.47",Crown Court Graduated Fee Scheme,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Crown Court Very High Cost Cases,North West Area,Woods Rachael ,1233942,"27,198.00",Crown Court Very High Cost Cases,L2 9XX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Crown Court Graduated Fee Scheme,Wessex Area,Newton-Price James ,1233949,"32,219.70",Crown Court Graduated Fee Scheme,SO23 9EB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Crown Court Graduated Fee Scheme,London,Hunter Timothy ,1233959,"48,810.12",Crown Court Graduated Fee Scheme,EC4Y 9DB,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Crown Court Graduated Fee Scheme,London,Glasgow Oliver ,1233962,"27,756.56",Crown Court Graduated Fee Scheme,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Crown Court Graduated Fee Scheme,London,ONeill Brian ,1234191,"43,981.03",Crown Court Graduated Fee Scheme,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/09/2012,Crown Court Very High Cost Cases,West Midlands Area,Wheeler Andrew ,1234542,"28,779.07",Crown Court Very High Cost Cases,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/09/2012,Crown Court Very High Cost Cases,West Midlands Area,Bowden Tim ,1234583,"26,114.47",Crown Court Very High Cost Cases,WC1R 4BS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/09/2012,Crown Court Graduated Fee Scheme,South West Area,Vigars Anna ,1234591,"26,313.98",Crown Court Graduated Fee Scheme,BS1 2HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,03/09/2012,Legal Professional Services Advice,Human Resource Directorate,Kennedys London,5020504,"32,095.92",Disability Discrimination,EC3M 5AD,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,03/09/2012,Logica contract,Business Information Sys Dir,Midland HR Nottingham,5020505,"65,821.07",Implementation Charge,NG11 6LL,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,04/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020523,"31,285.42",CCR4225 Winsford Police HQ - RASSO,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,05/09/2012,Facilities Management,Corporate,ISS Facility Services Ltd,5020533,"53,327.76",Facilities Management,GU21 5RW,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,05/09/2012,Facilities Management,Corporate,ISS Facility Services Ltd,5020533,"74,803.13",Facilities Management,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,05/09/2012,Fittings,Corporate,Cofely,5020539,"72,000.00",Air conditioning replacement,HP12 3TA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/09/2012,Transcriptions And Translation,Corporate,J L Harpham Ltd,5020577,"63,167.04",Transcriptions And Translation,YO1 8AJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,06/09/2012,Contractor/Service (Contract Management) - Global Crossing,Corporate,Logica UK Limited London,5020579,"40,406.38",Contractor/Service (Contract Management) - Global Crossing,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/09/2012,Transcriptions And Translation,Corporate,AVR Transcription Ltd Bolton,5020602,"58,810.75",Transcriptions And Translation,BL6 6HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/09/2012,Transcriptions And Translation,Corporate,Mendip Media Group Ltd Tiverton,5020627,"68,655.28",Transcriptions And Translation,EX16 6SS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020631,"35,310.78",Tariff Book (IT Links) July 2012,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Computer Services,Human Resource Directorate,Midland HR Nottingham,5020644,"25,708.32",Kit Split Annual Charge 01/07/12 - 30/06/13,NG11 6LL,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Central Fraud Group,Logica UK Limited London,5020663,"1,258.84",Xerox MFD Click Charges July 2012,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Corporate,Logica UK Limited London,5020663,"3,103.10",Xerox MFD Click Charges July 2013,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Corporate,Logica UK Limited London,5020663,517.66,Xerox MFD Click Charges July 2014,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Cymru/Wales Area,Logica UK Limited London,5020663,"9,009.00",Xerox MFD Click Charges July 2015,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,East Midlands Area,Logica UK Limited London,5020663,"12,209.93",Xerox MFD Click Charges July 2016,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,East of England Area,Logica UK Limited London,5020663,"5,938.85",Xerox MFD Click Charges July 2017,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,London,Logica UK Limited London,5020663,"11,485.54",Xerox MFD Click Charges July 2018,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Merseyside and Cheshire Area,Logica UK Limited London,5020663,"1,129.98",Xerox MFD Click Charges July 2019,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,North East Area,Logica UK Limited London,5020663,"7,957.58",Xerox MFD Click Charges July 2020,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,North West Area,Logica UK Limited London,5020663,"7,692.25",Xerox MFD Click Charges July 2021,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,South East Area,Logica UK Limited London,5020663,"8,219.64",Xerox MFD Click Charges July 2022,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,South West Area,Logica UK Limited London,5020663,"2,395.58",Xerox MFD Click Charges July 2023,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Special Crime Division,Logica UK Limited London,5020663,"2,175.98",Xerox MFD Click Charges July 2024,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Thames and Chiltern Area,Logica UK Limited London,5020663,"6,462.23",Xerox MFD Click Charges July 2025,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,"Welfare, Rural and Health Prosecutions Division",Logica UK Limited London,5020663,346.94,Xerox MFD Click Charges July 2026,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Wessex Area,Logica UK Limited London,5020663,"5,017.92",Xerox MFD Click Charges July 2027,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,West Midlands Area,Logica UK Limited London,5020663,"8,887.03",Xerox MFD Click Charges July 2028,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica / Xerox MFD click charges,Yorkshire and Humberside Area,Logica UK Limited London,5020663,"20,927.09",Xerox MFD Click Charges July 2029,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020663,"13,029.50",Xerox MFD Click Charges July 2030,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020701,"104,001.90",IT Service Catalogue Hardware One Off Charges for May 2012,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/09/2012,Electricity,Corporate,EDF Energy,5020736,"12,465.52","Power supply for Rose Court, London",PL3 5XQ,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,13/09/2012,Electricity,Corporate,EDF Energy,5020736,"23,150.24","Power supply for Rose Court, London",PL3 5XQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/09/2012,New Works,Corporate,Kinnarps Colnbrook,5020742,"56,022.20",New Works,SL3 0DX,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/09/2012,Postage,London,DX Network Services Ltd,5020774,"37,446.00",Postage,NN3 6YG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/09/2012,Transcriptions And Translation,Corporate,Wordwave International Ltd,5020812,"33,092.78",Transcriptions And Translation,EC4A 2AG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/09/2012,Fittings,Corporate,Logica UK Limited London,5020816,"37,409.05",Fittings,CF31 9AP,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,17/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020816,"25,500.00","GC Agency Management Charge, August 12",CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/09/2012,Other Accommodation Costs,Special Crime Division,West Yorkshire Police Authority,5020900,"66,782.40",Contribution Towards Rental of Office Space at Clarendon House 12/13,WF1 3QP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020901,"58,952.32",CCR4364 Centralisation of CPS London Teams - Professional Effort for June 2012,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020901,"42,032.92",CCR4366 Creation of Super Host Infrastructure at Drummond Gate - Professional Effort for June and July 12,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5020901,"30,817.16",CCR4510 London Centralisation Programme - Data Migration - Professional Effort for July 2012,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Facilities Management,Corporate,ISS Facility Services Ltd,5020955,"51,704.50",Facilities Management,GU21 5RW,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Facilities Management,Corporate,ISS Facility Services Ltd,5020955,"72,482.72",Facilities Management,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Facilities Management,Finance Directorate,ISS Facility Services Ltd,5020955,"3,428.46",Facilities Management,GU21 5RW,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Other Accommodation Costs,Corporate,ISS Facility Services Ltd,5020955,"104,376.88",Other Accommodation Costs,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Other Accommodation Costs,Corporate,ISS Facility Services Ltd,5020955,"11,440.92",Other Accommodation Costs,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/09/2012,Reactive Maintenance,Corporate,ISS Facility Services Ltd,5020955,"19,828.15",Reactive Maintenance,GU21 5RW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/09/2012,Logica contract,Business Information Sys Dir,Logica UK Limited London,5021041,"33,156.24",Tariff Book (CPS Direct) Unitary Charges,CF31 9AP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/09/2012,Legal Professional Services Advice,Corporate,Treasury Solicitor,5021045,"35,599.40",Professional Work to 31/08/12,WC2B 4TS,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/09/2012,Contractor/Service (Contract Management) - Global Crossing,Business Information Sys Dir,Level 3 Communications UK Limited,5021047,"27,077.31",01/06/12 - 31/07/12 Handset Usage and,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,27/09/2012,Global Crossing Quarterly Management Charge,Business Information Sys Dir,Level 3 Communications UK Limited,5021085,"795,110.72",Fixed Charges 011011-300612,RG24 8NA,Not available,Not available,Not available,Programme
