OrganisationNameLabel,OrganisationURI,EffectiveDate,Directorate/ServiceWhereExpenditureIncurred,ServiceCategoryLabel,ServiceCategoryURI,Supplier,SupplierRegisteredCompany Number,PaymentDate,TransactionNumber,NetAmount,IrrecoverableVAT,PurposeOfSpend,ProcurementClassification:ProclassLabel,ProcrementClassification:ProClassCode
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,SOCITM LIMITED,04396808,30-11-2016,0000063651,960,0,"Website take up service, 12 month",152200,Consultancy Technical & Feasibility
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Customer Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,NORTHGATE VEHICLE HIRE LTD,01434157,05-12-2016,0000063658,15.14,0,1 day car hire on 15th,381600,Vehicle Mgt Leasing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Kendal Town Hall,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,BERENDSEN UK LTD,00228604,05-12-2016,0000063663,82.5,0,Monthly rental of anti- slip mats for,161000,Domestic Goods Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Kendal Town Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,BERENDSEN UK LTD,00228604,05-12-2016,0000063663,19.67,0,Monthly rental of anti- slip mats for,161000,Domestic Goods Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,THOMSON REUTERS (PROFESSIONAL) UK LTD,01679046,07-12-2016,0000063668,58,0,PLANNING CONT THEIR REINFORCEMENT REL 23,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Policy & Partnerships,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,GATES TRAVEL SERVICE,,14-12-2016,0000063678,101.7,0,Train Tickets for,261600,HR Travel & Subsistence
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,SLDC as Agent,,Cumbria Neighbourhood Watch Association,05854713,14-12-2016,0000063679,500,0,Cumbria Neighbourhood watch Association,908001,Public Bodies Other Public Bodies
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Revenues and Benefits,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MERITEC LTD,03224622,05-12-2016,0000063682,139.5,0,2016 - 2017  RAB Processing Contract and,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,SLDC as Agent,,CUMBRIA COUNTY COUNCIL,,07-12-2016,0000063684,432,0,DBS Checks,908000,Public Bodies Council support services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Financial Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,TIAA Ltd,04546319,07-12-2016,0000063687,3283.3,0,16/17 Internal Audit,201100,Financial Services Audit
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,VODAFONE LIMITED,01471587,05-12-2016,0000063688,2776.03,0,Mobile phone call costs,271800,ICT Telecommunications Mobile
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Kendal Town Hall,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,HYGIENE CLEANING SUPPLIES LTD,04753934,05-12-2016,0000063692,84.29,0,T698 RED PVC YARD BRUSH - COMPLETE UNIT,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Implementation,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Agency,,05-12-2016,0000063715,350,0,Marketing for Invest & Explore Websites,270000,Information Communications Technology
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Legal Services,Internal Trading Accounts,,PENNINGTONS (KENDAL) LIMITED,00434649,05-12-2016,0000063717,2000,0,Annual Charge for use of Link Road at,182013,Environment Waste Mgt Waste Collection
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Printing Section,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,GANDLAKE TECHNOLOGY LTD,,07-12-2016,0000063718,2260.53,0,Rental License per quarter for,271440,ICT Software
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Choose Occupational Health,07365943,05-12-2016,0000063743,380,0,Half day clinic - September 2016 -,191800,Facilities Public Relations & Image
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Choose Occupational Health,07365943,05-12-2016,0000063744,105,0,Pre-employment medical,191800,Facilities Public Relations & Image
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Policy & Partnerships,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Ruskin Museum,,05-12-2016,0000063745,3500,0,Replacement of current lighting system,201700,Financial Services Grants
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,LOCAL GOVERNMENT ASSOCIATION,,14-12-2016,0000063746,481.94,0,Fees in respect of Property Searches,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,Forge Training,,05-12-2016,0000063747,1290,0,20th & 21st February for 2 x half day,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,THE QUAKER TAPESTRY KENDAL LTD,,07-12-2016,0000063749,402,0,"Room Hire 23rd, 24th, 25th November",291400,Arts & Leisure Services Sport & Fitness
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Borderloos,03350965,07-12-2016,0000063750,3535.72,0,For the continuation of hire of the,199999,Facilities Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,CUMBRIA WASTE RECYCLING LTD,03162439,07-12-2016,0000063751,1757,0,Skip emptying at Ecclerigg & Ulverston,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,CUMBRIA WASTE RECYCLING LTD,03162439,07-12-2016,0000063752,448,0,Skip emptying at Ecclerigg & Ulverston,182012,Environment Waste Management Recycling
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063753,5.95,0,Connector,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063754,5.95,0,Connector,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063756,152.85,0,Connector,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,TAYLOR ENGINEERING & FABRICATIONS LTD,04989359,07-12-2016,0000063757,182.77,0,Seals,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,TAYLOR ENGINEERING & FABRICATIONS LTD,04989359,07-12-2016,0000063758,326.14,0,Seals,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Environment and Housing,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,GROWING CONCERNS LTD,,05-12-2016,0000063759,1130.3,0,Payment for Handy Person Scheme,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Property Account,,05-12-2016,0000063760,1095.54,0,Two Months rent in advance,250000,Housing
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Revenues and Benefits,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MERITEC LTD,03224622,07-12-2016,0000063767,139.5,0,2016 - 2017  RAB Processing Contract and,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,GATES TRAVEL SERVICE,,14-12-2016,0000063769,64.5,0,Train ticket/ travel warrant,261600,HR Travel & Subsistence
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,OCS GROUP LTD T/A CANNON HYGIENE LTD,01298292,07-12-2016,0000063771,2256.89,0,Clinical waste collections - 2016/17,131011,Cleaning & Janitorial Cleaning Materials
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,HYDRAIR TRUCK & TRAILER PARTS LTD,,07-12-2016,0000063772,174.55,0,Valve,381500,Vehicle Mgt Parts
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063773,9.49,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,DENNIS EAGLE LTD,03794455,07-12-2016,0000063774,266.54,0,Wiper arms,381300,Vehicle Mgt Industrial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063775,8.42,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,DENNIS EAGLE LTD,03794455,07-12-2016,0000063776,243.47,0,Wiper arms,381300,Vehicle Mgt Industrial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,CHARTERED INSTITUTE OF HOUSING,,07-12-2016,0000063777,174,0,CHARTERED INSTITUTE OF HOUSING,202100,Financial Services Subscriptions
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063778,61.36,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063779,5,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063780,5.95,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063781,5.95,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063782,42.4,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,METRIC GROUP LIMITED,02560839,07-12-2016,0000063783,693,0,Web hosting and web tariff editor for 66,359999,Street & Traffic Not Elsewhere Classifie
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,DENNIS EAGLE LTD,03794455,07-12-2016,0000063784,583.27,0,Wiper arms,381300,Vehicle Mgt Industrial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,00133804,07-12-2016,0000063785,18.21,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,00133804,07-12-2016,0000063786,66.88,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063787,49.6,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063788,-14.09,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063789,-18.48,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,ICT Group,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MERITEC LTD,03224622,07-12-2016,0000063790,16500,0,12 month web service contract for SLDC,391200,Construction Engineering
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Outsrc Ltd,07691779,07-12-2016,0000063792,200,0,Hosting of Go Easy Website for 12 months,271515,ICT Website Development
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,Buckingham Futures,8329499,07-12-2016,0000063793,1277.33,0,Supply 1 Full Time Private Water Officer,182030,Environment Water Assessment & Treatment
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Customer Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,SHRED-IT,04047194,19-12-2016,0000063794,496.86,0,for removal of shred it,279999,ICT Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,UNITED UTILITIES WATER PLC,2366678,07-12-2016,0000063795,1145.1,0,Private Water Analysis - October 2016,371300,Utilities Water
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Legal Services,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,NEWSQUEST MEDIA GROUP LTD,03102566,07-12-2016,0000063796,141.12,0,Advert to appear 24.11.16  re:  Kirkby,191000,Facilities Advertising
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,KENDAL COLLEGE,,07-12-2016,0000063797,350,0,"Excel, Word, Powerpoint, outlook and",908999,Public Bodies Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,KENDAL COLLEGE,,07-12-2016,0000063798,350,0,"Excel, Word, Powerpoint, outlook and",908999,Public Bodies Not Elsewhere Classified
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063799,15.09,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,GREENCHEM SOLUTIONS LTD,05175801,07-12-2016,0000063800,501.75,0,AdBlue,189999,Environmental Services Not Elsewhere Cla
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,00133804,21-12-2016,0000063801,36.48,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,ARCO LIMITED,00133804,07-12-2016,0000063802,18.21,0,Cleaning materials,141100,Clothing Protective
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063803,5.52,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,EK MOTOR FACTORS LTD,00838524,07-12-2016,0000063804,3.9,0,Cabin filter,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MIDLAND SOFTWARE LTD,01852206,19-12-2016,0000063805,104.68,0,LGPS Quarterly 01/04/2017 to 30/06/2018,271600,ICT Software Customised & Bespoke
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MIDLAND SOFTWARE LTD,01852206,19-12-2016,0000063806,2864.63,0,Software Maintenance iTrent Rental 01,271600,ICT Software Customised & Bespoke
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,MIDLAND SOFTWARE LTD,01852206,19-12-2016,0000063807,283.49,0,Maintenance RTI 11 01/04/2017 to,271600,ICT Software Customised & Bespoke
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,Preston Trade Parts Specialists,,07-12-2016,0000063809,104.12,0,Spring,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,AUTOMOTIVE GLAZING SOLUTIONS,05922870,07-12-2016,0000063811,270,0,Supply & fit windscreen,381400,Vehicle Mgt Maintenance
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Revenues and Benefits,SLDC as Agent,,ROYAL MAIL GROUP PLC,,07-12-2016,0000063812,1522.78,0,2016 - 17  Postal Charges a/c 0198123013,301200,Mail Services  Postage
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,MILNTHORPE KENNELS & CATTERY,08932302,07-12-2016,0000063813,2574.71,0,Stray dog kennelling fees 1 April 2016 -,181500,Environment Animal Services
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Revenues and Benefits,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,ROYAL MAIL GROUP PLC,,07-12-2016,0000063814,81.09,0,2016 - 2017  Postal Charges a/c,301200,Mail Services  Postage
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,SOLWAY DAF,1393710,07-12-2016,0000063815,162.51,0,Switch,381000,Vehicle Mgt Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,SOLWAY DAF,1393710,07-12-2016,0000063816,154.38,0,Switch,381000,Vehicle Mgt Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,SOLWAY DAF,1393710,07-12-2016,0000063818,113.21,0,Switch,381000,Vehicle Mgt Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,SOLWAY DAF,1393710,07-12-2016,0000063819,279.38,0,Switch,381000,Vehicle Mgt Commercial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,DENNIS EAGLE LTD,03794455,07-12-2016,0000063821,60.27,0,Buckle,381300,Vehicle Mgt Industrial
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Housing Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/108,Vigilant Security Services UK Ltd,05914271,12-12-2016,0000063822,3240,0,Payment for security guard at TVF,192213,Facilities Security Manned Guarding
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Business Support Community Services,Internal Trading Accounts,,GREENCHEM SOLUTIONS LTD,05175801,07-12-2016,0000063823,550.75,0,AdBlue,189999,Environmental Services Not Elsewhere Cla
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Implementation,Planning and Development,,North Country Leisure,03683103,07-12-2016,0000063824,10000,0,EPF Grant - Multi Use Cabin at,291400,Arts & Leisure Services Sport & Fitness
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,FLORENCE MADDEN,,12-12-2016,0000063825,3546.8,0,NLP Coaching Diploma 16th-17th &,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Development Implementation,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,LAMBERT SMITH HAMPTON GROUP,2521225,07-12-2016,0000063826,60140.17,0,Property Services Contract - Monthly,999999,Unclassifiable
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Human Resources,Central Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/102,LAKES TRAINING SOLUTIONS LTD,07541345,07-12-2016,0000063827,300,0,3 x 3.5 hours Time Management Training,261500,HR Training & Conferences
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Cultural Environmental Regulatory & Planning Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/104,LDA Cleaning Services Ltd,8917986,07-12-2016,0000063828,175,0,For  the continuation of cleaning,131310,Cleaning & Janitorial Cleaning Service
South Lakeland District Council,http://opendatacommunities.org/id/district-council/south-lakeland,31/12/2016,Social Enterprise Admin,Highways & Transport Services,http://opendatacommunities.org/def/concept/finance/sercop/objective/107,DIXON PRINTING CO LTD,,07-12-2016,0000063829,114,0,"Please print 1000 DL envelopes, with",191600,Facilities Printing
