Department,Entity,Transaction Date,Expense Type,Expense Area,Supplier Name,Transaction number,Amount,Invoice Description
DFID,DFID,20/03/2018,Other passenger transport,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101601-110,£991.71,
DFID,DFID,01/03/2018,Air fares,International Relations Division,Corporate Travel Provider,100262-101,"£1,125.40",
DFID,DFID,01/03/2018,Hotels - Accommodation only,Group Operations,Corporate Travel Provider,100264-101,£512.00,
DFID,DFID,01/03/2018,Staff Travel - Air Fares,Policy Division,Corporate Travel Provider,100274-111,"£3,209.81",
DFID,DFID,01/03/2018,Air fares,Policy Division,Corporate Travel Provider,100274-111,£874.41,
DFID,DFID,01/03/2018,Hotels - Accommodation only,Policy Division,Corporate Travel Provider,100274-111,£644.88,
DFID,DFID,01/03/2018,Air fares,Policy Division,Corporate Travel Provider,100274-111,"£1,262.61",
DFID,DFID,20/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£615.04,
DFID,DFID,20/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£556.58,
DFID,DFID,20/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£688.00,
DFID,DFID,20/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£625.33,
DFID,DFID,20/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,"£1,610.81",
DFID,DFID,20/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£615.55,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101603-101,£765.82,
DFID,DFID,13/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£584.26,
DFID,DFID,13/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,"£1,361.08",
DFID,DFID,13/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,"£1,244.77",
DFID,DFID,13/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£870.55,
DFID,DFID,13/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£745.37,
DFID,DFID,13/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,"£1,005.41",
DFID,DFID,15/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,"£1,034.32",
DFID,DFID,15/03/2018,Vehicle Hire Charges,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101603-101,£826.02,
DFID,DFID,13/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101604-101,£513.46,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101604-101,£714.20,
DFID,DFID,20/03/2018,Secure Staff Accommodation,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101604-101,"£1,118.33",
DFID,DFID,20/03/2018,Secure Staff Accommodation,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101604-101,"£1,463.21",
DFID,DFID,20/03/2018,Training - Travel & Subsistence,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101604-101,£640.99,
DFID,DFID,20/03/2018,"Conferences, Seminars & Meeting/Event Resource","Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101604-101,£626.56,
DFID,DFID,20/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,£791.25,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£699.72,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£924.42,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£924.42,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£900.75,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£900.75,
DFID,DFID,13/03/2018,Training - Travel & Subsistence,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,"£5,097.40",
DFID,DFID,13/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,£697.03,
DFID,DFID,13/03/2018,Training - Travel & Subsistence,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,£563.88,
DFID,DFID,13/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,"£1,296.31",
DFID,DFID,15/03/2018,Data Network -Satellite,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,£814.70,
DFID,DFID,15/03/2018,Medical/Health Services,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101605-101,£638.56,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£527.80,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101605-101,£536.00,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,£927.75,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,£547.70,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,£547.90,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Corporate Travel Provider,101610-101,£740.00,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,"£1,779.70",
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,£749.60,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,£583.80,
DFID,DFID,20/03/2018,Staff Travel - Air Fares,West and Southern Africa,Foreign & Commonwealth Office,101610-101,"£6,003.36",
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101611-101,£872.72,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101611-101,£574.00,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101612-101,£534.01,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101612-101,£682.05,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101612-101,£533.81,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101612-101,£702.00,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101612-101,£520.00,
DFID,DFID,13/03/2018,Training - Travel & Subsistence,East and Central Africa,Foreign & Commonwealth Office,101612-101,£784.54,
DFID,DFID,13/03/2018,Air fares,East and Central Africa,Foreign & Commonwealth Office,101612-101,£537.27,
DFID,DFID,13/03/2018,Training - Travel & Subsistence,East and Central Africa,Foreign & Commonwealth Office,101612-101,£821.87,
DFID,DFID,13/03/2018,Training - Travel & Subsistence,East and Central Africa,Foreign & Commonwealth Office,101612-101,£852.34,
DFID,DFID,13/03/2018,Air fares,East and Central Africa,Foreign & Commonwealth Office,101612-101,£573.87,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101613-101,£579.72,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101610-101,£732.70,
DFID,DFID,15/03/2018,Staff Travel - Air Fares,West and Southern Africa,Foreign & Commonwealth Office,101610-101,"£7,999.57",
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101616-101,£773.50,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101616-101,£671.00,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101616-101,£510.71,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101616-101,£993.91,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101616-101,£709.82,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101616-101,£749.61,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101618-101,£902.21,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Corporate Travel Provider,101618-101,£780.81,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Corporate Travel Provider,101618-101,£585.60,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101618-101,£505.30,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101618-101,"£1,614.06",
DFID,DFID,01/03/2018,Air fares,Middle East and North Africa Division,Corporate Travel Provider,101619-101,£741.00,
DFID,DFID,01/03/2018,Air fares,Middle East and North Africa Division,Corporate Travel Provider,101619-101,£865.00,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101620-101,£856.61,
DFID,DFID,20/03/2018,Secure Staff Accommodation,West and Southern Africa,Foreign & Commonwealth Office,101620-101,"£1,789.51",
DFID,DFID,20/03/2018,Secure Staff Accommodation,West and Southern Africa,Foreign & Commonwealth Office,101620-101,£716.39,
DFID,DFID,15/03/2018,Mobile telephones & accessories,West and Southern Africa,Foreign & Commonwealth Office,101620-101,£790.48,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101620-101,£852.86,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Corporate Travel Provider,101620-101,£504.00,
DFID,DFID,13/03/2018,Secure Staff Accommodation,West and Southern Africa,Foreign & Commonwealth Office,101620-101,"£1,789.51",
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101613-101,"£1,060.81",
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101613-101,£735.86,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Corporate Travel Provider,101613-101,£574.00,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101613-101,£590.20,
DFID,DFID,13/03/2018,Secure Staff Accommodation,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101621-101,"£1,965.12",
DFID,DFID,13/03/2018,Secure Staff Accommodation,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101621-101,"£3,924.42",
DFID,DFID,13/03/2018,Secure Staff Accommodation,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101621-101,"£3,924.43",
DFID,DFID,13/03/2018,Secure Staff Accommodation,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101621-101,"£3,924.43",
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101621-101,£923.25,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101621-108,£699.21,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101621-108,£581.40,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101621-108,£697.68,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101621-108,£696.31,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101621-108,"£2,174.91",
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-112,£813.00,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-112,£813.00,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-112,"£1,001.70",
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-113,£811.11,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-114,£524.51,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-114,£568.76,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-114,£630.01,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101625-114,£772.71,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101625-114,£582.45,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101629-101,£732.20,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101629-101,£731.00,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101629-101,£974.50,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101629-101,£844.90,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101629-101,£844.90,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101633-101,£582.45,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101633-101,£657.11,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101633-101,£574.11,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101633-101,£568.71,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101633-101,£532.35,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101633-101,£603.00,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101633-101,£582.41,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101633-101,£730.75,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101634-101,"£1,037.30",
DFID,DFID,15/03/2018,Telephone Usage & services,East and Central Africa,Foreign & Commonwealth Office,101634-101,"£1,247.33",
DFID,DFID,15/03/2018,Telephone Usage & services,East and Central Africa,Foreign & Commonwealth Office,101634-101,£826.38,
DFID,DFID,15/03/2018,Telephone Usage & services,East and Central Africa,Foreign & Commonwealth Office,101634-101,£973.11,
DFID,DFID,15/03/2018,Telephone Usage & services,East and Central Africa,Foreign & Commonwealth Office,101635-101,£504.10,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101635-101,£674.46,
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101635-101,"£1,362.90",
DFID,DFID,01/03/2018,Air fares,East and Central Africa,Corporate Travel Provider,101635-101,£501.61,
DFID,DFID,01/03/2018,Hotels - Accommodation only,East and Central Africa,Corporate Travel Provider,101635-101,£641.60,
DFID,DFID,06/03/2018,"Repairs, Maint, Alter - Property & Constrct. Services",West and Southern Africa,Foreign & Commonwealth Office,101622-101,"£32,069.36",To meet DFID’s strategic country priority needs in Nigeria
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Supplier Name withheld,101622-105,£746.66,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Supplier Name withheld,101622-105,£572.25,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Supplier Name withheld,101622-105,£736.31,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Supplier Name withheld,101622-106,£511.00,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Supplier Name withheld,101622-106,£728.71,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Supplier Name withheld,101622-106,"£1,041.61",
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Supplier Name withheld,101622-106,£827.94,
DFID,DFID,01/03/2018,Hotels - Accommodation only,West and Southern Africa,Supplier Name withheld,101622-106,"£2,595.01",
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Supplier Name withheld,101622-106,£730.91,
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101624-101,£511.00,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101624-101,£637.51,
DFID,DFID,05/03/2018,Mobile telephones & accessories,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101624-101,"£9,420.00",
DFID,DFID,01/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101624-101,£697.68,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101624-101,£644.40,
DFID,DFID,01/03/2018,Air fares,"Asia, Caribbean and Overseas Territories",Corporate Travel Provider,101624-101,£525.60,
DFID,DFID,20/03/2018,Mobile telephones & accessories,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101624-101,£883.62,
DFID,DFID,09/03/2018,Hotels - Accommodation only,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101624-101,"£2,994.22",
DFID,DFID,09/03/2018,Other passenger transport,"Asia, Caribbean and Overseas Territories",Foreign & Commonwealth Office,101624-101,"£3,546.63",
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101637-102,£710.21,
DFID,DFID,05/03/2018,Mobile telephones & accessories,West and Southern Africa,Foreign & Commonwealth Office,101638-101,£798.42,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101638-101,£746.10,
DFID,DFID,01/03/2018,Air fares,West and Southern Africa,Corporate Travel Provider,101638-101,£971.16,
DFID,DFID,05/03/2018,Hotels - Accommodation only,West and Southern Africa,Foreign & Commonwealth Office,101638-101,"£3,688.08",
DFID,DFID,05/03/2018,Hotels - Accommodation only,West and Southern Africa,Foreign & Commonwealth Office,101638-101,£723.88,
