Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,18/01/2011,Books  Newspapers & Publications,Patents Directorate,Swets Information Services,6700210021,148.83,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2011,Books  Newspapers & Publications,Business Support Directorate,Menzies Distribution Ltd t/a Jones Yarrell,117840,210.8,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Books  Newspapers & Publications,Business Support Directorate,Michael Rubenstein Publishing Ltd,619734/40/4337,380,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Books  Newspapers & Publications,Trade Marks Directorate,Thomson Reuters Legal Ltd,6800057954,24428.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN036588322,56.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Childcare costs,Business Support Directorate,Childcare Vouchers Ltd,IN036525018,4355.08,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Childcare costs,Business Support Directorate,Computershare  Voucher Services,1083943,5167.22,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Computer hardware and software,Business Support Directorate,Google,ROMOU299,119.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Computer hardware and software,Business Support Directorate,Websitepulse,ROMOU300,24.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Computer hardware and software,Business Support Directorate,CarphoneWarehouse,ROMOU301,11.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/01/2011,Computer hardware and software,Business Support Directorate,Portcullis Computer Security Ltd,16903,1.18,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Computer hardware and software,Business Support Directorate,British Computer Society,1304934,85.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Computer hardware and software,Business Support Directorate,British Computer Society,1309792,171,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,17/01/2011,Computer hardware and software,Business Support Directorate,Specialist Computer Centres Plc,OP/L268134,643.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/01/2011,Computer hardware and software,Finance Directorate,Specialist Computer Centres Plc,OP/L269602,801.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/01/2011,Computer hardware and software,Business Support Directorate,Probrand Ltd,OP/I323707,1246.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/01/2011,Computer hardware and software,Business Support Directorate,XMA Ltd,SO/I245470,1668.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Computer hardware and software,Business Support Directorate,Computacenter (UK) ltd,7373448/00,1897.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2011,Computer hardware and software,Copyright and IP Enforcement Directorate,i2 Limited,OP/0038865,4682.38,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Copyright Tribunal - Expenditure,Copyright and IP Enforcement Directorate,Personal expenses name witheld,CT114/09,450,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Corp Membership,Business Support Directorate,Business in the  Community,SIN035948,3600,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/01/2011,Courier service,Business Support Directorate,DHL International (UK) Ltd,NPR6311331,3545.94,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Entertainment,International Policy Directorate,Potbelly,Jptak,194.19,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Entertainment,Copyright and IP Enforcement Directorate,Marks and Spencers Food,fduts,15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Entertainment,Copyright and IP Enforcement Directorate,Marks and Spencers Food,fduts,79,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Entertainment,Copyright and IP Enforcement Directorate,Marks and Spencers Food,fduts,18,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Entertainment,Copyright and IP Enforcement Directorate,Asda,2736GPC,27.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Finance Directorate,Mitie Facilities Services Ltd,100/90231656,10.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90231656,16.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Entertainment,Chief Executive's Office,Personal expenses name witheld,49160,22.41,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Entertainment,Trade Marks Directorate,Earls Caterers Ltd,29038,36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90231656,39,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Entertainment,Innovation Directorate,Earls Caterers Ltd,25972,71.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Entertainment,Innovation Directorate,Earls Caterers Ltd,29050,71.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,International Policy Directorate,Mitie Facilities Services Ltd,100/90231656,74.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Trade Marks Directorate,Earls Caterers Ltd,28023,84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Chief Executive's Office,Mitie Facilities Services Ltd,100/90231656,113.35,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Innovation Directorate,Mitie Facilities Services Ltd,100/90231656,118.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Business Support Directorate,Mitie Facilities Services Ltd,100/90231656,164.1,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Entertainment,Trade Marks Directorate,Mitie Facilities Services Ltd,100/90231656,218.7,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Entertainment,Innovation Directorate,Museum of Brands Packaging & Advertising,534,1378.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,ERNIC,Copyright and IP Enforcement Directorate,Department For Business Innovation & Skills,10030908,1244.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49150,15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49241,15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49260,15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49151,20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49191,20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49218,20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49239,20,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Eyecare,Business Support Directorate,Personal expenses name witheld,49211,60,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2011,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,1,40.68,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2011,Fuel &Utilities,Business Support Directorate,Western Power Distribution,INRM/165460,432,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2011,Fuel &Utilities,Business Support Directorate,Dwr Cymru Cyf,8.35523E+11,448.93,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2011,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17647074-DI,492.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,14/01/2011,Fuel &Utilities,Business Support Directorate,Dwr Cymru Cyf,8.39562E+11,502.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17647074-0005,1592.01,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Fuel &Utilities,Business Support Directorate,Corona Energy,V5380934,3081.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Fuel &Utilities,Business Support Directorate,Corona Energy,V5380928,3158.67,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,17647061/0009,5930.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/01/2011,Fuel &Utilities,Business Support Directorate,Insolvency Service,715/2011,11015.82,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Fuel &Utilities,Business Support Directorate,Corona Energy,V90314914,11878.54,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,Fuel &Utilities,Business Support Directorate,EDF Energy 1 Ltd,11555683-0101,20590.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Furniture & Fittings,Business Support Directorate,Sunlux Blinds Curtains Interiors Ltd,384,234,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2011,Furniture & Fittings,Business Support Directorate,Senator International Ltd,S00949757,338.46,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Furniture & Fittings,Business Support Directorate,Healthy Workstations Ltd,19775,570,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/01/2011,Furniture & Fittings,Business Support Directorate,Carpet Services (Cardiff) Ltd,781012,1815,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,19/01/2011,Furniture & Fittings,Business Support Directorate,Healthy Workstations Ltd,19746,6568.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I284308,381.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Healthcare,Business Support Directorate,Connaught Compliance Services Ltd,OP/I284817,381.88,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Innovation Challenge Fund,Innovation Directorate,Design Council,40561,40000,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/01/2011,Innovation support,Copyright and IP Enforcement Directorate,Companies House,176621292,6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/01/2011,Insurance,Innovation Directorate,Marsh Ltd,5670737,4462.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585585,55.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585593,55.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585647,55.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585654,83.69,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585534,125.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585574,125.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585646,125.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585579,129.61,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585662,239.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4585524A,239.05,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4583785,2772.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4583644,3506.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Int Co-operation,International Policy Directorate,Carlson Wagonlit,4583784,3506.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/01/2011,IT Contractors,Trade Marks Directorate,Sword,SWP/BRE/F1011281A,345.55,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA159832,1057.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,06/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA159322,1575.44,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA159488,1692.47,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA160944,1707.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA161102,1782.24,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA160369,1790.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,27/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA161101,5133.83,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,18/01/2011,IT Contractors,Business Support Directorate,LA International Computer Consultants Ltd,LA160368,6963.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/01/2011,IT Contractors,Business Support Directorate,Actica Consulting Ltd,3311,8142.75,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,IT Contractors,Business Support Directorate,Capgemini UK Plc,2.60201E+13,9817.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/01/2011,IT Contractors,Trade Marks Directorate,Capgemini UK Plc,2.60201E+13,11028.55,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/01/2011,Law Reporting,Trade Marks Directorate,Mendip Media Group Ltd,48937,195.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Law Reporting,Patents Directorate,Marten Walsh Cherer Ltd,74664,231.15,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Law Reporting,Trade Marks Directorate,Mendip Media Group Ltd,48939,347.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/01/2011,Law Reporting,Trade Marks Directorate,Mendip Media Group Ltd,48938,459.2,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,Machinery hire and maintenance,Business Support Directorate,Neopost Ltd,90937502,-3609.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,QF-962518,-190,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF282740,18.43,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF277886,93.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Machinery hire and maintenance,Business Support Directorate,Xerox Finance,96463590,690.72,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Machinery hire and maintenance,Business Support Directorate,Danwood Group Ltd,2671889,1136.46,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Machinery hire and maintenance,Business Support Directorate,Total Print Finishing Services Ltd,31993,2450,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Machinery hire and maintenance,Business Support Directorate,Xerox (UK) Ltd,AF284080,2626.79,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,Machinery hire and maintenance,Business Support Directorate,Neopost Ltd,90914091,3609.42,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2011,Machinery hire and maintenance,Business Support Directorate,Xerox Finance,96454375,39327.97,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/01/2011,Mainframe System Charges,Business Support Directorate,Capgemini UK Plc,2.60201E+13,99646.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Mainframe System Charges,Business Support Directorate,Capgemini UK Plc,2.60201E+13,99646.33,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,13/01/2011,Maintenance of computers,Business Support Directorate,Ascot Visual Solutions Ltd,10113,432,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Maintenance of computers,Business Support Directorate,Impact Marcom Ltd,SIN948450,1748.36,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Maintenance of computers,Business Support Directorate,Techland Group,SIN016207,2828.4,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,10/01/2011,Maintenance of computers,Trade Marks Directorate,Insight Direct (UK) Ltd,10884597,6572.95,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Maintenance of computers,Business Support Directorate,Kodak Ltd,139437140,13018,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,11/01/2011,Maintenance of computers,Business Support Directorate,Open Text AG,SUK08117420,25724.13,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Maintenance of computers,Business Support Directorate,ndl-metascybe Ltd,11132,26168.58,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2011,Marketing and Publicity ,Innovation Directorate,Glasgow Science Centre,GSC2372,43.6,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2011,Marketing and Publicity ,Innovation Directorate,Glasgow Science Centre,GSC2373,45,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Marketing and Publicity ,Innovation Directorate,Aberdeen City Council,SMW,100,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,20/01/2011,Marketing and Publicity ,Innovation Directorate,Exhibitions South West Ltd,209953,102,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Marketing and Publicity ,Innovation Directorate,Exhibitions South West Ltd,109814,153.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Marketing and Publicity ,Innovation Directorate,Exhibitions South West Ltd,109816,153.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Marketing and Publicity ,Innovation Directorate,EasyFairs UK Ltd,UK-INV10-0639,176.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Marketing and Publicity ,Innovation Directorate,Exhibitions South West Ltd,109818,192,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,28/01/2011,Marketing and Publicity ,Innovation Directorate,Liverpool BA,LBA/2636,261,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Marketing and Publicity ,Innovation Directorate,Exhibitions South West Ltd,109815,391.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,31/01/2011,Marketing and Publicity ,Innovation Directorate,Exhibitions South West Ltd,109817,391.66,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Marketing and Publicity ,Innovation Directorate,Venturefest (York) Ltd,VFY2010-11-062,500,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/01/2011,Marketing and Publicity ,Innovation Directorate,Hillrich Ltd,HIL11333,695,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,21/01/2011,Marketing and Publicity ,Innovation Directorate,Prysm MFV Ltd,PRYMFV020,1000,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/01/2011,Marketing and Publicity ,Innovation Directorate,Aardman Animations Ltd,21474,1072.78,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,04/01/2011,Marketing and Publicity ,Innovation Directorate,New Start Exhibitions Ltd,NSS7086,1200,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,05/01/2011,Marketing and Publicity ,Innovation Directorate,Aardman Animations Ltd,21473,3584,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Colour Centre,yjohn386,100.83,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CDP,yjohn387,741.44,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CDP,Yjohn388,65.99,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,D Brash,yjohn389,176.25,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey&Eyre,ethib 286,251.37,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Screwfix,ethib 288,56.18,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey&Eyre,ethib 289,27.03,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey&Eyre,ethib 291,98.12,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey&Eyre,ethib 292,112.71,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Screwfix,ethib 297,46.16,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey&Eyre,ethib 298,273.53,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 514,230.3,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Climate Centre,Maurice 515,133.56,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Part Centre,Maurice 517,218.34,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CMN Online,Maurice 520,631.59,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Screw fix,Maurice 522,120.26,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,07/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Newey & Eyre,Maurice 523,127.49,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,902216698,-48.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,12/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,BOC Ltd,3005162276,57.84,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,25/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Geze UK Ltd,88060171,129.5,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,24/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,WK McLoughlin,42,290,Not known
"Department for Business, Innovation and Skills",Intellectual Property Office,26/01/2011,Minor Buiding Works &Maintenance,Business Support Directorate,Acorn Glass & Glazing,INV0070285,596.5,Not known
