 Based within your workplace and at a college or training provider,1694, -, -, -, -,70,621,827,165, -, -, -, -, -, -, -, -,1338
 , 45%f, -, -, -, -,26%, 48%af, 45%f, 45%f, -, -, -, -, -, -, -, -,48%
 Don't know,5, -, -, -, -,2,1,2, -, -, -, -, -, -, -, -, -,4
 , *, -, -, -, -,1%, *, *, -, -, -, -, -, -, -, -, -, *

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 6
 Q.1. Please think about any time away from your day-to-day job that you spend in training. Is your training ...?,,,,,,,,,,,,,,,,,,,,,,
 Base : All apprentices,,,,,,,,,,,,,,,,,,,,,,

 , , Disabilities/ Learning difficulties,,,,,,,, Stage of Course,,,,,,,,,,,,
 ,  , FE,, Apprentice,, Other LR,, PCDL,, FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), None (B), Disability and/or learning difficulty (C), None (D), Disability and/or learning difficulty (E), None (F), Disability and/or learning difficulty (G), None (H), Disability and/or learning difficulty (I), Early leaver (J), Complete (K), Still studying (L), Early leaver (M), Complete (N), Still studying (O), Early leaver (P), Complete (Q), Still studying (R), Early leaver (S), Complete (T), Still studying (U), Unwtd Total 
 Unweighted Total,2804, -, -,2513,291, -, -, -, -, -, -, -,104,818,1818, -, -, -, -, -, -,2804
 Weighted Total,3784, -**, -**,3402,382, -**, -**, -**, -**, -**, -**, -**, 136*,1111,2447, -**, -**, -**, -**, -**, -**,2804
 Effective Base,2133, -, -,1929,205, -, -, -, -, -, -, -,93,611,1385, -, -, -, -, -, -,2804
 Based at a college only,386, -, -,342,44, -, -, -, -, -, -, -,14,107,255, -, -, -, -, -, -,311
 ,10%, -, -,10%,11%, -, -, -, -, -, -, -,11%,10%,10%, -, -, -, -, -, -,11%
 Based at a training provider only,157, -, -,142,15, -, -, -, -, -, -, -,16,43,95, -, -, -, -, -, -,104
 ,4%, -, -,4%,4%, -, -, -, -, -, -, -, 12%aNO,4%,4%, -, -, -, -, -, -,4%
 Within your workplace only,1543, -, -,1376,167, -, -, -, -, -, -, -,67,489,953, -, -, -, -, -, -,1047
 , 41%O, -, -,40%,44%, -, -, -, -, -, -, -,49%, 44%O,39%, -, -, -, -, -, -,37%
 Based within your workplace and at a college or training provider,1694, -, -,1540,154, -, -, -, -, -, -, -,39,471,1139, -, -, -, -, -, -,1338
 , 45%M, -, -,45%,40%, -, -, -, -, -, -, -,29%, 42%M, 47%aM, -, -, -, -, -, -,48%
 Don't know,5, -, -,3,2, -, -, -, -, -, -, -, -, -,5, -, -, -, -, -, -,4
 , *, -, -, *,1%, -, -, -, -, -, -, -, -, -, *, -, -, -, -, -, -, *

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G/H/I - a/J/K/L/M/N/O/P/Q/R/S/T/U,,,,,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 7
 Q.2. Did or will your course at ... last more than 2 days in total?,,,,,,,,,,,,,,,,,,,,,,
 Base : All,,,,,,,,,,,,,,,,,,,,,,

 , , Age,,,,,,,,,,,, Funding,,,,,,,,
 ,  , FE,,, Apprentice,,, Other LR,,, PCDL,,, FE,, Apprentice,, Other LR,, PCDL,, 
  , Wtd Total (a), 19+ (b), 19-24 (c), 25+ (d), 19+ (e), 19-24 (f), 25+ (g), 19+ (h), 19-24 (i), 25+ (j), 19+ (k), 19-24 (l), 25+ (m), Claim support (n), Do not claim support (o), Claim support (p), Do not claim support (q), Claim support (r), Do not claim support (s), Claim support (t), Do not claim support (u), Unwtd Total 
 Unweighted Total,13679,7547,1952,5595,2804,2149,655,1389,122,1267,1939,35,1904,1288,6076,222,2513,126,1228,93,1821,13679
 Weighted Total,17460,10051,2351,7699,3784,2738,1046,1686, 184*,1502,1939, 35*,1904,1474,8339,301,3394, 183*,1460, 93*,1821,13679
 Effective Base,11512,6868,1673,5198,2133,1651,503,911,40,994,1939,35,1904,1124,5592,165,1915,40,971,93,1821,13679
 Yes,17460,10051,2351,7699,3784,2738,1046,1686,184,1502,1939,35,1904,1474,8339,301,3394,183,1460,93,1821,13679
 ,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
 No, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m - a/n/o/p/q/r/s/t/u,,,,,,,,,,,,,,,,,,,,,,
 * small base,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,,
,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,, Table 8
 Q.2. Did or will your course at ... last more than 2 days in total?,,,,,,,,,,,,,,,,,,,,
 Base : All,,,,,,,,,,,,,,,,,,,,

 , , Fees,,,,,, Hold account,,,,,,,,,,,,
 ,  , FE,, Other LR,, PCDL,, FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), Paid some/ all (B), Paid no fees (C), Paid some/ all (D), Paid no fees (E), Paid some/ all (F), Paid no fees (G), Skills Account (H), Adult learner account (I), Neither of these (J), Skills Account (K), Adult learner account (L), Neither of these (M), Skills Account (N), Adult learner account (O), Neither of these (P), Skills Account (Q), Adult learner account (R), Neither of these (S), Unwtd Total 
 Unweighted Total,13679,3634,3640,810,554,1440,442,211,514,6339,114,100,2391,29,107,1167,24,61,1751,13679
 Weighted Total,17460,4776,4985,991,668,1440,442,280,648,8495, 145*, 150*,3217, 40**, 132*,1415, 24**, 61*,1751,13679
 Effective Base,11512,3319,3324,474,440,1440,442,191,461,5775,96,66,1838,19,84,742,24,61,1751,13679
 Yes,17460,4776,4985,991,668,1440,442,280,648,8495,145,150,3217,40,132,1415,24,61,1751,13679
 ,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
 No, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G - a/H/I/J/K/L/M/N/O/P/Q/R/S,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,
,,,,,,,,, (FINAL - ADULTS),,,,,,,,,
,,,,,,,,,,,,,,,,,, Table 9
 Q.2. Did or will your course at ... last more than 2 days in total?,,,,,,,,,,,,,,,,,,
 Base : All,,,,,,,,,,,,,,,,,,

 , , Gender,,,,,,,, Ethnicity Summary,,,,,,,,
 ,  , FE,, Apprentice,, Other LR,, PCDL,, FE,, Apprentice,, Other LR,, PCDL,, 
  , Wtd Total (a), Male (b), Female (c), Male (d), Female (e), Male (f), Female (g), Male (h), Female (i), White (j), BME (k), White (l), BME (m), White (n), BME (o), White (p), BME (q), Unwtd Total 
 Unweighted Total,13679,2719,4828,1567,1237,362,1027,449,1490,6153,1335,2640,157,1130,247,1811,100,13679
 Weighted Total,17460,4049,6001,1979,1805,452,1234,449,1490,8380,1593,3488, 285*,1361,310,1811,100,13679
 Effective Base,11512,2479,4449,1266,900,164,812,449,1490,5622,1205,2084,96,712,193,1811,100,13679
 Yes,17460,4049,6001,1979,1805,452,1234,449,1490,8380,1593,3488,285,1361,310,1811,100,13679
 ,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
 No, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i - a/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,
 * small base,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,
,,,,,,, (FINAL - ADULTS),,,,,,,
,,,,,,,,,,,,,, Table 10
 Q.2. Did or will your course at ... last more than 2 days in total?,,,,,,,,,,,,,,
 Base : All,,,,,,,,,,,,,,

 , , Current aimed level,,,,,,,,,,,,
 ,  , FE,,, Apprentice,,, Other LR,,, PCDL,,, 
  , Wtd Total (a), Below level 2 (B), Level 2 (C), Level 3 or higher (D), Below level 2 (E), Level 2 (F), Level 3 or higher (G), Below level 2 (H), Level 2 (I), Level 3 or higher (J), Below level 2 (K), Level 2 (L), Level 3 or higher (M), Unwtd Total 
 Unweighted Total,13679,1969,2215,3036,10,1240,1552,739,428,166,687,221,215,13679
 Weighted Total,17460,2640,3047,3930, 13**,1718,2049,877,526, 218*,687,221,215,13679
 Effective Base,11512,1820,2040,2704,9,914,1215,573,338,55,687,221,215,13679
 Yes,17460,2640,3047,3930,13,1718,2049,877,526,218,687,221,215,13679
 ,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
 No, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,
 Don't know, -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -,,,,

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/B/C/D/E/F/G/H/I/J/K/L/M,,,,,,,,,,,,,,,,,,
 * small base; ** very small base (under 30) ineligible for sig testing,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,
,,,,,,,,, (FINAL - ADULTS),,,,,,,,,
,,,,,,,,,,,,,,,,,, Table 11
 Q.2. Did or will your course at ... last more than 2 days in total?,,,,,,,,,,,,,,,,,,
 Base : All,,,,,,,,,,,,,,,,,,

 , , Highest Prior Level,,,,,,,,,,,,,,,,
 ,  , FE,,,, Apprentice,,,, Other LR,,,, PCDL,,,, 
  , Wtd Total (a), No qualification (b), Below level 2 (c), Level 2 (d), Level 3 or higher (e), No qualification (f), Below level 2 (g), Level 2 (h), Level 3 or higher (i), No qualification (j), Below level 2 (k), Level 2 (l), Level 3 or higher (m), No qualification (n), Below level 2 (o), Level 2 (p), Level 3 or higher (q), Unwtd Total 
 Unweighted Total,13679,1129,1371,1689,2916,169,968,1385,267,357,282,211,443,252,171,195,1027,13679
 Weighted Total,17460,1506,1771,2162,4004,264,1300,1835,367,424,338, 287*,531,252,171,195,1027,13679
 Effective Base,11512,1039,1228,1506,2690,122,732,1067,207,287,228,81,334,252,171,195,1027,13679
 Yes,17460,1506,1771,2162,4004,264,1300,1835,367,424,338,287,531,252,171,195,1027,13679
 ,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%,100%
 No, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 Don't know, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -
 , -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -, -

 Fieldwork dates : 17 February 2009 - 31 July 2009,,,,,,,,,,,,,,,,,,
 Respondent Type : Learners aged 19+,,,,,,,,,,,,,,,,,,,,,,
 Source : Ipsos MORI (J34262),,,,,,,,,,,,,,,,,,,,,,
 *=Less than 0.5 %,,,,,,,,,,,,,,,,,,,,,,
 Proportions/Means: Columns Tested (5% risk level) - a/b/c/d/e/f/g/h/i/j/k/l/m/n/o/p/q,,,,,,,,,,,,,,,,,,,,,,
 * small base,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,, National Learner Satisfaction Survey 2009,,,,,,,,,,,
,,,,,,,,,,, (FINAL - ADULTS),,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,, Table 12
 Q.2. Did or will your course at ... last more than 2 days in total?,,,,,,,,,,,,,,,,,,,,,,
 Base : All,,,,,,,,,,,,,,,,,,,,,,

