Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,2000000.00,1
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Civil Engineering Ltd,56730,400000.00,2
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,-2000000.00,3
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,103760.03,4
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Civil Engineering Ltd,56730,-400000.00,6
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,7131.12,7
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Civil Engineering Ltd,56730,356.56,8
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,18264.48,9
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Civil Engineering Ltd,56730,2739.66,10
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,894432.38,11
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Civil Engineering Ltd,56730,156525.67,12
DCMS,ODA,05-May-2011,Construction contractor,SBH SP Rail Over  - Bridges,Balfour Beatty Civil Engineering Ltd,56730,976411.99,13
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Balfour Beatty Civil Engineering Ltd,56730,195282.40,14
DCMS,ODA,05-May-2011,Construction contractor,RAB Construction,John Sisk & Son (Holdings) Ltd,56736,490963.01,1
DCMS,ODA,05-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,John Sisk & Son (Holdings) Ltd,56736,98192.60,2
DCMS,ODA,06-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56296,11332387.83,1
DCMS,ODA,06-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56296,231273.22,2
DCMS,ODA,06-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,56296,46254.64,4
DCMS,ODA,06-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56299,219275.00,1
DCMS,ODA,06-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,56299,43855.00,2
DCMS,ODA,09-May-2011,Other Professional Fees,Transport Security & Enforcement Opex,Booz Allen Hamilton Ltd,2041,-25446.00,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Booz Allen Hamilton Ltd,2041,-4453.05,2
DCMS,ODA,09-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,2083,-2114390.72,1
DCMS,ODA,09-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,2083,-151837.28,2
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,2083,-22775.59,4
DCMS,ODA,09-May-2011,Other Professional Fees,Transport Security & Enforcement Opex,Booz Allen Hamilton Ltd,55359,50892.00,1
DCMS,ODA,09-May-2011,Other Professional Fees,Transport Security & Enforcement Opex,Booz Allen Hamilton Ltd,55359,76338.00,2
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Booz Allen Hamilton Ltd,55359,8906.10,3
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Booz Allen Hamilton Ltd,55359,15267.60,4
DCMS,ODA,09-May-2011,Construction contractor,Venue and Park Transformation,London Borough Of Hackney,55583,29175.38,1
DCMS,ODA,09-May-2011,Consultants,SS Technical Assurance,Ove Arup & Partners Limited,55788,59346.62,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,55788,11869.32,2
DCMS,ODA,09-May-2011,Other Professional Fees,Travel Demand Management,M&C SAATCHI (UK) Limited,55828,87518.00,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,M&C SAATCHI (UK) Limited,55828,17503.60,2
DCMS,ODA,09-May-2011,Planning Strategies & Conditions,Eton Dorney Construction Professional Fees Phase 2,LOCOG,56002,42375.21,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,LOCOG,56002,8475.04,2
DCMS,ODA,09-May-2011,Statutory planning,Venue Transport Operations,LOCOG,56003,43236.71,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,LOCOG,56003,8647.34,2
DCMS,ODA,09-May-2011,Other Professional Fees,Travel Demand Management,M&C SAATCHI (UK) Limited,56130,40200.00,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,M&C SAATCHI (UK) Limited,56130,8040.00,2
DCMS,ODA,09-May-2011,Consultants,PGTD - Lead Engineer North,Atkins Limited,56139,95036.46,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,56139,19007.29,2
DCMS,ODA,09-May-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,56293,33936.88,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,56293,6787.38,2
DCMS,ODA,09-May-2011,Consultants,SI Arup from 1 April 2009,Ove Arup & Partners Limited,56426,68439.30,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,56426,13687.86,2
DCMS,ODA,09-May-2011,Other Professional Fees,Transport Test Events,Ove Arup & Partners Limited,56467,38999.17,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,56467,7799.83,2
DCMS,ODA,09-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56474,393234.70,1
DCMS,ODA,09-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56474,8025.20,2
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,56474,1605.04,4
DCMS,ODA,09-May-2011,Legal - Planning (Authority),Development Control,Pinsent Mason,56495,40264.19,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Pinsent Mason,56495,8052.85,2
DCMS,ODA,09-May-2011,Tier 1 Contractors,ODA Village costs,Lend Lease Europe Ltd,56552,2266228.00,1
DCMS,ODA,09-May-2011,Other Professional Fees,Venue Transport Operations,EDAW Limited,56558,28376.54,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,56558,5675.30,2
DCMS,ODA,09-May-2011,Grant Payable,Redbridge Sport & Leisure,Redbridge Sports Centre Trust Ltd,56596,219667.00,1
DCMS,ODA,09-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56665,206882.22,1
DCMS,ODA,09-May-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,56665,4222.09,2
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,56665,844.42,4
DCMS,ODA,09-May-2011,Other Professional Fees,Javelin Project Development & Infrastructure Works,HS1 Ltd,56717,1095018.74,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,HS1 Ltd,56717,219003.75,2
DCMS,ODA,09-May-2011,Other Professional Fees,Javelin Project Development & Infrastructure Works,HS1 Ltd,56718,53437.94,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,HS1 Ltd,56718,10687.59,2
DCMS,ODA,09-May-2011,Other Professional Fees,Javelin Project Development & Infrastructure Works,HS1 Ltd,56719,22116.44,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,HS1 Ltd,56719,4423.28,2
DCMS,ODA,09-May-2011,Other Professional Fees,Javelin Project Development & Infrastructure Works,HS1 Ltd,56720,78163.50,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,HS1 Ltd,56720,15632.70,2
DCMS,ODA,09-May-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,56759,1649728.00,1
DCMS,ODA,09-May-2011,Site security,Village Access Control Costs,G4S Secure Solutions (UK) Ltd,56759,28956.26,2
DCMS,ODA,09-May-2011,Site security,Non-Potable Network - Construction,G4S Secure Solutions (UK) Ltd,56759,7571.29,3
DCMS,ODA,09-May-2011,Site security,Water Polo Guarding,G4S Secure Solutions (UK) Ltd,56759,15005.09,4
DCMS,ODA,09-May-2011,Site security,Security Transfers,G4S Secure Solutions (UK) Ltd,56759,15005.09,5
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,343253.05,6
DCMS,ODA,09-May-2011,Site security,Village Access Control Costs,G4S Secure Solutions (UK) Ltd,56759,0.54,7
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,0.11,8
DCMS,ODA,09-May-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,56759,-1649728.00,9
DCMS,ODA,09-May-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,56759,1649728.54,10
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,0.11,11
DCMS,ODA,09-May-2011,Site security,Village Access Control Costs,G4S Secure Solutions (UK) Ltd,56759,-0.54,12
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,-0.22,13
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,-0.11,14
DCMS,ODA,09-May-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,56759,-1649728.54,15
DCMS,ODA,09-May-2011,Site security,Guarding - G4S,G4S Secure Solutions (UK) Ltd,56759,1649727.54,16
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,-0.20,17
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,G4S Secure Solutions (UK) Ltd,56759,0.31,18
DCMS,ODA,09-May-2011,Construction contractor,SBH SP -South Loop road & Civil Works,BAM Nuttall Ltd,56760,1969954.90,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,BAM Nuttall Ltd,56760,393990.98,2
DCMS,ODA,09-May-2011,Construction contractor,Bridge F06 Construction,Lagan Construction Ltd,56771,558113.45,1
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lagan Construction Ltd,56771,111622.69,2
DCMS,ODA,09-May-2011,Construction contractor,Handball,Buckingham Group Contracting Ltd,56772,5794.81,1
DCMS,ODA,09-May-2011,Internal Building Maintenance,Handball,Buckingham Group Contracting Ltd,56772,458560.10,2
DCMS,ODA,09-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Buckingham Group Contracting Ltd,56772,92870.98,3
DCMS,ODA,09-May-2011,Designers,BMX Construction,EliteTrax Inc,56828,109757.00,1
DCMS,ODA,09-May-2011,Planning Strategies & Conditions,Ebbsfleet Community Sports Centre,Ebbsfleet Community Sports Centre Limited,56829,234595.46,1
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56907,123121.58,1
DCMS,ODA,13-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,56907,24624.31,2
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56909,545571.72,1
DCMS,ODA,13-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,56909,109114.34,2
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56910,550493.04,1
DCMS,ODA,13-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,56910,110098.60,2
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56912,544157.82,1
DCMS,ODA,13-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,56912,108831.56,2
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56912,-544157.82,3
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56912,534157.82,4
DCMS,ODA,13-May-2011,Construction contractor,Water Polo Lightweight Structure,ES Global Overlay Limited,56912,10000.00,5
DCMS,ODA,13-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,56912,108831.56,6
DCMS,ODA,13-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,56912,-108831.56,7
DCMS,ODA,16-May-2011,Software support,Information Knowledge Management OPEX,Autodesk Ltd,55784,46562.50,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Autodesk Ltd,55784,9312.50,2
DCMS,ODA,16-May-2011,IT Software maintenance,ODA Boss Phase 3,Fujitsu Services Ltd,55867,24535.00,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Fujitsu Services Ltd,55867,4907.00,2
DCMS,ODA,16-May-2011,Consultants,ETR - IPC/MPC,WSP Development & Transportation,56095,21434.00,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,WSP Development & Transportation,56095,4286.80,2
DCMS,ODA,16-May-2011,Supervisor,IBC/MPC- Supervisor,WSP Development & Transportation,56123,23296.00,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,WSP Development & Transportation,56123,4659.20,2
DCMS,ODA,16-May-2011,Consultants,Risk & Audit,Ernst & Young LLP,56264,45475.00,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ernst & Young LLP,56264,9095.00,2
DCMS,ODA,16-May-2011,Supervisor,Aquatics - Supervisor,Sport Concepts Design Ltd,56340,36162.00,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,56340,7232.40,2
DCMS,ODA,16-May-2011,Supervisor,Basketball - Supervisor,Sport Concepts Design Ltd,56341,22393.00,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sport Concepts Design Ltd,56341,4478.60,2
DCMS,ODA,16-May-2011,IT Consultancy,Sharepoint and Information Architecture,Atos Origin IT Services UK Ltd,56490,5115.67,1
DCMS,ODA,16-May-2011,IT Consultancy,Sharepoint and Information Architecture,Atos Origin IT Services UK Ltd,56490,20641.21,2
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atos Origin IT Services UK Ltd,56490,5151.38,3
DCMS,ODA,16-May-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,56491,94908.18,1
DCMS,ODA,16-May-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,56491,38362.80,2
DCMS,ODA,16-May-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,56491,77317.01,3
DCMS,ODA,16-May-2011,IT Consultancy,HMG Accreditation,Atos Origin IT Services UK Ltd,56491,18984.67,4
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atos Origin IT Services UK Ltd,56491,45914.53,5
DCMS,ODA,16-May-2011,IT Consultancy,Desktop Roll out and SCCM,Atos Origin IT Services UK Ltd,56493,35213.30,1
DCMS,ODA,16-May-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atos Origin IT Services UK Ltd,56493,7042.66,2
DCMS,ODA,16-May-2011,IT Consultancy,Desktop Roll out and SCCM,Atos Origin IT Services UK Ltd,56493,-35213.30,3
DCMS,ODA,16-May-2011,IT Consultancy,Desktop Roll out and SCCM,Atos Origin IT Services UK Ltd,56493,35213.30,4
DCMS,ODA,16-May-2011,Supervisor,North Park Project Supervisor - Capita Symonds,Capita Symonds Limited,56494,50327.06,1
