DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011702074,17787.02,CLEANING HELP DESK,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,12129.6,UAI EPUIPMENT,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702074,12062.91,CLEANING HELP DESK,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,11038.5,"YORK LT2 IMPLEMENTATION , JANUARY 2017",SN14 0TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-15,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,DEFRA C/O CAPITA,1011702177,10446.83,CAPITA INV. 100254/9847 - FM CORE - JAN 2017,EC2V 7NQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,6072.27,FSABAU 16094 VOIP CALL CHARGES,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM & BLDNG MGMT - SHARED SITE RECHARGE,Security & Estates,INTERSERVE FM LTD,1011702074,6011.28,CLEANING HELP DESK,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,5156.24,VOIP CALL CHARGES,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - PURCHASE OF GOODS/SERVICES - OTHER FACILTIES COSTS - SECURITY,Security & Estates,INTERSERVE FM LTD,1011702074,3557.4,CLEANING HELP DESK,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702100,3463.62,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702096,3297.4,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,2672.8,LONDON DISPOSAL CUSTOMER CONTACT,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011702074,2585.99,CLEANING HELP DESK,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,2425.92,UAI EPUIPMENT,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery ,REDFERN TRAVEL LTD,1011702140,2290.6,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702096,2224.47,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702096,2080.46,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011702140,1987.33,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,1858.4,GOOD PROFESSIONAL SERVICES,SN14 0TW,CAPITAL
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702140,1774.3,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702100,1589.15,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery ,REDFERN TRAVEL LTD,1011702096,1586.65,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory Delivery ,REDFERN TRAVEL LTD,1011702100,1566,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-15,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED,Operational Delivery,TOPSPEED COURIERS LIMITED,1011702178,1531.2,RCDM,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702140,1526.85,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702100,1491.6,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702096,1393.35,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702096,1317.56,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702140,1309.8,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011702096,1244.8,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702100,1219.03,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,1214.45,FSABAU 16094 VOIP CALL CHARGES,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011702100,1188,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702096,1174.93,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702140,1157.91,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011702100,1125.9,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operations Assurance ,REDFERN TRAVEL LTD,1011702140,1109.04,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011702096,1085.94,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Finance Director & Branch,REDFERN TRAVEL LTD,1011702100,1083.8,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Operational Delivery,REDFERN TRAVEL LTD,1011702096,1056.35,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011702096,1054.78,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERV-ICT OUTSOURC&MAINT/SUPP- IT SUPPORT SERVICES,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,1031.25,VOIP CALL CHARGES,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - SHORT-TERM CONTRACT & AGENCY STAFF - FULL COST,Finance Director & Branch,R S M UK CONSULTING LLP,1011702075,907.5,FEE FOR QWORK CARRIED OUT ,PR2 5PE,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory Delivery ,REDFERN TRAVEL LTD,1011702140,896.34,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702100,828.3,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Planning and Performance,REDFERN TRAVEL LTD,1011702100,827.65,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702100,819.37,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,806.6,FSA BAU -17004 LONDON DISPOSAL,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011702100,793.77,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702096,790.9,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,780.27,FHRS CLONE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS - IT DEVELOPMENT,IT Strategy,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,780.27,FHRS CLONE,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,751,FSABAU-17010 YORK BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulating our Future,REDFERN TRAVEL LTD,1011702140,733.99,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011702140,715.43,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 55,REDFERN TRAVEL LTD,1011702140,693.1,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Service Delivery,REDFERN TRAVEL LTD,1011702100,648.8,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Contaminants HoD,REDFERN TRAVEL LTD,1011702100,619.02,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011702100,602.3,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 33,REDFERN TRAVEL LTD,1011702096,601.4,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011702140,580.75,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN RAIL TRAVEL,Food Hygiene Policy Branch,REDFERN TRAVEL LTD,1011702096,578,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011702140,577.06,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-21,EXP - PURCHASE OF GOODS/SERVICES - ICT OUTSOURCING & MAINT/SUPPORT,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702233,534.56,LONDON DISPOSAL CUSTOMER CONTACT,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,REDFERN TRAVEL LTD,1011702140,529,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-02,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011702024,517.5,NEW LINE INSTALLATION PLANT 2653,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-07,EXP - PURCHASE OF GOODS/SERVICES -ACCOMM & BLDNG MGMT - MAINTENANCE & REPAIRS,Security & Estates,INTERSERVE FM LTD,1011702074,517.2,CLEANING HELP DESK,SE1 8RT,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Incidents & Resilience - Prog,REDFERN TRAVEL LTD,1011702100,506.3,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Operational Delivery,REDFERN TRAVEL LTD,1011702140,498.03,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011702140,490.65,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011702140,488.8,CONSOLIDATED BUSINESS TRAVEL WEEK 6,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Animal Feed     ,REDFERN TRAVEL LTD,1011702100,476.85,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-09,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011702100,460.85,CONSOLIDATED BUSINESS TRAVEL WEEK 5,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2017-02-08,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Corporate Support Unit,REDFERN TRAVEL LTD,1011702096,454.2,CONSOLIDATED BUSINESS TRAVEL WEEK 4,BD1 5HQ,ADMIN
