Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647765,348.36,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646919,349.21,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647785,349.21,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,647786,351.88,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648606,355.38,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,13/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,647776,357.84,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,13/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,64777,357.85,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,14/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,647770,358.42,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,649476,360.38,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,20/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648616,363.37,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,646916,364.7,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,20/09/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,648620,370.18,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,20/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648608,378.4,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,647766,380.42,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,05/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646930,384.13,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647772,387.38,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647775,387.4,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,646927,390.24,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,07/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,646926,396.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,26/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,649463,399.4,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,17/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,647783,403.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,647769,406.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649469,411.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,646920,422.23,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648619,423.42,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648613,425.8,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,26/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649455,426.43,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,04/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646911,426.44,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649473,427.78,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646928,427.79,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,645278,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646092,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646917,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,648612,428.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646931,430.69,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648625,430.69,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,26/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,649452,433.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646921,435.44,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646913,435.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,05/09/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,646069,437.02,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,03/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646088,441.34,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,04/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646932,441.34,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,21/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,648622,441.34,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,649470,441.34,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,03/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,645256,444.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,14/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647778,444.46,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,21/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648621,444.46,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,648605,444.47,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,646922,447.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,648617,447.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,649465,447.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,648618,447.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,649466,447.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,648626,449.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649475,450.47,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647784,454.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646072,459.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649464,459.47,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,649456,462.17,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646918,462.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,Patents Directorate,Acorn Recruitment Ltd,646923,465.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646912,465.31,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649457,465.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,644427,471.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,IMPROVE Project,Acorn Recruitment Ltd,645254,471.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646089,471.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,646929,471.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,648607,474.74,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,649471,481.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/09/2012,Agency Staff,Finance Directorate,Acorn Recruitment Ltd,648623,487.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,649462,492.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,646915,497.56,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,648610,504.06,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Agency Staff,Business Support Directorate,Acorn Recruitment Ltd,649459,513.82,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,647781,540.55,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,646935,552.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Trade Marks Directorate,Acorn Recruitment Ltd,646910,589.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,647789,726.9,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Innovation Directorate,Acorn Recruitment Ltd,648630,727.34,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5344422,743.35,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5346702,927.18,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5346613,1075.49,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,Copyright and IP Enforcement Directorate,Michael Page International Recruitment Ltd,5342504,1138.75,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5350386,1195.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5353482,1195.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5342888,1237.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5346421,1237.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5353175,1391.86,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5343814,1405.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5346593,1405.92,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5350948,1545.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5353176,1545.3,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5349738,1546.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5349099,1757.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2012,Agency Staff,Finance Directorate,Michael Page International Recruitment Ltd,5353245,1757.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Agency Staff,Finance Directorate,Allen Lane Recruitment,1035619,4693.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Business Support Directorate,QA Ltd,CSL102033,-1665,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Business Support Directorate,CAD Centre UK,CR004,-1590,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Business Support Directorate,QA Ltd,CSL102080,-900,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Patents Directorate,Business Language Services Ltd,11935,13.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Training,Patents Directorate,Business Language Services Ltd,11936,13.4,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/09/2012,Training,Patents Directorate,Business Language Services Ltd,11933,16.75,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Training,Patents Directorate,Business Language Services Ltd,11934,26.8,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Training,Finance Directorate,Business Language Services Ltd,11840,33.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Training,Patents Directorate,Business Language Services Ltd,11840,33.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Training,Patents Directorate,Business Language Services Ltd,11838,40.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Training,Patents Directorate,Business Language Services Ltd,11929,56.25,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2012,Training,Innovation Directorate,Personal expenses name witheld,51396,63.75,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Training,Business Support Directorate,Teamworks,1770/12/PATENTSOFFICE/SUP/8-12,67.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2012,Training,Finance Directorate,Personal expenses name witheld,51413,69.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Training,Trade Marks Directorate,Business Language Services Ltd,11930,75,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2012,Training,Copyright and IP Enforcement Directorate,CIPFA,5087492,75.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Training,Trade Marks Directorate,Business Language Services Ltd,11834,90,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Patents Directorate,Business Language Services Ltd,11927,106.5,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2012,Training,Business Support Directorate,TMS Development International Ltd,5715,111,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Business Support Directorate,Business Language Services Ltd,11928,150,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2012,Training,Patents Directorate,Capita Business Services  Ltd,I462,240.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Innovation Directorate,Dod's Parliamentary Communications,PK063948,245,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2012,Training,IMPROVE Project,Public Service.co.uk Ltd,36133,300,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Training,Innovation Directorate,UCL,DA4H4EC-LAWS-3578,300,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/09/2012,Training,Innovation Directorate,Capita Business Services  Ltd,1372,349.2,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2012,Training,Innovation Directorate,Cardiff University,1036575,350,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Trade Marks Directorate,Computeraid Ltd,19342,360,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Training,Patents Directorate,GovNet Communications,41725,375,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/09/2012,Training,Innovation Directorate,GovNet Communications,42061,392.7,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Training,Business Support Directorate,Thomas Carroll Management Services Ltd,2981,395,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,26/09/2012,Training,Business Support Directorate,sigma,UBRM12/002/04,475,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Business Support Directorate,Healthy Workstations Ltd,INV22216,480,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2012,Training,Finance Directorate,Coleg Gwent,INV104736,486,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/09/2012,Training,Innovation Directorate,Cardiff University,1038847,496,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/09/2012,Training,Business Support Directorate,E Academy Ltd,21774,500,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2012,Training,Business Support Directorate,CIM Holdings Ltd,INV000005048,550,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Finance Directorate,Coleg Gwent,INV02662,629,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/09/2012,Training,Patents Directorate,Whitehall & Industry Group,2120390,650,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/09/2012,Training,Business Support Directorate,Cardiff University,1038847,662,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Finance Directorate,Coleg Gwent,INV02022,750,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/09/2012,Training,Business Support Directorate,Cardiff University,1038847,827,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/09/2012,Training,Trade Marks Directorate,IIR Limited,45232730,899,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Business Support Directorate,QA Ltd,ISL109189,900,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/09/2012,Training,Innovation Directorate,E Academy Ltd,21895,995,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/09/2012,Training,Business Support Directorate,Palladium Training & Consultancy,249/12,1120,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/09/2012,Training,Business Support Directorate,Supply Plus Ltd,9723,1185,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/09/2012,Training,Business Support Directorate,Supply Plus Ltd,9723,1185,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/09/2012,Training,Business Support Directorate,Palladium Training & Consultancy,242/12,1520,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,05/09/2012,Training,Copyright and IP Enforcement Directorate,Worth Consulting Ltd,1283,1520.6,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Business Support Directorate,CAD Centre UK,4734,1590,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Business Support Directorate,Kofax UK Ltd,180-4015123,1610,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/09/2012,Training,Business Support Directorate,QA Ltd,ISL109188,1665,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2012,Training,Patents Directorate,Capita Business Services  Ltd,I462,1684.41,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Training,Business Support Directorate,Dod's Parliamentary Communications,PK061966,1950,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2012,Training,Business Support Directorate,University of Wales Newport,24663,2660,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2012,Training,Business Support Directorate,University of Wales Newport,24755,2660,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,19/09/2012,Training,Business Support Directorate,University of Wales Newport,24938,2660,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/09/2012,Training,Business Support Directorate,Illumine Limited,14281,3250,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/09/2012,Training,Business Support Directorate,Capita Business Services  Ltd,I729,580,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,04/09/2012,Training,Business Support Directorate,Worth Consulting Ltd,1281,1185.54,Not applicable
