Transaction Date,Transaction Reference,Merchant,Total
4/19/2013,421869590,Hogg Robinson Group Ltd,3504.65
4/22/2013,422382866,Hogg Robinson Group Ltd,2559.61
4/23/2013,423191788,Hogg Robinson Group Ltd,767.55
4/23/2013,422681019,Hogg Robinson Group Ltd,1091.25
4/23/2013,422673871,Hogg Robinson Group Ltd,6623.75
4/24/2013,423193359,Hogg Robinson Group Ltd,623.7
4/24/2013,422957778,Hogg Robinson Group Ltd,656.8
4/24/2013,422958068,Hogg Robinson Group Ltd,3277.85
4/24/2013,422955682,Hogg Robinson Group Ltd,4571.55
4/25/2013,423200085,Hogg Robinson Group Ltd,844.7
4/25/2013,423181261,Hogg Robinson Group Ltd,2680.85
4/25/2013,423607906,Hogg Robinson Group Ltd,2737.15
4/25/2013,423185088,Hogg Robinson Group Ltd,3903
4/25/2013,423185087,Hogg Robinson Group Ltd,3903
4/25/2013,423181262,Hogg Robinson Group Ltd,4119.85
4/29/2013,423853748,Hogg Robinson Group Ltd,802.85
4/29/2013,423607253,Hogg Robinson Group Ltd,2192.25
4/29/2013,423853740,Hogg Robinson Group Ltd,2484.25
4/29/2013,423853741,Hogg Robinson Group Ltd,2484.25
4/29/2013,423853739,Hogg Robinson Group Ltd,2484.25
4/30/2013,424416122,Hogg Robinson Group Ltd,656.32
4/30/2013,424416076,Hogg Robinson Group Ltd,771.29
4/30/2013,424416120,Hogg Robinson Group Ltd,1174.78
4/30/2013,424120573,Hogg Robinson Group Ltd,2191.35
4/30/2013,424120569,Hogg Robinson Group Ltd,2609.75
4/30/2013,424416119,Hogg Robinson Group Ltd,3379.14
4/30/2013,424416121,Hogg Robinson Group Ltd,3913.22
4/23/2013,Ref Barclaycard Statement 5 May 2013,EC Group,733.56
4/23/2013,Ref Barclaycard Statement 5 May 2013,EC Group,896.61
5/7/2013,PCCL1689271,NDIA SOFIC               ,1127.75
5/9/2013,PCCL1695241,EXPEDIA CO UK            ,587
5/19/2013,PCCL1687871,FARAONA GRAN HOTEL       ,566.25
5/20/2013,PCCL1691941,ELLENBOROUGH PARK        ,1704
5/20/2013,PCCL1696081,FARAONA GRAN HOTEL       ,710.21
5/21/2013,PCCL1695421,GRAND HYATT MUSCAT       ,583.1
5/21/2013,PCCL1689111,GRAND HYATT MUSCAT       ,561.68
5/21/2013,PCCL1691951,GRAND HYATT MUSCAT       ,551.74
5/22/2013,PCCL1690561,EMBASSY ROW HOTEL        ,513.77
5/23/2013,PCCL1693231,BEST WESTERN GEORGETOWN  ,745.94
5/1/2013,424415906,Hogg Robinson Group Ltd,"$2,755.25 "
5/1/2013,424751847,Hogg Robinson Group Ltd,"$1,282.18 "
5/3/2013,424757834,Hogg Robinson Group Ltd,"$4,337.25 "
5/7/2013,425638026,Hogg Robinson Group Ltd,"$2,057.80 "
5/7/2013,425638102,Hogg Robinson Group Ltd,$669.00 
5/7/2013,425391530,Hogg Robinson Group Ltd,"$1,249.98 "
5/8/2013,425634496,Hogg Robinson Group Ltd,$522.00 
5/8/2013,426315035,Hogg Robinson Group Ltd,$661.86 
5/9/2013,426314369,Hogg Robinson Group Ltd,$581.03 
5/9/2013,426314368,Hogg Robinson Group Ltd,$794.89 
5/9/2013,426031018,Hogg Robinson Group Ltd,"$1,883.75 "
5/9/2013,426031016,Hogg Robinson Group Ltd,"$1,204.55 "
5/9/2013,426031022,Hogg Robinson Group Ltd,$542.30 
5/9/2013,426031004,Hogg Robinson Group Ltd,"$1,427.90 "
5/9/2013,426031025,Hogg Robinson Group Ltd,"$1,786.10 "
5/9/2013,426584566,Hogg Robinson Group Ltd,"$2,271.18 "
5/13/2013,427568934,Hogg Robinson Group Ltd,"$1,150.51 "
5/13/2013,426581809,Hogg Robinson Group Ltd,"$4,241.85 "
5/13/2013,426583336,Hogg Robinson Group Ltd,$533.19 
5/14/2013,426861028,Hogg Robinson Group Ltd,"$5,146.75 "
5/14/2013,426861029,Hogg Robinson Group Ltd,"$5,860.75 "
5/15/2013,427146759,Hogg Robinson Group Ltd,"$2,486.05 "
5/15/2013,427568931,Hogg Robinson Group Ltd,"$1,858.45 "
5/15/2013,427568939,Hogg Robinson Group Ltd,$840.38 
5/15/2013,427568940,Hogg Robinson Group Ltd,$840.38 
5/15/2013,427568941,Hogg Robinson Group Ltd,$840.38 
5/15/2013,427813579,Hogg Robinson Group Ltd,$840.38 
5/16/2013,427813580,Hogg Robinson Group Ltd,$838.98 
5/16/2013,427573263,Hogg Robinson Group Ltd,$894.00 
5/17/2013,427581607,Hogg Robinson Group Ltd,"$2,538.80 "
5/17/2013,428373238,Hogg Robinson Group Ltd,"$3,608.92 "
5/20/2013,428106845,Hogg Robinson Group Ltd,"$1,336.15 "
5/20/2013,428099874,Hogg Robinson Group Ltd,($702.59)
5/20/2013,428373227,Hogg Robinson Group Ltd,$761.41 
5/21/2013,428373536,Hogg Robinson Group Ltd,"$3,691.15 "
5/22/2013,428650410,Hogg Robinson Group Ltd,$508.30 
5/22/2013,428373527,Hogg Robinson Group Ltd,"$2,475.25 "
5/22/2013,428654421,Hogg Robinson Group Ltd,"$1,731.45 "
5/22/2013,428654422,Hogg Robinson Group Ltd,"$1,731.45 "
5/22/2013,428650408,Hogg Robinson Group Ltd,"$1,262.95 "
5/23/2013,428794979,Hogg Robinson Group Ltd,$519.80 
5/23/2013,429025355,Hogg Robinson Group Ltd,$812.60 
5/23/2013,428914792,Hogg Robinson Group Ltd,"$5,034.95 "
5/23/2013,428914790,Hogg Robinson Group Ltd,"$4,218.25 "
5/23/2013,428914791,Hogg Robinson Group Ltd,"$4,945.05 "
5/23/2013,428905314,Hogg Robinson Group Ltd,"$2,249.35 "
5/23/2013,428914785,Hogg Robinson Group Ltd,"$2,829.05 "
5/23/2013,428914752,Hogg Robinson Group Ltd,"$2,829.05 "
5/23/2013,428744099,Hogg Robinson Group Ltd,$590.80 
5/24/2013,429425790,Hogg Robinson Group Ltd,$519.80 
5/24/2013,429422504,Hogg Robinson Group Ltd,$812.60 
5/24/2013,428914850,Hogg Robinson Group Ltd,"$2,909.65 "
5/24/2013,428914879,Hogg Robinson Group Ltd,"$2,804.25 "
5/28/2013,429886605,Hogg Robinson Group Ltd,$702.81 
5/28/2013,429886625,Hogg Robinson Group Ltd,$702.81 
5/28/2013,429649049,Hogg Robinson Group Ltd,"$1,334.45 "
5/29/2013,430332537,Hogg Robinson Group Ltd,$669.75 
5/29/2013,430332538,Hogg Robinson Group Ltd,$669.75 
5/30/2013,430553888,Hogg Robinson Group Ltd,"$4,090.91 "
5/30/2013,430326743,Hogg Robinson Group Ltd,"$2,992.25 "
5/31/2013,430332278,Hogg Robinson Group Ltd,"$1,230.80 "
5/22/2013,Barclaycard Statement 5th June 2013,EC Group Ltd,751.4
5/22/2013,Barclaycard Statement 5th June 2013,EC Group Ltd,1788.14
5/22/2013,Barclaycard Statement 5th June 2013,EC Group Ltd,2816.9
5/22/2013,Barclaycard Statement 5th June 2013,EC Group Ltd,1243.74
5/22/2013,Barclaycard Statement 5th June 2013,EC Group Ltd,1143.33
6/5/2013,PCCL1703151,LORD ELGIN HOTEL         ,688.51
6/5/2013,PCCL1706791,SHERATON STOCKHOLM       ,841.45
6/6/2013,PCCL1699011,SHERATON STOCKHOLM       ,1503.23
6/6/2013,PCCL1705451,SHERATON STOCKHOLM       ,1275.64
6/6/2013,PCCL1705461,SHERATON STOCKHOLM       ,1275.64
6/13/2013,PCCL1702031,COUTYARD BY MARRIOT      ,539.85
6/13/2013,PCCL1706801,COUTYARD BY MARRIOT KW   ,545.51
6/21/2013,PCCL1703371,SCANDIC HAMBURG EMPORI   ,655.23
6/25/2013,PCCL1706311,CORINTHIA HOTEL          ,590.06
6/3/2013,430814913,Hogg Robinson Group Ltd,2721.75
6/3/2013,430814914,Hogg Robinson Group Ltd,2721.75
6/3/2013,431383956,Hogg Robinson Group Ltd,593.45
6/4/2013,431071508,Hogg Robinson Group Ltd,1057.75
6/5/2013,431378588,Hogg Robinson Group Ltd,4672.14
6/5/2013,431749238,Hogg Robinson Group Ltd,2840.93
6/6/2013,432290020,Hogg Robinson Group Ltd,3483.42
6/6/2013,432290021,Hogg Robinson Group Ltd,3483.42
6/6/2013,432290019,Hogg Robinson Group Ltd,5725.33
6/7/2013,431738615,Hogg Robinson Group Ltd,3706.5
6/7/2013,432289722,Hogg Robinson Group Ltd,525.8
6/7/2013,431753878,Hogg Robinson Group Ltd,821.6
6/10/2013,432290055,Hogg Robinson Group Ltd,1710.05
6/10/2013,432290056,Hogg Robinson Group Ltd,1841.53
6/10/2013,433190985,Hogg Robinson Group Ltd,3272.91
6/10/2013,432027736,Hogg Robinson Group Ltd,3060.55
6/10/2013,433190986,Hogg Robinson Group Ltd,1393.7
6/11/2013,432562000,Hogg Robinson Group Ltd,1988.45
6/11/2013,432854186,Hogg Robinson Group Ltd,4512.92
6/11/2013,432854357,Hogg Robinson Group Ltd,535.2
6/12/2013,433190999,Hogg Robinson Group Ltd,3200.52
6/12/2013,432854094,Hogg Robinson Group Ltd,2662.09
6/12/2013,433190993,Hogg Robinson Group Ltd,609.35
6/12/2013,433190987,Hogg Robinson Group Ltd,1635.94
6/13/2013,433191230,Hogg Robinson Group Ltd,2658.65
6/13/2013,433191228,Hogg Robinson Group Ltd,2305.35
6/14/2013,433190965,Hogg Robinson Group Ltd,2662.09
6/14/2013,433190966,Hogg Robinson Group Ltd,2662.09
6/14/2013,433190967,Hogg Robinson Group Ltd,2662.09
6/18/2013,434087491,Hogg Robinson Group Ltd,2207.65
6/18/2013,434087492,Hogg Robinson Group Ltd,1064.9
6/18/2013,434087490,Hogg Robinson Group Ltd,2207.65
6/18/2013,434367753,Hogg Robinson Group Ltd,532.36
6/18/2013,434367754,Hogg Robinson Group Ltd,532.36
6/18/2013,434367755,Hogg Robinson Group Ltd,532.36
6/18/2013,434367752,Hogg Robinson Group Ltd,533.71
6/19/2013,434365183,Hogg Robinson Group Ltd,1006.55
6/19/2013,434514110,Hogg Robinson Group Ltd,2904.21
6/19/2013,434514109,Hogg Robinson Group Ltd,2023.64
6/19/2013,434372612,Hogg Robinson Group Ltd,698.95
6/20/2013,434999955,Hogg Robinson Group Ltd,1879.88
6/21/2013,435261070,Hogg Robinson Group Ltd,2207.53
6/21/2013,434631536,Hogg Robinson Group Ltd,1807.45
6/23/2013,435003906,Hogg Robinson Group Ltd,1579.45
6/24/2013,435261066,Hogg Robinson Group Ltd,-638.99
6/24/2013,435547205,Hogg Robinson Group Ltd,3696.65
6/24/2013,435261077,Hogg Robinson Group Ltd,5778.25
6/24/2013,435547183,Hogg Robinson Group Ltd,1053.86
6/24/2013,435260710,Hogg Robinson Group Ltd,-796.3
6/24/2013,435547210,Hogg Robinson Group Ltd,1367.38
6/24/2013,435261081,Hogg Robinson Group Ltd,866.08
6/24/2013,435261082,Hogg Robinson Group Ltd,1379.5
6/25/2013,435845521,Hogg Robinson Group Ltd,581.21
6/25/2013,435547199,Hogg Robinson Group Ltd,788.8
6/25/2013,435547241,Hogg Robinson Group Ltd,3025.55
6/25/2013,435845554,Hogg Robinson Group Ltd,-3980.59
6/26/2013,435845555,Hogg Robinson Group Ltd,529.2
6/26/2013,435845530,Hogg Robinson Group Ltd,510.31
6/26/2013,436240594,Hogg Robinson Group Ltd,1383.26
6/27/2013,436240423,Hogg Robinson Group Ltd,-1444.75
6/27/2013,436232324,Hogg Robinson Group Ltd,4596.95
6/27/2013,436465996,Hogg Robinson Group Ltd,1895.54
6/28/2013,436764045,Hogg Robinson Group Ltd,3871.89
6/28/2013,436232333,Hogg Robinson Group Ltd,3930.45
6/28/2013,436240424,Hogg Robinson Group Ltd,3157.95
6/28/2013,436232328,Hogg Robinson Group Ltd,6893.95
6/28/2013,436232329,Hogg Robinson Group Ltd,6893.95
6/28/2013,436232325,Hogg Robinson Group Ltd,1757.15
6/30/2013,Barclaycard Statement 5th July 2013,EC Group Ltd,1631.26
