Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Accommodation,People Places & Serv Direct,Mitie Facilities Services Ltd,100/91238041,12950.13,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/07/2016,Accommodation,People Places & Serv Direct,Office for National Statistics,1032029,3254.38,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,12/07/2016,Accommodation,People Places & Serv Direct,EDF ENERGY,1827595,4872.46,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Accommodation,People Places & Serv Direct,Quality Floorcare Ltd,15361,9553.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Accommodation,People Places & Serv Direct,IR Newport Limited,IRNPT1626,1926.71,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,12587.52,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Information Technology,International Policy Directorate,SANDHILL CONSULTANTS LTD,IN4058679,2000.56,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30806803,1701.25,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,13/07/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30816844,2883.30,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30827225,37833.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30837170,2773.59,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,29/07/2016,Pay Costs,People Places & Serv Direct,Brook Street (UK) Ltd,30847800,4682.62,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,People Places & Serv Direct,Veezu Ltd T/A Dragon Taxis (Newport),605,9000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605792313,7200.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605792314,910.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,1605853191,7133.54,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Office Machinery,People Places & Serv Direct,Xerox (UK) Ltd,900147346,12364.21,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Office Machinery,People Places & Serv Direct,Xerox Finance,97047117,8640.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/07/2016,Office Machinery,People Places & Serv Direct,Xerox Finance,97050055,21446.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,29/07/2016,Staff Costs,People Places & Serv Direct,Chakib Labidi,INV-1,7670.48,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,1438.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,8495.63,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,5901.86,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,9335.54,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,4235.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,1034.82,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,1851.48,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,2215.26,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,2908.90,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,1917.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10127526,4618.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10127526,1320.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,700.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,40000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,-0.01,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,650.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,586.10,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,4791.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,1086.06,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,21601.39,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,IT Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,1476.66,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Travel & Subsistence,Innovation Directorate,Personal expenses,ER136679,1280.63,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Pay Costs,Innovation Directorate,Department For Business Innovation & Ski,6.1511E+11,1889.51,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Pay Costs,Innovation Directorate,Department For Business Innovation & Ski,6.1511E+11,-1280.63,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Pay Costs,Innovation Directorate,Department For Business Innovation & Ski,6.1511E+11,3791.48,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Pay Costs,Innovation Directorate,Department For Business Innovation & Ski,6.1512E+11,1221.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,15/07/2016,Pay Costs,Innovation Directorate,Department For Business Innovation & Ski,6.1512E+11,-742.32,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/07/2016,Pay Costs,Innovation Directorate,Office for National Statistics,1031527,2930.32,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/07/2016,Pay Costs,Innovation Directorate,Office for National Statistics,1031979,624.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/07/2016,Pay Costs,Innovation Directorate,Office for National Statistics,1031980,705.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,3252.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,26/07/2016,Staff Costs,Copyright and Enforcement Directorate,University of  South Wales,OP-I033501,1978.81,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,Copyright and Enforcement Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,319.68,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,27/07/2016,Pay Costs,Copyright and Enforcement Directorate,Police & Crime Commissioner Sussex,1800038025,462.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,22/07/2016,Bad Debt Written Off,Finance Directorate,Gordon Poole Agency Ltd,42137,430.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Office Supplies,Finance Directorate,Banner  Business Supplies Ltd,32031747,514.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,18/07/2016,Information Technology,Finance Directorate,Companies House,S0001656856,1003.30,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,19/07/2016,Office Supplies,Finance Directorate,Print On Solutions Ltd (North West),145993,405.10,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Office Supplies,Finance Directorate,Williams Lea Ltd,BIS-IPO16060001,514.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Office Supplies,Finance Directorate,Antalis,920231,1483.86,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Office Supplies,Finance Directorate,Antalis,5954311,1444.38,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Office Supplies,Finance Directorate,Antalis,5964470,1085.14,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/07/2016,Office Supplies,Finance Directorate,Antalis,5972450,514.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Office Supplies,Finance Directorate,Antalis,5973530,503.54,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,19/07/2016,Office Supplies,Finance Directorate,Antalis,5989187,779.16,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,26/07/2016,Office Supplies,Finance Directorate,Antalis,6014989,514.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Office Supplies,Finance Directorate,Antalis,6035574,1688.76,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,12/07/2016,Miscellaneous Expenses General,Finance Directorate,Advanced Business Solutions,ARBK/99039338,871.30,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,Finance Directorate,Bottomline Technologies Ltd,INV496166,530.58,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/07/2016,Accommodation,People Places & Serv Direct,Office for National Statistics,1032029,530.58,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/07/2016,Accommodation,People Places & Serv Direct,Office for National Statistics,1032029,905.94,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Staff Costs,Finance Directorate,Companies House,CN ERROR,2814.77,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Travel & Subsistence,Finance Directorate,Companies House,CN ERROR,419.14,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Travel & Subsistence,Finance Directorate,Companies House,S0001619697C,1828.36,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Travel & Subsistence,Finance Directorate,Companies House,S0001693306,1170.14,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02874,5894.72,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,19/07/2016,Staff Costs,People Places & Serv Direct,Acorn Recruitment Ltd,APS02875,1501.30,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,1433.70,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,3099.53,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Greaves Brewster LLP,20417,10000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Harrison Goddard Foote,399965,5198.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,18/07/2016,Supporting UK Business,Innovation Directorate,Harrison Goddard Foote,401956,24229.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,ICIPIA Ltd,IPO016,1678.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,20/07/2016,Miscellaneous Expenses General,Innovation Directorate,IET Services Ltd,AC008194,1400.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,19/07/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,5891,10640.93,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Lincoln IP,M2380,9976.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Pioneer IP Ltd,20201,1800.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Miscellaneous Expenses General,Innovation Directorate,TNS UK LTD,260163983,3253.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,13/07/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,107983,7944.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108091,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108092,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108094,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,26/07/2016,Miscellaneous Expenses General,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108148,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,22/07/2016,Miscellaneous Expenses General,Innovation Directorate,LAWRIE INTELLECTUAL PROPERTY,108163,7608.66,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,CAMERON INTELLECTUAL PROPERTY LTD,1768/16,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Supporting UK Business,Innovation Directorate,S. William Wallace & Co,0032-16,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Supporting UK Business,Innovation Directorate,Lean IP,INV2073,800.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,MacRoberts LLP,I/16/4358,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,MacRoberts LLP,I/16/4844,3000.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,13/07/2016,Supporting UK Business,Innovation Directorate,Coller IP Management Ltd,8589,2520.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Murgitroyd & Company Ltd,21920-16,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,12/07/2016,Supporting UK Business,Innovation Directorate,Ancient Hume Ltd,3624,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Supporting UK Business,Innovation Directorate,Ancient Hume Ltd,3636,2600.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Shepherd and Wedderburn,10232311,3462.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D851090,9142.75,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Supporting UK Business,Innovation Directorate,HARPER MACLEOD LLP,D852455,96702.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Supporting UK Business,Innovation Directorate,Scintilla,INV-00680,4759.25,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Supporting UK Business,Innovation Directorate,MBM Commercial LLP,10/11728,5364.12,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Supporting UK Business,Innovation Directorate,Maverick Advertising & Design Ltd,IN2385IPO,863.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,12/07/2016,Miscellaneous Expenses General,Innovation Directorate,SAC Commercial,20861513,3322.08,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,28/07/2016,Supporting UK Business,Innovation Directorate,Ouzman IP Limited,168,1495.93,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,21/07/2016,Supporting UK Business,Innovation Directorate,Factiva Limited,79165785,9.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,06/07/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1088285,93.36,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1088452,47.28,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Miscellaneous Expenses General,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1088534,15.60,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,08/07/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1088700,124.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,26/07/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1088739,37.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,26/07/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1088923,7.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,29/07/2016,Supporting UK Business,Innovation Directorate,FOREIGN & COMMONWEALTH OFFICE,1089174,27.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,International Policy Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,7.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Travel & Subsistence,IT Directorate,Veezu Ltd T/A Dragon Taxis (Newport),605,185.64,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,05/07/2016,Staff Costs,IT Directorate,Assist Knowledge Development Ltd,1606188,23.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,07/07/2016,Information Technology,IT Directorate,Hippo Software,HIPPO/16-40,7.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,84.84,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,65.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,01/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10124924,49.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,7.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,35.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,11/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10126721,54.00,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,14/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10127526,26.40,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,7.80,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,39.84,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,31.20,Not Applicable,
Department for Business Energy and Industrial Strategy,Intellectual Property Office,25/07/2016,Information Technology,IT Directorate,Capita Business Services  Ltd,LO10130088,0.00,Not Applicable,
