Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CPD-CARDIFF,Maur 0052,120.72,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Office Supplies,Business Support Directorate,WWW.EUREKADIRECT.CO.UK,Maur0052,105.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Office Supplies,Business Support Directorate,SJS SUPPLIES,Maur0053,31.60,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CONTROLS CENTER,Maur0054,126.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Office Supplies,Business Support Directorate,NOTETOP LTD,Maur0050,227.99,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,CONTROLS CENTER,Maur0057,98.18,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,HEATING REPLACEMENT,Maur0056,167.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0960,3.05,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0961,33.74,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0962,458.65,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Telephone Rentals and Call Charges,Business Support Directorate,RENTALS FROM 02,TTHOM0963,17.64,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Telephone Rentals and Call Charges,Business Support Directorate,WWW.ZEN.CO.UK,TTHOM0963,990.96,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,Yjohnson00,999.95,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,Yjohn0015,999.52,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,Yjohn0016,51.84,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,ASDA SUPERSTORE  4928,YJohn0020,6.92,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,Yjohn0018,981.53,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,YJohn0019,667.28,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,YJohn0021,12.89,Not applicable
Department for Business Innovation and Skills,Intellectual Property Office,27/11/2011,Office Cleaning,Business Support Directorate,THE SUPER MARKET OL V/,yjohn0024,184.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0023,789.06,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Office Cleaning,Business Support Directorate,JOHN LISCOMBE LTD,YJohn0013,51.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0025,932.04,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0027,984.85,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,WWW.THEARMYSTORE.CO.UK,yjohn0028,35.48,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,ALPHA ELECTRONICS(WALE,yjohn0022,78.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0036,100.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Office Cleaning,Business Support Directorate,HEALTHYSUPPLYS,yjohn0029,46.03,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0030,704.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0032,326.02,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Fuel &Utilities,Business Support Directorate,NEWEY & EYRE,yjon0035,151.21,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Minor Buiding Works &Maintenance,Business Support Directorate,NEWEY & EYRE,yjohn0031,103.10,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Training,Business Support Directorate,QUADRILECT LTD,ethib 104,149.76,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Healthcare,Business Support Directorate,HEALTHY WORKSTATIO,ethib 106,141.06,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Healthcare,Business Support Directorate,HOMEBASE LTD 110,ethib 107,6.63,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Other,Business Support Directorate,SCREWFIX DIRECT,ethib 108,25.77,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Office Supplies,Business Support Directorate,NOTETOP LTD,ethib 109,105.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Healthcare,Business Support Directorate,HEALTHY WORKSTATIO,ethib 110,26.26,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Healthcare,Business Support Directorate,HEALTHY WORKSTATIO,ethib 114,64.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Healthcare,Business Support Directorate,HEALTHY WORKSTATIO,ethib 113,106.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Office Supplies,Business Support Directorate,EPSON UK LTD,ethib 112,68.28,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Other,Business Support Directorate,HARROD UK GARDENIN,ethib 111,164.85,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Travel and subsistence UK,Trade Marks Directorate,BRISTOLAIRPORT.COM,GRSR1,39.89,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Training,Trade Marks Directorate,COMPUTER AID LTD,UKIN01,288.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Travel and subsistence UK,Trade Marks Directorate,BRISTOLAIRPORT.COM,GQHC9,37.89,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,27/11/2011,Travel and subsistence UK,Trade Marks Directorate,FORGE ACCOMODATION,EMAIL,45.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/10/2011,Computer Hardware,Business Support Directorate,Specialist Computer Centres Plc,OP/L393403,12546.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,21/10/2011,Computer Hardware,Trade Marks Directorate,Fujitsu Services Ltd,10919093,16345.72,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/10/2011,Office Equipment,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M110571,10393.20,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,06/10/2011,Office Equipment,Business Support Directorate,Balfour Beatty WorkPlace Ltd,M110566,16394.40,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2011,Software Development,Trade Marks Directorate,Sword,SWP/BRE/F1110253,8500.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/10/2011,Software Development,Trade Marks Directorate,European Dynamics U.K. Ltd,06.PO.2011,10740.57,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2011,Software Development,Trade Marks Directorate,Sword,SWP/BRE/F1110252,109234.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/10/2011,Software Development,Trade Marks Directorate,European Dynamics,10774,133778.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,610985,544.32,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,608174,680.40,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,609130,861.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,24/10/2011,Agency Staff,International Policy Directorate,Acorn Recruitment Ltd,610089,861.84,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/10/2011,Overtime,Copyright and IP Enforcement Directorate,South Wales Police Authority,INV012335,238.90,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/10/2011,Training,Finance Directorate,Coleg Gwent,crn25026,-384.60,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/10/2011,Training,Patents Directorate,Coleg Gwent,crn25026,-219.60,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2011,Training,Patents Directorate,Business Language Services Ltd,110181,-23.29,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2011,Training,Business Support Directorate,Business Language Services Ltd,110181,-3.51,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2011,Training,Finance Directorate,Personal expenses name witheld,50765,12.95,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/10/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,11014,26.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/10/2011,Training,Business Support Directorate,Business Language Services Ltd,11015,26.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2011,Training,Business Support Directorate,Business Language Services Ltd,11018,26.80,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2011,Training,Business Support Directorate,Business Language Services Ltd,10926,33.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/10/2011,Training,Copyright and IP Enforcement Directorate,Business Language Services Ltd,11013,33.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/10/2011,Training,Trade Marks Directorate,Business Language Services Ltd,11014,33.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,13/10/2011,Training,Trade Marks Directorate,Intellectual Property Institute,40829,40.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,07/10/2011,Training,Copyright and IP Enforcement Directorate,Innovate Legal Services Ltd,403,41.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/10/2011,Training,Patents Directorate,Business Language Services Ltd,11016,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Patents Directorate,Business Language Services Ltd,11017,44.67,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,03/10/2011,Training,Business Support Directorate,Teamworks,1525/11/PatentsOffice/SUP/9-11,67.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-520,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-520,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-520,80.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,11/10/2011,Training,Business Support Directorate,British Computer Society,1330697,90.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,10/10/2011,Training,Copyright and IP Enforcement Directorate,Warwickshire County Council,10017526,125.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-519,133.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Patents Directorate,Centre for Parliamentary Studies,CPS-519,133.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-519,133.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-519,133.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,25/10/2011,Training,Patents Directorate,Personal expenses name witheld,50756,133.45,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,14/10/2011,Training,Business Support Directorate,Business Language Services Ltd,11009,150.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Patents Directorate,Business Language Services Ltd,11012,150.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Innovation Directorate,Centre for Parliamentary Studies,CPS-520,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Trade Marks Directorate,Centre for Parliamentary Studies,CPS-520,160.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,18/10/2011,Training,Patents Directorate,Business Language Services Ltd,11018,177.97,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,17/10/2011,Training,Innovation Directorate,HM Treasury,26660,187.50,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,28/10/2011,Training,International Policy Directorate,Business Language Services Ltd,10919,201.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,20/10/2011,Training,Copyright and IP Enforcement Directorate,Leicestershire Police Authority,EG032528,235.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-520,240.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,Copyright and IP Enforcement Directorate,Centre for Parliamentary Studies,CPS-519,266.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-519,266.00,Not applicable
"Department for Business, Innovation and Skills",Intellectual Property Office,12/10/2011,Training,International Policy Directorate,Centre for Parliamentary Studies,CPS-520,320.00,Not applicable
