Department,Entity,Date,Expense Type,Expense Area,Supplier ,Transaction Number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type,Vat Registration Num
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,FAUNA & FLORA INTERNATIONAL,1003030163,32376,24-004 Fauna and Flora International (FFI): Conserving critical forest biodiversity in Guinea through sustainable agricultural livelihoods (2017-2021) Darwin Initiative Grant Scheme - Main Award,CB2 3QZ,SUPPLIER(1),24515,DEA10155,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,FAUNA & FLORA INTERNATIONAL,1003030163,25860,"24-002 Fauna & Flora International: Cattle, water and wildlife: enhancing socio-ecological resilience in Laikipia (2017-2021) Darwin Initiative Grant Scheme - Main Award",CB2 3QZ,SUPPLIER(1),24513,DEA10155,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,FAUNA & FLORA INTERNATIONAL,1003030163,28785,24-020 Fauna and Flora International (FFI): Realising the values and benefits for communities of Nicaragua’s turtles (2017-2021) Darwin Initiative Grant Scheme - Main Award,CB2 3QZ,SUPPLIER(1),24491,DEA10155,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,FAUNA & FLORA INTERNATIONAL,1003030163,45280.75,"IWT034 – FFI: Reducing IWT through synergising community decision-making, benefits and law enforcement (2016-2018) Illegal Wildlife Trade Challenge Fund BRAVO 23120",CB2 3QZ,SUPPLIER(1),BRAVO 23120 not new PO,DEA10161,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,ENVIRONMENTAL INVESTIGATION AGENCY (UK) LTD,1003030164,40610,IWT046 Environmental Investigation Agency - Enhancing enforcement to end tiger trade in South East Asia (2017-2019) Darwin Initiative Grant Scheme - Main Award.,N1 0NY,CUSTOMER,BRAVO no 24538,DEA10161,Expense,440569842
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,TUSK TRUST,1003030165,69822,"IWT032 – Tusk Trust: Countering Wildlife Crime: Livelihoods, Intelligence and Prosecution Capacity-building in Uganda (2016-2018) Illegal Wildlife Trade Challenge Fund BRAVO 23117",SP8 4AA,CUSTOMER,,DEA10161,Expense,934447118
DEFRA,DEFRA,09/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,FINYX CONSULTING LTD,1003030189,93382.56,Call - off contract OBC & low level design & Competition readiness,MK1 1PT,SUPPLIER,49477,DEAUNI19,Expense,133352933
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,TRAFFIC INTERNATIONAL,1003030201,47511,IWT042: TRAFFIC International: Combatting Global Wildlife Cybercrime: Building on Success in China (2017-2019) Illegal Wildlife Trade Challenge Fund,CB2 3QZ,Public Body,24534,DEA10161,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,ROYAL HOLLOWAY UNIVERSITY OF LONDON,1003030204,31946,24-026 Royal Holloway University of London: Integrating Traditional Knowledge into Guyana’s Conservation Policy-Making and Practice (2017-2021) Darwin Initiative Grant Scheme - Main Award,TW20 0EX,SUPPLIER,24497,DEA10155,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,IUCN INTERNATIONAL UNION FOR CONSERVATION OF NATURE,1003030209,26976.3,23-007 – IUCN: Safeguarding Mesoamerican crop wild relatives (2016-2019) Darwin Initiative Main Award BRAVO 23176,CB2 3QZ,SUPPLIER,23176,0,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,BIRDLIFE INTERNATIONAL,1003030210,31962.25,23-017 – Birdlife International:  Building resilient landscapes and livelihoods in Burkina Faso’s shea parklands. (2016-2019) Darwin Initiative Main Award BRAVO 23187.,CB2 3QZ,CUSTOMER,23187,0,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,BIRDLIFE INTERNATIONAL,1003030210,34640,"24-019 Birdlife International: Developing a Community Based Ecotourism Model at Lake Natron, Tanzania (2017-2020) Darwin Initiative Grant Scheme - Main Award",CB2 3QZ,CUSTOMER,24490,DEA10155,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,BIRDLIFE INTERNATIONAL,1003030210,27807,24-030 Birdlife International: Controlling an invasive aquatic plant for improved biodiversity and livelihoods (2017-2021) Darwin Initiative Grant Scheme - Main Award,CB2 3QZ,CUSTOMER,24501,DEA10155,Expense,
DEFRA,DEFRA,09/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Genesis Ongoing IT Activity,ADAPT SERVICES LTD,1003030221,83951.52,Genesis Adapt Hosting April 2017 to March 2018,CF3 0LW,SUPPLIER,ecm_42945,DEAGENHT,Expense,
DEFRA,DEFRA,09/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,GROUP ICT - ENABLING TECHNOLOGY PROJECT,METHODS PROFESSIONAL SERVICES,1003030223,163060,G-Cloud Connectivity delivery Partner,EC1A 4EN,SUPPLIER,49514,DEAUNIT9,Expense,
DEFRA,DEFRA,09/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,THE BORN FREE FOUNDATION LTD,1003030226,29153.83,IWT007 Born Free: The Border Point project: Stopping illegal wildlife trade in the Horn of Africa (2015-2018) Darwin Initiative Grant Scheme – IWT Award,RH12 4QP,CUSTOMER,,DEA10161,Expense,528340551
DEFRA,DEFRA,09/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE NON R&D,ANIMAL DISEASE CONTROL,B B S R C,2003001057,431357.25,Contract with the BBSRC/The Pirbright Institute for the Provision of National Reference Laboratory Requirements to Defra - 1 year extension to contract (2016/17); BRAVO number: 20411,SN2 1UH,OGD,20411,0,Expense,
DEFRA,DEFRA,10/11/2017,CL - OTHER PAYABLES - EC PAYABLE,FUTURE FARMING STATISTICS,WELSH GOVERNMENT,31000006,32350.62,PAYMENT OF 2013 - FINAL - FARM STRUCUTURE SURVEY.  PAYEE REF. X.CAD.DRC/X140,CF10 3NQ,SUPPLIER,,DEA10287,Liability,888 8350 56
DEFRA,DEFRA,10/11/2017,CL - OTHER PAYABLES - EC PAYABLE,FUTURE FARMING STATISTICS,DAERA NORTHERN IRELAND GOVERNMENT,31000007,43759.89,PAYMENT OF 2013 - FINAL - STRUCTURE SURVEY PAYMENT - FAO CONOR MCCORMACK OF DAERA.,BT4 3SB,SUPPLIER,,DEA10287,Liability,88880859
DEFRA,DEFRA,10/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003030253,86134.5,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING:28.10.2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,10/11/2017,PPE - INFORMATION TECHNOLOGY (OWNED) - COST - ADDITIONS,CROSS GOVT INTEGRATION,CORE TECHNOLOGY SYSTEMS (UK) LTD,1003030256,35000,"Connectivity Hub MPLS - G Cloud Call Off 8 - Hardware Build and Configuration - MS 1, 2, 3, 4",E1 8DE,SUPPLIER(1),49245,DEMPLSCH,Asset,787421792
DEFRA,DEFRA,10/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,CROSS GOVT INTEGRATION,CORE TECHNOLOGY SYSTEMS (UK) LTD,1003030256,31763.26,Connectivity Hub MPLS - G Cloud Call Off 8 - Connecting MPLS to links and service live - MS 5,E1 8DE,SUPPLIER(1),49245,DEMPLSCH,Expense,787421792
DEFRA,DEFRA,10/11/2017,IA - POA & AUC - COST - ADDITIONS,GROUP ICT - ENABLING TECHNOLOGY PROJECT,LEIDOS INNOVATIONS UK LTD,1003030259,45634.8,Unity - UAT Migration Support Services - 06/03/2017 - 05/03/2018,G3 8EP,SUPPLIER,49283,DESHEPJT,Asset,945 6539 84
DEFRA,DEFRA,10/11/2017,EXP - PURCHASE OF GOODS/SERVICES  - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,ANIMAL DISEASE CONTROL,THE PIRBRIGHT INSTITUTE,1003030265,25313,"SE2621: Genetic analyses, molecular epidemiology and diagnostic systems for bluetongue and related orbiviruses",GU24 0NF,OGD,ecm_43235,0,Expense,
DEFRA,DEFRA,10/11/2017,EXP - PURCHASE OF GOODS/SERVICES  - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,ANIMAL DISEASE CONTROL,THE PIRBRIGHT INSTITUTE,1003030265,42376,SE2816 Reducing the impact of foot-and-mouth disease outbreaks through early detection and vaccination 2017/2018,GU24 0NF,OGD,ecm_47908,0,Expense,
DEFRA,DEFRA,10/11/2017,CA - OTHER RECEIVABLES - TRAVEL PROVIDER CONTROL ACCOUNT,REDFERN EXPENSES CLEARANCE,REDFERN TRAVEL LTD,1003030299,692017.87,REDFERN OCT 17,BD1 5HQ,SUPPLIER,,0,Asset,708374133
DEFRA,DEFRA,13/11/2017,CL - OTHER PAYABLES - EC PAYABLE,FUTURE FARMING STATISTICS,THE SCOTTISH GOVERNMENT,31000009,45689.24,PAYMENT OF 2013 - FINAL - FARM STRUCTURE SURVEY PAYMENT - (TSG INVOICE NO. 80071316),EX11 3XD,OGD,,DEA10287,Liability,GB888842551
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,HAYS SPECIALIST RECRUITMENT LTD,1003030404,32442.58,CONSOLIDATED CONTRACTOR FEES. PLEASE SEE BACK-UP FOR FULL DETAIL. TPCT-NM-0128-0311,KT3 4QF,CIS SUPPLIER,,0,Expense,GB773695871
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,HAYS SPECIALIST RECRUITMENT LTD,1003030404,155066.1,CONSOLIDATED CONTRACTOR FEES. ,KT3 4QF,CIS SUPPLIER,,0,Expense,GB773695871
DEFRA,DEFRA,13/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,TB,THE FARMING COMMUNITY NETWORK,1003030409,37500,Grant for the Farming Community network support to Bovine TB affected farming families and businesses. (01-Aug-16 to 31-Mar-19.)  Our Ref: 23362.,NN6 7AQ,Public Body,23362,DEA10195,Expense,
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),INTERSERVE (FACILITIES MNGMNT) LTD,1003030414,45027.69,CEFAS LVWO Call-off Po for CEFAS 2017-2018,BS32 4NH,SUPPLIER(1),fwk10195L,0,Expense,
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),INTERSERVE (FACILITIES MNGMNT) LTD,1003030414,38931.34,Revenue PO for Low Value Work Orders 2017/18,BS32 4NH,SUPPLIER(1),FWK10195L,0,Expense,
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Operations Centre,VODAFONE LTD,1003030419,52000,"VONEC Monthly Charges for Defra, NE, MMO and APHA invoices and call costs",RG14 5FF,SUPPLIER,TELECOMS,0,Expense,GB 569 9532 77
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Operations Centre,VODAFONE LTD,1003030419,54167.32,"VONEC Monthly Charges for Defra, NE, MMO and APHA invoices and call costs",RG14 5FF,SUPPLIER,TELECOMS,0,Expense,GB 569 9532 77
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LAND USE AND RECREATION,NORTH YORKSHIRE COUNTY COUNCIL,1003030421,25103,Financial Assistance to nominated organisation under a S.I. for Capital 2017-18 - North Yorkshire County council,DL7 8AL,SUPPLIER,GIA,0,Expense,GB259107749
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,AIR QUALITY & INDUSTRIAL EMISSIONS,AMEC FOSTER WHEELER ENVIR & INFRASTRUCTURE UK LTD,1003030427,25335,Variation- FY2016/17- AQ0947 -Support for National Air Pollution Control Strategies 2012-2015 (SNAPS),EC2M 5TQ,SUPPLIER(1),ECM_12990,0,Expense,
DEFRA,DEFRA,13/11/2017,EXP - PURCHASE OF GOODS/SERVICES  - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,PLANT HEALTH,FOREST RESEARCH AGENCY,2003001062,144528.1,PH0469 CCN03 - Future Plant Health Proofing - Forest Research  FY17/18,GU10 4LH,Government Agency,43376,0,Expense,"888830561	"
DEFRA,DEFRA,14/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Rural Payments Agency Info & Tech,IBM UNITED KINGDOM LTD,1003030461,543495.08,RPA November 2017 ITDR Baseline Charges,PO6 3AU,SUPPLIER,1159,0,Expense,
DEFRA,DEFRA,14/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OFFICE RELATED - PUBLICATIONS,KNOWLEDGE AND INFORMATION MANAGEMENT,CAMBRIDGE INFORMATION LTD,1003030465,36700,Renewal of the corporate subscription for Bookboon from the 1/12/2017-30/11/2018,IP14 2EN,SUPPLIER,21373,DEA12045,Expense,
DEFRA,DEFRA,14/11/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (MAJOR PROJECTS),BREATHE ENERGY LTD,1003030529,61397.95,"Go-Early Nobel House BMS - Contract NEC3 Opt A
EPC Programme",W1T 4TQ,SUPPLIER(1),24697,DE10BREA,Asset,996479339
DEFRA,DEFRA,14/11/2017,EXP - PURCHASE OF GOODS/SERVICES  - RESEARCH & DEVELOPMENT - OTHER OUTSOURCED,TB,ANIMAL AND PLANT HEALTH AGENCY,2003001063,511389,SE3304: Development of a DIVA skin test for use alongside BCG vaccination 2017/2018,KT15 3NB,SUPPLIER,ecm_50719,0,Expense,8888000181
DEFRA,DEFRA,14/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LAND USE AND RECREATION,THE PLANNING INSPECTORATE,2003001064,-32172,SLA for the element covering Common land; Supply of Service - Common Land (Part 1 of 3 Commons Act 2006) - Salary and Service Costs.,HP2 4XN,OGD,PPAF170324,0,Expense,
DEFRA,DEFRA,14/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LAND USE AND RECREATION,THE PLANNING INSPECTORATE,2003001064,35699.97,Coastal access the Inspector’s costs of determining any coastal access objections under the Marine and Coastal Access Act 2009. Bravo contract record for this – ECM49942,HP2 4XN,OGD,ECM 49942 - PPAF 170324,0,Expense,
DEFRA,DEFRA,15/11/2017,EXP - GRANT-IN-AID TO ARMS LENGTH BODIES,CORPORATE FINANCE,NATURAL ENGLAND,30000149,1607000,NE15112017GIA-Grant-In-Aid Funding,YO1 7PX,SUPPLIER,,0,Expense,551065074
DEFRA,DEFRA,15/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,PRICEWATERHOUSE COOPERS,1003030567,56150,G Cloud Call off Contract- Inbound Contracts  Review - Phase 1 (PWC),E14 9SQ,SUPPLIER,49744,DEAUNI13,Expense,GB243823957
DEFRA,DEFRA,15/11/2017,EXP - CAPITAL GRANTS TO CENTRAL GOVERNMENT - CAPITAL R&D,"FOOD AND FARMING STRATEGY, INNOVATION, SYSTEMS",UNIVERSITY OF YORK,1003030578,54000,CH0104 - Oilseed rape Genetic Improvement Network (OREGIN) - CCN01 - FY 17/18  -  University of York,YO10 5NH,SUPPLIER,17524,0,Expense,647205541
DEFRA,DEFRA,15/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,FINYX CONSULTING LTD,1003030622,26180,Call-off Contract Implementation Integration Control Mobilisation,MK1 1PT,SUPPLIER,49477,DEAUNI13,Expense,133352933
DEFRA,DEFRA,15/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - EVIDENCE R&D,AIR QUALITY & INDUSTRIAL EMISSIONS,RICARDO-A E A LTD,1003030655,38060,FY 2017-18 AQ0650 -ecm_16507 Modelling of Ambient Air Quality (MAAQ) -project_439 Migrated from the old PO,OX11 0QR,SUPPLIER(1),ecm_16507,0,Expense,144024765
DEFRA,DEFRA,16/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,RAINFOREST ALLIANCE INC,20000441,28780,DEFRA PAYMENT. PROJECT 24-021 Q3 17-18 EMPOWERING IVORIAN COMMUNITIES TO CONSERVE BIODIVERSITY AND IMPROVE THEIR LIVELIHOODS.,20036,SUPPLIER,,DEA10155,Expense,
DEFRA,DEFRA,16/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,NORTHERN RANGELANDS TRUST,20000444,60299.75,DEFRA PAYMENT. PROJECT IWT026 Q2 2017-18. CONNECTING ENHANCED LIVELIHOODS TO ELEPHANT AND RHINO PROTECTION.,KENYA,SUPPLIER,,DEA10161,Expense,
DEFRA,DEFRA,16/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,CARIBBEAN NATURAL RESOURCES INSTITUTE (CANARI),20000446,25871,DEFRA PAYMENT PROJECT: DPLUS066 Q2 2017-18.  CLIMATE CHANGE ADAPTION IN THE FISHERIES OF ANGUILLA AND MONTSERRAT.,TOBAGO,SUPPLIER,,DEA10153,Expense,
DEFRA,DEFRA,16/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,CARIBBEAN NATURAL RESOURCES INSTITUTE (CANARI),20000448,25871,DEFRA PAYMENT PROJECT: DPLUS066 Q3 2017-18. CLIMATE CHANGE ADAPTION IN THE FISHERIES OF ANGUILLA AND MONTSERRAT.,TOBAGO,SUPPLIER,,DEA10153,Expense,
DEFRA,DEFRA,16/11/2017,EXP - CURRENT GRANTS TO PRIVATE SECTOR - NON PROFIT INSTITUTIONS SERVING H'HOLD,FLS - OFFICIAL DEVELOPMENT ASSISTANCE,NORTHERN RANGELANDS TRUST,20000449,60299.75,DEFRA PAYMENT. PROJECT IWT026 Q3 2017-18. CONNECTING ENHANCED LIVELIHOODS TO ELEPHANT AND RHINO PROTECTION.,KENYA,SUPPLIER,,DEA10161,Expense,
DEFRA,DEFRA,16/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Rural Payments Agency Info & Tech,IBM UNITED KINGDOM LTD,1003030718,38232.86,"RPA's Volumetrics ""True Ups"" from Baseline for August 2017",PO6 3AU,SUPPLIER,1159,0,Expense,
DEFRA,DEFRA,16/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,CAPITA BUSINESS SERVICES LTD,1003030719,121288.36,FEES & EXPENSES INCLUDED WITHIN PERIOD ENDING: 04/11/2017,SL6 1DP,SUPPLIER,,0,Expense, GB618184140
DEFRA,DEFRA,16/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMMODATION & BLDNG MANAGEMENT,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,1003030723,413585.74,Interserve contract: REACTIVE - Repair and Replace Fund PO for 2017/18 - Std 12 mthly invoices throughout 2017/18,BS32 4NH,SUPPLIER(1),10226,0,Expense,
DEFRA,DEFRA,16/11/2017,EXP - PURCHASE OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM CORE MAINTENANCE,NETWORK ESTATES - PERFORMANCE,INTERSERVE (FACILITIES MNGMNT) LTD,1003030723,1869778.36,Interserve contract: CORE FM PO for 2017/18 - Std 12 mthly invoices throughout 2017/18,BS32 4NH,SUPPLIER(1),10226,0,Expense,
DEFRA,DEFRA,16/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ACCOMM &BLDNG MNGMT - FM PROJECTS NON CAPITAL,NETWORK ESTATES - DELIVERY TEAM  (OFFICE ESTATE),INTERSERVE (FACILITIES MNGMNT) LTD,1003030723,30495.15,BCP 8106. Supply and install rolling racking. To supply and install Ikon Mistral mobile shelving system to unit 4 Pinbush Road stores. Option 2 to be selected which includes clad sidewalls and clad backs. Racking to consist of 1 run 4 bays,BS32 4NH,SUPPLIER(1),fwk10195L,DE007200,Expense,
DEFRA,DEFRA,17/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,GROUP ICT - ENABLING TECHNOLOGY PROJECT,CAPGEMINI UK PLC,1003030798,438350,IT Service Management E Delivery Partner - (call off contract),GU21 6DB,SUPPLIER,49148,DEAUNIT7,Expense,GB232441107
DEFRA,DEFRA,17/11/2017,Exp - Purchase Of Goods/Services - Consultancy,EU EXIT PROGRAMME OFFICE,PRICE WATERHOUSE COOPERS,1003030811,989612.94,Delivery Support Partner contract with DEFRA  (EU Exit Programming). Contract start and end date:  03/07/2017 -  29/09/2017,SE1 2RD,SUPPLIER,ecm_50377,0,Expense,
DEFRA,DEFRA,17/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER,WASTE AND RECYCLING,DEPARTMENT FOR BUSINESS ENERGY & INDUSTRIAL STRATEGY,2003001070,548000,17/18- ECM_47965-The provision of monitoring and enforcement activities related to a number of EC product directives.- Ref 22970,NP10 8QQ,SUPPLIER,ECM_47965,0,Expense,GB 888 848925
DEFRA,DEFRA,17/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CURRENT PAYMENTS,LAND USE AND RECREATION,THE PLANNING INSPECTORATE,2003001072,86095.58,Planning Inspectorate - Defra Contract - SLA Rights of Way - Bravo ECM 49852,HP2 4XN,OGD,PPAF PPAF 170324  (ECM_49852),0,Expense,
DEFRA,DEFRA,20/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,HAYS SPECIALIST RECRUITMENT LTD,1003030855,35344.32,Consolidated contractor fees.,KT3 4QF,CIS SUPPLIER,,0,Expense,GB773695871
DEFRA,DEFRA,20/11/2017,EXP - PURCHASE OF GOODS/SERVICES - CONTRACTORS - MANAGEMENT COVER,FINANCIAL TRANSACTIONS,HAYS SPECIALIST RECRUITMENT LTD,1003030855,176721.58,DEFRA-TPCT-0134-Consolidated contractor fees.,KT3 4QF,CIS SUPPLIER,,0,Expense,GB773695871
DEFRA,DEFRA,20/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,NETWORK PROPERTY HOLDING COSTS,E D F ENERGY,1003030856,266334.03,BEMD-NM-0325-1311-SITE MULTIPLE ELECTRICITY 07/10/2017 TO 06/11/2017 A/C 7777510000,EX1 3UT,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,20/11/2017,EXP - PURCHASE OF GOODS/SERVICES - ELECTRICITY,NETWORK PROPERTY HOLDING COSTS,E D F ENERGY,1003030856,53226.79,SITE MULTIPLE ELECTRICITY 07/10/2017 TO 06/11/2017 A/C 7777510000,EX1 3UT,SUPPLIER(1),,0,Expense,
DEFRA,DEFRA,20/11/2017,EXP - PURCH OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM PASS- THROUGH MAINTENANCE,SUSTAINABLE WORKPLACE MANAGEMENT - SBEWS,INTERSERVE (FACILITIES MNGMNT) LTD,1003030877,75145.33,IFM Pass Through Costs - OCTOBER 2017 - All Other Sites. STD-R LINE,BS32 4NH,SUPPLIER(1),10226,0,Expense,
DEFRA,DEFRA,20/11/2017,EXP - PURCH OF G&S - ACCOM & BLDNG MGMT - ESTATES IFM PASS- THROUGH MAINTENANCE,NETWORK ESTATES - DELIVERY TEAM  (SAND HUTTON – LAB),INTERSERVE (FACILITIES MNGMNT) LTD,1003030877,31051.48,IFM Pass Through Costs - OCTOBER 2017 - FMD Sites Only. STD-R LINE,BS32 4NH,SUPPLIER(1),10226,0,Expense,
DEFRA,DEFRA,20/11/2017,EXP - PURCH OF G & S - ICT OUTSOURCING & MAINT/SUPP - FIXED STEADY STATE SERVICE,Rural Payments Agency Info & Tech,UKCLOUD LTD,1003030895,45054.38,Temp Environments hosting - 3months extension,SN13 0RP,SUPPLIER,ecm 49499,DECLTEMP,Expense,172647982
DEFRA,DEFRA,20/11/2017,PPE - POA & AUC (OWNED) - COST - ADDITIONS,NETWORK ESTATES - DELIVERY TEAM  (WEYBRIDGE – LAB),MOTT MACDONALD LTD,1003030935,140518.47,087_Weybridge_BRAVO24840_Motts_Strategic-Programme-Support,CR0 2EE,SUPPLIER,24840,DE008752,Asset,GB523765636.
DEFRA,DEFRA,20/11/2017,EXP - PURCHASE OF GOODS/SERVICES - OTHER PROFESSIONAL SERVICES,GROUP ICT - ENABLING TECHNOLOGY PROJECT,DENTONS UK MEA LLP,1003030946,31333.4,Legal Services Contract - unity (extension),EC4M 7WS,SUPPLIER,49769,0,Expense,
