Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,RCDTS,08/01/2018,Software maintenance,RCDTS,EACS LTD,5100003191,"45,464.00",I.T.-Hardware & Consumables,PE29 6FY,,,,
HMRC,RCDTS,08/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003208,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,09/01/2018,Conference Calling,RCDTS,BT GROUP PLC,5100003221,"23,025.04",Conference Calling,EC1A 7AJ,,,,
HMRC,RCDTS,09/01/2018,Telephone Support,RCDTS,BT GROUP PLC,5100003221,"150,000.00",Telephone Support,EC1A 7AJ,,,,
HMRC,RCDTS,09/01/2018,WAN maint or supp,RCDTS,BT GROUP PLC,5100003221,"790,687.36",WAN maint or supp,EC1A 7AJ,,,,
HMRC,RCDTS,10/01/2018,Software maintenance,RCDTS,COMPUTACENTER (UK) LTD,5100003220,"33,104.00",I.T.-Software & Support,AL10 9TW,,,,
HMRC,RCDTS,10/01/2018,IT consultancy,RCDTS,QA CONSULTING SERVICES LTD,5100003237,"57,060.00",Contingnt Labr IT,LS12 6BD,,,,
HMRC,RCDTS,10/01/2018,IT consultancy,RCDTS,QA CONSULTING SERVICES LTD,5100003238,"46,920.00",Contingnt Labr IT,LS12 6BD,,,,
HMRC,RCDTS,10/01/2018,Contingnt Labr IT,RCDTS,MANPOWER UK LIMITED,5100003264,"38,784.35",Contingnt Labr IT,UB8 1AB,,,,
HMRC,RCDTS,11/01/2018,Operating system sof,RCDTS,ENTSERV UK LTD (DXC),5100003187,"103,276.57",I.T.-Software & Support,RG12 1HN,,,,
HMRC,RCDTS,12/01/2018,Software maintenance,RCDTS,NUIX TECHNOLOGY UK LTD,5100003292,"89,756.00",I.T.-Hardware & Consumables,EC3A 7BB,,,,
HMRC,RCDTS,17/01/2018,Network service equi,RCDTS,COMPUTACENTER (UK) LTD,5100003307,44983.8,I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,17/01/2018,Software maintenance,RCDTS,AXIOS SYSTEMS PLC,5100003320,81198,I.T.-Software & Support,EH3 7HF,,,,
HMRC,RCDTS,19/01/2018,Software maintenance,RCDTS,CDW LTD,5100003339,"24,394.62",I.T.-Software & Support,E14 5HP,,,,
HMRC,RCDTS,19/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003348,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,19/01/2018,Inwd Secondmnt Costs,RCDTS,HM REVENUE & CUSTOMS,5100003349,"99,508.85",Inwd Secondmnt Costs,BN12 4XH,,,,
HMRC,RCDTS,19/01/2018,IT consultancy,RCDTS,INCESSANT TECHNOLOGIES UK LTD,5100003350,"54,400.00",Contingnt Labr IT,HA2 7HH,,,,
HMRC,RCDTS,19/01/2018,IT consultancy,RCDTS,INCESSANT TECHNOLOGIES UK LTD,5100003351,"10,000.00",Contingnt Labr IT,HA2 7HH,,,,
HMRC,RCDTS,19/01/2018,IT consultancy,RCDTS,INCESSANT TECHNOLOGIES UK LTD,5100003351,"131,250.00",Contingnt Labr IT,HA2 7HH,,,,
HMRC,RCDTS,19/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003365,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,19/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003366,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,19/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003367,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,19/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003368,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,19/01/2018,Tablet computers,RCDTS,COMPUTACENTER (UK) LTD,5100003369,"70,760.00",I.T.-Hardware & Consumables,AL10 9TW,,,,
HMRC,RCDTS,22/01/2018,Software maintenance,RCDTS,INSIGHT DIRECT (UK) LTD,5100003193,"66,736.15",I.T.-Hardware & Consumables,S9 2BU,,,,
HMRC,RCDTS,22/01/2018,Procurement software,RCDTS,INSIGHT DIRECT (UK) LTD,5100003299,-41157.5,I.T.-Software & Support,S9 2BU,,,,
HMRC,RCDTS,22/01/2018,HMRC Shared(Rec-VAT),RCDTS,HM REVENUE & CUSTOMS,5100003376,"279,772.96",HMRC Shared(Rec-VAT),BN12 4XH,,,,
HMRC,RCDTS,24/01/2018,Computer accessories,RCDTS,ORGANISED COMPUTER SYSTEMS LTD,5100003333,"53,910.40",I.T.-Hardware & Consumables,RH14 0AZ,,,,
HMRC,RCDTS,24/01/2018,Conference Calling,RCDTS,BT GROUP PLC,5100003419,"36,783.57",Conference Calling,EC1A 7AJ,,,,
HMRC,RCDTS,24/01/2018,Telephone Support,RCDTS,BT GROUP PLC,5100003419,"150,000.00",Telephone Support,EC1A 7AJ,,,,
HMRC,RCDTS,24/01/2018,WAN maint or supp,RCDTS,BT GROUP PLC,5100003419,652811.32,WAN maint or supp,EC1A 7AJ,,,,
HMRC,RCDTS,25/01/2018,IT consultancy,RCDTS,QA CONSULTING SERVICES LTD,5100003430,"113,362.50",Contingnt Labr IT,LS12 6BD,,,,
HMRC,RCDTS,25/01/2018,IT consultancy,RCDTS,QA CONSULTING SERVICES LTD,5100003431,"24,750.00",Contingnt Labr IT,LS12 6BD,,,,
HMRC,RCDTS,26/01/2018,IT consultancy,RCDTS,INCESSANT TECHNOLOGIES UK LTD,5100003456,"62,000.00",Contingnt Labr IT,HA2 7HH,,,,
HMRC,RCDTS,26/01/2018,IT consultancy,RCDTS,INCESSANT TECHNOLOGIES UK LTD,5100003457,"13,750.00",Contingnt Labr IT,HA2 7HH,,,,
HMRC,RCDTS,26/01/2018,IT consultancy,RCDTS,INCESSANT TECHNOLOGIES UK LTD,5100003457,"181,000.00",Contingnt Labr IT,HA2 7HH,,,,
HMRC,RCDTS,30/01/2018,Software maintenance,RCDTS,PEGASYSTEMS LTD,5100003395,23863.32,I.T.-Software & Support,RG1 3JH,,,,
HMRC,RCDTS,30/01/2018,Software maintenance,RCDTS,GETGO TECHNOLOGIES UK LTD,5100003526,"95,041.56",I.T.-Hardware & Consumables,SL9 0DZ,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"16,029.99",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"56,501.51",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"57,011.55",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"66,119.16",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"119,903.65",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"256,892.60",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Contingnt Labr IT,RCDTS,EXPERIS LTD,5100003577,"400,297.79",Contingnt Labr IT,EC2M 2RB,,,,
HMRC,RCDTS,31/01/2018,Software maintenance,RCDTS,ORACLE CORPORATION (UK) LTD,5100003580,"24,805.92",I.T.-Software & Support,RG6 1RA,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
