Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number,
Department for Business Innovation and Skills,Intellectual Property Office,07/01/2015,Agency Staff,"People, Property and Services Directorate",Brook Street (UK) Ltd,30813046,1056.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Agency Staff,"People, Property and Services Directorate",Capita Business Services  Ltd,LO10023143,2182.71,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Agency Staff,"People, Property and Services Directorate",Capita Business Services  Ltd,LO10021323,2182.73,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2015,Agency Staff,"People, Property and Services Directorate",Capita Business Services  Ltd,LO10024293,3637.86,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/01/2015,Agency Staff,"People, Property and Services Directorate",Capita Business Services  Ltd,LO10022536,3637.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Training,Patents Directorate,Business Language Services Ltd,14336,71.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Training,Finance Directorate,East of England Ambulance NHS Trust,652836,99.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Training,"People, Property and Services Directorate",British Red Cross,N929654,180.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,07/01/2015,Training,Patents Directorate,NAS Services Ltd,PRP2187517,249.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,22/01/2015,Training,Innovation Directorate,Whitehall & Industry Group,2140915,450.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/01/2015,Training,Business Support Directorate,Knowledge Academy,SO1073391A,929.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/01/2015,Training,"People, Property and Services Directorate",ACAS,1668796,3990.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52703,100.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52721,100.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52704,109.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52712,119.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52724,125.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52723,125.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52696,130.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52743,142.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52719,144.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52725,144.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52726,144.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52727,144.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52742,156.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52746,166.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52740,170.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52732,210.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52744,211.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52705,211.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,05/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52700,211.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52741,213.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52720,213.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,20/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52722,237.70,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,21/01/2015,Subscription to Professional bodies,"People, Property and Services Directorate",Personal expenses name witheld,52733,259.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,502632,6461.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Childcare costs,"People, Property and Services Directorate",P&MM Ltd Re Childcare Plus,1019018,7590.30,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52716,2.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52715,33.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/01/2015,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Andrews Property Services,52718,50.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,06/01/2015,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Personal expenses name witheld,52702,588.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,30/01/2015,Relocation Removals & Excess Fare,"People, Property and Services Directorate",Somerset Bencoolen,26179-JAN15,3480.41,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Recruitment Advertising,Patents Directorate,Shamile S Karawgodage,52707,28.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,23/01/2015,Recruitment Advertising,Patents Directorate,Scott Weir,52739,187.09,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,09/01/2015,Recruitment Advertising,Patents Directorate,University of Liverpool,21503550,600.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2015,Recruitment Advertising,Patents Directorate,AGCAS,26581,714.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/01/2015,Recruitment Advertising,Patents Directorate,University of Sheffield,1800113823,954.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Recruitment Advertising,"People, Property and Services Directorate",Acorn Recruitment Ltd,APS02660,3001.98,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426696024,-190.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426695973,-190.87,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426696043,-111.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426696042,-111.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426696045,-88.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426696044,-88.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426696001,-88.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426696153,-86.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426730456,-75.52,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426696016,-74.46,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426660993,-68.60,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426695972,-64.08,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426696146,-62.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426696145,-62.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426781871,-57.84,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426730457,-48.33,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426764492,-47.07,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426685530,-39.26,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426696154,-34.51,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,Leasedrive Velo Rental Management Ltd,CRD00071562,-30.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426695961,-22.63,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426696000,-18.52,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426764496,-15.29,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426681164,-11.24,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426678366,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742191,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426723306,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742250,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426613294,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426723439,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426690844,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426722545,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426774094,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426776006,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426758423,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426813536,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426758847,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426723610,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426613217,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426723362,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742208,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742238,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426723481,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426613304,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426758817,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426813779,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426775336,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426814369,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426758256,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426742105,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426759557,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426527194,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426722547,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426690926,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426774907,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426694667,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426813826,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426814376,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426658232,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426722546,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426613285,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Finance Directorate,HRG UK,426667929,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426723447,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426723461,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426722548,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426791871,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Patents Directorate,HRG UK,426774956,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426775120,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426658224,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426814094,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426814247,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426758427,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426741449,2.57,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426813607,4.11,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426813620,4.11,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426639084,4.11,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426613181,4.11,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426722248,4.11,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,13/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER128321,4.25,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Travel and subsistence UK,Patents Directorate,Personal expenses name witheld,ER128587,4.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426613180,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426759542,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426814464,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426684159,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426722250,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426813623,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426741571,5.14,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,International Policy Directorate,HRG UK,426742919,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742618,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426742898,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742741,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426742722,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426792878,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426758853,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Innovation Directorate,HRG UK,426758874,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Trade Marks Directorate,HRG UK,426792876,5.65,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",HRG UK,426819855,5.69,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,27/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER128744,6.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,26/01/2015,Travel and subsistence UK,Innovation Directorate,Pike Jamie,ER128692,6.50,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER128409,7.00,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Innovation Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,7.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Finance Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,7.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,08/01/2015,Travel and subsistence UK,Patents Directorate,Veezu Ltd T/A Dragon Taxis (Newport),2982,7.80,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,16/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER128492,8.10,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426527059,8.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426792076,8.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,HRG UK,426527060,8.22,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,12/01/2015,Travel and subsistence UK,Central Support,Personal expenses name witheld,ER128405,8.40,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,29/01/2015,Travel and subsistence UK,"People, Property and Services Directorate",Personal expenses name witheld,ER128784,8.55,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Business Support Directorate,HRG UK,426524416,9.27,Not applicable,
Department for Business Innovation and Skills,Intellectual Property Office,28/01/2015,Travel and subsistence UK,Copyright and IP Enforcement Directorate,Personal expenses name witheld,ER128738,9.30,Not applicable,
