Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Vat Registration Number
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Continuing Professional Development,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,1676,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Dental Continuing Professional Development,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,788,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Continuing Professional Development,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,788,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Tutors,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,880,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Tutors,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,880,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Dental Tutors,BEDFORD HOSPITALS NHS TRUST,6221047,880,654912424
Department of Health,East of England SHA,04/05/2010,Training Expenses,Dental Tutors,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,880,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Tutors,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,450,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Tutors,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,880,654931321
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Tutors,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,450,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Dental Tutors,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,880,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Tutors,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,880,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Vocational Training Scheme,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,2000,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Vocational Training Scheme,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,2000,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Dental Vocational Training Scheme,BEDFORD HOSPITALS NHS TRUST,6221047,2000,654912424
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Vocational Training Scheme,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,2000,654931321
Department of Health,East of England SHA,20/05/2010,Training Expenses,Dental Vocational Training Scheme,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,2000,654936110
Department of Health,East of England SHA,07/05/2010,Training Expenses,ETD - Enabling IM&T Capability & Capacity,THINKING PEOPLE GROUP LTD,6247948,54050,976275081
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,1934,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,1934,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,BEDFORD HOSPITALS NHS TRUST,6221047,1143,654912424
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,1714,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,6923,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,1451,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,1451,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,1582,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,2374,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) F1 PfPP,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,2374,654974002
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,1605,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,1605,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,BEDFORD HOSPITALS NHS TRUST,6221047,1605,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,3211,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,1605,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,1605,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,1605,654931321
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,1605,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,1605,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,1605,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,1605,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,1605,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Admin Support,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,1605,654974002
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,1692,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,1692,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,BEDFORD HOSPITALS NHS TRUST,6221047,846,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,3383,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,1692,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,846,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,1692,654931321
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,846,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,1692,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,1692,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,1692,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,1692,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Service Increment for Teaching (SIFT) FPD Sessions,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,1692,654974002
Department of Health,East of England SHA,14/05/2010,Training Expenses,GP Registrar Training Support,BEDFORDSHIRE PCT,6140758,195942.89,654435334
Department of Health,East of England SHA,14/05/2010,Training Expenses,GP Registrar Training Support,NHS NORFOLK,6221045,255209.67,654436527
Department of Health,East of England SHA,04/05/2010,Training Expenses,GP Registrar Training Support,NHS SUFFOLK,6279907,220336.76,NULL
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP Registrar Training Support,NORTH EAST ESSEX PROVIDER SERVICES,6362973,480905,654974785
Department of Health,East of England SHA,05/05/2010,Training Expenses,GP Service Increment for Teaching (SIFT) CPS,UNIVERSITY OF CAMBRIDGE,6285697,51699,214222124
Department of Health,East of England SHA,05/05/2010,Training Expenses,GP Service Increment for Teaching (SIFT) FACS,UNIVERSITY OF CAMBRIDGE,6285697,13921,214222124
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,650,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,650,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,GP StR Programme Support - Trusts,BEDFORD HOSPITALS NHS TRUST,6221047,637,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,GP StR Programme Support - Trusts,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,1631,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,GP StR Programme Support - Trusts,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,752,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,548,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,981,654931321
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,688,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,GP StR Programme Support - Trusts,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,688,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,688,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,GP StR Programme Support - Trusts,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,726,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,GP StR Programme Support - Trusts,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,1070,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,GP StR Programme Support - Trusts,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,1070,654974002
Department of Health,East of England SHA,14/05/2010,Training Expenses,Grade A Scientists,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6320635,242897.17,654910528
Department of Health,East of England SHA,14/05/2010,Training Expenses,Healthcare Assistant Support (HCAS),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6320636,3093.84,654910528
Department of Health,East of England SHA,27/05/2010,Training Expenses,Health Innovation and Education Clusters (HIECs),CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6352889,530646,654910528
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362946,9898,654911917
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,BASILDON&THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362972,9898,654911917
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,BEDFORD HOSPITALS NHS TRUST,6221047,7462,654912424
Department of Health,East of England SHA,28/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6431953,47533,654910528
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST,6279908,9898,654921325
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6362968,6467,654926212
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,NORFOLK & NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6379116,21028,654931321
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6221048,2960,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,NORFOLK & WAVENEY MENTAL HEALTH NHS FOUNDATION TRUST,6379121,2960,654931517
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,PETERBOROUGH&STAMFORD HOSPITALS NHS FOUNDATION TRUST,6362974,8633,654936110
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6177227,8325,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,PRINCESS ALEXANDRA HOSPITAL NHS TRUST (THE),6362934,8325,654964985
Department of Health,East of England SHA,20/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6362938,11242,654942902
Department of Health,East of England SHA,04/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6221046,13505,654974002
Department of Health,East of England SHA,27/05/2010,Training Expenses,Multiprofessional Education & Training (MPET) Infrastructure,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6362936,13505,654974002
Department of Health,East of England SHA,04/05/2010,Training Expenses,Improving - Breast Cancer - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6203682,21166,654930128
Department of Health,East of England SHA,04/05/2010,Training Expenses,Improving Patient Experience - Mid-Essex Hospital Trust,MID ESSEX HOSPITALS SERVICES NHS TRUST,6203682,69593,654930128
Department of Health,East of England SHA,04/05/2010,Training Expenses,Integrated Dementia Service - Mid-Essex Hospital Trust ,MID ESSEX HOSPITALS SERVICES NHS TRUST,6203682,11244,654930128
