Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction number,Amount in Sterling
Communities & Local Government,VTS,26/04/2016,Accommodation Service Charges,Estates ,NHS PROPERTY SERVICES,2100113343,"18,908.45"
Communities & Local Government,VTS,26/04/2016, Heating and lighting,Estates ,NHS PROPERTY SERVICES,2100113343,"3,066.55"
Communities & Local Government,VTS,26/04/2016,Domestic Services,Estates ,SERVICEMASTER,2100113384,"1,105.38"
Communities & Local Government,VTS,26/04/2016,Rent,Estates ,NHS PROPERTY SERVICES,2100113343,"36,562.50"
Communities & Local Government,VTS,14/04/2016,Variable Maintenance ,Estates ,COFELY LTD,2100113166,847.19
Communities & Local Government,VTS,26/04/2016,Variable Maintenance ,Estates ,COFELY LTD,2100113382,746.16
Communities & Local Government,VTS,12/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113105,718.85
Communities & Local Government,VTS,12/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113106,747.79
Communities & Local Government,VTS,12/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113107,404.35
Communities & Local Government,VTS,12/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113108,438.48
Communities & Local Government,VTS,12/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113109,626.40
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113137,439.30
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113138,353.22
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113139,602.39
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113140,552.06
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113177,264.91
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113178,449.28
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2300000559,-499.26
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113173,835.20
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113174,626.40
Communities & Local Government,VTS,14/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113175,633.60
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113179,451.79
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113215,718.85
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113216,438.48
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,HUNTRESS SEARCH LTD,2100113181,823.54
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,HUNTRESS SEARCH LTD,2100113200,"1,045.16"
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113201,"1,036.80"
Communities & Local Government,VTS,20/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113202,777.60
Communities & Local Government,VTS,26/04/2016,Agency Staff,Human Resources,BROOK STREET UK LTD,2100113386,435.43
Communities & Local Government,VTS,26/04/2016,Agency Staff,Human Resources,HUNTRESS SEARCH LTD,2100113340,"1,040.26"
Communities & Local Government,VTS,26/04/2016,Agency Staff,Human Resources,OTS BACS VENDOR,2100113345,675.36
Communities & Local Government,VTS,26/04/2016,Agency Staff,Human Resources,OTS BACS VENDOR,2100113352,868.32
Communities & Local Government,VTS,26/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113358,777.60
Communities & Local Government,VTS,26/04/2016,Agency Staff,Human Resources,VENN GROUP,2100113359,"1,065.60"
Communities & Local Government,VTS,26/04/2016,Welfare,Human Resources,MEDICAL & OCCUPATIONAL HEALTH SERVI,2100113371,420.00
Communities & Local Government,VTS,12/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113102,"2,436.00"
Communities & Local Government,VTS,12/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113103,"1,815.17"
Communities & Local Government,VTS,14/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113158,354.48
Communities & Local Government,VTS,14/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113176,624.26
Communities & Local Government,VTS,14/04/2016,Communication Telecom Costs,Information Technology,VODAFONE LTD FORMELY CABLE  & WIREL,2100113156,"6,122.09"
Communities & Local Government,VTS,14/04/2016,Communication Telecom Costs,Information Technology,VODAFONE LTD FORMELY CABLE  & WIREL,2100113157,"5,490.49"
Communities & Local Government,VTS,26/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113349,"2,567.56"
Communities & Local Government,VTS,26/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113350,"6,161.40"
Communities & Local Government,VTS,26/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113351,"2,830.58"
Communities & Local Government,VTS,26/04/2016,Communication Telecom Costs,Information Technology,BT PAYMENT SERVICES LTD,2100113369,"2,142.00"
Communities & Local Government,VTS,27/04/2016,IT Professional Service,Information Technology,VALUATION OFFICE AGENCY,2100113387,"19,343.76"
Communities & Local Government,VTS,27/04/2016,IT Professional Service,Information Technology,VALUATION OFFICE AGENCY,2100113387,"2,113.16"
Communities & Local Government,VTS,27/04/2016,IT Professional Service,Information Technology,VALUATION OFFICE AGENCY,2100113387,"16,613.00"
Communities & Local Government,VTS,27/04/2016,IT Professional Service,Information Technology,VALUATION OFFICE AGENCY,2100113387,"1,754.70"
Communities & Local Government,VTS,27/04/2016,IT Professional Service,Information Technology,VALUATION OFFICE AGENCY,2100113387,"2,039.17"
Communities & Local Government,VTS,27/04/2016,IT Professional Service,Information Technology,VALUATION OFFICE AGENCY,2100113387,"9,032.00"
Communities & Local Government,VTS,26/04/2016,Misc Support,Information Technology,IMERJA LIMITED,2100113356,"4,956.00"
Communities & Local Government,VTS,27/04/2016,Misc Support,Information Technology,RISUAL LTD,2100113391,"5,100.00"
Communities & Local Government,VTS,27/04/2016,Misc Support,Information Technology,RISUAL LTD,2100113392,"1,140.00"
Communities & Local Government,VTS,14/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113143,105.00
Communities & Local Government,VTS,14/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113143,116.58
Communities & Local Government,VTS,14/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113143,90.00
Communities & Local Government,VTS,14/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113143,60.00
Communities & Local Government,VTS,14/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113143,116.58
Communities & Local Government,VTS,20/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113226,93.27
Communities & Local Government,VTS,20/04/2016, Financial Loss Allowance ,Operational,NON STAFF EXPENSES,2100113226,93.27
Communities & Local Government,VTS,12/04/2016, Temporary Accommodation,Operational,HOLIDAY INN EXPRESS,2100113100,360.00
Communities & Local Government,VTS,14/04/2016, Temporary Accommodation,Operational,GRENFELL HOUSING ASSOCIATION,2100113134,300.00
Communities & Local Government,VTS,14/04/2016, Temporary Accommodation,Operational,HOLIDAY INN,2100113133,188.00
Communities & Local Government,VTS,14/04/2016, Temporary Accommodation,Operational,HOLIDAY INN,2100113133,150.00
Communities & Local Government,VTS,14/04/2016, Temporary Accommodation,Operational,WINCHESTER HOTEL,2100113154,250.00
Communities & Local Government,VTS,20/04/2016, Temporary Accommodation,Operational,WINCHESTER HOTEL,2100113224,250.00
Communities & Local Government,VTS,26/04/2016, Temporary Accommodation,Operational,ADUR DC,2100113313,333.12
Communities & Local Government,VTS,26/04/2016, Temporary Accommodation,Operational,WINCHESTER HOTEL,2100113367,250.00
Communities & Local Government,VTS,14/04/2016,Hospitality,Operational,GRENFELL HOUSING ASSOCIATION,2100113134,7.50
Communities & Local Government,VTS,14/04/2016,Hospitality,Operational,WINCHESTER HOTEL,2100113154,10.00
Communities & Local Government,VTS,20/04/2016,Hospitality,Operational,WINCHESTER HOTEL,2100113224,10.00
Communities & Local Government,VTS,26/04/2016,Hospitality,Operational,NEXUS DRINKS SYSTEMS LTD,2100113315,514.48
Communities & Local Government,VTS,26/04/2016,Hospitality,Operational,WINCHESTER HOTEL,2100113367,10.00
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,12.10
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,7.45
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,12.10
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,10.38
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,12.10
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,7.45
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,12.10
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,7.45
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,12.10
Communities & Local Government,VTS,14/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113143,10.38
Communities & Local Government,VTS,20/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113226,66.50
Communities & Local Government,VTS,20/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113226,19.60
Communities & Local Government,VTS,20/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113226,35.00
Communities & Local Government,VTS,20/04/2016,Members Expenses NDPB,Operational,NON STAFF EXPENSES,2100113226,5.00
Communities & Local Government,VTS,20/04/2016,Mileage UK,Operational,STAFF EXPENSES,2100113228,6.30
Communities & Local Government,VTS,20/04/2016,Mileage UK,Operational,STAFF EXPENSES,2100113228,277.20
Communities & Local Government,VTS,25/04/2016,Mileage UK,Operational,STAFF EXPENSES,2100113253,17.10
Communities & Local Government,VTS,20/04/2016,Office Supplies,Operational,BANNER BUSINESS SUPPLIES LTD,2100113210,14.69
Communities & Local Government,VTS,20/04/2016,Office Supplies,Operational,BANNER BUSINESS SUPPLIES LTD,2100113210,869.58
Communities & Local Government,VTS,20/04/2016,Subsistence,Operational,STAFF EXPENSES,2100113228,6.00
Communities & Local Government,VTS,20/04/2016,Subsistence,Operational,STAFF EXPENSES,2100113228,63.91
Communities & Local Government,VTS,25/04/2016,Subsistence,Operational,STAFF EXPENSES,2100113253,10.44
Communities & Local Government,VTS,20/04/2016,Travel and Subsistence,Operational,STAFF EXPENSES,2100113228,2.80
Communities & Local Government,VTS,20/04/2016,Travel and Subsistence,Operational,STAFF EXPENSES,2100113228,4.80
Communities & Local Government,VTS,20/04/2016,Travel and Subsistence,Operational,STAFF EXPENSES,2100113228,18.50
Communities & Local Government,VTS,25/04/2016,Travel and Subsistence,Operational,STAFF EXPENSES,2100113253,4.80
Communities & Local Government,VTS,25/04/2016,Travel and Subsistence,Operational,STAFF EXPENSES,2100113253,81.40
Communities & Local Government,VTS,25/04/2016,Travel and Subsistence,Operational,STAFF EXPENSES,2100113253,17.50
Communities & Local Government,VTS,26/04/2016,Internal Audit,Professional Services,MAZARS LLP,2100113341,"1,350.00"
Communities & Local Government,VTS,26/04/2016,Printing,"Publications, Printing & Research",CLIFFE ENTERPRISE,2100113357,"4,854.00"
Communities & Local Government,VTS,26/04/2016,Printing,"Publications, Printing & Research",WHITEHALL PRINTING CO (AVON) LTD,2100113385,"1,336.80"
Communities & Local Government,VTS,14/04/2016,Publications,"Publications, Printing & Research",LEXISNEXIS UK,2100113163,"1,860.00"
Communities & Local Government,VTS,12/04/2016,Members Training,VTE,NON STAFF EXPENSES,2100113065,266.70
Communities & Local Government,VTS,20/04/2016,Members Training,VTE,JURYS INN BIRMINGHAM,2100113203,805.00
