ID,LSOA11CD,POPULATION,CRIMETYPE3,TIMEPERIOD,RT1000POP,NO_INCID
64,E01012587,1993,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,21
127,E01012606,1698,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,12
135,E01012607,1489,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
141,E01012609,1558,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,7
149,E01012611,1059,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,11
153,E01012612,1383,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,5
58,E01012585,1631,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,16
61,E01012586,1585,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,10
106,E01012730,1652,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,10
111,E01012731,1601,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,7
113,E01012732,1703,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,7
125,E01012738,1281,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,13
129,E01012740,1516,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,12
151,E01012750,1743,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,9
67,E01012588,2075,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,10
70,E01012589,1431,Serious Acquisitive Crime,SEP-2014 to AUG-2015,14,20
54,E01012710,1276,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,7
57,E01012711,1373,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,10
21,E01012571,1529,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,12
22,E01012572,1545,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,12
24,E01012573,1759,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,12
27,E01012574,1433,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,4
94,E01012596,1853,Serious Acquisitive Crime,SEP-2014 to AUG-2015,21,38
97,E01012597,1772,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,15
100,E01012598,3019,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,17
103,E01012599,1187,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,15
107,E01012600,1439,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,10
109,E01012601,1526,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,11
112,E01012602,1590,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,12
115,E01012603,1572,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,12
119,E01012604,1694,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,13
123,E01012605,2001,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,9
137,E01012608,1714,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,9
146,E01012610,1281,Serious Acquisitive Crime,SEP-2014 to AUG-2015,1,1
157,E01012613,1350,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,10
73,E01012590,1340,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,9
75,E01012591,1497,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,7
79,E01012592,1902,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,12
83,E01012593,1807,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,19
86,E01012594,1475,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,14
91,E01012595,1961,Serious Acquisitive Crime,SEP-2014 to AUG-2015,26,51
424,E01025223,1457,Serious Acquisitive Crime,SEP-2014 to AUG-2015,19,27
431,E01025224,2203,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,19
436,E01025225,1666,Serious Acquisitive Crime,SEP-2014 to AUG-2015,16,26
452,E01025227,1989,Serious Acquisitive Crime,SEP-2014 to AUG-2015,17,33
465,E01025229,2252,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,20
479,E01025231,1442,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,16
487,E01025233,1411,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,16
477,E01025230,1653,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,20
482,E01025232,1599,Serious Acquisitive Crime,SEP-2014 to AUG-2015,19,31
490,E01025234,1459,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,22
494,E01025235,1663,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,14
504,E01025237,1462,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,14
496,E01025236,1463,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,16
175,E01024859,1490,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,16
178,E01024860,1256,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,13
164,E01024855,1424,Serious Acquisitive Crime,SEP-2014 to AUG-2015,22,32
165,E01024856,1647,Serious Acquisitive Crime,SEP-2014 to AUG-2015,24,40
171,E01024857,1536,Serious Acquisitive Crime,SEP-2014 to AUG-2015,21,33
173,E01024858,1344,Serious Acquisitive Crime,SEP-2014 to AUG-2015,35,47
158,E01012614,1718,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,9
172,E01012618,1428,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,16
396,E01025219,1192,Serious Acquisitive Crime,SEP-2014 to AUG-2015,23,28
413,E01025221,1349,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,8
85,E01012721,1681,Serious Acquisitive Crime,SEP-2014 to AUG-2015,17,29
87,E01012722,1287,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,8
183,E01024861,1310,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,7
188,E01024862,1538,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,18
189,E01024863,1458,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,14
204,E01024866,1758,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,18
190,E01024864,1582,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,24
197,E01024865,1428,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,15
205,E01024867,1412,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,14
206,E01024868,1201,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,7
213,E01024869,1394,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
219,E01024870,1128,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,13
221,E01024871,1326,Serious Acquisitive Crime,SEP-2014 to AUG-2015,28,37
231,E01024872,1376,Serious Acquisitive Crime,SEP-2014 to AUG-2015,29,40
244,E01024874,1023,Serious Acquisitive Crime,SEP-2014 to AUG-2015,22,22
261,E01024877,1563,Serious Acquisitive Crime,SEP-2014 to AUG-2015,34,53
267,E01024878,1623,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,10
270,E01024879,1325,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,17
291,E01024881,1452,Serious Acquisitive Crime,SEP-2014 to AUG-2015,17,24
226,E01024882,1457,Serious Acquisitive Crime,SEP-2014 to AUG-2015,14,21
242,E01024884,1587,Serious Acquisitive Crime,SEP-2014 to AUG-2015,27,43
247,E01024885,1643,Serious Acquisitive Crime,SEP-2014 to AUG-2015,37,60
258,E01024887,1549,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,18
239,E01024873,1377,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,16
251,E01024875,1504,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,17
257,E01024876,1405,Serious Acquisitive Crime,SEP-2014 to AUG-2015,19,27
280,E01024880,1449,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,17
263,E01024888,1642,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,22
269,E01024889,1297,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,17
60,E01012712,1708,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,13
62,E01012713,1912,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,9
65,E01012714,1663,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,17
72,E01012716,1421,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
233,E01024883,1490,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,14
254,E01024886,1419,Serious Acquisitive Crime,SEP-2014 to AUG-2015,32,45
76,E01012717,1644,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,10
80,E01012719,1422,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
274,E01024890,1444,Serious Acquisitive Crime,SEP-2014 to AUG-2015,17,25
69,E01012715,1568,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,8
78,E01012718,1576,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,5
82,E01012720,1644,Serious Acquisitive Crime,SEP-2014 to AUG-2015,16,26
99,E01012727,1610,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,4
102,E01012728,1551,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
104,E01012729,1564,Serious Acquisitive Crime,SEP-2014 to AUG-2015,1,2
116,E01012733,1020,Serious Acquisitive Crime,SEP-2014 to AUG-2015,18,18
117,E01012734,1440,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
120,E01012735,1297,Serious Acquisitive Crime,SEP-2014 to AUG-2015,21,27
128,E01012739,1365,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,14
130,E01012741,1341,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,11
122,E01012736,1408,Serious Acquisitive Crime,SEP-2014 to AUG-2015,75,106
124,E01012737,1438,Serious Acquisitive Crime,SEP-2014 to AUG-2015,42,61
879,E01025080,1575,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,23
880,E01025081,1613,Serious Acquisitive Crime,SEP-2014 to AUG-2015,14,23
884,E01025082,1749,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,13
886,E01025083,1911,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,28
888,E01025084,1650,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,24
895,E01025086,1372,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,8
897,E01025087,1310,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,14
905,E01025089,1404,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
911,E01025091,1490,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,12
913,E01025092,1213,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,10
915,E01025093,1823,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,17
114,E01025121,1786,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,11
118,E01025122,1714,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,22
88,E01012723,1436,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,14
90,E01012724,1330,Serious Acquisitive Crime,SEP-2014 to AUG-2015,21,28
93,E01012725,1457,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
96,E01012726,1754,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,8
131,E01012742,1155,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,7
133,E01012743,1682,Serious Acquisitive Crime,SEP-2014 to AUG-2015,14,24
136,E01012744,1625,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
138,E01012745,1705,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,16
140,E01012746,1829,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,20
143,E01012747,1533,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,11
145,E01012748,1658,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,18
147,E01012749,1697,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,10
152,E01012751,1461,Serious Acquisitive Crime,SEP-2014 to AUG-2015,31,46
155,E01012752,1352,Serious Acquisitive Crime,SEP-2014 to AUG-2015,22,30
159,E01012753,1163,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,8
161,E01012754,1174,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,6
163,E01012755,1494,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
35,E01025094,1426,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,21
39,E01025095,1587,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,11
43,E01025096,1607,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,8
47,E01025098,1342,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,9
49,E01025099,1516,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,19
45,E01025097,1519,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,11
50,E01025100,1539,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,14
55,E01025102,1474,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,13
59,E01025103,1365,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,7
63,E01025105,6188,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,12
53,E01025101,1440,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,16
66,E01025106,2545,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,8
68,E01025107,1648,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,9
71,E01025108,1228,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
74,E01025109,1085,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,3
81,E01025111,1767,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,18
77,E01025110,1441,Serious Acquisitive Crime,SEP-2014 to AUG-2015,27,39
84,E01025112,1669,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,15
105,E01025118,1133,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,14
108,E01025119,1344,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,13
110,E01025120,1456,Serious Acquisitive Crime,SEP-2014 to AUG-2015,19,27
356,E01025214,1380,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,18
364,E01025215,1417,Serious Acquisitive Crime,SEP-2014 to AUG-2015,12,17
371,E01025216,2136,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,23
101,E01025117,1398,Serious Acquisitive Crime,SEP-2014 to AUG-2015,29,40
380,E01025217,1484,Serious Acquisitive Crime,SEP-2014 to AUG-2015,18,27
388,E01025218,1269,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,9
406,E01025220,1607,Serious Acquisitive Crime,SEP-2014 to AUG-2015,9,15
730,E01025028,1334,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,8
735,E01025029,1923,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,7
741,E01025030,1605,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
747,E01025031,1208,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,10
754,E01025032,1438,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
758,E01025033,2247,Serious Acquisitive Crime,SEP-2014 to AUG-2015,18,40
583,E01024955,1482,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,8
587,E01024956,1424,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,5
589,E01024957,1470,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,4
597,E01024960,1653,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
600,E01024961,1637,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,4
602,E01024962,1545,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
610,E01024964,1444,Serious Acquisitive Crime,SEP-2014 to AUG-2015,1,2
616,E01024965,1404,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
625,E01024966,1561,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,8
628,E01024967,1286,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,6
650,E01024970,1352,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
655,E01024971,1296,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,10
661,E01024972,1244,Serious Acquisitive Crime,SEP-2014 to AUG-2015,10,12
711,E01025023,1324,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,2
716,E01025024,1365,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
720,E01025025,1553,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,4
723,E01025026,1353,Serious Acquisitive Crime,SEP-2014 to AUG-2015,14,19
726,E01025027,1882,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,5
89,E01025113,1539,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,9
92,E01025114,1535,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,13
95,E01025115,1617,Serious Acquisitive Crime,SEP-2014 to AUG-2015,7,11
98,E01025116,1377,Serious Acquisitive Crime,SEP-2014 to AUG-2015,15,20
866,E01025071,1368,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,11
871,E01025073,1248,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,10
663,E01024973,2139,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,23
695,E01024974,1555,Serious Acquisitive Crime,SEP-2014 to AUG-2015,2,3
698,E01024975,3282,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,10
709,E01024977,2245,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,12
714,E01024978,1371,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,7
722,E01024979,1355,Serious Acquisitive Crime,SEP-2014 to AUG-2015,5,7
422,E01024993,1466,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,5
446,E01024997,1425,Serious Acquisitive Crime,SEP-2014 to AUG-2015,6,8
454,E01024998,1823,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,8
461,E01024999,1480,Serious Acquisitive Crime,SEP-2014 to AUG-2015,1,1
762,E01025034,1657,Serious Acquisitive Crime,SEP-2014 to AUG-2015,13,21
765,E01025035,1491,Serious Acquisitive Crime,SEP-2014 to AUG-2015,14,21
767,E01025036,1459,Serious Acquisitive Crime,SEP-2014 to AUG-2015,47,69
772,E01025037,1406,Serious Acquisitive Crime,SEP-2014 to AUG-2015,16,22
773,E01025038,1340,Serious Acquisitive Crime,SEP-2014 to AUG-2015,4,6
777,E01025039,1203,Serious Acquisitive Crime,SEP-2014 to AUG-2015,3,4
779,E01025040,1483,Serious Acquisitive Crime,SEP-2014 to AUG-2015,11,17
783,E01025041,1691,Serious Acquisitive Crime,SEP-2014 to AUG-2015,26,44
785,E01025042,2140,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,17
787,E01025044,1225,Serious Acquisitive Crime,SEP-2014 to AUG-2015,21,26
789,E01025045,1293,Serious Acquisitive Crime,SEP-2014 to AUG-2015,8,10
794,E01025046,1219,Serious Acquisitive Crime,SEP-2014 to AUG-2015,21,25
