Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Tax Code,Amount,Vat Registration Number,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,065.33",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,106.84",100636617,
NHS,NHS Hertfordshire,16/04/2012,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10091880,R,"2,115.54",238034379,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,130.69",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,186.61",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,187.74",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,262.77",100636617,
NHS,NHS Hertfordshire,16/04/2012,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10091880,R,"2,269.88",238034379,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,274.85",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,372.43",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,376.65",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,390.60",100636617,
NHS,NHS Hertfordshire,30/03/2012,Contract Cleaning,Facilities Management,WHITEOAKS,10090181,R,"2,401.57",466477701,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,632.86",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,683.44",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,805.24",100636617,
NHS,NHS Hertfordshire,30/03/2012,Contract Cleaning,Facilities Management,WHITEOAKS,10090181,R,"2,889.24",466477701,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"2,958.01",100636617,
NHS,NHS Hertfordshire,30/03/2012,Contract Cleaning,Facilities Management,WHITEOAKS,10090181,R,"2,967.76",466477701,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,015.78",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,046.93",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,057.64",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,147.44",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,194.83",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,216.10",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,324.33",100636617,
NHS,NHS Hertfordshire,05/03/2012,Laundry - Contract Services,Facilities Management,ISS MEDICLEAN LTD,10086162,R,"3,343.25",417115775,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,387.95",100636617,
NHS,NHS Hertfordshire,30/03/2012,Contract Cleaning,Facilities Management,WHITEOAKS,10090181,R,"3,388.08",466477701,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,515.95",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,590.34",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,614.11",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,635.86",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,639.50",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,643.72",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,650.88",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,656.22",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,705.26",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,748.88",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,751.35",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,762.88",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,784.52",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,787.60",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,797.05",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,803.34",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"3,870.12",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"4,021.59",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"4,171.09",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"4,283.78",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"4,300.09",100636617,
NHS,NHS Hertfordshire,16/04/2012,Non-NHS Chlamydia Kits,Chlamydia Screening,THE DOCTORS LABORATORY,10091875,0,"4,770.00",690843410,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"6,057.44",100636617,
NHS,NHS Hertfordshire,16/04/2012,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10091880,R,"6,094.00",238034379,
NHS,NHS Hertfordshire,16/04/2012,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10091880,R,"6,276.18",238034379,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"6,316.84",100636617,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"6,433.11",100636617,
NHS,NHS Hertfordshire,16/04/2012,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10091880,R,"6,691.10",238034379,
NHS,NHS Hertfordshire,05/03/2012,Catering Contract,Facilities Management,ISS MEDICLEAN LTD,10086162,R,"7,033.72",417115775,
NHS,NHS Hertfordshire,16/04/2012,Contract Cleaning,Facilities Management,OCS GROUP UK LTD,10091880,R,"7,899.14",238034379,
NHS,NHS Hertfordshire,30/03/2012,Catering Contract,Facilities Management,WHITEOAKS,10090184,R,"8,167.49",466477701,
NHS,NHS Hertfordshire,30/03/2012,Catering Contract,Facilities Management,WHITEOAKS,10090183,R,"8,196.32",466477701,
NHS,NHS Hertfordshire,19/04/2012,Building - Repairs & Maint.,Facilities Management,CARILLION SERVICES LTD,10092725,R,"9,631.38",100636617,
NHS,NHS Hertfordshire,30/03/2012,Contract Cleaning,Facilities Management,WHITEOAKS,10090183,R,"12,937.62",466477701,
NHS,NHS Hertfordshire,30/03/2012,Contract Cleaning,Facilities Management,WHITEOAKS,10090184,R,"23,941.46",466477701,
NHS,NHS Hertfordshire,02/04/2012,JCT (JCPB) - Out of Scope,JCPB,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"24,890.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,JCT (JCPB) - Out of Scope,JCPB,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"24,890.00",214527877,
NHS,NHS Hertfordshire,02/04/2012,JCT (JCPB) - Out of Scope,JCPB,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"25,570.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,JCT (JCPB) - Out of Scope,JCPB,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"25,570.00",214527877,
NHS,NHS Hertfordshire,13/04/2012,Private Circuit Costs,ICT Infrastructure,VIRGIN MEDIA PAYMENTS LTD,10091575,R,"25,872.24",591819014,
NHS,NHS Hertfordshire,16/02/2012,FT - NCA,Other Mental Health/LD - Adult,CNWL NHS FOUNDATION TRUST,10084266,0,"26,097.00",654970895,
NHS,NHS Hertfordshire,05/03/2012,Contract Cleaning,Facilities Management,ISS MEDICLEAN LTD,10086162,R,"26,541.53",417115775,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,WATFORD COUNCIL,10091326,0,"27,022.00",196588006,
NHS,NHS Hertfordshire,16/04/2012,Non-NHS Chlamydia Testing,Chlamydia Screening,THE DOCTORS LABORATORY,10091875,0,"27,084.00",690843410,
NHS,NHS Hertfordshire,02/04/2012,HVCC Innovations,HVCC Regional Innovations,PROJECTS4HEALTH LTD,10090277,0,"28,115.00",,
NHS,NHS Hertfordshire,11/04/2012,Recharge - Estate Mgt,Facilities Management,PRINCESS ALEXANDRA HOSP. NHST,10091131,0,"29,642.42",654964985,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,WATFORD COUNCIL,10091327,0,"31,144.00",196588006,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,ST ALBANS CITY &  DISTRICT COUNCIL,10091117,0,"33,663.00",,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,BOROUGH OF BROXBOURNE,10091103,0,"35,266.00",221558775,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,DACORUM BOROUGH COUNCIL,10091132,0,"36,411.00",209042690,
NHS,NHS Hertfordshire,16/04/2012,Photocopier Hire/Charges,Facilities Management,THE DANWOOD GROUP LTD,10091824,R,"36,421.00",310698269,
NHS,NHS Hertfordshire,26/04/2012,Management Consultancy,Commissioning Directorate,THE BERKELEY PARTNERSHIP,10093718,R,"37,320.00",523314777,
NHS,NHS Hertfordshire,29/03/2012,Non-NHS - Cost Per Case,Hyperbaric Oxygen (Em),HOSPITAL OF ST JOHN & ST ELIZABETH,10089976,0,"38,315.18",230254214,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,WELWYN HATFIELD BOROUGH COUNCIL,10091152,0,"38,701.00",214558764,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,STEVENAGE BOROUGH COUNCIL,10091234,0,"39,388.00",198352818,
NHS,NHS Hertfordshire,19/04/2012,Provisions - Pensions: Other Staff,Balance sheet (Financial Services use),EAST AND NORTH HERTS NHST,10092472,0,"42,543.00",654973984,
NHS,NHS Hertfordshire,13/01/2012,Telephone Costs,ICT Telecomms,BRITISH TELECOM DU,10079643,NR,"44,770.05",,
NHS,NHS Hertfordshire,26/04/2012,GMS Premises Capital Grant,Primary Care Premises - Non Recurrent,DR C J SAUNDERS & PARTNERS,10093551,0,"44,855.10",,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,MID ESSEX HOSPITALS NHST,10091165,0,"46,385.00",654930128,
NHS,NHS Hertfordshire,17/04/2012,Management Consultancy,Finance & Commercial Development,LEAP ORGANISATION LTD,10091963,R,"47,552.09",853201554,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,The Mount Prison,HERTFORDSHIRE COMMUNITY NHS TRUST,10091237,0,"47,963.00",654440289,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,BEDFORD HOSPITAL NHS TRUST,10091121,0,"48,761.41",654912424,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,MID ESSEX HOSPITALS NHST,10091135,0,"48,782.00",654930128,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,WELWYN HATFIELD BOROUGH COUNCIL,10091148,0,"50,380.00",214558764,
NHS,NHS Hertfordshire,13/04/2012,Non-NHS - SLA Block,NHS SLA,ASSURA LEA VALLEY LLP,10091565,0,"60,115.50",,
NHS,NHS Hertfordshire,18/04/2012,NHS Trust - Under/Overperf,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10092311,0,"68,223.00",654919501,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,HERTSMERE BOROUGH COUNCIL,10091191,0,"70,532.00",230640406,
NHS,NHS Hertfordshire,20/04/2012,NHS Trust - Under/Overperf,NHS SLA,ROYAL NAT ORTHOPAEDIC NHST,10092921,0,"74,164.00",654947494,
NHS,NHS Hertfordshire,23/04/2012,Hospices,Hospices,PEACE HOSPICE,10093000,0,"76,400.40",,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,WHITTINGTON NHST,10091163,0,"88,253.00",654948100,
NHS,NHS Hertfordshire,03/04/2012,PCT - HCHS Contract,HCT Other Services,HERTFORDSHIRE COMMUNITY NHS TRUST,10090461,0,"119,232.00",654440289,
NHS,NHS Hertfordshire,21/03/2012,Cancer Services,Cancer Research Network,EAST AND NORTH HERTS NHST,10089166,0,"145,255.42",654973984,
NHS,NHS Hertfordshire,11/04/2012,Business Rates,Property Management,EAST HERTS DISTRICT COUNCIL,10091323,0,"159,155.00",214430802,
NHS,NHS Hertfordshire,26/04/2012,GMS Hardware Maintenance,Primary Care IM&T,EMIS,10093638,R,"188,899.44",927149214,
NHS,NHS Hertfordshire,18/04/2012,NHS Trust - SLA Block,NHS SLA,WEST HERTFORDSHIRE HOSPITALS N,10092203,0,"192,000.00",654974002,
NHS,NHS Hertfordshire,18/04/2012,FT - Block,NHS SLA,LUTON AND DUNSTABLE NHS. F.TRUST,10092290,0,"201,502.50",654929007,
NHS,NHS Hertfordshire,20/04/2012,Continuing Care - Ombudsman Appeals,Continuing Care -  Adults with Physical Disability,DORSET COUNTY COUNCIL,10092776,0,"204,245.64",187155146,
NHS,NHS Hertfordshire,03/04/2012,Non-NHS - SLA Block,Facilities Management,HERTS & ESSEX PPP HEALTH SERVICES LTD,10090521,R,"214,173.03",771101369,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,OXFORD UNIVERSITY HOSPITALS NHS TRUST,10091155,0,"235,358.00",654935407,
NHS,NHS Hertfordshire,10/04/2012,Continuing Care - Block,Continuing Care -  Adults with Physical Disability,BUPA CARE HOMES,10090932,0,"292,285.71",239731641,
NHS,NHS Hertfordshire,10/04/2012,Hospices,Hospices,KEECH HOSPICE CARE,10091004,0,"306,000.00",974959348,
NHS,NHS Hertfordshire,11/04/2012,FT - Block,NHS SLA,HILLINGDON HOSP.NHS TRUST,10091149,0,"307,291.00",654925117,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,N .W. LONDON HOSPITALS NHST,10091141,0,"320,770.00",654971990,
NHS,NHS Hertfordshire,12/04/2012,FT - Block,NHS SLA,MOORFIELDS EYE HOSP. NHSFT,10091509,0,"330,175.73",654930716,
NHS,NHS Hertfordshire,13/04/2012,NHS Trust - SLA Block,NHS SLA,N.MIDDLESEX UNI.HOSP.NHS TRUST,10091634,0,"353,180.42",654946204,
NHS,NHS Hertfordshire,11/04/2012,FT - Block,NHS SLA,GUYS ST.THOMAS NHS F.TRUST,10091118,0,"361,318.00",654923417,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,BARTS AND THE LONDON NHST,10091128,0,"445,366.00",654947005,
NHS,NHS Hertfordshire,02/04/2012,SLA's (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"493,300.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,SLA's (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"493,300.00",214527877,
NHS,NHS Hertfordshire,02/04/2012,SLA's (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"506,900.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,SLA's (Childrens Trust Partnership),Herts Childrens Partnership Trust,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"506,900.00",214527877,
NHS,NHS Hertfordshire,02/04/2012,SLA's (JCPB - excluded from  PBC),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"1,011,610.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,SLA's (JCPB - excluded from  PBC),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"1,011,610.00",214527877,
NHS,NHS Hertfordshire,02/04/2012,SLA's (JCPB - excluded from  PBC),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10090223,0,"1,039,510.00",214527877,
NHS,NHS Hertfordshire,24/04/2012,SLA's (JCPB - excluded from  PBC),JCPB,HERTFORDSHIRE COUNTY COUNCIL,10093294,0,"1,039,510.00",214527877,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,ROYAL NAT ORTHOPAEDIC NHST,10091139,0,"1,040,891.00",654947494,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,IMPERIAL COLLEGE H.CARE NHS TRUST,10091136,0,"1,182,055.00",654945990,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,BUCKINGHAMSHIRE H.CARE  NHS TRUST,10091119,0,"1,271,562.00",654431346,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,EAST AND NORTH HERTS NHST,10091138,0,"1,371,369.00",654973984,
NHS,NHS Hertfordshire,12/04/2012,FT - Block,NHS SLA,LUTON AND DUNSTABLE NHS. F.TRUST,10091532,0,"1,450,291.92",654929007,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,ROYAL FREE HAMPSTEAD NHS TRUST,10091142,0,"1,565,731.00",654946987,
NHS,NHS Hertfordshire,16/04/2012,FT - Block,NHS SLA,UCLH NHS F. TRUST,10091789,0,"1,675,031.00",105654948687,
NHS,NHS Hertfordshire,11/04/2012,FT - Block,NHS SLA,CAMBRIDGE UNIV. HOSPITALS  NHSFT,10091120,0,"1,972,269.32",654910528,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,EAST OF ENGLAND AMBULANCE NHS TRUST,10091239,0,"2,694,613.00",654919501,
NHS,NHS Hertfordshire,11/04/2012,NHS Trust - SLA Block,NHS SLA,PRINCESS ALEXANDRA HOSP. NHST,10091147,0,"3,888,493.58",654964985,
