Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Waste collection,Refuse & Recycling Bins Boxes & Bags,02-Mar-2016,200028973,Craemer UK Ltd,"12,087.60"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,23-Mar-2016,200029300,Rexel UK Ltd,"1,012.73"
Barrow Borough Council,Local land charges,Professional fees,16-Mar-2016,200029256,Recall Ltd,"3,708.45"
Barrow Borough Council,Dock museum,Equipment purchase,02-Mar-2016,200028961,DonationBoxes.co.uk,"1,187.50"
Barrow Borough Council,Forum 28,Publicity,09-Mar-2016,200029126,Uk Point Of Sale Group Ltd,846.10
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,16-Mar-2016,200029280,Liberata Uk Ltd,"49,928.53"
Barrow Borough Council,Homelessness,Homeless support funding,23-Mar-2016,200029382,Accent Foundation Ltd,"7,500.00"
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,23-Mar-2016,200029320,Redacted Information,"2,080.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,09-Mar-2016,200029144,Ward Glass Ltd,631.48
Barrow Borough Council,Current assets - stocks,Postage stock,09-Mar-2016,200029151,Royal Mail,"1,002.70"
Barrow Borough Council,Barrow savoyards,Hire of halls,09-Mar-2016,200029055,Barrow Savoyards,"-2,249.62"
Barrow Borough Council,Playground,Equipment purchase,02-Mar-2016,200028985,Red Syke Ground Care,500.00
Barrow Borough Council,Crematorium,Memorials,09-Mar-2016,200029141,Hilton Studio,626.50
Barrow Borough Council,Development control,Professional fees,23-Mar-2016,200029324,R Stockley,"1,200.00"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,23-Mar-2016,200029352,Integral UK Ltd,800.00
Barrow Borough Council,James Freel Close,Professional fees,16-Mar-2016,200029238,DWF LLP,"1,372.20"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,09-Mar-2016,200029077,Baker Mallett,633.80
Barrow Borough Council,Major works maintenance - HRA,Fencing Exmouth,23-Mar-2016,200029322,Cumbria Roofing Ulverston,"7,400.00"
Barrow Borough Council,American Wrestling Extravaganza 8.2.14,Hire of halls,02-Mar-2016,200028979,World Wide Wrestling,-709.50
Barrow Borough Council,Cost of collection,Professional fees,09-Mar-2016,200029113,Wilkin Chapman LLP,855.75
Barrow Borough Council,Forum 28,Professional fees,09-Mar-2016,200029124,V4 Services Ltd,"4,225.00"
Barrow Borough Council,Licensing,Professional fees,16-Mar-2016,200029238,DWF LLP,"2,023.30"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,02-Mar-2016,200029008,Rexel UK Ltd,"1,526.12"
Barrow Borough Council,Barrow Island Environmental Improvements,Professional fees,16-Mar-2016,200029293,Cumbria County Council,500.00
Barrow Borough Council,Playground,Equipment purchase,02-Mar-2016,200029017,Fenland Leisure Products Ltd,973.00
Barrow Borough Council,Estates management,Buildings repairs and maintenance,23-Mar-2016,200029386,Bill Caulfield Electrical,"1,343.14"
Barrow Borough Council,Finance Department,Professional fees,09-Mar-2016,200029059,Selima Software Ltd,951.70
Barrow Borough Council,Customer services,Customer services contract,16-Mar-2016,200029280,Liberata Uk Ltd,"8,918.77"
Barrow Borough Council,Public Conveniences,Landscaping,09-Mar-2016,200029083,Red Syke Ground Care,"1,675.00"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,09-Mar-2016,200029112,CIPFA Business,"3,410.00"
Barrow Borough Council,Viva Neil Diamond,Recoverable charges,16-Mar-2016,200029183,Yellowstone Events Ltd,-516.96
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,686.66
Barrow Borough Council,Estates management,Buildings repairs and maintenance,23-Mar-2016,200029305,Hughes Brothers,821.50
Barrow Borough Council,Salthouse Road Depot,Metered water,23-Mar-2016,200029421,United Utilities Water Plc,597.51
Barrow Borough Council,Crematorium,Building and construction works,09-Mar-2016,200029109,Allison Construction,"45,473.00"
Barrow Borough Council,Town Hall catering,Catering contract - town hall,16-Mar-2016,200029242,Elior UK Ltd,608.79
Barrow Borough Council,Forum catering,Catering contract - Forum,23-Mar-2016,200029340,Elior UK Ltd,"2,243.49"
Barrow Borough Council,American Wrestling Extravaganza 8.2.14,Admissions,02-Mar-2016,200028979,World Wide Wrestling,"4,660.00"
Barrow Borough Council,Forum 28,Professional fees,16-Mar-2016,200029222,Spektrix Ltd,"1,252.36"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,02-Mar-2016,200029044,AB Mitchell Developments,"14,447.49"
Barrow Borough Council,Coastal Communities Fund,Professional fees,02-Mar-2016,200029015,Goldscript Administration Support,"2,612.29"
Barrow Borough Council,Heather Small,Professional fees,16-Mar-2016,200029202,Linney PA Systems,533.88
Barrow Borough Council,Dock museum,Computer software purchase,09-Mar-2016,200029103,IMC Group LTD,"1,092.50"
Barrow Borough Council,Sports development and community recreation,Buildings repairs and maintenance,02-Mar-2016,200029019,Hughes Brothers,666.48
Barrow Borough Council,Emlyn Hughes house,Gas,09-Mar-2016,200029066,British Gas Business,"1,447.60"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,09-Mar-2016,200029099,DLP Services (Northern) Ltd,"2,621.40"
Barrow Borough Council,Forum 28,Specialised work,02-Mar-2016,200029040,FTS Fire & Secuirty Ltd,"5,740.00"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,09-Mar-2016,200029165,Northgate Public Services (UK) Ltd,"5,958.65"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,16-Mar-2016,200029250,Canon UK Ltd,"1,390.48"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,02-Mar-2016,200029044,AB Mitchell Developments,843.97
Barrow Borough Council,Recycling Reward Scheme,Refuse & Recycling Bins Boxes & Bags,09-Mar-2016,200029053,Straight Manf Ltd,"3,097.50"
Barrow Borough Council,Dock museum,Equipment purchase,23-Mar-2016,200029333,ERCO Lighting Ltd,673.22
Barrow Borough Council,Forum 28,Publicity,09-Mar-2016,200029139,HSP Milners,"1,496.00"
Barrow Borough Council,The park leisure centre,Gas,09-Mar-2016,200029066,British Gas Business,"5,417.46"
Barrow Borough Council,Cemeteries,Grounds maintenance,02-Mar-2016,200029027,Continental Landscapes Ltd,"12,564.68"
Barrow Borough Council,Suspense accounts,Income suspense account,16-Mar-2016,200029247,IMC Group LTD,"1,311.00"
Barrow Borough Council,Dock museum,Licences,02-Mar-2016,200028960,Axiell ALM Ltd,512.50
Barrow Borough Council,Forum 28,Metered water,09-Mar-2016,200029061,United Utilities Water Plc,"2,547.37"
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,668.95
Barrow Borough Council,Cemeteries,Buildings repairs and maintenance,23-Mar-2016,200029410,Hydrojet Plumbing & Drainage,896.16
Barrow Borough Council,Coast protection,CAPITA dbs fees,23-Mar-2016,200029400,Capita Business Services Limited,"2,674.57"
Barrow Borough Council,Food safety,Software maintenance,09-Mar-2016,200029065,Civica UK Ltd,988.68
Barrow Borough Council,Recycling,Greenwaste recycling,09-Mar-2016,200029168,Sinkfall Recycling,567.85
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,09-Mar-2016,200029125,Hughes Brothers,"6,698.55"
Barrow Borough Council,Viva Neil Diamond,Admissions,16-Mar-2016,200029183,Yellowstone Events Ltd,"4,176.00"
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,610.62
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,-664.30
Barrow Borough Council,Occupational health,Software maintenance,09-Mar-2016,200029065,Civica UK Ltd,988.68
Barrow Borough Council,Information technology,Data Line Rental,02-Mar-2016,200029029,Optech Fibres,"3,000.00"
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,02-Mar-2016,200028995,DLP Services (Northern) Ltd,"2,747.32"
Barrow Borough Council,Major works maintenance - HRA,Garages,23-Mar-2016,200029322,Cumbria Roofing Ulverston,"51,190.24"
Barrow Borough Council,Forum 28,Equipment purchase,16-Mar-2016,200029229,The Entertainment Lighting Co Ltd,531.00
Barrow Borough Council,Port health,Software maintenance,09-Mar-2016,200029065,Civica UK Ltd,988.68
Barrow Borough Council,Events & festivals management,Publicity and promotion,09-Mar-2016,200029075,Northern Print Distribution,"2,326.00"
Barrow Borough Council,Estates management,Buildings repairs and maintenance,09-Mar-2016,200029164,Bill Caulfield Electrical,"2,819.88"
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,23-Mar-2016,200029405,Pickerings Scaffolding Ltd,590.00
Barrow Borough Council,Crematorium,Specialised work,09-Mar-2016,200029056,FTS Fire & Secuirty Ltd,"2,850.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,16-Mar-2016,200029228,Ronnie Haddow,785.00
Barrow Borough Council,Abbey musical society,Admissions,23-Mar-2016,200029326,Abbey Musical Society,"5,232.00"
Barrow Borough Council,Dock museum,Maintenance contracts - TSU,23-Mar-2016,200029352,Integral UK Ltd,520.00
Barrow Borough Council,Forum 28,Equipment purchase,16-Mar-2016,200029184,Toys for Time Ltd,940.00
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,726.40
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,664.30
Barrow Borough Council,Public conveniences,Building cleaning,09-Mar-2016,200029063,Growing Concerns,"1,508.00"
Barrow Borough Council,Building control,Professional fees,16-Mar-2016,200029256,Recall Ltd,"16,254.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,02-Mar-2016,200029032,Rixonway Kitchens (Cum) Ltd,"1,128.44"
Barrow Borough Council,Disabled Facilities Grant,Grants,16-Mar-2016,200029284,Ocean Construction UK Ltd,"16,500.00"
Barrow Borough Council,Public Conveniences,Incidental costs,23-Mar-2016,200029307,Queensbury Shelters Ltd,"4,616.00"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,23-Mar-2016,200029390,Vodafone Ltd,"2,432.00"
Barrow Borough Council,Gruffalos Child -,Professional fees,23-Mar-2016,200029407,Linney PA Systems,714.07
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,"2,342.92"
Barrow Borough Council,Salthouse Road Depot,Electricity,09-Mar-2016,200029161,E.ON UK Plc,"1,459.38"
Barrow Borough Council,Finance Department,Professional fees,09-Mar-2016,200029119,Version 1,"9,541.43"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,16-Mar-2016,200029260,Diseno Associates Ltd,876.18
Barrow Borough Council,Tenant demand maintenance - HRA,Roofing,23-Mar-2016,200029322,Cumbria Roofing Ulverston,"8,780.00"
Barrow Borough Council,Town Centre Shop Front Grants,Grants,02-Mar-2016,200028962,Barrow Rugby League Aux Assoc,"2,414.00"
Barrow Borough Council,Playground,Equipment purchase,23-Mar-2016,200029319,S Luscombe Groundworks,520.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,02-Mar-2016,200029044,AB Mitchell Developments,835.86
Barrow Borough Council,Market Hall & Offices,Incidental costs,23-Mar-2016,200029386,Bill Caulfield Electrical,667.26
Barrow Borough Council,Forum shop,TIC - third party income,09-Mar-2016,200029169,Stagecoach,"2,607.00"
Barrow Borough Council,Corporate management,External Audit fees,16-Mar-2016,200029237,Grant Thornton UK LLP,"10,223.80"
Barrow Borough Council,Playground,Maintenance contracts - venue,16-Mar-2016,200029275,Continental Landscapes Ltd,625.00
Barrow Borough Council,Allotments,Property rents,02-Mar-2016,200028980,Carter Jonas,825.00
Barrow Borough Council,Disabled Facilities Grant,Grants,23-Mar-2016,200029323,Benchmark Building Serv UK Ltd,"3,160.00"
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,-610.62
Barrow Borough Council,HRA share of CDC/NDC,External Audit fees,16-Mar-2016,200029237,Grant Thornton UK LLP,"2,555.95"
Barrow Borough Council,Photocopiers Holding A/C,Photocopier charges paid,23-Mar-2016,200029334,Ricoh UK Ltd,528.82
Barrow Borough Council,Dock museum,Building cleaning,16-Mar-2016,200029242,Elior UK Ltd,"1,254.57"
Barrow Borough Council,HRA Property inspectors,Professional fees,09-Mar-2016,200029114,Diseno Associates Ltd,872.58
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,16-Mar-2016,200029243,DLP Services (Northern) Ltd,"8,186.55"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,09-Mar-2016,200029110,PJ Smith (Garafix) Ltd,570.00
Barrow Borough Council,Forum 28,Buildings repairs and maintenance,02-Mar-2016,200029019,Hughes Brothers,630.48
Barrow Borough Council,Barrow park,Grounds maintenance,09-Mar-2016,200029157,Peter H Smith Limited,"1,470.70"
Barrow Borough Council,Recycling,Refuse & Recycling Bins Boxes & Bags,02-Mar-2016,200029024,LBK Packaging,"8,340.00"
Barrow Borough Council,Development control,Enforcement process,23-Mar-2016,200029366,Continental Landscapes Ltd,"3,500.00"
Barrow Borough Council,The markets,Gas,09-Mar-2016,200029131,United Utilities Water Plc,"1,090.77"
Barrow Borough Council,Craven house,Buildings repairs and maintenance,23-Mar-2016,200029305,Hughes Brothers,676.17
Barrow Borough Council,Heather Small,Recoverable charges,02-Mar-2016,200028982,Entertainment Trade Mgt (Agencies) Ltd,-703.69
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,16-Mar-2016,200029260,Diseno Associates Ltd,"1,160.14"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,23-Mar-2016,200029327,AKW Medicare Ltd,"2,636.09"
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,-709.51
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,-686.66
Barrow Borough Council,Development control,Professional fees,16-Mar-2016,200029235,UDREP,"1,127.00"
Barrow Borough Council,Street fittings,Bus shelter maintenance,09-Mar-2016,200029125,Hughes Brothers,690.10
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,23-Mar-2016,200029386,Bill Caulfield Electrical,"1,957.39"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,23-Mar-2016,200029305,Hughes Brothers,"9,503.26"
Barrow Borough Council,South Lakes Rock School,Admissions,09-Mar-2016,200029120,South Lakes Rock School,"1,540.00"
Barrow Borough Council,Barrow Drinks Festival - 12.3.16,Professional fees,23-Mar-2016,200029415,Paul Quinn,"1,316.78"
Barrow Borough Council,Barrow park,Grounds maintenance,02-Mar-2016,200029037,Greaves Tree Services Ltd,"1,350.00"
Barrow Borough Council,Playground,Maintenance contracts - venue,16-Mar-2016,200029275,Continental Landscapes Ltd,625.00
Barrow Borough Council,Development control,Professional fees,23-Mar-2016,200029324,R Stockley,"1,200.00"
Barrow Borough Council,Emlyn Hughes house,Electricity,23-Mar-2016,200029332,NPower,775.19
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,02-Mar-2016,200028995,DLP Services (Northern) Ltd,"4,035.50"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,16-Mar-2016,200029267,Rexel UK Ltd,516.02
Barrow Borough Council,Current assets - payments in advance,Government PIA - other local authorities,02-Mar-2016,200029045,South Lakeland District Council,"4,337.11"
Barrow Borough Council,Major works maintenance - HRA,Garages,23-Mar-2016,200029322,Cumbria Roofing Ulverston,"-3,551.49"
Barrow Borough Council,Jimeoin -,Professional fees,09-Mar-2016,200029084,Live Nation (Music) UK Ltd,"1,916.66"
Barrow Borough Council,Food safety,Staff advertising,02-Mar-2016,200028978,CIEH,750.00
Barrow Borough Council,Occupational health,Professional fees,09-Mar-2016,200029101,Your Best Option,882.00
Barrow Borough Council,Estates management,Buildings repairs and maintenance,16-Mar-2016,200029289,Integral UK Ltd,"1,272.99"
Barrow Borough Council,Information technology,Data Line Rental,02-Mar-2016,200029030,Liberata Uk Ltd,784.45
Barrow Borough Council,Current assets - payments in advance,Payment in advance - hra,02-Mar-2016,200028970,Civica UK Ltd,"43,106.62"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,02-Mar-2016,200029033,Keith Wilson Elec Con Ltd,"6,750.44"
Barrow Borough Council,Barrow Island Environmental Improvements,Professional fees,02-Mar-2016,200028999,Farrer Huxley Associates,"3,206.02"
Barrow Borough Council,Crematorium,Maintenance contracts - venue,16-Mar-2016,200029253,PJ Combustions Solutions Ltd,876.00
Barrow Borough Council,Development control,Professional fees,23-Mar-2016,200029388,Brown Barron Solicitors,783.00
Barrow Borough Council,HRA administration,Professional fees,09-Mar-2016,200029065,Civica UK Ltd,"20,000.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,16-Mar-2016,200029267,Rexel UK Ltd,765.89
Barrow Borough Council,Forum catering,Catering contract - Forum,09-Mar-2016,200029098,Elior UK Ltd,"1,269.93"
Barrow Borough Council,Current assets - stocks,Postage stock,23-Mar-2016,200029303,Pitney Bowes Ltd,"3,033.00"
Barrow Borough Council,Major works maintenance - HRA,Windows,16-Mar-2016,200029266,Wrekin Windows,"3,780.25"
Barrow Borough Council,Whitney Queen of The Night - 5.3.16,Professional fees,09-Mar-2016,200029068,Nett UK Ltd,"4,982.00"
Barrow Borough Council,Events & festivals management,Publicity and promotion,02-Mar-2016,200029048,HSP Milners,"2,408.00"
Barrow Borough Council,The markets,Electricity,23-Mar-2016,200029332,NPower,845.98
Barrow Borough Council,Emlyn Hughes house,Electricity,23-Mar-2016,200029332,NPower,850.79
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,23-Mar-2016,200029352,Integral UK Ltd,800.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,16-Mar-2016,200029185,Plumbing Trade Supplies,"4,478.50"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,09-Mar-2016,200029162,Plumbing Trade Supplies,931.71
Barrow Borough Council,Forum catering,Catering contract - Forum,09-Mar-2016,200029098,Elior UK Ltd,"3,082.16"
Barrow Borough Council,Current assets - payments in advance,Payment in advance - GF,23-Mar-2016,200029414,Tameside Metropolitan Borough,"1,000.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,09-Mar-2016,200029127,Sure Maintenance,"2,128.30"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,23-Mar-2016,200029384,Keith Wilson Elec Con Ltd,"4,160.66"
Barrow Borough Council,Forum 28,Equipment purchase,23-Mar-2016,200029370,Stage Electrics,"1,136.26"
Barrow Borough Council,Occupational health,Professional fees,02-Mar-2016,200028996,Your Best Option,"1,528.70"
Barrow Borough Council,Craven house,Buildings repairs and maintenance,23-Mar-2016,200029305,Hughes Brothers,"2,030.47"
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,02-Mar-2016,200029035,Lakes Roofing & Flooring (Barrow) Ltd,"1,280.00"
Barrow Borough Council,Information technology,Professional fees,09-Mar-2016,200029092,Bottomline Technologies Ltd,"1,140.00"
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,23-Mar-2016,200029352,Integral UK Ltd,565.17
Barrow Borough Council,Rawlinson Street Corridor,Building and construction works,09-Mar-2016,200029115,Top Notch Contractors Ltd,"30,580.11"
Barrow Borough Council,HRA Housing Management System,Purchase of software,09-Mar-2016,200029065,Civica UK Ltd,"104,225.00"
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,-725.31
Barrow Borough Council,Allotments,Property rents,02-Mar-2016,200028975,Holker Estate Trusts,"1,950.00"
Barrow Borough Council,Housing renewal administration,Software maintenance,09-Mar-2016,200029065,Civica UK Ltd,"1,977.35"
Barrow Borough Council,Housing Benefits Admin,Professional fees,23-Mar-2016,200029408,Furness Audit Ltd,"7,590.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,16-Mar-2016,200029288,Rixonway Kitchens (Cum) Ltd,"2,439.65"
Barrow Borough Council,Lulu in Concert - 10.3.16,Recoverable charges,23-Mar-2016,200029330,Neil O'Brien Entertainment,-705.08
Barrow Borough Council,Finance Department,Conferences and seminars,16-Mar-2016,200029257,CIPFA Business,"1,600.00"
Barrow Borough Council,Barrow town hall,Metered water,02-Mar-2016,200028974,United Utilities,689.81
Barrow Borough Council,Crematorium,Professional fees,09-Mar-2016,200029070,Chris Bugler,"1,000.00"
Barrow Borough Council,Barrow park,Grounds maintenance,16-Mar-2016,200029275,Continental Landscapes Ltd,"20,118.00"
Barrow Borough Council,Kennels,Electricity,23-Mar-2016,200029332,NPower,"1,367.82"
Barrow Borough Council,Work in default,WID works,23-Mar-2016,200029366,Continental Landscapes Ltd,"1,620.00"
Barrow Borough Council,Information technology,Property rents,02-Mar-2016,200029029,Optech Fibres,500.00
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,09-Mar-2016,200029099,DLP Services (Northern) Ltd,"43,424.99"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,09-Mar-2016,200029163,Keith Wilson Elec Con Ltd,"4,989.60"
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,23-Mar-2016,200029352,Integral UK Ltd,980.00
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,23-Mar-2016,200029352,Integral UK Ltd,980.00
Barrow Borough Council,Homelessness,Accommodation - homeless bed & breakfast,02-Mar-2016,200028968,Redacted Information,"1,520.00"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,16-Mar-2016,200029290,AB Mitchell Developments,"1,420.00"
Barrow Borough Council,Current assets - stocks,Stationery stock,02-Mar-2016,200029018,Pitney Bowes Ltd,512.36
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,09-Mar-2016,200029114,Diseno Associates Ltd,"1,449.50"
Barrow Borough Council,Major works maintenance - HRA,Decoration vouchers,23-Mar-2016,200029399,Wilko Retail Ltd,"2,106.41"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,09-Mar-2016,200029133,AB Mitchell Developments,"3,947.31"
Barrow Borough Council,Recycling,Greenwaste recycling,09-Mar-2016,200029168,Sinkfall Recycling,"1,671.62"
Barrow Borough Council,U Dance Show,Admissions,23-Mar-2016,200029339,Active Cumbria,"3,180.00"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,16-Mar-2016,200029290,AB Mitchell Developments,"6,306.42"
Barrow Borough Council,Capitalised Planned Maintenance,Kitchens,23-Mar-2016,200029353,AB Mitchell Developments,"1,970.41"
Barrow Borough Council,Major works maintenance - HRA,Communal entrances,23-Mar-2016,200029384,Keith Wilson Elec Con Ltd,"8,485.00"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,02-Mar-2016,200028987,EE Ltd,"1,105.51"
Barrow Borough Council,Gruffalos Child -,Professional fees,23-Mar-2016,200029313,Gruff Child UK Tours,"7,451.04"
Barrow Borough Council,Cost of collection,Business rates collection,16-Mar-2016,200029280,Liberata Uk Ltd,"20,728.83"
Barrow Borough Council,The park leisure centre,Electricity,23-Mar-2016,200029332,NPower,-726.40
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,02-Mar-2016,200028995,DLP Services (Northern) Ltd,"1,776.14"
Barrow Borough Council,Capitalised Planned Maintenance,Bathrooms,02-Mar-2016,200029044,AB Mitchell Developments,"1,420.00"
Barrow Borough Council,Lulu in Concert - 10.3.16,Professional fees,23-Mar-2016,200029330,Neil O'Brien Entertainment,"2,951.34"
