Dept Family,Entity,Date,Expense type,Expense Area,Supplier,Transaction Number,Amount,DESCRIPTION
DWP,HEALTH AND SAFETY EXECUTIVE,13/11/2012,LAW TRIBUNAL & LEGAL COSTS,FIELD OPERATIONS DIRECTORATE,T/A FRISBY & CO,"=""0010180377""",548.70,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/11/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,T/A FRISBY & CO,"=""0010180377""",10871.40,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/11/2012,COUNSEL FEES,FIELD OPERATIONS DIRECTORATE,T/A FRISBY & CO,"=""0010180377""",53360.23,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,15/11/2012,FACILITIES MANAGEMENT,BUSINESS SERVICES DIRECTORATE,CARILLION FACILITIES MANAGEMENT,"=""0010180505""",149194.81,FACILITIES MANAGEMENT - NOVEMBER 12 -VARIOUS GOVERNMENT BUILDINGS
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,SECURITY VETTING,OFFICE FOR NUCLEAR REGULATION,MINISTRY OF DEFENCE,"=""0010180517""",75720.49,SECURITY CLEARANCES COMPLETED BY NSV
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,SECURITY VETTING,OFFICE FOR NUCLEAR REGULATION,MINISTRY OF DEFENCE,"=""0010180519""",76304.13,SECURITY CLEARANCES COMPLETED BY NSV
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,HOTEL ACCOMMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180526""",44240.81,HOTEL CONTRACT 13/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180526""",48885.66,TRAVEL CONTRACT 13/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,HOTEL ACCOMMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180530""",41198.02,HOTEL CONTRACT 05/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180530""",69379.44,TRAVEL CONTRACT 05/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,SHARED SERVICES,BUSINESS SERVICES DIRECTORATE,DWP,"=""0010180557""",286000.00,SHARED SERVICES ONBOARDING COSTS TO NOV 2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,SCIENTIFIC EQUIPMENT,FIELD OPERATIONS DIRECTORATE,PENNINE INSTRUMENT SERVICES,"=""0010180559""",43735.06,PENNINE MANAGEMENT FEE
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,RATES,BUSINESS SERVICES DIRECTORATE,BIRMINGHAM CITY COUNCIL,"=""0010180562""",54106.74,BIRMINGHAM RATES 12/13
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,HOTEL ACCOMMODATION,CENTRAL EXPENDITURE,EXPOTEL HOTEL RESERVATIONS LTD,"=""0010180582""",57501.44,HOTEL CONTRACT 16/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,PESTICIDE RESIDUE TESTING,CHEMICAL REGULATIONS DIRECTORATE,LGC (TEDDINGTON) LTD,"=""0010180583""",52215.17,PESTICIDE RESIDUE TESTING OCTOBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,MORGAN COLE LLP,"=""0010180585""",8578.90,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,COUNSEL FEES,FIELD OPERATIONS DIRECTORATE,MORGAN COLE LLP,"=""0010180585""",22819.42,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,LAW TRIBUNAL & LEGAL COSTS,FIELD OPERATIONS DIRECTORATE,T/A FRISBY & CO,"=""0010180586""",110.65,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,T/A FRISBY & CO,"=""0010180586""",13479.00,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,COUNSEL FEES,FIELD OPERATIONS DIRECTORATE,T/A FRISBY & CO,"=""0010180586""",49845.00,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,CAPITAL EXPENDITURE,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180590""",10000.00,CAPITAL POOLED S'WARE VAR HSE OFFICES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180590""",30000.00,CAPITAL POOLED H'WARE VAR HSE OFFICES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180590""",882316.28,13/01/008 LOGICA SERVICE CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,DATACOMMUNICATIONS,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180591""",525789.60,13/05/004 TELECOMS FEES JAN - FEB 2013
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180592""",22760.49,13/03/008 LOGICA MINOR CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,CAPITAL EXPENDITURE,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180593""",2857.00,RFP 839 CHELMSFORD RE-LOCATION
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010180593""",101423.31,CHELMSFORD RE-LOCATION PROJECT CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,22/11/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,WORKMAN LLP,"=""0010180605""",30519.77,NORTHAMPTON - S/CHARGE ADJ-WORK TO ROOF
DWP,HEALTH AND SAFETY EXECUTIVE,22/11/2012,LEVY ADVISORY/DRAFTING LAWYERS,SOLICITORS,THE TREASURY SOLICITOR,"=""0010180609""",129473.80,OCTOBER 2012 LEVY TSOL
DWP,HEALTH AND SAFETY EXECUTIVE,22/11/2012,GPC  PURCHASES,CENTRAL EXPENDITURE,BARCLAYS BANK PLC,"=""0010180623""",116977.60,GPC: NOVEMBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,22/11/2012,SHARED SERVICES,BUSINESS SERVICES DIRECTORATE,DWP,"=""0010180626""",121271.57,SHARED SERVICES ON BOARDING COSTS TO SEPT 12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,HOTEL ACCOMMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180640""",34530.36,HOTEL CONTRACT 19/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180640""",59129.86,TRAVEL CONTRACT 19/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,ELECTRICITY,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""0010180652""",3612.03,NORWICH OFFICE UTILITIES 01/10/12-31/12/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,RATES,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""0010180652""",8078.82,NORWICH OFFICE RATES 01/10/12-31/12/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""0010180652""",12252.78,NORWICH OFFICE FACILITIES MANAGEMENT CHARGE 01/10/12-31/12/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,RENTS,BUSINESS SERVICES DIRECTORATE,CABINET OFFICE,"=""0010180652""",20096.34,NORWICH OFFICE RENT 01/10/12-31/12/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,PFI CHARGES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010180672""",3056.36,PFI FINANCE CHARGE NOVEMBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,PFI CHARGES,CENTRAL EXPENDITURE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010180672""",60519.87,CAPITAL EXPENDITURE - BOOTLE  NOVEMBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,PFI CHARGES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010180672""",325130.33,BOOTLE UNITARY PAYMENT NOVEMBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,PFI CHARGES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010180672""",407809.77,PFI FINANCE CHARGE NOVEMBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,29/11/2012,CAR HIRE,CENTRAL EXPENDITURE,ARNOLD CLARK HIRE DRIVE,"=""0010180681""",29988.94,CAR HIRE CONTRACT 22/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,29/11/2012,STAFF DEVELOPMENT & TRAINING,HUMAN RESOURCES,UNIVERSITY OF WARWICK,"=""0010180706""",29276.92,POST GRADUATE TRAINING COSTS
DWP,HEALTH AND SAFETY EXECUTIVE,29/11/2012,HOTEL ACCOMMODATION,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180713""",21902.49,HOTEL CONTRACT 26/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,29/11/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,REDFERN TRAVEL LTD,"=""0010180713""",52757.24,TRAVEL CONTRACT 26/11/12
DWP,HEALTH AND SAFETY EXECUTIVE,13/11/2012,DISTRIBUTION,COMMUNICATION DIRECTORATE,PROLOG (PROMOTIONAL LOGISTICS LTD),"=""0020110281""",26658.00,FIXED CHARGES - NOVEMBER 2012
DWP,HEALTH AND SAFETY EXECUTIVE,29/11/2012,COI PRESS OFFICE SERVICES,COMMUNICATION DIRECTORATE,CABINET OFFICE,"=""0020110330""",448000.00,CABINET OFFICE SHARED COMMUNICATIONS SUBSCRIPTION 12/13
DWP,HEALTH AND SAFETY EXECUTIVE,06/11/2012,REACTIVE SUPPORT HSE,FIELD OPERATIONS DIRECTORATE,SENERGY (GB) LTD,"=""0070002998""",52045.88,PRJ463 SPECIALIST SUPPORT - GAS RELEASE
DWP,HEALTH AND SAFETY EXECUTIVE,13/11/2012,RESEARCH,CROSS CUTTING INTERVENTIONS DIRECTORATE,IMPERIAL COLLEGE LONDON,"=""0070003003""",64922.00,OH1511 Causes of Occupational COPD in UK
DWP,HEALTH AND SAFETY EXECUTIVE,13/11/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,UNIVERSITY OF MANCHESTER,"=""0070003004""",55000.00,ND2486 INDEPENDENT ADVICE - 01/01/13 - 31/03/13
DWP,HEALTH AND SAFETY EXECUTIVE,22/11/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,FRAZER NASH,"=""0070003010""",48759.01,ND2572 GENERIC DESIGN ASSESSMENT- 29/9/12 - 26/10/12
DWP,HEALTH AND SAFETY EXECUTIVE,06/11/2012,SUBSCRIPTIONS,BUSINESS SERVICES DIRECTORATE,BRITISH STANDARDS INSTITUTION,"=""0080032336""",53850.00,BRITISH STANDARDS SUBSCRIPTION
DWP,HEALTH AND SAFETY EXECUTIVE,09/11/2012,ELECTRICITY,HEALTH AND SAFETY LABORATORY,EDF ENERGY                         ,"=""0000112817""",50264.39,ELECTRICITY - OCTOBER 2012 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,09/11/2012,EXPERIMENTAL FACILITIES,HEALTH AND SAFETY LABORATORY,JOHN WIGFULL & CO LTD              ,"=""0000112830""",25000,CAPITAL EXPENDITURE - JET FIRE LPG FACILITY - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,09/11/2012,SUBCONTRACT - SUPPORT,HEALTH AND SAFETY LABORATORY,FABWELD                            ,"=""0000112838""",29190,SUBCONTRACT FOR EXTERNALLY FUNDED PROJECT - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,15/11/2012,SUBCONTRACT - SUPPORT,HEALTH AND SAFETY LABORATORY,FIRE PRECAUTIONS LIMITED           ,"=""0000112877""",28000,SUBCONTRACT FOR EXTERNALLY FUNDED PROJECT - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,20/11/2012,GAS,HEALTH AND SAFETY LABORATORY,CORONA ENERGY                      ,"=""0000112922""",27600.94,GAS - OCTOBER 2012 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,26/11/2012,RATES,HEALTH AND SAFETY LABORATORY,COUNCIL OF THE BOROUGH OF HIGH PEAK,"=""0000112954""",80608,RATES FOR NOVEMBER 2012 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,27/11/2012,PFI UNITARY CHARGE,HEALTH AND SAFETY LABORATORY,INVESTORS IN THE COMMUNITY (BUXTON),"=""0000113000""",827873.96,PFI UNITARY CHARGE FOR OCTOBER 2012 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,26/11/2012,GPC PURCHASES,HEALTH AND SAFETY LABORATORY,BARCLAYS BANK PLC,VARIOUS,41578.27,GPC BUXTON OCTOBER 2012

,,,,,,,VARIOUS,
