Extending Agency,Donor Project Number,Project Title,Project Description,Nature of Submission,Benefitting Country Code,Benefitting Country Name,Input Sector code,Channel of Delivery Code,Type of Flow,Type of Finance,Type of Aid,Climate Change - Adaptation,Climate Change - Mitigation,FTC,Posting Date,Calendar Year,Amount (£),Budget (£),Amount untied (£)
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,3,AR,Argentina,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,234150,234150,234150
3,A/02302,Climate4Classrooms,Capacity building in teaching about climate change in schools ,3,AR,Argentina,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,178207,178207,178207
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,AR,Argentina,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,192136,192136,192136
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,AR,Argentina,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,146116,146116,146116
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,AR,Argentina,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,1617,1617,1617
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,AR,Argentina,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,4808,4808,4808
3,A/01281,Wider Europe ARTS,Training and development that supports the growth of sustainable cultural organisations,3,AM,Armenia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,1072,1072,1072
3,A/01285,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,AM,Armenia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,25381,25381,25381
3,A/01283,Wider Europe Governance,Capacity building through training and development programmes to support social inclusion of school students,3,AM,Armenia,15150,51000,10,100,CO1,0,0,0,31/12/2011,2011,16593,16593,16593
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,AM,Armenia,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,14093,14093,14093
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,AM,Armenia,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,1236,1236,1236
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,AM,Armenia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,15701,15701,15701
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,AM,Armenia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,75743,75743,75743
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,AM,Armenia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,39850,39850,39850
3,A/01286,Wider Europe LOC Education,"Strengthening educational outcomes, and the development of an international outlook, through school links",3,AZ,Azerbaijan,11110,51000,10,100,CO1,0,0,0,31/12/2011,2011,58049,58049,58049
3,A/01285,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,AZ,Azerbaijan,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,147904,147904,147904
3,A/01283,Wider Europe Governance,Capacity building through training and development programmes to support social inclusion of school students,3,AZ,Azerbaijan,15150,51000,10,100,CO1,0,0,0,31/12/2011,2011,117835,117835,117835
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,AZ,Azerbaijan,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,22977,22977,22977
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,1,AZ,Azerbaijan,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,94639,94639,94639
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,AZ,Azerbaijan,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,103719,103719,103719
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,AZ,Azerbaijan,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,106342,106342,106342
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,AZ,Azerbaijan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,42524,42524,42524
3,A/02571,International Higher Education (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,AZ,Azerbaijan,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,1559,1559,1559
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,BD,Bangladesh,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,10966,10966,10966
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,3,BD,Bangladesh,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,164694,164694,164694
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,BD,Bangladesh,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,1117167,1117167,1117167
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,1,BD,Bangladesh,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,70028,70028,70028
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,1,BD,Bangladesh,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,296675,296675,296675
3,A/02241,SA Inspire - research & education (Sum),"Partnerships, collaboration, leadership development and policy dialogue to address global challenges in International Higher Education.",3,BD,Bangladesh,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,677730,677730,677730
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,BD,Bangladesh,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,30093,30093,30093
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,BD,Bangladesh,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,459498,459498,459498
3,A/02571,International Higher Education (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,BD,Bangladesh,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,175038,175038,175038
3,A/01281,Wider Europe ARTS,Training and development that supports the growth of sustainable cultural organisations,1,BA,Bosnia and Herzegovina,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,104139,104139,104139
3,A/01286,Wider Europe LOC Education,"Strengthening educational outcomes, and the development of an international outlook, through school links",3,BA,Bosnia and Herzegovina,11110,51000,10,100,CO1,0,0,0,31/12/2011,2011,26489,26489,26489
3,A/01285,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,BA,Bosnia and Herzegovina,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,234220,234220,234220
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,BA,Bosnia and Herzegovina,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,29167,29167,29167
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,1,BA,Bosnia and Herzegovina,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,18341,18341,18341
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,BA,Bosnia and Herzegovina,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,96746,96746,96746
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,BA,Bosnia and Herzegovina,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,14392,14392,14392
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,BA,Bosnia and Herzegovina,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,3410,3410,3410
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,BA,Bosnia and Herzegovina,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,12334,12334,12334
3,A/02902,SSA LCR ENG Skills For Learners Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,BW,Botswana,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,20033,20033,20033
3,A/02904,"SSA LCR EAS Leadership, Mgt, Enterprise","Capacity building in leadership and management skills development for ministries, agencies, employers and individuals",1,BW,Botswana,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,42737,42737,42737
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,BW,Botswana,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,212532,212532,212532
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,BW,Botswana,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,33939,33939,33939
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,BW,Botswana,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,6238,6238,6238
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,BR,Brazil,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,1213216,1213216,1213216
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,BR,Brazil,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,464381,464381,464381
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,BR,Brazil,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,272788,272788,272788
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,BR,Brazil,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,132481,132481,132481
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,BR,Brazil,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,949700,949700,949700
3,A/02571,International Higher Education (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,BR,Brazil,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,657108,657108,657108
3,A/03045,BRA TRANSFORM ODA,Capacity building among underprivileged and marginalised communities,1,BR,Brazil,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,235708,235708,235708
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,CM,Cameroon,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,168024,168024,168024
3,A/02901,SSA LCR ENG Skills For Teachers Engage,Capacity building through training and development programmes for English language teachers. ,1,CM,Cameroon,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,31611,31611,31611
3,A/02906,SSA LCR EAS Skills Capacity Blding in Ed,"Capacity building in skills development for education ministries, agencies, schools and teachers",1,CM,Cameroon,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,76180,76180,76180
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,3,CL,Chile,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,57674,57674,57674
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,CL,Chile,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,30037,30037,30037
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,CL,Chile,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,130648,130648,130648
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,CN,China,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,1120509,1120509,1120509
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,CN,China,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,176565,176565,176565
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,CN,China,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,1345308,1345308,1345308
3,A/02133,Global Climate Generation,Increasing understanding of climate change and encouraging action on mitigation and adaptation,3,CN,China,41081,51000,10,100,CO1,2,2,0,31/12/2011,2011,336365,336365,336365
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,CN,China,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,68824,68824,68824
3,A/02415,CHK Skills for Social Entrepreneurs,Skills development to support the development of sustainable social enterprises ,3,CN,China,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,3463145,3463145,3463145
3,A/02462,Global English Connect,"Online, digital and media resources to improve learners' English capability.  ",3,CN,China,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,96496,96496,96496
3,A/02463,Global Engaging Teaching,Capacity building for English language teachers through  training and development programmes.,3,CN,China,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,1402051,1402051,1402051
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,CN,China,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,7845,7845,7845
3,A/02571,International Higher Education (GLO),"Partnerships,collaboration and policy dialogue to address global challenges in International Higher Education ",3,CN,China,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,1244179,1244179,1244179
3,A/02703,BJ Skills & Cap Bldg inEDU GOV & SOC Dev,Capacity building to support leadership in civil society,1,CN,China,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,27633,27633,27633
3,A/02704,SH Skills & Cap Bldg in EDU GOV SOC Dev,Capacity building to support leadership in civil society,1,CN,China,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,65615,65615,65615
3,A/02705,GZ Skills & Cap Bldg in EDU GOV SOC D,Capacity building to support leadership in civil society,1,CN,China,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,358047,358047,358047
3,A/02706,CQ Skills & Cap Bldg in EDU GOV SOC D,Capacity building to support leadership in civil society,1,CN,China,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,141141,141141,141141
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,CO,Colombia,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,1091811,1091811,1091811
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,CO,Colombia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,165629,165629,165629
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,CO,Colombia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,879161,879161,879161
3,A/02571,International Higher Education (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,CO,Colombia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,71256,71256,71256
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,CU,Cuba,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,136517,136517,136517
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,1,CD,Democratic Republic of Congo,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,41239,41239,41239
3,A/02605,DRC Local Cultural Relations,Capacity building through training and development programmes for English language teachers. ,1,CD,Democratic Republic of Congo,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,8085,8085,8085
3,A/02901,SSA LCR ENG Skills For Teachers Engage,Capacity building through training and development programmes for English language teachers. ,1,CD,Democratic Republic of Congo,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,166363,166363,166363
3,A/02819,DPRK English Teacher Trainer Development,Capacity building through teacher training in DPRK universities,3,KP,DPR Korea,11420,51000,10,100,CO1,0,0,0,31/12/2011,2011,323164,323164,323164
3,A/01808,Global Skills for Employability,"Capacity building in skills development for ministries, agencies, employers and individuals",3,EG,Egypt,16020,12000,10,100,CO1,0,0,0,31/12/2011,2011,68303,68303,68303
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,3,EG,Egypt,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,185255,185255,185255
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,EG,Egypt,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,2244,2244,2244
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,EG,Egypt,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,130110,130110,130110
3,A/01925,NENA LOC Education (Summary),Vocational skills for young people to improve employability.,3,EG,Egypt,16020,51000,10,100,CO1,0,0,0,31/12/2011,2011,74335,74335,74335
3,A/01969,MED Regional Springboard,"Skills training for women, particularly those working in communities",3,EG,Egypt,15164,20000,10,100,CO1,0,0,0,31/12/2011,2011,2273,2273,2273
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,EG,Egypt,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,542172,542172,542172
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,EG,Egypt,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,17392,17392,17392
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,EG,Egypt,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,446745,446745,446745
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,EG,Egypt,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,168385,168385,168385
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,EG,Egypt,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,29956,29956,29956
3,A/02571,INTERNATIONAL HIGHER EDUCATION (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",3,EG,Egypt,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,132976,132976,132976
3,A/02872,Arab Partnership Initiative-API,Providing project management and leadership skills to young people and civil society organisations to support community based projects,1,EG,Egypt,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,513090,513090,513090
3,A/02926,Arts Development Skills & Partnership,Capacity Building and supporting the sector through the provision of a grant scheme for Egyptian emerging artists ,1,EG,Egypt,11430,52000,10,100,CO1,0,0,0,31/12/2011,2011,642720,642720,642720
3,A/02927,Capacity Building in Arts,"A seed innovation project linking digital experts, social entrepreneurs and emerging artists in order to create sustainable solutions to development issues",1,EG,Egypt,11430,52000,10,100,CO1,0,0,0,31/12/2011,2011,115406,115406,115406
3,A/02928,Skills & Capacity Building in Education,Freedom of expression work to develop an online resource with journalists providing impartial information on parliamentary and presidential elections; science and society work to develop effectiveness of science students to communicate science in more accessible ways to the public; ,1,EG,Egypt,15163,20000,10,100,CO1,0,0,0,31/12/2011,2011,164850,164850,164850
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,3,ET,Ethiopia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,517741,517741,517741
3,A/01851,Global Premier Skills,Capacity building to strengthen physical education and making use of sport teaching materials to improve ELT,3,ET,Ethiopia,11130,12000,10,100,CO1,0,0,0,31/12/2011,2011,125928,125928,125928
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,ET,Ethiopia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,249128,249128,249128
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,ET,Ethiopia,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,3630,3630,3630
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,ET,Ethiopia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,65508,65508,65508
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,1,ET,Ethiopia,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,7358,7358,7358
3,A/02577,ET OUMBA 7,Capacity building in management for ministries and government enterprises,3,ET,Ethiopia,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,10586,10586,10586
3,A/02901,SSA LCR ENG Skills For Teachers Engage,Capacity building through training and development programmes for English language teachers. ,1,ET,Ethiopia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,63081,63081,63081
3,A/02902,SSA LCR ENG Skills For Learners Connect,"Online, digital and media resources for learners to improve their English language skills.  ",1,ET,Ethiopia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,49730,49730,49730
3,A/02911,"SSA LCR ART Dev, Skills & Partnerships",Skills training and capacity building to support the contribution of arts to development,1,ET,Ethiopia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,7146,7146,7146
3,A/01285,Wider Europe LOC English,Capacity building through training and development programmes for English language teachers. ,3,GE,Georgia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,199261,199261,199261
3,A/02097,Global Active Citizens,Supporting community cohesion and global citizenship through social leadership training and social action projects,3,GE,Georgia,15150,20000,10,100,CO1,0,0,0,31/12/2011,2011,67014,67014,67014
3,A/02264,SEE Social Enterpreneurs,"Supporting social inclusion and employability through partnerships, collaboration and skills development in social enterprise ",3,GE,Georgia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,8292,8292,8292
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,GE,Georgia,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,36666,36666,36666
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,GE,Georgia,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,133467,133467,133467
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,GE,Georgia,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,37951,37951,37951
3,A/01818,Global International Inspiration,Capacity building to strengthen physical education curriculum and policy ,1,GH,Ghana,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,230364,230364,230364
3,A/01865,Global Connecting Classrooms,School linking programme enabling curriculum development and policy change with an international focus. ,3,GH,Ghana,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,433220,433220,433220
3,A/02393,Creative and Cultural Economy,Skills training to support the development of sustainable creative and cultural organisations.  ,3,GH,Ghana,11430,20000,10,100,CO1,0,0,0,31/12/2011,2011,70863,70863,70863
3,A/02462,Global English Connect,"Online, digital and media resources for learners to improve their English language skills.  ",3,GH,Ghana,11230,52000,10,100,CO1,0,0,0,31/12/2011,2011,26047,26047,26047
3,A/02463,Global Engaging Teaching,Capacity building through training and development programmes for English language teachers. ,3,GH,Ghana,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,5987,5987,5987
3,A/02464,Global English Interface,Provision of access to the latest research in ELT to develop educational policy in this area.,3,GH,Ghana,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,1440,1440,1440
3,A/02571,International Higher Education (GLO),"Partnerships, collaboration and policy dialogue to address global challenges in International Higher Education ",1,GH,Ghana,11110,12000,10,100,CO1,0,0,0,31/12/2011,2011,81818,81818,81818
3,A/02901,SSA LCR ENG Skills For Teachers Engage,Capacity building through training and development programmes for English language teachers. ,1,GH,Ghana,11130,51000,10,100,CO1,0,0,0,31/12/2011,2011,12116,12116,12116
3,A/02904,"SSA LCR EAS Leadership, Mgt, Enterprise","Capacity building in leadership and management skills development for ministries, agencies, employers and individuals",1,GH,Ghana,11430,12000,10,100,CO1,0,0,0,31/12/2011,2011,199787,199787,199787
