Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156575,1700,Redacted Infromation,BUR040,Director of Finance,Grants and contributions,2079,plfrg edc 16110,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156576,1414.2,Redacted Infromation,ALL024,Director of Finance,Grants and contributions,2079,plfrg edc16012,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156577,5000,Redacted Infromation,WAR028,Director of Finance,Grants and contributions,2079,plfrg edc16120,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156579,1284,Redacted Infromation,HUN014,Director of Finance,Grants and contributions,2079,plfrg edc16308,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156580,7500,BURNETTS SOLICITORS,BUR015,Planning Services,Legal and court costs,2046,COSTS T4-8-737 PLANNING APPEAL,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156582,5000,Redacted Infromation,BRA001,Director of Finance,Grants and contributions,2079,plfrg edc16267,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156587,2002.6,J S WINDER (BUILDING & ROOFING) LTD,WIN012,Environmental Services,Abnormal maintenance,1007,LlITTLETHWAITHE DRAINS,INVNUI,Investigation Of Nuisances,03037,Investigating Complaints
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156589,2640,Redacted Infromation,HAR073,Director of Finance,Grants and contributions,2079,PLFRG EDC16183 2ND PAY,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156590,19700,GLENRIDDING HOTEL,GLE014,Director of Finance,Grants and contributions,2079,PLFRG EDC16403/44/45 A & B 2ND PAY,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156592,5000,Redacted Infromation,HAM007,Director of Finance,Grants and contributions,2079,PLFRG EDC16127,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156593,5000,Redacted Infromation,RAN002,Director of Finance,Grants and contributions,2079,PLFRG EDC16222,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156603,5000,ULLSWATER YACHT CLUB LTD,ULL010,Director of Finance,Grants and contributions,2079,PLFRG EDC16417,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156604,5000,Redacted Infromation,VIN003,Director of Finance,Grants and contributions,2079,PLFRG EDC16238,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156605,5000,Redacted Infromation,MAG002,Director of Finance,Grants and contributions,2079,PLFRG EDC16116 2ND PAY,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156607,5067.31,CFH DOCMAIL LTD,CFH001,Commercial Services Manager,Business Engagement,2170,PRODUCTION/IT CHARGES,EDEVPR,Economic Development and Promotion,02009,Economic promotion
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156608,7927.43,CFH DOCMAIL LTD,CFH001,Revenue/Benefits Manager,Postages,2054,POSTAGE CHARGES MAR 17,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156614,5000,Redacted Infromation,WIN013,Director of Finance,Grants and contributions,2079,PLFRGRANT EDC16426,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156616,3614,Redacted Infromation,ALM001,Director of Finance,Grants and contributions,2079,PLFRGRANT EDC16355,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156617,5000,LAKE DISTRICT ESTATES CO LTD,LAK018,Director of Finance,Grants and contributions,2079,PLFRGRANT EDC16421,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156618,5000,Redacted Infromation,ASH005,Director of Finance,Grants and contributions,2079,PLFRGRANT EDC16261,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156433,3872.4,CUMBRIA MAILING SERVICES LTD,CUM011,Technical Services Manager,Calendars,2175,CALENDAR/FOOD WASTE/DESIGN/PRINTING,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156434,7202.8,CUMBRIA MAILING SERVICES LTD,CUM011,Technical Services Manager,Calendars,2175,WHISTL UK POSTAGE,RECYCL,Recycling,03047,Recycling
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156462,6448.64,ACS BUSINESS SUPPLIES LTD  *CCS*,ACS002,Information Technology Manager,Computer equipment,2061,HP250 G5 x 16,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156555,1402.5,PETER TYSON UNLIMITED,PET009,Commercial Services Manager,Supplies general,2015,PROJECTOR & SCREEN INSTALLATION,MUSEUM,Museum,02084,Museums
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156584,1695,A & P CHAMBERS LIMITED,APC001,Technical Services Manager,Planned Maintenance,1016,INDOOR PEOPLE COUNTERS,ADMBLD,Administrative Buildings,00500,Town Hall
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156402,1407.23,HFX LTD,HFX001,Human Resources Manager,Rental/Maintenance of Door Entry System,1052,HFX SYSTEM MAINT/SUPP 17/18,HUMRES,Human Resources,00207,Human Resources
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156409,1757.5,OYSTER PARTNERSHIP,OYS001,Planning Services,Agency Staff,0003, W/C 13.03.17,PLASER,Planning Services,00304,Planning Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156413,750,WALTON GOODLAND LTD,WAL008,Commercial Services Manager,Professional fees,2045,4 & 4A CORNEY SQUARE,EDEVPR,Economic Development and Promotion,02001,Economic Promotion
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156445,1469.53,ROYAL MAIL NW,ROY001,Revenue/Benefits Manager,Postages,2054,MAIL FROM 17.03.1721.03.17,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156463,1857.5,CAPITA PROPERTY & INFRASTRUCTURE LTD,CAP002,Planning Services,Professional fees,2045,arboriculturalist march 17,CONSER,Environmental Enhancement & Conservation,03012,Arboricutural Advice
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156464,1116.25,OYSTER PARTNERSHIP,OYS001,Planning Services,Agency Staff,0003, WC 20.03.17,PLASER,Planning Services,00304,Planning Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156468,20050,CARLISLE & EDEN CITIZENS ADVICE BUREAU,EDE018,Legal Services Manager,Grants and contributions,2079,EDEN CAB GRANT,COMSAF,Community Safety & Legal Services,02311,CAB
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156535,1316.38,LIFESTYLE MEDIA GROUP LTD,CAT003,Commercial Services Manager,Advertising,2086,FULFILMENT VISIT EDEN MAR 17,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156537,3000,PAUL RAYBOULD MARKETING LTD,PAU003,Commercial Services Manager,Advertising,2086,EDEN 2017 MEDIA CAMPAIGN,TOUPRO,Tourism Promotion,02056,Eden Tourism
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156539,873.43,NPOWER LTD,NPO001,Technical Services Manager,Electricity,1022,MANSION HOUSE 4/1/17 - 31/1/17,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156540,777.18,NPOWER LTD,NPO001,Technical Services Manager,Electricity,1022,MANSION HOUSE FEB 2017,ADMBLD,Administrative Buildings,00502,Mansion House
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156541,1436.4,BUREAU VERITAS HS&E LIMITED,BUR017,Environmental Services,Professional fees,2045,SOURCING FEE JAN - DEC 2017,POLCNL,Pollution Control,03027,Air Pollution
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156547,16060.83,PURCELL MILLER TRITTON LLP,PUR010,Commercial Services Manager,Professional fees,2045,HIGH MILL ALSTON,EDEVPR,Economic Development and Promotion,02390,High Mill Alston
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156553,3085.2,Redacted Infromation,HAY023,Director of Finance,Grants and contributions,2079,PLFRG EDC16361,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,13/04/2017,156554,1349.8,BLUEFIN INSURANCE SERVICES LTD,BLU009,Environmental Services,Vehicle Insurance,1508,INSURANCE FO 2 X VANS COMMUNITY WARDEN,CODOGS,Community Wardens,03044,Community  Warden
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156736,12000,AINSTABLE PARISH COUNCIL,AIN002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07154,Ainstable
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156737,42046,ALSTON MOOR PARISH COUNCIL,ALS005,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07151,Alston Moor
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156738,77014,APPLEBY TOWN COUNCIL,APP001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07152,Appleby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156739,7000,ASBY PARISH COUNCIL,ASB001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07101,Asby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156740,6475,ASKHAM PARISH COUNCIL,ASK002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07102,Askham
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156741,4418,BAMPTON PARISH COUNCIL,BAM001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07103,Bampton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156742,2019,BANDLEYSIDE PARISH COUNCIL,BAN001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07111,Bandleyside
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156743,4029,BARTON PARISH COUNCIL,BAR001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07104,Barton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156744,6000,BOLTON PARISH COUNCIL,BOL001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07105,Bolton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156745,13663,BROUGH PARISH COUNCIL,BRO003,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07106,Brough
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156746,806,BROUGH SOWERBY PARISH MEETING,BRO002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07107,Brough Sowerby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156748,2509,CASTLE SOWERBY PARISH COUNCIL,CAS001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07155,Castle Sowerby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156749,7027,CATTERLEN PARISH COUNCIL,CAT001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07156,Catterlen
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156750,1418,CLIBURN PARISH MEETING,CLI007,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07109,Cliburn
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156751,5554,CLIFTON PARISH COUNCIL,CLI003,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07110,Clifton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156752,1514,CROSBY GARRETT PARISH MEETING,CRO002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07113,Crosby Garret
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156753,8850,CROSBY RAVENSWORTH PARISH COUNCIL,CRO005,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07114,Crosby Ravensworth
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156754,9229,CULGAITH PARISH COUNCIL,CUL001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07157,Culgaith
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156755,11614,DACRE PARISH COUNCIL,DAC001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07158,Dacre
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156756,4532,DUFTON PARISH COUNCIL,DUF001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07115,Dufton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156757,2800,GLASSONBY PARISH COUNCIL,GLA001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07159,Glassonby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156758,8629,GREAT SALKELD PARISH COUNCIL,GRE002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07160,Great Salkeld
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156759,2505,GREAT STRICKLAND PARISH COUNCIL,GRE006,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07140,Great Strickland
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156760,8139,GREYSTOKE PARISH COUNCIL,GRE003,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07161,Greystoke
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156761,767,HARTLEY PARISH MEETING,HAR001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07116,Hartley
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156762,12181,HESKET PARISH COUNCIL,HES001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07162,Hesket
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,18/04/2017,156763,4846,HUNSONBY COMMUNITY CENTRE,HUN001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07163,Hunsonby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156764,1500,HUTTON PARISH COUNCIL,HUT001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07164,Hutton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156765,1617,KABER PARISH COUNCIL,KAB001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07118,Kaber
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156766,59615,KIRKBY STEPHEN TOWN COUNCIL,KIR014,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07120,Kirkby Stephen
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156767,12580,KIRKBY THORE PARISH COUNCIL,KIR009,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07121,Kirkby Thore
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156768,12341,KIRKOSWALD PARISH COUNCIL,KIR006,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07165,Kirkoswald
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156769,15159,LANGWATHBY PARISH COUNCIL,LAN001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07166,Langwathby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156770,10350,LAZONBY PARISH COUNCIL,LAZ002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07167,Lazonby
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156771,508,LITTLE STRICKLAND PARISH MEETING,LIT001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07141,Little Strickland
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156773,5032,LONG MARTON PARISH COUNCIL,LON001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07122,Long Marton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156774,3161,LOWTHER PARISH COUNCIL,LOW005,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07123,Lowther
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156775,541,MALLERSTANG PARISH MEETING,MAL001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07124,Mallerstang
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156776,4024,MATTERDALE PARISH COUNCIL,MAT002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07168,Matterdale
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156777,2564,MILBURN PARISH COUNCIL,MIL002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07126,Milburn
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156778,6600,MORLAND PARISH COUNCIL,MOR001,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07127,Morland
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156779,4850,MUNGRISDALE PARISH COUNCIL,MUN002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07169,Mungrisedale
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156780,3866,MURTON PARISH COUNCIL,MUR002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07128,Murton
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/04/2017,156781,3000,MUSGRAVE PARISH COUNCIL,MUS002,Revenue/Benefits Manager,Unique payments ****,6006,17-18 PARISH PRECEPT,PARPRE,Parish Precept,07129,Musgrave
