Unique Reference Number,Date,Merchant Category Code,Location,Merchant Category Group,Amount,Supplier
FCOGPC1401000038,06/01/2014,Travel  ,United Kingdom,Airlines,-652.25,BRITISH AIRW
FCOGPC1401000039,06/01/2014,Travel  ,Hong Kong,Airlines,1104.96,BRITISH AIRW
FCOGPC1401000040,06/01/2014,Travel  ,United Kingdom,Airlines,614.25,VIR ATL     
FCOGPC1401000041,06/01/2014,Travel  ,United Kingdom,Airlines,545.25,VIR ATL     
FCOGPC1401000042,06/01/2014,Travel  ,United Kingdom,Airlines,1246.95,BRITISH AIRW
FCOGPC1401000043,06/01/2014,Travel  ,United Kingdom,Airlines,920.19,EM AIR      
FCOGPC1401000044,06/01/2014,Travel  ,United Kingdom,Airlines,747.45,BRITISH AIRW
FCOGPC1401000045,06/01/2014,Travel  ,South Africa,Airlines,1328.35,VIR ATL
FCOGPC1401000046,06/01/2014,Travel  ,United Kingdom,Airlines,3291.05,LUFTHANSA   
FCOGPC1401000047,06/01/2014,Travel  ,United Kingdom,Airlines,700.5,LUFTHANSA 
FCOGPC1401000048,07/01/2014,Travel  ,United Kingdom,Airlines,632.36,EMIRATES  
FCOGPC1401000049,07/01/2014,Travel  ,United Kingdom,Airlines,823.29,EM AIR      
FCOGPC1401000050,07/01/2014,Travel  ,United Kingdom,Airlines,3033.49,EM AIR      
FCOGPC1401000051,07/01/2014,Travel  ,United Kingdom,Airlines,3033.49,EM AIR      
FCOGPC1401000052,07/01/2014,Travel  ,Panama,Airlines,854.43,COPAAIR COM PURCHASE
FCOGPC1401000053,07/01/2014,Travel  ,Panama,Airlines,874.66,COPAAIR COM PURCHASE
FCOGPC1401000054,07/01/2014,Travel  ,Brunel Darussalam,Airlines,1021.7,ROYAL BRU 
FCOGPC1401000055,07/01/2014,Travel  ,Ecuador,Airlines,1156.88,Iberia
FCOGPC1401000056,07/01/2014,Travel  ,Lebanon,Airlines,627.05,BRITISH A 
FCOGPC1401000057,07/01/2014,Travel  ,United States,Airlines,786.44,EMIRATES  
FCOGPC1401000058,07/01/2014,Travel  ,United Kingdom,Airlines,1954.95,ETHIOPIA    
FCOGPC1401000059,07/01/2014,Travel  ,United Kingdom,Airlines,926.9,ETHIOPIA    
FCOGPC1401000060,07/01/2014,Travel  ,United Kingdom,Airlines,583.95,ETHIOPIA    
FCOGPC1401000061,08/01/2014,Travel  ,United Kingdom,Airlines,781.29,EM AIR      
FCOGPC1401000062,08/01/2014,Travel  ,United Kingdom,Airlines,881.85,THY         
FCOGPC1401000063,08/01/2014,Travel  ,United Kingdom,Airlines,962,THY         
FCOGPC1401000064,08/01/2014,Travel  ,United Kingdom,Airlines,962,THY         
FCOGPC1401000065,08/01/2014,Travel  ,United Kingdom,Airlines,3449.3,THY         
FCOGPC1401000066,08/01/2014,Travel  ,Spain,Airlines,658.75,TAM WEB UK
FCOGPC1401000067,08/01/2014,Travel  ,Indonesia,Airlines,608.56,MALAY AI  
FCOGPC1401000068,08/01/2014,Travel  ,United Kingdom,Airlines,2480.05,BRITISH AIRW
FCOGPC1401000069,08/01/2014,Travel  ,United Kingdom,Airlines,5601.85,BRITISH AIRW
FCOGPC1401000070,08/01/2014,Travel  ,United Kingdom,Airlines,5601.85,BRITISH AIRW
FCOGPC1401000071,08/01/2014,Travel  ,United Kingdom,Airlines,3977.65,BRITISH AIRW
FCOGPC1401000072,08/01/2014,Travel  ,United Kingdom,Airlines,3977.65,BRITISH AIRW
FCOGPC1401000073,08/01/2014,Travel  ,United Kingdom,Airlines,673.65,BRITISH AIRW
FCOGPC1401000074,08/01/2014,Travel  ,United Kingdom,Airlines,6483.95,BRITISH AIRW
FCOGPC1401000075,08/01/2014,Travel  ,United Kingdom,Airlines,2598.25,BRITISH AIRW
FCOGPC1401000076,08/01/2014,Travel  ,United Kingdom,Airlines,2598.25,BRITISH AIRW
FCOGPC1401000077,08/01/2014,Travel  ,Colombia,Airlines,569.24,COPA INTERNACIONAL
FCOGPC1401000078,08/01/2014,Travel  ,Germany,Airlines,2563.89,UNITED    
FCOGPC1401000079,08/01/2014,Travel  ,United Kingdom,Airlines,3480.4,UNITED    
FCOGPC1401000080,08/01/2014,Travel  ,United Kingdom,Airlines,1935.15,BRITISH AIRW
FCOGPC1401000081,08/01/2014,Travel  ,United Kingdom,Airlines,-1141.4,LUFTHANSA 
FCOGPC1401000082,08/01/2014,Travel  ,Belgium ,Airlines,1819.1,SN BRUSSELS
FCOGPC1401000083,08/01/2014,Travel  ,Belgium ,Airlines,1819.1,SN BRUSSELS 
FCOGPC1401000084,08/01/2014,Travel  ,United Kingdom,Airlines,706.15,VIR ATL    
FCOGPC1401000085,08/01/2014,Travel  ,United Kingdom,Airlines,806.3,VIR ATL    
FCOGPC1401000086,08/01/2014,Travel  ,United Kingdom,Airlines,1876.35,VIR ATL    
FCOGPC1401000087,08/01/2014,Travel  ,United Kingdom,Airlines,762.6,VIR ATL    
FCOGPC1401000088,08/01/2014,Travel  ,United Kingdom,Airlines,762.6,VIR ATL    
FCOGPC1401000089,08/01/2014,Travel  ,United Kingdom,Airlines,762.6,VIR ATL    
FCOGPC1401000090,09/01/2014,Travel  ,United Kingdom,Airlines,547.35,VIR ATL    
FCOGPC1401000091,09/01/2014,Travel  ,United Kingdom,Airlines,1985.65,VIR ATL    
FCOGPC1401000092,09/01/2014,Travel  ,Colombia,Airlines,756.27,AVIANCA
FCOGPC1401000093,09/01/2014,Travel  ,"Korea, Republic of",Airlines,888.35,Asiana
FCOGPC1401000094,09/01/2014,Travel  ,United Kingdom,Airlines,1192.9,QATAR AIR 
FCOGPC1401000095,09/01/2014,Travel  ,Belgium ,Airlines,891.1,SN BRUSSELS 
FCOGPC1401000096,09/01/2014,Travel  ,United Kingdom,Airlines,626.1,BRITISH AIRW
FCOGPC1401000097,09/01/2014,Travel  ,Armenia,Airlines,1013.64,EMIRATES  
FCOGPC1401000098,09/01/2014,Travel  ,Mexico,Airlines,1117.5,COPAAIWCF AIWCFN
FCOGPC1401000099,09/01/2014,Travel  ,United Kingdom,Airlines,2992.59,EM AIR      
FCOGPC1401000100,09/01/2014,Travel  ,United Kingdom,Airlines,2992.59,EM AIR      
FCOGPC1401000101,09/01/2014,Travel  ,United Kingdom,Airlines,1142.7,EM AIR      
FCOGPC1401000102,09/01/2014,Travel  ,United Kingdom,Airlines,2040.2,EM AIR      
FCOGPC1401000103,09/01/2014,Travel  ,Netherlands,Airlines,1603.2,KLM  
FCOGPC1401000104,09/01/2014,Travel  ,United Kingdom,Airlines,1826.45,BRITISH AIRW
FCOGPC1401000105,09/01/2014,Travel  ,Colombia,Airlines,1335.43,BRITISH AIRW
FCOGPC1401000106,09/01/2014,Travel  ,United Kingdom,Airlines,1652.6,IBERIA       
FCOGPC1401000107,09/01/2014,Travel  ,United Kingdom,Airlines,4359.75,BRITISH AIRW
FCOGPC1401000108,09/01/2014,Travel  ,United Kingdom,Airlines,4359.75,BRITISH AIRW
FCOGPC1401000109,09/01/2014,Travel  ,United Kingdom,Airlines,2255.74,BRITISH AIRW
FCOGPC1401000110,09/01/2014,Travel  ,United Kingdom,Airlines,731.65,BRITISH AIRW
FCOGPC1401000111,09/01/2014,Travel  ,United Kingdom,Airlines,654.35,BRITISH AIRW
FCOGPC1401000112,09/01/2014,Travel  ,United Kingdom,Airlines,654.35,BRITISH AIRW
FCOGPC1401000113,09/01/2014,Travel  ,United Kingdom,Airlines,654.35,BRITISH AIRW
FCOGPC1401000114,09/01/2014,Travel  ,United Kingdom,Airlines,661.45,BRITISH AIRW
FCOGPC1401000115,09/01/2014,Travel  ,United Kingdom,Airlines,809.25,BRITISH AIRW
FCOGPC1401000116,09/01/2014,Travel  ,United Kingdom,Airlines,-1784.45,BRITISH A   
FCOGPC1401000117,09/01/2014,Travel  ,United Kingdom,Airlines,-4359.75,BRITISH A   
FCOGPC1401000118,09/01/2014,Travel  ,United Kingdom,Airlines,-4359.75,BRITISH A   
FCOGPC1401000119,09/01/2014,Travel  ,Brazil,Airlines,758.42,TAM AGENCIAS
FCOGPC1401000120,09/01/2014,Travel  ,United Kingdom,Airlines,833.9,KENYA AIR    
FCOGPC1401000121,09/01/2014,Travel  ,United Kingdom,Airlines,689.65,SINGAPOREAIR 
FCOGPC1401000122,10/01/2014,Travel  ,Austria,Airlines,619.39,AUSTRIAN  
FCOGPC1401000123,10/01/2014,Travel  ,Singapore,Airlines,3629.35,SINGAPORE  
FCOGPC1401000124,10/01/2014,Travel  ,United Kingdom,Airlines,533.95,ETHIOPIA    
FCOGPC1401000125,10/01/2014,Travel  ,Angola,Airlines,727.24,ETHIOPIA    
FCOGPC1401000126,10/01/2014,Travel  ,Panama,Airlines,570.68,TACA BSP
FCOGPC1401000127,10/01/2014,Travel  ,United Kingdom,Airlines,611.1,THY         
FCOGPC1401000128,10/01/2014,Travel  ,United Kingdom,Airlines,586.5,THY         
FCOGPC1401000129,10/01/2014,Travel  ,United Kingdom,Airlines,1776.75,BRITISH AIRW
FCOGPC1401000130,10/01/2014,Travel  ,United Kingdom,Airlines,6090.15,BRITISH AIRW
FCOGPC1401000131,10/01/2014,Travel  ,United Kingdom,Airlines,6090.15,BRITISH AIRW
FCOGPC1401000132,10/01/2014,Travel  ,United Kingdom,Airlines,623.5,BRITISH AIRW
FCOGPC1401000133,10/01/2014,Travel  ,United Kingdom,Airlines,3733.05,BRITISH AIRW
FCOGPC1401000134,10/01/2014,Travel  ,United Kingdom,Airlines,1296.45,BRITISH AIRW
FCOGPC1401000135,10/01/2014,Travel  ,United Kingdom,Airlines,653.58,BRITISH AIRW
FCOGPC1401000136,10/01/2014,Travel  ,United Kingdom,Airlines,595.95,BRITISH AIRW
FCOGPC1401000137,10/01/2014,Travel  ,United Kingdom,Airlines,616.35,BRITISH AIRW
FCOGPC1401000138,10/01/2014,Travel  ,United Kingdom,Airlines,2736.75,VIR ATL   
FCOGPC1401000139,10/01/2014,Travel  ,United Kingdom,Airlines,2655,THAI AIRWAYS
FCOGPC1401000140,10/01/2014,Travel  ,United Kingdom,Airlines,2655,THAI AIRWAYS
FCOGPC1401000141,10/01/2014,Travel  ,Barbados,Airlines,734.96,VIR ATL    
FCOGPC1401000142,10/01/2014,Travel  ,United Kingdom,Airlines,1854.54,BRITISH AIRW
FCOGPC1401000143,10/01/2014,Travel  ,United Kingdom,Airlines,1034.41,BRITISH AIRW
FCOGPC1401000144,10/01/2014,Travel  ,United Kingdom,Airlines,673.29,BRITISH AIRW
FCOGPC1401000145,10/01/2014,Travel  ,United Kingdom,Airlines,2681,EM AIR      
FCOGPC1401000146,10/01/2014,Travel  ,Panama,Airlines,968.82,COPAAIR COM PURCHASE
FCOGPC1401000147,10/01/2014,Travel  ,United Kingdom,Airlines,2916.35,UNITED AIR  
FCOGPC1401000148,10/01/2014,Travel  ,United Kingdom,Airlines,1637.45,BRITISH AIRW
FCOGPC1401000149,10/01/2014,Travel  ,Kazakhstan,Airlines,512.03,Transaero 
FCOGPC1401000150,10/01/2014,Travel  ,Ireland,Airlines,782.3,DELTA AIR  
FCOGPC1401000151,13/01/2014,Travel  ,United Kingdom,Airlines,1257.3,AVIANCA   
FCOGPC1401000152,13/01/2014,Travel  ,United States,Airlines,2997.09,AIR NZ    
FCOGPC1401000153,13/01/2014,Travel  ,United Kingdom,Airlines,1453.05,QATAR AIR 
FCOGPC1401000154,13/01/2014,Travel  ,United Kingdom,Airlines,1453.05,QATAR AIR 
FCOGPC1401000155,13/01/2014,Travel  ,United Kingdom,Airlines,636.65,QATAR AIR 
FCOGPC1401000156,13/01/2014,Travel  ,United Kingdom,Airlines,1137.19,EMIRATES  
FCOGPC1401000157,13/01/2014,Travel  ,Belgium ,Airlines,1005.45,AMERICAN
FCOGPC1401000158,13/01/2014,Travel  ,Belgium ,Airlines,920.07,AMERICAN
FCOGPC1401000159,13/01/2014,Travel  ,Barbados,Airlines,762.61,AMERICAN
FCOGPC1401000160,13/01/2014,Travel  ,Barbados,Airlines,615.41,AMERICAN
FCOGPC1401000161,13/01/2014,Travel  ,Barbados,Airlines,630.17,AMERICAN
FCOGPC1401000162,13/01/2014,Travel  ,Barbados,Airlines,600.66,AMERICAN
FCOGPC1401000163,13/01/2014,Travel  ,Barbados,Airlines,600.66,AMERICAN
FCOGPC1401000164,13/01/2014,Travel  ,Argentia,Airlines,553.53,AEROLINEAS ARGENTINA
FCOGPC1401000165,13/01/2014,Travel  ,United Kingdom,Airlines,2307.59,EM AIR      
FCOGPC1401000166,13/01/2014,Travel  ,United Kingdom,Airlines,1346,EM AIR      
FCOGPC1401000167,13/01/2014,Travel  ,United Kingdom,Airlines,609.3,BRITISH AIRW
FCOGPC1401000168,13/01/2014,Travel  ,United Kingdom,Airlines,609.3,BRITISH AIRW
FCOGPC1401000169,13/01/2014,Travel  ,Netherlands,Airlines,3387.2,KLM
FCOGPC1401000170,13/01/2014,Travel  ,Oman,Airlines,585.91,KLM
FCOGPC1401000171,13/01/2014,Travel  ,Oman,Airlines,585.91,KLM
FCOGPC1401000172,13/01/2014,Travel  ,Oman,Airlines,672.33,KLM
FCOGPC1401000173,13/01/2014,Travel  ,Netherlands,Airlines,1790.53,KLM
FCOGPC1401000174,13/01/2014,Travel  ,United Kingdom,Airlines,507.9,LOT 
FCOGPC1401000175,13/01/2014,Travel  ,United Kingdom,Airlines,645.79,VIR ATL    
FCOGPC1401000176,13/01/2014,Travel  ,Spain,Airlines,661.75,TAM WEB UK
FCOGPC1401000177,13/01/2014,Travel  ,United Kingdom,Airlines,724.05,VIR ATL    
FCOGPC1401000178,13/01/2014,Travel  ,United Kingdom,Airlines,2272.34,BRITISH AIRW
FCOGPC1401000179,13/01/2014,Travel  ,United Kingdom,Airlines,2229.85,BRITISH AIRW
FCOGPC1401000180,13/01/2014,Travel  ,United Kingdom,Airlines,2229.85,BRITISH AIRW
FCOGPC1401000181,13/01/2014,Travel  ,United Kingdom,Airlines,898.85,BRITISH AIRW
FCOGPC1401000182,13/01/2014,Travel  ,United Kingdom,Airlines,562.95,AUSTRIAN 
FCOGPC1401000183,13/01/2014,Travel  ,United Kingdom,Airlines,781.85,BRITISH AIRW
FCOGPC1401000184,13/01/2014,Travel  ,United Kingdom,Airlines,3058.45,BRITISH AIRW
FCOGPC1401000185,13/01/2014,Travel  ,United Kingdom,Airlines,809.25,BRITISH AIRW
FCOGPC1401000186,13/01/2014,Travel  ,United Kingdom,Airlines,1656.35,BRITISH AIRW
FCOGPC1401000187,13/01/2014,Travel  ,United Kingdom,Airlines,618.35,BRITISH AIRW
FCOGPC1401000188,13/01/2014,Travel  ,United Kingdom,Airlines,618.35,BRITISH AIRW
FCOGPC1401000189,13/01/2014,Travel  ,United Kingdom,Airlines,753.05,BRITISH AIRW
FCOGPC1401000190,13/01/2014,Travel  ,United Kingdom,Airlines,3392.05,BRITISH AIRW
FCOGPC1401000191,13/01/2014,Travel  ,United Kingdom,Airlines,616.35,BRITISH AIRW
FCOGPC1401000192,13/01/2014,Travel  ,United Kingdom,Airlines,1030.65,BRITISH AIRW
FCOGPC1401000193,13/01/2014,Travel  ,United Kingdom,Airlines,4010.55,BRITISH AIRW
FCOGPC1401000194,13/01/2014,Travel  ,United Kingdom,Airlines,809.25,BRITISH AIRW
FCOGPC1401000195,13/01/2014,Travel  ,United Kingdom,Airlines,3355.25,BRITISH AIRW
FCOGPC1401000196,13/01/2014,Travel  ,United Kingdom,Airlines,1740.05,BRITISH AIRW
FCOGPC1401000197,13/01/2014,Travel  ,United Kingdom,Airlines,1801.05,BRITISH AIRW
FCOGPC1401000198,13/01/2014,Travel  ,United Kingdom,Airlines,1468.15,BRITISH AIRW
FCOGPC1401000199,13/01/2014,Travel  ,United Kingdom,Airlines,1380.15,BRITISH AIRW
FCOGPC1401000200,13/01/2014,Travel  ,United Kingdom,Airlines,1935.35,BRITISH AIRW
FCOGPC1401000201,13/01/2014,Travel  ,United Kingdom,Airlines,1935.35,BRITISH AIRW
FCOGPC1401000202,13/01/2014,Travel  ,United Kingdom,Airlines,1935.35,BRITISH AIRW
FCOGPC1401000203,13/01/2014,Travel  ,Spain,Airlines,3639.85,TAM BSP REINO UNIDO
FCOGPC1401000204,13/01/2014,Travel  ,Guatemala,Airlines,686.65,AVIANCA 
FCOGPC1401000205,13/01/2014,Travel  ,United Kingdom,Airlines,622.25,THY         
FCOGPC1401000206,13/01/2014,Travel  ,United Kingdom,Airlines,-508.1,THY         
FCOGPC1401000207,13/01/2014,Travel  ,United Kingdom,Airlines,930.1,ETHIOPIA    
FCOGPC1401000208,14/01/2014,Travel  ,United Kingdom,Airlines,548.01,EM AIR      
FCOGPC1401000209,14/01/2014,Travel  ,United Kingdom,Airlines,-506.1,JORDANIAN 
FCOGPC1401000210,14/01/2014,Travel  ,United Kingdom,Airlines,3260.75,CATHAYPACAIR
FCOGPC1401000211,14/01/2014,Travel  ,United Kingdom,Airlines,1182.27,VIR ATL    
FCOGPC1401000212,14/01/2014,Travel  ,United Kingdom,Airlines,724.05,VIR ATL    
FCOGPC1401000213,14/01/2014,Travel  ,United Kingdom,Airlines,542.95,VIR ATL    
FCOGPC1401000214,14/01/2014,Travel  ,United Kingdom,Airlines,834.15,BRITISH AIRW
FCOGPC1401000215,14/01/2014,Travel  ,United Kingdom,Airlines,674.23,VIR ATL    
FCOGPC1401000216,14/01/2014,Travel  ,United Kingdom,Airlines,708.29,EM AIR      
FCOGPC1401000217,14/01/2014,Travel  ,United Kingdom,Airlines,984.19,EM AIR      
FCOGPC1401000218,14/01/2014,Travel  ,United Kingdom,Airlines,923.29,EM AIR      
FCOGPC1401000219,14/01/2014,Travel  ,Panama,Airlines,669.57,COPAAIR COM PURCHASE
FCOGPC1401000220,14/01/2014,Travel  ,Belgium ,Airlines,558.2,SN BRUSSELS  
FCOGPC1401000221,14/01/2014,Travel  ,Belgium ,Airlines,558.2,SN BRUSSELS  
FCOGPC1401000222,14/01/2014,Travel  ,Ireland,Airlines,782.3,DELTA AIR   
FCOGPC1401000223,15/01/2014,Travel  ,Colombia,Airlines,566.55,AIR CANADA
FCOGPC1401000224,15/01/2014,Travel  ,United Kingdom,Airlines,998.31,BRITISH AIRW
FCOGPC1401000225,15/01/2014,Travel  ,United Kingdom,Airlines,2894.54,BRITISH AIRW
FCOGPC1401000226,15/01/2014,Travel  ,United Kingdom,Airlines,4900.05,BRITISH AIRW
FCOGPC1401000227,15/01/2014,Travel  ,United Kingdom,Airlines,4900.05,BRITISH AIRW
FCOGPC1401000228,15/01/2014,Travel  ,Colombia,Airlines,997.98,AIR FRANCE
FCOGPC1401000229,15/01/2014,Travel  ,United Kingdom,Airlines,530.85,SAUDI AIR   
FCOGPC1401000230,15/01/2014,Travel  ,United Kingdom,Airlines,986.91,EM AIR      
FCOGPC1401000231,15/01/2014,Travel  ,United Kingdom,Airlines,1466.25,BRITISH AIRW
FCOGPC1401000232,15/01/2014,Travel  ,Japan,Airlines,2653.08,BRITISH AIRW
FCOGPC1401000233,15/01/2014,Travel  ,United Kingdom,Airlines,696.75,BRITISH AIRW
FCOGPC1401000234,15/01/2014,Travel  ,United Kingdom,Airlines,3713.59,BRITISH AIRW
FCOGPC1401000235,15/01/2014,Travel  ,United Kingdom,Airlines,1117,BRITISH AIRW
FCOGPC1401000236,15/01/2014,Travel  ,United Kingdom,Airlines,-1858.14,BRITISH AIRW
FCOGPC1401000237,15/01/2014,Travel  ,United Kingdom,Airlines,652.62,ROYAL JORDANIAN ETKT
FCOGPC1401000238,15/01/2014,Travel  ,United Kingdom,Airlines,668.3,IBERIA       
FCOGPC1401000239,15/01/2014,Travel  ,Uruguay,Airlines,2172.58,TAM LINHAS AEREAS
FCOGPC1401000240,15/01/2014,Travel  ,United Kingdom,Airlines,554.95,BRITISH AIRW
FCOGPC1401000241,15/01/2014,Travel  ,Hong Kong,Airlines,1612.95,BRITISH AIRW
FCOGPC1401000242,15/01/2014,Travel  ,United Kingdom,Airlines,624.95,VIR ATL    
FCOGPC1401000243,15/01/2014,Travel  ,United Kingdom,Airlines,597.95,VIR ATL    
FCOGPC1401000244,15/01/2014,Travel  ,United Kingdom,Airlines,584.95,VIR ATL    
FCOGPC1401000245,15/01/2014,Travel  ,United Kingdom,Airlines,858.05,BRITISH AIRW
FCOGPC1401000246,15/01/2014,Travel  ,United Kingdom,Airlines,858.05,BRITISH AIRW
FCOGPC1401000247,15/01/2014,Travel  ,United Kingdom,Airlines,792.85,BRITISH AIRW
FCOGPC1401000248,15/01/2014,Travel  ,United Kingdom,Airlines,629.65,BRITISH AIRW
FCOGPC1401000249,15/01/2014,Travel  ,United Kingdom,Airlines,629.65,BRITISH AIRW
FCOGPC1401000250,15/01/2014,Travel  ,United Kingdom,Airlines,792.35,BRITISH AIRW
FCOGPC1401000251,15/01/2014,Travel  ,United Kingdom,Airlines,792.35,BRITISH AIRW
FCOGPC1401000252,15/01/2014,Travel  ,United Kingdom,Airlines,809.25,BRITISH AIRW
FCOGPC1401000253,15/01/2014,Travel  ,United Kingdom,Airlines,518.67,BRITISH AIRW
FCOGPC1401000254,15/01/2014,Travel  ,United Kingdom,Airlines,518.67,BRITISH AIRW
FCOGPC1401000255,15/01/2014,Travel  ,United Kingdom,Airlines,903.77,BRITISH AIRW
FCOGPC1401000256,15/01/2014,Travel  ,United Kingdom,Airlines,903.77,BRITISH AIRW
FCOGPC1401000257,15/01/2014,Travel  ,United Kingdom,Airlines,642.05,BRITISH AIRW
FCOGPC1401000258,15/01/2014,Travel  ,United Kingdom,Airlines,559.95,SriLankan 
FCOGPC1401000259,15/01/2014,Travel  ,United Kingdom,Airlines,851.2,THY         
FCOGPC1401000260,15/01/2014,Travel  ,Italy,Airlines,704.9,ALITALIA 
FCOGPC1401000261,15/01/2014,Travel  ,Italy,Airlines,704.9,ALITALIA 
FCOGPC1401000262,15/01/2014,Travel  ,Uruguay,Airlines,654.23,TACA BSP
FCOGPC1401000263,15/01/2014,Travel  ,United Kingdom,Airlines,2537.7,ETIHADAIR
FCOGPC1401000264,15/01/2014,Travel  ,United Kingdom,Airlines,2537.7,ETIHADAIR
FCOGPC1401000265,16/01/2014,Travel  ,United Kingdom,Airlines,1152.4,THY         
FCOGPC1401000266,16/01/2014,Travel  ,United Kingdom,Airlines,4900.05,BRITISH AIRW
FCOGPC1401000267,16/01/2014,Travel  ,United Kingdom,Airlines,697.25,BRITISH AIRW
FCOGPC1401000268,16/01/2014,Travel  ,United Kingdom,Airlines,636.25,BRITISH AIRW
FCOGPC1401000269,16/01/2014,Travel  ,United Kingdom,Airlines,1096.35,BRITISH AIRW
FCOGPC1401000270,16/01/2014,Travel  ,United Kingdom,Airlines,652.05,VIR ATL    
FCOGPC1401000271,16/01/2014,Travel  ,United Kingdom,Airlines,1472.75,VIR ATL    
FCOGPC1401000272,16/01/2014,Travel  ,Antigua and Barbuda,Airlines,725.11,VIR ATL    
FCOGPC1401000273,16/01/2014,Travel  ,Antigua and Barbuda,Airlines,1450.23,VIR ATL    
FCOGPC1401000274,16/01/2014,Travel  ,"Korea, Republic of",Airlines,501.77,BRITISH AIRW
FCOGPC1401000275,16/01/2014,Travel  ,United Kingdom,Airlines,1966.98,VIR ATL    
FCOGPC1401000276,16/01/2014,Travel  ,Pakistan,Airlines,889.93,EMIRATES  
FCOGPC1401000277,16/01/2014,Travel  ,United States,Airlines,800.54,EMIRATES  
FCOGPC1401000278,16/01/2014,Travel  ,Belgium ,Airlines,801.1,AMERICAN
FCOGPC1401000279,16/01/2014,Travel  ,United Kingdom,Airlines,873.43,BRITISH AIRW
FCOGPC1401000280,16/01/2014,Travel  ,New Zealand,Airlines,1258.28,AIR NZ BSP AGENTS
FCOGPC1401000281,16/01/2014,Travel  ,Belgium ,Airlines,651.98,SNBRU AIR  
FCOGPC1401000282,17/01/2014,Travel  ,Belgium ,Airlines,672.4,AMERICAN
FCOGPC1401000283,17/01/2014,Travel  ,Colombia,Airlines,1358.47,LUFTHANSA
