Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT Registration Number
Department of Health,Burton Hospitals NHS Foundation Trust,15-Jun-12,EXTNL CONT STAFF & CONSULTANCY,CHIEF EXECUTIVE.,PRICE WATERHOUSE COOPERS LLP,1353772547,"£291,207.00",
Department of Health,Burton Hospitals NHS Foundation Trust,15-Jun-12,EXTNL CONT STAFF & CONSULTANCY,CHIEF EXECUTIVE.,PRICE WATERHOUSE COOPERS LLP,1353783056,"£258,151.00",
Department of Health,Burton Hospitals NHS Foundation Trust,13-Jun-12,EXTNL CONT STAFF & CONSULTANCY,CHIEF EXECUTIVE.,PRICE WATERHOUSE COOPERS LLP,1353791600,"£27,863.00",
Department of Health,Burton Hospitals NHS Foundation Trust,06-Jun-12,CLINICAL SUPPLIES & SERVICES,SURGERY DIRECTORATE,RSL STEEPER - MEDITECH IT,OR/I524776,"£28,670.33",
Department of Health,Burton Hospitals NHS Foundation Trust,22-Jun-12,CLINICAL SUPPLIES & SERVICES,SURGERY DIRECTORATE,RSL STEEPER - MEDITECH IT,OR/I531301,"£26,537.38",
Department of Health,Burton Hospitals NHS Foundation Trust,20-Jun-12,SERVICES FROM FOUNDATION TRUST,COMMUNITY HOSPITALS,SOUTH STAFFORSHIRE & SHROPSHIRE NHS,I0046622,"£180,249.00",
Department of Health,Burton Hospitals NHS Foundation Trust,20-Jun-12,SERVICES FROM FOUNDATION TRUST,COMMUNITY HOSPITALS,SOUTH STAFFORSHIRE & SHROPSHIRE NHS,I0046669,"£180,249.00",
Department of Health,Burton Hospitals NHS Foundation Trust,27-Jun-12,SERVICES FROM FOUNDATION TRUST,COMMUNITY HOSPITALS,SOUTH STAFFORSHIRE & SHROPSHIRE NHS,I0046998,"£180,249.00",
Department of Health,Burton Hospitals NHS Foundation Trust,20-Jun-12,NOT ADDING INTO TFR3,CORPORATE DEVELOPEMENT,SOUTH STAFFORSHIRE & SHROPSHIRE NHS,I0047009,"£43,879.67",
Department of Health,Burton Hospitals NHS Foundation Trust,20-Jun-12,GENERAL SUPPLIES & SERVICES,ESTATES,SUNLIGHT SERVICE GROUP LTD,SN0988016,"£44,547.11",
