METADATA FOR DATA FIELDS,,,,,,,,,,,,,,
"This worksheet lists the fields of the ""Quarterly Data Summary"" sheet and provides explanation of the metrics (metdata).",,,,,,,,,,Organisations in-scope,[Please specify],,,
,,,ALL INFORMATION SHOULD RELATE TO THE LATEST AVAILABLE DATA,,,,,,,Organisations out-of-scope,[Please specify],,,
,Common Areas of Spend,Estates Costs,Office Estate Area,"The sum of Building Net Internal Area (NIA) for the buildings occupied by departments. NIA should only cover those buildings used as office space and for buildings over 500m2. As defined in the Common Areas of Spend Estates Standards: www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions
",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,ePIMS,Management information,The sum of Building Net Internal Area (NIA) for office buildings occupied by the Home Office over 500 sq. m. (with the exception of the London and Bristol Property Vehicle (LBPV) areas where there is no lower limit). This is in line with the Cabinet Office Common Areas of Spend Estates Standard and Government Property Unit direction. ,"Current = Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies but excludes the Serious Organised Crime Agency. It also excludes operational sites at ports and airports. 

Previous = as above
 ","The size of the office estate is based on office properties that were benchmarked in the annual 2011 Government exercise plus the Equalities and Human Rights Commission properties over 500 sq. m. and The Capital building (new UK Border Agency Headquarters in the North West).

The total office estate figure has reduced by about 12,000 sq. m. since Quarter 3. primarily due to building vacations on the UK Border Agenacy and Criminal Records Bureau estates.  ",,
,,,Office Estate Costs,"This should cover the cost for the NIA reported, for office buildings over 500m2.  As defined in the Common Areas of Spend Estates Standards: www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions.",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Office Accomodation over 500m2 for entire family,ePIMS,Management information,"This is the sum of the following items: service charges, Internal repair and maintenance costs, security costs, cleaning costs, water and sewerage costs, total energy costs, net rent, rates, unitary charges / facilities price.  As defined by the Common Areas of Spend Estates Standard. This should be provided as £m and cover the cost for the NIA of office properties (with the exception of the LBPV areas where there is no lower limit). This is in line with the Cabinet Office Common Areas of Spend Estates Standard and Government Property Unit direction.  ","Current = Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies but excludes the Serious Organised Crime Agency. It also excludes operational sites at ports and airports. 

Previous = data not provided","Quarterly data return provided for the first time.The cost of the office estate is based on office properties that were benchmarked in the annual 2011 Government exercise plus the Equalities and Human Rights Commission properties over 500 sq. m. and The Capital building (new UK Border Agency Headquarters in the North West).

  ",,
,,,Cost of the Office Estate per M2,As defined in the Common Areas of Spend Estates Standards: www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions,Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Office Accomodation over 500m2 for entire family,ePIMS,Management information,This is derived from the cost and total m² of office buildings over 500 sq. m (with the exception of the LBPV areas where there is no lower limit) . In line with the Common Areas of Spend Estates Standard and Government Property Unit direction.,"Current = Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies but excludes the Serious Organised Crime Agency. It also excludes operational sites at ports and airports. 

Previous = data not provided
 ",Quarterly data return provided for the first time. The cost of the office estate per m² is based on properties benchmarked in the annual 2011 Government exercise plus the Equalities & Human Rights Commission properties over 500 sq. m. and The Capital building  ,,
,,,Cost of the Office Estate per full-time equivalent (FTE),As defined in the Common Areas of Spend Estates Standards: www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions,Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Office Accomodation over 500m2 for entire family,ePIMS,Management information,"This is derived from the cost of office space and full-time equivalents (FTE) in office buildings over 500 sq. m. (with the exception of the LBVP areas where there is no lower limit). Office based staff (FTE), permanent and temporary employees and contractors utilising the facilities they need to undertake their job such as  IT workstations. In line with the Common Areas of Spend Estates  Standard and Government  Property Unit direction.  ","Current = Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies but excludes the Serious Organised Crime Agency. It also excludes operational sites at ports and airports. 

Previous = data not provided
 ",Quarterly data return provided for the first time. The cost of the office estate per FTE is based on properties benchmarked in the annual 2011 Government exercise plus the Equalities & Human Rights Commission properties over 500 sq. m. and The Capital building.,,
,,Procurement Spend,Procurement spend,"The total value of payments made to third party suppliers, excluding VAT.  This excludes payroll, non-cash expenditure (e.g. depreciation), grants and benefit payments, but should include capital, resource and programme spend on goods and services. For further guidance see the Common Areas of Spend Procurement Standards - www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Commercial Function,Management information,,"Current = Home Office Headquarters, Executive Agencies but excludes National Fraud Agency and Executive Non-Departmental Public Bodies.

Previous = As above","It has not been possible to remove VAT from the cost.

Due to the way we report our figures in the Home Office it is not possible to obtain the figure for Net of VAT.  Our figures are reported as Gross.",,
,,,Price of standard commodity items,"Price of a box of standard A4 white copier plain paper (typically 80 gsm) in £ units per 2,500 sheets of paper.

",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Commercial Function,Management information,,Data is extracted from the Home Office Adelphi database which covers Home Office Headquarters.(but excludes Government Equalities Office) and UK Border Agency.,"It has not been possible to remove VAT from the cost.

Due to the way we report our figures in the Home Office it is not possible to obtain the figure for Net of VAT.  Our figures are reported as Gross.

Paper is purchased under the framework agreement and prices are negotiate by Ministry of Defence as contract owners.  This is consistent with all those that sit under the Contract / Framework.",,
,,,,Average price paid per KWH of energy in £ units.,Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Commercial Function,Management information,,"Current = The data covers energy spend (electricity, gas and oil) at the Home Office Headquarters and the UK Border Agency at those sites where the department has a responsibility for supply.

Previous = as above. ","It has not been possible to remove VAT from the cost.

Due to the way we report our figures in the Home Office it is not possible to obtain the figure for Net of VAT.  Our figures are reported as Gross.

The average price varies due to seasonal changes in energy consumption, mix of fuel types and other fixed charges.",,
,,IT,Total 3rd party ICT cost,"As defined in the Common Areas of Spend ICT Standards - www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions
",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Commercial Function,Management information,"Common Area of Spend definition:
www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions 
","Current = Home Office Headquarters, Executive Agencies, including National Fraud Authority (from 10-11) and the Schengen Project at National Policing Improvement Agency.

Previous = as above",,,
,,,Desktop Cost per full-time equivalent,"As defined in the Common Areas of Spend ICT Standards - www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions
",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Commercial Function,Management information,"Average cost for Home Office POISE Desktops assuming a 1:1 usage ratio per full-time equivalent. This is based upon the Home Office IT contract with Fujitsu.

Common Area of Spend definition:
www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions ","Current = Home Office Headquarters, Executive Agencies, including National Fraud Authority (from 10-11) and the Schengen Project at National Policing Improvement Agency.

Previous =  as above","Calculated using the Common Areas of Spend ICT definition the cost of a provision of a desktop service.                                                                                      
                                              
",,
,,Corporate Service Costs, HR,"As defined in the Common Areas of Spend Corporate Service Standards - www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions

",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Finance Function,Management information,"Common Area of Spend definition:
www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions 
","

Current = Home Office Headquarters, Executive Agencies (but excludes National Fraud Authority) and Executive Non-Departmental Public Bodies (but excludes Equalities and Human Rights Commission, Independent Safeguarding Authority, Security Industry Authority and Office of the Immigration Services Commission).

Previous = As above.

",Data is taken from the Home Office finance system Adelphi and adjusted for legal and communications costs.  It includes Departmental specific training and professional skills training.  Going forward we will be putting a process in place that allows us to produce the data to exclude these elements in line with QDS definitions.  ,,
,,,Finance,,,,,,,,,Internal audit has been included in Finance costs.  The figure has been taken from a report that requires no manual intervention.  Going forward we will be putting a process in place that allows us to produce the data closely in line with QDS definitions. ,,
,,,Procurement,,,,,,,,,"Data is taken from the Home Office finance system Adelphi and adjusted for legal , communications, printing and special payments. 

",,
,,,Legal,,,,,,,,,"Data is taken from the Home Office finance system Adelphi and adjusted for legal , communications, printing and special payments. 

",,
,,,Communications,,,,,,,,,"Data is taken from the Home Office finance system Adelphi and adjusted for legal , communications, printing and special payments. 

",,
,,"Fraud, Error, Debt","Total Identified Fraud (£million)

","As defined in the Common Areas of Spend Fraud, Error and Debt Standards - www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions.  
Fraud and Error should be calculated for all areas defined in the Standards - Procurement, Payroll, Grants, Tax and Other
Debt and debtor days should be those arising from Fraud and Error, but cover all areas of debt - Debt Type, Tax, Benefits, Fines and penalties, Loans, Sales of goods and services, Other/sundry.
",Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Finance Function,Management information,"Derived from quarterly fraud and theft returns

Home Office figures refer to detected fraud only as we do not have the capability to calculate prevented and estimated fraud.  However, we have recently undertaken an extensive review of our counter-fraud capability across the Home Office Group.  This has led to an extensive report which contains a number of recommendations which senior management are currently considering.  If the recommendations in the report are accepted, we would expect to be able to report more in line with the CAS definition, although at this stage we cannot confirm when this will be.","Current =  Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies.

Previous = as above","Current: £25,063, relating to 4 frauds

Previous: £1949, relating to 14 frauds",,
,,,Total Known Errors (£million),,,,,,,"As per Common Areas of Spend definition (www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions):

Error occurs where inaccurate or incomplete information is provided, or incorrect processing of information is made that has a material outcome, such as the incorrect amount is paid, but where there is no suggestion of fraudulent intent.

Error can be made by an official or any third party outside of government with whom there is a financial relationship of any kind.  
","Current = Home Office Headquarters and Executive Agencies - identified payroll overpayments and identified incorrect payments

Previous =Home Office Headquarters and Executive Agencies - identified payroll overpayments and identified incorrect payments","Detected error only.

Figures are for payroll overpayments indentified in the period for Home Office Headquarters and Executive Agencies and for incorrect payments identified in the period for core Home Office and Executive Agencies
",,
,,,Total Debt (£million),,,,,,,"As per Common Areas of Spend definition, debt owing to government which is overdue ""The definition of debt used is deliberately different from that used for accounting purposes"" (www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions):

• Debts reported should be overdue, whereby money that should have been repaid has not. This covers both where an agreed payment date has passed or a payment schedule has not been followed and payments have lapsed. 

Debt due to error is automatically deemed overdue,.","Current = overdue debt in Home Office Headquarters and Executive Agencies and outstanding debt due to payroll errors or incorrect payments (which is automatically deemed overdue).

Previous = overdue debt in Home Office Headquarters and Executive Agencies and outstanding debt due to payroll errors or incorrect payments (which is automatically deemed overdue).

","Using confirmed Common Areas of Spend definitions of overdue debt. 

Figures are for overdue debt in Home Office Headquarters and Executive Agencies and debt due to identified error (which is automatically deemed overdue). Current identified error  includes payroll error in Core Home Office and Executive Agencies and incorrect payments for Home Office Headquarters and Executive Agencies.","A further area of overdue debt has been included, legacy payroll overpayments pre 2009. Work is underway to increase scope to collect data regarding other types of errors and to further include NDPBs in the Home Office family.

Current = overdue debt in Home Office Headquarters and Executive Agencies and debt due to identified error (which is automatically deemed overdue). Overdue debt now includes legacy payrolll overpayments pre 2009, the overwhelming majority of which have a payment plan in place. Current identified error includes payroll error in  Home Office Headquarters and Executive Agencies and identified incorrect payments for Core Home Office and Executive Agencies.

Previous =overdue debt in Home Office Headquarters and Executive Agencies and debt due to identified error (which is automatically deemed overdue). Current identified error includes payroll error in Core Home Office and Executive Agencies and identified incorrect payments for Core Home Office and Executive Agencies.

",
,,,Total Debtor Days,,,,,,,"As per CAS definition (www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions), this records the average amount of time taken for money to be paid by debtors. This should be calculated using the following equation:

    Overdue Debt total (£m) / New debt raised (£m)
    X number of days in period (e.g. 365 for a year or 90 days for 3 mths)  ","Current =Overdue debt in Home Office Headquarters and Executive Agencies and outstanding debt due to identified error (which is automatically deemed overdue). The current identified error includes payroll error in Core Home Office and Executive Agencies and incorrect payments for Core Home Office and Executive Agencies. New debt raised is COINS data for income for Core Home Office and Executive Agencies

Previous = Overdue debt in Home Office Headquarters and Executive Agencies and outstanding debt due to identified error (which is automatically deemed overdue). The current identified error includes payroll error in Core Home Office and Executive Agencies and incorrect payments for Core Home Office and Executive Agencies. New debt raised is COINS data for income for Core Home Office and Executive Agencies.","Using confirmed Common Areas of Spend definitions of overdue debt and income figures from COINS

Figures are as disclosed for overdue debt and COINS data for income.

Formula to calculate days is provided in CAS definitions
","
Current =  Derived by formula provided in Common Areas of Spend definition to include identified overdue debt in Home Office Headquarters and Executive Agencies. Work is underway to increase scope of data.

Previous = Derived by formula provided in Common Areas of Spend definition to include identified overdue debt in Home Office Headquarters and Executive Agencies. Work is underway to increase scope of data.",
,,Voluntary and community sector (VCS)/Small and medium enterprises (SME),"Procurement spend with SME (£)

",As defined in the Common Areas of Spend Procurement Standards - www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions,Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",Full,Finance Function,Management information,"As per CAS definition (www.cabinetoffice.gov.uk/resource-library/common-areas-spend-data-definitions), Small and Medium-Sized Enterprises (SMEs)
Enterprises qualify as, small and medium-sized enterprises (SMEs) if they fulfil the criteria laid down by the European Commission and outlined below. In addition to the staff headcount ceiling, an enterprise qualifies as an SME if it meets either the turnover ceiling or the balance sheet ceiling, but not necessarily both.

<250 Employees,  Turnover < or = to 50m Euros or Balance sheet < or = to 43m Euros
","Current = Home Office Headquarters but excludes Government Equalities Office, Executive Agencies but excludes National Fraud Authority and Executive Non-Departmental Public Bodies but excludes Office of the Immigration Services Commission and Equalities and Human Rights Commission.

Previous = As above.

",Procurement Spend with SMEs represents DIRECT spend only. This is consistent with the figures submitted in the Key Performance Metrics and previous QDS.,,
,,,Procurement spend with VCS (£),,,,,,,"The VCSE sector comprises of “Non-governmental organisations that are value-driven and which principally reinvest their surpluses to further social, environmental or cultural objectives”

This includes a diverse range of organisations, however these can broadly be categorised as:
Charities - organisations which are established for exclusively charitable purposes in accordance with the law of England and Wales. 
Independent organisations, which are established for purposes that add value to the community as a whole, or a significant section of the community, and which are not permitted by their constitution to make a profit for private distribution. Voluntary organisations do not include local government or other statutory authorities.
Social Enterprises – businesses with primarily social objectives whose surpluses are principally reinvested for that purpose in the business or community, rather than being driven by the need to maximise profit for shareholders and owners.

Please note that there is some overlap between these categories – some voluntary and community organisations are also charities, and some organisations are classified as both a charity and a social enterprise.","Current = Home Office Headquarters but excludes Government Equalities Office, Executive Agencies but excludes National Fraud Authority and Executive Non-Departmental Public Bodies but excludes Office of the Immigration Services Commission and Equalities and Human Rights Commission.


Previous: not previously available
","The VCS figure is still developing. The Home Office are in the process of identifying our VCS suppliers and thus our overall spend. As the standard definition of VCS is still developing, there is the risk that the figure may be inconsistent to that provided by OGDs.",,
,,,Grants to VCS (£),,,,,,,"Data is taken from the Home Office finance system Adelphi.

","Current = Home Office Headquarters and UK Border Agency only.

Previous =as above","This figure has been calculated using the Home Office Adelphi finance system, which extracts the costs for the relevant grant account codes. 

",,
,Financial Indicators,,"Accuracy of Cash Forecasting

",Cashflow Management Scheme: Departments with a gross cashflow of over £3bn p.a. provide daily and monthly forecasts of their gross cash payments and receipts up to six weeks ahead. Smaller departments provide monthly forecasts only.The scheme monitors the difference between the forecast and outturn and expresses the difference as a percentage variance on forecast.. Target is for the outturn to be within 5% of the forecast.”,Quarter,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)",All departments,Departmental Cashflow Management outturns,Management information,,"Current = Home Office Headquarters and Executive Agencies only.

Previous = As above",,,
,,,"Working Capital Forecast
[% variance of Actual v Forecast]","The percentage variance of forecast to actual working capital. 

Working capital is calculated as : Total current assets less total current liabilities

o Current Assets
- Inventories
- Current trade and other receivables
- Cash and cash equivalents
- Other current financial assets
- Assets classified as held for sale
o Current Liabilities
- Current trade and other payables
- Gilt edged stock
- Other current liabilities                                                                                                                                                                                                                                                                             ",Quarterly,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)

* where possible",Full,Management Information and Annual Accounts ,Management information,Completed as per QDS - Net Book Value Working Capital template,"Current = Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies

Previous = As above.","This return assumes that the quarter one actuals are the quarter two forecast. 

Home Office do not currently forecast quarterly balance sheets. Forecast balance sheets are to the year end position.",,
,,,Net Book Value (%) [% variance of Actual v Forecast],"The percentage variance of forecast to actual Net Book Value(NBV) of Fixed Assets. 

NBV of fixed assets is calculated  as the historic cost or valuation (of the assets included) less accumulated depreciation (i.e. depreciation to date) of the assets. 

Note that in WGA, Fixed Assets are referred to as ""Non-current assets"" and include the following:
- property, plant and equipment
- investment property
- intangible assets
- non-current trade and other receivables
- Other non-current financial assets                                                                                                   ",Quarterly,"Current = Q4 2011-12 (Jan-Mar)
Previous = Q3 2011-12 (Oct-Dec)

* where possible",Full,Management Information and Annual Accounts ,Management information,Completed as per QDS - Net Book Value Working Capital template,"Current = Home Office Headquarters, Executive Agencies and Executive Non-Departmental Public Bodies

Previous= As above","The number is calculated as the % difference between budgeted depreciation and impairment as per COINS, compared to outturn of depreciation and impairment as per COINS. ",,
,Major Projects (Top 5),,A: Compass - Ongoing contract provision for UKBA accommodation and related services,Whole life department cost as defined in the Major Projects Authority (MPA) guidelines.,Full life,Most recent forecast,Full,Departmental internal reporting systems,Management information,As per definition requested,,,,
,,,Project B: e-Borders,,,,,,,As per definition requested,,,,
,,,Project C: Cyclamen,,,,,,,As per definition requested,,,,
,,,Project D: Disclosure and Barring Programme,,,,,,,As per definition requested,,,,
,,,Project E: New Passport Programme,,,,,,,As per definition requested,,,,
Results,Input Indicators,,1 Cost per head of population of total police force cost,"As per Business Plan and Business Plan Measurement Annex
More information is available at http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/
",,,,,,,,"Cost per head of population of total police force cost excludes Metropolitan police service and the City of London police figures.  These are estimated figures.

http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/fight-crime-effectively-data?view=Html",,
,,,2 Cost per case of managing a drug misusing offender into treatment and recovery,,,,,,,,,"Drug misuse is often a chronic, relapsing condition, and so individuals may have multiple contacts with the Criminal Justice System / Drug Interventions Programme (DIP) during any 12 month period, thus the annual cost per contact with an individual is likely to be considerably lower.

http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/integrated-criminal-justice-data?view=Html
 ",,
,,,3 Cost per passenger processed at the UK border,,,,,,,,,"Figures are based on internal management information.  The numbers may differ from figures published as National Statistics in the Home Office Control of Immigration statistical publications, which are drawn from different snapshots of UK Border Agency databases.

http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html",,
,,,4 Cost per decision for all permanent and temporary migration applications,,,,,,,,,"Figures are based on internal management information.  The numbers may differ from figures published as National Statistics in the Home Office Control of Immigration statistical publications, which are drawn from different snapshots of UK Border Agency databases.

http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html",,
,,,5 Cost of producing and issuing a passport ,,,,,,,,,http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/other-general-indicators?view=Html,,
,"Impact Indicators
",,1. Crime rates,"As per Business Plan and Business Plan Measurement Annex
More information is available at http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-input-indicators/input-indicator-measures
",,,,,,,,"http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/fight-crime-effectively-data?view=Html

Current: There were 3,448,334 crimes recorded by the police in the 12 months to the end of December 2011.  This is a rate of 63 recorded offences per 1,000 population.
 
Previous: There were 3,533,597 crimes recorded by the police in the 12 months to the end of December 2010.  This is a rate of 64 recorded offences per 1,000 population.

Rates are derived using population estimates from Office for National Statistics. ",,
,,,2a. Number of known organised criminals,,,,,,,Size of market - number of known organised criminals and the number of organised crime groups ,"Current: Association of Chief Police Officers, Serious Organised Crime Agency, HM Revenue and Customs, UK Border Agency","http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/fight-crime-effectively-data?view=Html
",,
,,,2b. Number of known organised crime groups,,,,,,,,,"http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/fight-crime-effectively-data?view=Html
",,
,,,3. Net Migration to the UK,,,,,,,,,http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html,,
,,,4. Annual level of tax revenue that is protected through detecting goods where excise duty has not been declared,,,,,,,,,http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html,,
,,,5. Clearance of passengers at the border within published standards,,,,,,,,,http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html,,
,,,6. Percentage of migration applications decided within published standards,,,,,,,,,http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html,,
,,,7. Percentage of asylum applications concluded in one year,,,,,,,,,http://www.homeoffice.gov.uk/publications/about-us/corporate-publications/business-plan/business-plan-2012-15-data/borders-and-immigration-data?view=Html,,
