Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Community,2552,Grounds Maintenance Base,14/03/2013,0000175701,32256.11,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Variations,14/03/2013,0000175701,2258.19,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2526,Rents,14/03/2013,0000175702,3250.00,Revenue,Savills Commercial Ltd,12411
Rushmoor Borough Council,Strategy and Communiations,1411,Council Magazine,21/03/2013,0000175703,5784.00,Revenue,Deep South Media Ltd,08065
Rushmoor Borough Council,Holding Accounts,9404,Service Improvement Fund,14/03/2013,0000175707,1495.00,Holding Accounts,Spring Telecommunications,08672
Rushmoor Borough Council,Director of Community and Environment Services,6100,Contract Costs,14/03/2013,0000175709,2022.00,Capital,P A Gibbs Ltd,01246
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,14/03/2013,0000175711,850.00,Revenue,P A Gibbs Ltd,01246
Rushmoor Borough Council,Environmental Health and Housing,2402,Application Software,14/03/2013,0000175712,2288.69,Revenue,Abritas Ltd,08542
Rushmoor Borough Council,Democratic Services,1304,Hire of Transport,14/03/2013,0000175713,683.25,Revenue,Exclusive Cars,00353
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,14/03/2013,0000175715,550.00,Revenue,Airport Lodge,10121
Rushmoor Borough Council,Community,2552,Grounds Maintenance Variations,14/03/2013,0000175716,1313.59,Revenue,Coblands Nurseries,10187
Rushmoor Borough Council,Community,2552,Grounds Variations,14/03/2013,0000175716,4107.11,Revenue,Coblands Nurseries,10187
Rushmoor Borough Council,Customer Services,3805,Software Maintenance,21/03/2013,0000175725,2000.00,Revenue,Northgate Information Solutions,09422
Rushmoor Borough Council,Information Technology,3304,Data Centre Maintenance,21/03/2013,0000175730,1176.00,Revenue,Shenton Group,12007
Rushmoor Borough Council,Community,2537,Electricity,21/03/2013,0000175733,1413.61,Revenue,Edf Energy,09831
Rushmoor Borough Council,Community,6546,Contract Costs,21/03/2013,0000175739,22508.71,Capital,Neilcott Construction Ltd,11099
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,21/03/2013,0000175753,1480.00,Revenue,Hays,02287
Rushmoor Borough Council,Community,2510,Temporary Staff,21/03/2013,0000175754,652.05,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Strategy and Communiations,1411,Council Magazine,21/03/2013,0000175758,2971.03,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2518,Payment to Artistes,14/03/2013,0000175763,3783.73,Revenue,A.I.R. Ltd,07358
Rushmoor Borough Council,Community,2518,Payment to Artistes,14/03/2013,0000175764,908.17,Revenue,Sally Morgan Enterprises  Ltd,11510
Rushmoor Borough Council,Information Technology,3304,Telephone Charges,21/03/2013,0000175767,843.85,Revenue,Vodafone Ltd,08758
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,14/03/2013,0000175779,800.00,Revenue,Victoria Solutions Limited,12533
Rushmoor Borough Council,Community,2536,Meals on Wheels,11/03/2013,0000175784,11174.60,Revenue,Wrvs,07008
Rushmoor Borough Council,Community,2536,Meals on Wheels,11/03/2013,0000175785,9872.97,Revenue,Wrvs,07008
Rushmoor Borough Council,Legal,1208,Security Alarm,14/03/2013,0000175786,509.72,Revenue,Sitexorbis Limited,06771
Rushmoor Borough Council,Democratic Services,1322,Electricity,21/03/2013,0000175789,5389.95,Revenue,Edf Energy,09831
Rushmoor Borough Council,Legal,1202,Other Disbursements,14/03/2013,0000175793,642.00,Revenue,Valuation Office Agency,01073
Rushmoor Borough Council,Environmental Health and Housing,2204,Kennel/Feed Stray Dogs,21/03/2013,0000175795,609.00,Revenue,Bowenhurst Kennels,00167
Rushmoor Borough Council,Community,2517,Tree Planting,27/03/2013,0000175801,1360.00,Revenue,Barcham Trees Plc,05881
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,14/03/2013,0000175804,658.78,Revenue,Northgate Information Solutions,09422
Rushmoor Borough Council,Environmental Health and Housing,2400,Admin Equipment,21/03/2013,0000175806,1561.00,Revenue,Iris Laserform,11178
Rushmoor Borough Council,Information Technology,7500,Uniform/Confirm,14/03/2013,0000175810,2163.60,Capital,Uk Transform Ltd,11773
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,14/03/2013,0000175811,1562.50,Revenue,Clearsol Ltd,12201
Rushmoor Borough Council,Community,2537,Farnborough Leisure Centre Rebates,21/03/2013,0000175818,7385.25,Revenue,Leisure And Community Partnership,09103
Rushmoor Borough Council,Customer Services,3814,Security Services,21/03/2013,0000175827,591.12,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Community,2537,Security Services,21/03/2013,0000175828,3649.36,Revenue,Contract Security Services Ltd,00014
Rushmoor Borough Council,Community,2517,Cove Brook,21/03/2013,0000175831,1925.00,Revenue,Alderwood Tree Services,01218
Rushmoor Borough Council,Community,2518,Payment to Artistes,18/03/2013,0000175834,5069.11,Revenue,Exchange Events Limited,12518
Rushmoor Borough Council,Community,2551,External Printing,21/03/2013,0000175835,1194.00,Revenue,Jigsaw Media Ltd,12551
Rushmoor Borough Council,Control Accounts,9351,Community Cohesion,21/03/2013,0000175837,20000.00,Control Accounts,Swindon Borough Council,12552
Rushmoor Borough Council,Financial Services,3401,Temporary Staff,21/03/2013,0000175838,1525.51,Revenue,Reed,11780
Rushmoor Borough Council,Community,2510,Temporary Staff,21/03/2013,0000175839,733.05,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,21/03/2013,0000175840,1750.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Community,2517,Electricity,21/03/2013,0000175846,604.35,Revenue,British Gas Business,00194
Rushmoor Borough Council,Community,2551,Electricity,21/03/2013,0000175848,728.07,Revenue,British Gas Business,00194
Rushmoor Borough Council,Democratic Services,1326,Electricity,21/03/2013,0000175868,609.52,Revenue,British Gas Business,00194
Rushmoor Borough Council,Democratic Services,1322,Gas,21/03/2013,0000175873,3715.36,Revenue,Corona Energy,10757
Rushmoor Borough Council,Community,2551,Gas,21/03/2013,0000175881,4805.13,Revenue,Corona Energy,10757
Rushmoor Borough Council,Customer Services,3814,Software Maintenance,21/03/2013,0000175884,22477.85,Revenue,Capita Business Services Ltd,00208
Rushmoor Borough Council,Director of Community and Environment Services,6100,Contract Costs,21/03/2013,0000175885,1700.00,Capital,Hillier Nurseries,06847
Rushmoor Borough Council,Community,2550,NI Burials,21/03/2013,0000175890,1260.00,Revenue,Ford Mears & Partners,00381
Rushmoor Borough Council,Democratic Services,1325,Photocopiers,21/03/2013,0000175897,1180.16,Revenue,Konica Minolta Business Solutions(Uk)Ltd,09612
Rushmoor Borough Council,Democratic Services,1325,Photocopiers,21/03/2013,0000175898,998.97,Revenue,Konica Minolta Business Solutions(Uk)Ltd,09612
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,21/03/2013,0000175901,2184.00,Control Accounts,Martin And Co,10511
Rushmoor Borough Council,Community,2556,Contract Variations Highways,21/03/2013,0000175911,2364.94,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Wheeled Bin Delivery/Assembly,21/03/2013,0000175912,728.68,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Bulky Waste Collection,21/03/2013,0000175912,1557.66,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Clinical Waste,21/03/2013,0000175912,925.21,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2554,Wheeled Bin Delivery/Assembly,21/03/2013,0000175912,1128.67,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2550,Grave Digging and Maintenance,21/03/2013,0000175913,2086.78,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1208,Routine Grounds Maintenance,21/03/2013,0000175914,2529.50,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1208,Grounds Maintenance Variance,21/03/2013,0000175914,6392.50,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Democratic Services,1322,Routine Grounds Maintenance,21/03/2013,0000175914,1139.49,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Democratic Services,1322,Grounds Maintenance Variance,21/03/2013,0000175914,527.01,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2537,Grounds Maintenance Base,21/03/2013,0000175914,659.56,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2537,Grounds Variations,21/03/2013,0000175914,2536.37,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Amenity Base,21/03/2013,0000175914,24304.63,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Amenity Variations,21/03/2013,0000175914,780.99,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2550,Grounds Maintenance Base,21/03/2013,0000175914,14701.76,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2550,Grounds Variations,21/03/2013,0000175914,2944.17,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Replacement Commemorative Roses,21/03/2013,0000175914,4279.10,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Grounds Maintenance Base,21/03/2013,0000175914,9006.90,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Grounds Variations,21/03/2013,0000175914,10828.11,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Prospect Estate Base,21/03/2013,0000175914,2433.94,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Maintenance Variations,21/03/2013,0000175914,6335.18,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Maintenance Base,21/03/2013,0000175914,32255.91,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Variations,21/03/2013,0000175914,23457.69,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Democratic Services,1321,Go Green in Rushmoor,21/03/2013,0000175916,583.33,Revenue,Global Action Plan,03552
Rushmoor Borough Council,Democratic Services,1325,Paper,21/03/2013,0000175922,545.15,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,21/03/2013,0000175926,1200.00,Revenue,Airport Lodge,10121
Rushmoor Borough Council,Holding Accounts,9404,Service Improvement Fund,21/03/2013,0000175927,1795.00,Holding Accounts,Spring Telecommunications,08672
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,21/03/2013,0000175932,1540.00,Revenue,Hays,02287
Rushmoor Borough Council,Environmental Health and Housing,2402,Bed and Breakfast,21/03/2013,0000175934,600.00,Revenue,Phillips Accomodation Ltd,01284
Rushmoor Borough Council,Financial Services,3401,Subscriptions,21/03/2013,0000175939,680.00,Revenue,Cipfa Business,10642
Rushmoor Borough Council,Community,6542,Contract Costs,27/03/2013,0000175940,38743.85,Capital,J K  Build Ltd,01239
Rushmoor Borough Council,Community,2551,Memorial Expenses,21/03/2013,0000175946,520.20,Revenue,The Columbaria Company,00993
Rushmoor Borough Council,Customer Services,3811,Software Maintenance,21/03/2013,0000175953,1900.00,Revenue,Experian Ltd,05686
Rushmoor Borough Council,Information Technology,7500,Cash Receipting,21/03/2013,0000175958,5225.00,Capital,Capita Software Services Ltd,07197
Rushmoor Borough Council,Director of Community and Environment Services,6100,Contract Costs,27/03/2013,0000175961,185963.19,Capital,Walker Construction (Uk) Ltd,12428
Rushmoor Borough Council,Community,2518,Payment to Artistes,21/03/2013,0000175965,2550.16,Revenue,Housefull Productions Ltd,04765
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,21/03/2013,0000175966,1000.00,Revenue,Clearsol Ltd,12201
Rushmoor Borough Council,Democratic Services,1312,Asbestos Monitoring,21/03/2013,0000175967,1078.57,Revenue,Altro Walls,11117
Rushmoor Borough Council,Environmental Health and Housing,2212,Payment to Contractor,27/03/2013,0000175968,2645.00,Revenue,Brand Pest Control,03284
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,27/03/2013,0000175970,2312.60,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Environmental Health and Housing,6400,Loan Scheme Fund,27/03/2013,0000175971,3948.85,Capital,Parity Trust,10182
Rushmoor Borough Council,Financial Services,3401,Temporary Staff,27/03/2013,0000175972,1546.13,Revenue,Reed,11780
Rushmoor Borough Council,Community,2548,Security Services,27/03/2013,0000175981,1074.10,Revenue,Sitexorbis Limited,06771
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,27/03/2013,0000175984,945.00,Control Accounts,Bridges Lettings,06657
Rushmoor Borough Council,Customer Services,3811,Stationery,27/03/2013,0000175985,710.00,Revenue,Inform Print Ltd,00486
Rushmoor Borough Council,Democratic Services,1312,Contract Staff,27/03/2013,0000175998,1352.00,Revenue,Hays,02287
Rushmoor Borough Council,Community,2517,Playground Apparatus,27/03/2013,0000176012,1685.00,Revenue,Ej Services (Uk) Ltd,09992
Rushmoor Borough Council,Community,2517,Playground Apparatus,27/03/2013,0000176013,1815.00,Revenue,Ej Services (Uk) Ltd,09992
Rushmoor Borough Council,Community,2517,Playground Apparatus,27/03/2013,0000176014,1075.00,Revenue,Ej Services (Uk) Ltd,09992
Rushmoor Borough Council,Democratic Services,1325,Paper,27/03/2013,0000176021,864.72,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Legal,1202,Books and Publications,27/03/2013,0000176031,4450.00,Revenue,Thomson Reuters,00955
Rushmoor Borough Council,Community,2550,NI Burials,27/03/2013,0000176041,1260.00,Revenue,Ford Mears & Partners,00381
Rushmoor Borough Council,Democratic Services,1323,Postages,27/03/2013,0000176047,1330.21,Revenue,Royal Mail,00821
Rushmoor Borough Council,Democratic Services,1322,Tree Maintenance,27/03/2013,0000176063,1150.00,Revenue,P A Searle,00699
Rushmoor Borough Council,Democratic Services,1323,Postages,27/03/2013,0000176064,2180.77,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2518,Snap Discos,27/03/2013,0000176066,852.50,Revenue,Tango Security Ltd,01412
Rushmoor Borough Council,Community,2517,Tree Survey Works,27/03/2013,0000176072,1016.40,Revenue,Skapt Landscapes Ltd,12563
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,27/03/2013,0000176074,1750.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Strategy and Communiations,1413,Economic Development Promotions,27/03/2013,0000176078,633.00,Revenue,Holiday Inn Farnborough,01347
Rushmoor Borough Council,Information Technology,3303,Temporary Staff,27/03/2013,0000176083,793.75,Revenue,Clearsol Ltd,12201
Rushmoor Borough Council,Community,2537,Grounds Variations,27/03/2013,0000176088,650.00,Revenue,Chambers Southern Ltd,10517
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,27/03/2013,0000176089,1970.00,Revenue,Tickets.Com Ltd,02446
Rushmoor Borough Council,Community,2518,Service Charges,27/03/2013,0000176092,865.00,Revenue,H H Clark (Caterers) Ltd,01393
Rushmoor Borough Council,Community,2553,Doman Road Lease,27/03/2013,0000176096,51125.54,Revenue,Surrey Heath Borough Council,06779
Rushmoor Borough Council,Community,2556,Car Parks,27/03/2013,0000176100,7131.79,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Highways,27/03/2013,0000176100,64609.10,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Parks,27/03/2013,0000176100,9492.64,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2555,Payment to Contractor,27/03/2013,0000176101,13666.58,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2518,Payment to Artistes,27/03/2013,0000176104,12000.00,Revenue,Hopkins Associates Ltd,00463
Rushmoor Borough Council,Community,2518,Payment to Artistes,27/03/2013,0000176121,5108.53,Revenue,Avalon Promotions Limited,04015
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,27/03/2013,0000176123,943.51,Revenue,Stage Electrics,07262
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,27/03/2013,0000176127,540.00,Revenue,Sign-Fx,04242
Rushmoor Borough Council,Community,2518,Payment to Artistes,27/03/2013,0000176155,4104.56,Revenue,Avalon Promotions Limited,04015
Rushmoor Borough Council,Democratic Services,1310,Miscellaneous Expenses,07/03/2013,0080002780,600.00,Revenue,Rushmoor Access Group,05863
Rushmoor Borough Council,Control Accounts,9335,Rent Deposit,04/03/2013,0080002785,595.00,Control Accounts,Mark Edgley,12537
Rushmoor Borough Council,Environmental Health and Housing,6400,Disabled Facilities Grant,07/03/2013,0080002789,3345.00,Capital,Bentley Mobility Services,00150
Rushmoor Borough Council,Community,2551,Medical Reference Fees,07/03/2013,0080002790,2774.00,Revenue,Dr R W Ainsworth,01521
Rushmoor Borough Council,Community,2551,Ministers Fees,07/03/2013,0080002791,972.00,Revenue,Rev K Hodges,00803
