Organisation,Service Area,Cost Centre,Expense Type,Payment Date,Transaction No.,Amount,"Capital
Revenue",Supplier Name,Supplier ID
Rushmoor Borough Council,Environmental Health and Housing,2203,Training Expenses,21/04/2016,0000199694,1140.00,Revenue,Easy Law Training Ltd,14077
Rushmoor Borough Council,Information Technology,3300,Consultancy,07/04/2016,0000199696,6223.90,Revenue,Glk Solutions Ltd,12369
Rushmoor Borough Council,Community,2518,Publicity and Advertising,07/04/2016,0000199699,360.00,Revenue,Trinity Mirror Publishing Ltd,00947
Rushmoor Borough Council,Community,2518,Refreshment Purchases,07/04/2016,0000199700,317.77,Revenue,Consort Frozen Foods Ltd,00260
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,07/04/2016,0000199701,497.16,Revenue,Temple Lifts Limited,12997
Rushmoor Borough Council,Community,2518,Payment to Artistes,07/04/2016,0000199704,805.96,Revenue,Moviola,08765
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,07/04/2016,0000199705,748.00,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Information Technology,3302,Temporary Staff,07/04/2016,0000199708,4375.00,Revenue,Auron Media Limited,12877
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,07/04/2016,0000199709,682.00,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Legal,1202,Temporary Staff,14/04/2016,0000199713,694.21,Revenue,Hays,02287
Rushmoor Borough Council,Information Technology,3304,Network Software,07/04/2016,0000199715,4848.15,Revenue,Phoenix Software,00724
Rushmoor Borough Council,Control Accounts,9362,Local Enterprise Partnership,14/04/2016,0000199718,637.50,Control Accounts,Cyan Solutions Ltd,13258
Rushmoor Borough Council,Community,2547,Alcohol Awareness Programme,07/04/2016,0000199719,377.20,Revenue,The Vine Day Centre,06127
Rushmoor Borough Council,Community,2543,Aldershot Promotions,07/04/2016,0000199720,300.00,Revenue,Stagecoach Services Limited,11264
Rushmoor Borough Council,Community,2554,Glass Skip,14/04/2016,0000199721,552.60,Revenue,Fcc Recycling (Uk) Limited,11978
Rushmoor Borough Council,Environmental Health and Housing,2402,Application Software,21/04/2016,0000199722,2634.00,Revenue,Abritas Ltd,08542
Rushmoor Borough Council,Information Technology,3304,Disaster Recovery,07/04/2016,0000199723,648.00,Revenue,Shenton Group,12007
Rushmoor Borough Council,Environmental Health and Housing,2212,Payment to Contractor,07/04/2016,0000199724,1252.00,Revenue,Sdk Environmental,12590
Rushmoor Borough Council,Community,2553,Payment to Contractor,21/04/2016,0000199726,106502.59,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Clinical Waste,21/04/2016,0000199726,703.66,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2554,Payment to Contractor,21/04/2016,0000199726,64612.28,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Contract Variations Highways,14/04/2016,0000199727,2475.72,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Car Parks,21/04/2016,0000199730,7280.81,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Highways,21/04/2016,0000199730,65718.61,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Parks,21/04/2016,0000199730,9644.97,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2556,Payment to Contractor,14/04/2016,0000199732,772.46,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1210,Contract Staff,14/04/2016,0000199734,753.52,Revenue,Hays,02287
Rushmoor Borough Council,Community,2555,Payment to Contractor,14/04/2016,0000199735,13883.40,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Wheeled Bin Delivery/Assembly,21/04/2016,0000199736,902.74,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Bulky Waste Collection,21/04/2016,0000199736,2431.64,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2553,Clinical Waste,21/04/2016,0000199736,1345.00,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2554,Wheeled Bin Delivery/Assembly,21/04/2016,0000199736,1493.15,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1210,Contract Staff,14/04/2016,0000199737,324.00,Revenue,Hays,02287
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,07/04/2016,0000199739,322.75,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Community,2551,Routine Grounds Maintenance,07/04/2016,0000199744,428.08,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1208,Routine Grounds Maintenance,21/04/2016,0000199745,2507.73,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Legal,1208,Grounds Maintenance Variance,21/04/2016,0000199745,1991.12,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2537,Grounds Maintenance Base,21/04/2016,0000199745,580.49,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2537,Grounds Maintenance,21/04/2016,0000199745,1702.48,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Amenity Base,21/04/2016,0000199745,24653.96,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Amenity Variations,21/04/2016,0000199745,5587.37,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2550,Grounds Maintenance Base,21/04/2016,0000199745,14934.05,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Replacement Commemorative Roses,21/04/2016,0000199745,700.00,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Grounds Maintenance Base,21/04/2016,0000199745,9151.11,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2551,Grounds Maintenance,21/04/2016,0000199745,7284.17,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Prospect Estate Base,21/04/2016,0000199745,2483.92,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Maintenance Variations,21/04/2016,0000199745,13749.64,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Maintenance Base,21/04/2016,0000199745,30743.76,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2552,Grounds Maintenance,21/04/2016,0000199745,26664.05,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Information Technology,3305,Routine Grounds Maintenance,21/04/2016,0000199745,1133.20,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Community,2540,Temporary Traffic Order Advertisements,07/04/2016,0000199747,288.00,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Legal,1202,Books and Publications,14/04/2016,0000199749,317.00,Revenue,Thomson Reuters,00955
Rushmoor Borough Council,Holding Accounts,9404,Pensions Advice,14/04/2016,0000199751,496.00,Holding Accounts,Sharpe Pritchard,13148
Rushmoor Borough Council,Legal,1204,Books and Publications,14/04/2016,0000199753,702.00,Revenue,The Estates Gazette,01377
Rushmoor Borough Council,Community,2549,Leasing Charges,07/04/2016,0000199754,339.76,Revenue,Northgate Vehicle Hire (South) Ltd,10334
Rushmoor Borough Council,Community,2518,Equipment Maintenance,07/04/2016,0000199756,4913.50,Revenue,Aluminium Access Products Ltd,14079
Rushmoor Borough Council,Democratic Services,1302,Stationery,07/04/2016,0000199760,2250.07,Revenue,Electoral Reform Services,06506
Rushmoor Borough Council,Information Technology,3304,Temporary Staff,07/04/2016,0000199761,400.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Information Technology,7500,Uniform/Confirm Upgrade,07/04/2016,0000199761,400.00,Capital,Austin Fraser,09925
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,07/04/2016,0000199761,400.00,Holding Accounts,Austin Fraser,09925
Rushmoor Borough Council,Environmental Health and Housing,2246,CCTV Transmission,07/04/2016,0000199762,500.04,Revenue,Virgin Media Payments,09920
Rushmoor Borough Council,Information Technology,3302,Application Software,21/04/2016,0000199766,500.00,Revenue,1Spatial Group Ltd,13088
Rushmoor Borough Council,Information Technology,3304,Telephone System Software/Call Out,14/04/2016,0000199768,20826.55,Revenue,Maintel Europe Ltd,05713
Rushmoor Borough Council,Democratic Services,1310,Conferences and Seminars,07/04/2016,0000199770,2500.00,Revenue,South East Employers,00906
Rushmoor Borough Council,Legal,1200,Hampshire County Council Searches,14/04/2016,0000199775,2769.00,Revenue,Hampshire County Council,01206
Rushmoor Borough Council,Community,2506,General Repairs and Maintenance,07/04/2016,0000199776,750.00,Revenue,P A Gibbs Ltd,01246
Rushmoor Borough Council,Planning,2612,Subscriptions,21/04/2016,0000199779,2242.83,Revenue,Labc,00018
Rushmoor Borough Council,Planning,2608,Temporary Staff,21/04/2016,0000199780,1614.50,Revenue,The Oyster Partnership Limited,13970
Rushmoor Borough Council,Strategy and Communiations,1415,In-house Training,14/04/2016,0000199781,1670.00,Revenue,Acas,09885
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,14/04/2016,0000199784,881.77,Revenue,Adt Fire And Security Plc,03782
Rushmoor Borough Council,Legal,1203,Consultancy,14/04/2016,0000199786,1849.52,Revenue,Valuation Office Agency,01073
Rushmoor Borough Council,Information Technology,3304,Telephone Charges,14/04/2016,0000199788,1151.09,Revenue,Vodafone Limited,11372
Rushmoor Borough Council,Legal,1203,Consultancy,14/04/2016,0000199789,800.00,Revenue,Montagu Evans,12493
Rushmoor Borough Council,Information Technology,3305,Office Security,07/04/2016,0000199792,2267.00,Revenue,First Choice Facilities Plc,11559
Rushmoor Borough Council,Information Technology,3306,Paper,21/04/2016,0000199795,332.60,Revenue,Antalis Ltd,00037
Rushmoor Borough Council,Environmental Health and Housing,2228,Operational Equipment,21/04/2016,0000199797,484.92,Revenue,Arco,06118
Rushmoor Borough Council,Community,2517,Maintenance of Pavilions and Buildings,21/04/2016,0000199800,1580.00,Revenue,Crowthorne Heating Co Ltd,10551
Rushmoor Borough Council,Strategy and Communiations,1413,Subscriptions,21/04/2016,0000199802,2200.00,Revenue,Eastleigh Borough Council,00325
Rushmoor Borough Council,Legal,1211,Promotions,21/04/2016,0000199803,421.65,Revenue,Signway Supplies,00884
Rushmoor Borough Council,Environmental Health and Housing,2204,Kennel/Feed Stray Dogs,21/04/2016,0000199804,744.00,Revenue,Bowenhurst Kennels,00167
Rushmoor Borough Council,Holding Accounts,9436,Insurance,14/04/2016,0000199806,8641.31,Holding Accounts,Zurich Municipal,01129
Rushmoor Borough Council,Holding Accounts,9436,Insurance,14/04/2016,0000199807,13125.92,Holding Accounts,Zurich Municipal,01129
Rushmoor Borough Council,Environmental Health and Housing,2246,CCTV Transmission,14/04/2016,0000199808,4437.00,Revenue,Virgin Media Payments,09920
Rushmoor Borough Council,Community,2518,Youth Theatre,14/04/2016,0000199809,900.00,Revenue,Dougal Irvine,11524
Rushmoor Borough Council,Holding Accounts,9404,Consultancy Support - Competitive Dialogue Procurement,21/04/2016,0000199812,12009.65,Holding Accounts,Wyg Environment Planning Transport Ltd,11470
Rushmoor Borough Council,Democratic Services,1300,Hospitality at Freedom March,21/04/2016,0000199814,1669.14,Revenue,H H Clark (Caterers) Ltd,01393
Rushmoor Borough Council,Information Technology,3305,Operational Equipment,14/04/2016,0000199815,696.38,Revenue,Bowak Ltd,04579
Rushmoor Borough Council,Democratic Services,1303,Stationery,21/04/2016,0000199817,490.34,Revenue,Shaw & Sons Ltd,00875
Rushmoor Borough Council,Holding Accounts,9438,Stationery,21/04/2016,0000199817,490.34,Holding Accounts,Shaw & Sons Ltd,00875
Rushmoor Borough Council,Information Technology,3306,Temporary Staff,14/04/2016,0000199822,682.34,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Legal,1210,Contract Staff,28/04/2016,0000199827,488.40,Revenue,Hays,02287
Rushmoor Borough Council,Democratic Services,1304,Hire of Transport,21/04/2016,0000199829,500.00,Revenue,Ambassador - Line South Ltd,13160
Rushmoor Borough Council,Community,2526,General Repairs and Maintenance,21/04/2016,0000199831,417.60,Revenue,Crowthorne Heating Co Ltd,10551
Rushmoor Borough Council,Financial Services,3401,Temporary Staff,14/04/2016,0000199835,2055.00,Revenue,Michael Page International Recruitment,12354
Rushmoor Borough Council,Community,2506,General Repairs and Maintenance,21/04/2016,0000199837,274.00,Revenue,Phs Group Plc,03869
Rushmoor Borough Council,Customer Services,3805,Temporary Staff,14/04/2016,0000199838,495.00,Revenue,Venn Group Ltd,10133
Rushmoor Borough Council,Community,2518,General Repairs and Maintenance,21/04/2016,0000199840,1589.55,Revenue,Phs Group Plc,03869
Rushmoor Borough Council,Information Technology,7500,IT Server Virtualisation Work,14/04/2016,0000199844,1800.00,Capital,Energon Global Ltd,13837
Rushmoor Borough Council,Community,2526,Electricity,21/04/2016,0000199851,454.24,Revenue,Total Gas & Power Limited,13301
Rushmoor Borough Council,Information Technology,3305,Trade Refuse,14/04/2016,0000199853,600.20,Revenue,Veolia Environmental Services,09062
Rushmoor Borough Council,Information Technology,3305,Temporary Staff,21/04/2016,0000199855,611.23,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3307,Temporary Staff,21/04/2016,0000199855,611.23,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Community,2538,Temporary Staff,21/04/2016,0000199856,332.52,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Information Technology,3306,Temporary Staff,21/04/2016,0000199857,526.21,Revenue,Wendy B Employment Consultancy,01743
Rushmoor Borough Council,Legal,1210,Contract Staff,21/04/2016,0000199865,911.68,Revenue,Hays,02287
Rushmoor Borough Council,Community,2518,Refreshment Purchases,14/04/2016,0000199871,419.02,Revenue,Bentons,12526
Rushmoor Borough Council,Community,2517,Tree Survey Works,21/04/2016,0000199875,1710.00,Revenue,Sapling Arboriculture Limited,09448
Rushmoor Borough Council,Community,2502,Routine Grounds Maintenance,21/04/2016,0000199876,350.00,Revenue,Brand Pest Control,03284
Rushmoor Borough Council,Community,2517,General Repairs and Maintenance,21/04/2016,0000199876,270.00,Revenue,Brand Pest Control,03284
Rushmoor Borough Council,Community,2517,Playground Apparatus,21/04/2016,0000199877,900.90,Revenue,Hags-Smp Ltd,04499
Rushmoor Borough Council,Community,2517,Skate Park Maintenance,21/04/2016,0000199878,725.00,Revenue,Safeplay Ps Ltd,13576
Rushmoor Borough Council,Community,2517,Cove Brook,21/04/2016,0000199880,2571.10,Revenue,Lotus Landscapes Limited,12000
Rushmoor Borough Council,Community,2549,Materials,21/04/2016,0000199881,426.50,Revenue,Graffiti Removal Ltd,06585
Rushmoor Borough Council,Community,6597,Contract Costs,28/04/2016,0000199882,3200.00,Capital,P A Gibbs Ltd,01246
Rushmoor Borough Council,Community,2537,Farnborough Leisure Centre Parking Rebates,21/04/2016,0000199883,7400.50,Revenue,Places For People Leisure,04797
Rushmoor Borough Council,Democratic Services,1327,Postages,21/04/2016,0000199887,454.71,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2518,Payment to Artistes,14/04/2016,0000199888,15000.00,Revenue,Hopkins Associates Ltd,00463
Rushmoor Borough Council,Legal,1202,Books and Publications,28/04/2016,0000199890,408.00,Revenue,Thomson Reuters,00955
Rushmoor Borough Council,Information Technology,3304,Temporary Staff,28/04/2016,0000199894,400.00,Revenue,Austin Fraser,09925
Rushmoor Borough Council,Information Technology,7500,Flexible Working Review,28/04/2016,0000199894,400.00,Capital,Austin Fraser,09925
Rushmoor Borough Council,Holding Accounts,9404,IT Service Improvement Work,28/04/2016,0000199894,600.00,Holding Accounts,Austin Fraser,09925
Rushmoor Borough Council,Control Accounts,9330,Big Lottery Grant Expenditure - Refreshments,21/04/2016,0000199896,1060.00,Control Accounts,Ozone Pvt Ltd T/A Am Restaurant,13618
Rushmoor Borough Council,Environmental Health and Housing,2246,Equipment Maintenance,21/04/2016,0000199897,1960.95,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Environmental Health and Housing,2247,Equipment Maintenance,21/04/2016,0000199897,1460.96,Revenue,Baydale Control Systems,12558
Rushmoor Borough Council,Information Technology,3304,Telephone Charges,28/04/2016,0000199900,835.84,Revenue,Vodafone Ltd,08758
Rushmoor Borough Council,Community,2517,Tree Maintenance,21/04/2016,0000199901,420.00,Revenue,Alderwood Tree Services,01218
Rushmoor Borough Council,Legal,1210,Asbestos Monitoring,21/04/2016,0000199905,280.00,Revenue,Amstech Inspections And Testing Ltd,13343
Rushmoor Borough Council,Democratic Services,1304,Mayoral Charity Dinner Dance,21/04/2016,0000199906,260.00,Revenue,Flutt Photographic,12749
Rushmoor Borough Council,Legal,1210,Asbestos Monitoring,21/04/2016,0000199907,280.00,Revenue,Amstech Inspections And Testing Ltd,13343
Rushmoor Borough Council,Information Technology,3307,Stationery,21/04/2016,0000199909,273.20,Revenue,Oak Farm News,01964
Rushmoor Borough Council,Legal,1210,Asbestos Monitoring,21/04/2016,0000199910,280.00,Revenue,Amstech Inspections And Testing Ltd,13343
Rushmoor Borough Council,Legal,1210,Asbestos Monitoring,21/04/2016,0000199911,300.00,Revenue,Amstech Inspections And Testing Ltd,13343
Rushmoor Borough Council,Community,2518,Snap Discos,18/04/2016,0000199913,500.00,Revenue,Db Management,14090
Rushmoor Borough Council,Community,6535,Contract Costs,21/04/2016,0000199914,1698.63,Capital,Cube Company,14078
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,21/04/2016,0000199916,322.75,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Community,2518,Payment to Artistes,21/04/2016,0000199917,8626.54,Revenue,Off The Kerb Productions,10639
Rushmoor Borough Council,Legal,1202,Temporary Staff,28/04/2016,0000199920,520.66,Revenue,Hays,02287
Rushmoor Borough Council,Legal,1202,Counsels Fees,21/04/2016,0000199921,300.00,Revenue,Miss Ceri Harrison,14092
Rushmoor Borough Council,Legal,1202,Counsels Fees,21/04/2016,0000199922,538.50,Revenue,Mrs Leanne Buckley Thomson,13346
Rushmoor Borough Council,Community,2526,Electricity,21/04/2016,0000199927,2579.28,Revenue,Total Gas & Power Limited,13301
Rushmoor Borough Council,Community,2526,General Repairs and Maintenance,21/04/2016,0000199928,845.00,Revenue,Mrs V K Boast,01764
Rushmoor Borough Council,Information Technology,3305,Electricity,21/04/2016,0000199929,6712.36,Revenue,Edf Energy,09831
Rushmoor Borough Council,Democratic Services,1327,Postages,21/04/2016,0000199931,1242.43,Revenue,Neopost Finance Limited,01283
Rushmoor Borough Council,Information Technology,3305,Equipment Rental Staff Canteen,21/04/2016,0000199932,325.00,Revenue,Options Management,14093
Rushmoor Borough Council,Community,2518,Trade Refuse,21/04/2016,0000199940,336.30,Revenue,Grundon Waste Management Ltd,09633
Rushmoor Borough Council,Financial Services,3403,Consultancy,21/04/2016,0000199941,10500.00,Revenue,Arlingclose,12662
Rushmoor Borough Council,Community,2537,Electricity,21/04/2016,0000199942,2022.67,Revenue,Edf Energy,09831
Rushmoor Borough Council,Strategy and Communiations,1404,Operational Equipment,28/04/2016,0000199945,294.39,Revenue,Misco Computer Products,00628
Rushmoor Borough Council,Community,2518,Payment to Artistes,21/04/2016,0000199948,1800.00,Revenue,Neil Sands Productions,07978
Rushmoor Borough Council,Planning,2608,Temporary Staff,28/04/2016,0000199950,1613.00,Revenue,The Oyster Partnership Limited,13970
Rushmoor Borough Council,Community,2549,Materials,21/04/2016,0000199953,301.45,Revenue,Farnborough Tool Hire,05971
Rushmoor Borough Council,Holding Accounts,9446,Community Safety Partnership,21/04/2016,0000199957,2647.70,Holding Accounts,Rane Training Ltd,14095
Rushmoor Borough Council,Strategy and Communiations,1413,Subscriptions,21/04/2016,0000199959,4000.00,Revenue,Bureau Van Dijk Electronic Publishing Lt,14096
Rushmoor Borough Council,Community,2510,Professional Subscriptions,21/04/2016,0000199960,820.00,Revenue,Stri Ltd,00941
Rushmoor Borough Council,Community,2560,Payment to Contractor Sums,21/04/2016,0000199961,-4521.55,Revenue,Places For People Leisure,04797
Rushmoor Borough Council,Community,2560,Payment to Contractor Sums,21/04/2016,0000199962,-432.45,Revenue,Places For People Leisure,04797
Rushmoor Borough Council,Democratic Services,1327,Postages,21/04/2016,0000199967,1398.25,Revenue,Royal Mail,00821
Rushmoor Borough Council,Community,2517,Playground Apparatus,21/04/2016,0000199970,646.89,Revenue,Hags-Smp Ltd,04499
Rushmoor Borough Council,Planning,2604,Publicity and Advertising,21/04/2016,0000199974,531.25,Revenue,Hampshire Media Ltd,12446
Rushmoor Borough Council,Democratic Services,1317,Recruitment Advertising,21/04/2016,0000199975,682.44,Revenue,Dove Nest Management Training & Developm,14100
Rushmoor Borough Council,Democratic Services,1318,Recruitment Advertising,21/04/2016,0000199975,465.30,Revenue,Dove Nest Management Training & Developm,14100
Rushmoor Borough Council,Strategy and Communiations,1409,Recruitment Advertising,21/04/2016,0000199975,775.50,Revenue,Dove Nest Management Training & Developm,14100
