Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526281," £3,997,540 ",
Department of Health,NORTH TYNESIDE PCT (COMM),20/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,526453," £62,605 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,ADDITIONS - INFORMATION TECHNOLOGY,CENTRAL FINANCE,NEWCASTLE PCT,64001563," £91,909 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,ADDITIONS - INFORMATION TECHNOLOGY,NONE,NEWCASTLE PCT,64001564," £146,052 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,69705," £42,791 ",
Department of Health,NORTH TYNESIDE PCT (COMM),17/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73021," £46,075 ",
Department of Health,NORTH TYNESIDE PCT (COMM),20/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73072," £27,009 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73081," £11,357,139 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,73536," £29,199 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE - PCTS,CENTRAL FINANCE,NW SPECIAL SERVICES COMMISSIONING TEAM,9132791," £112,584 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,HEALTHCARE - PCTS,CENTRAL FINANCE,NW SPECIAL SERVICES COMMISSIONING TEAM,9132832," £112,584 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ALPHA HOSPITALS (NW) LTD,BUR001445," £40,310 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,ALPHA HOSPITALS (NW) LTD,BUR001467," £25,200 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CONTRACTING FINANCE,RAMSAY HEALTH CARE LTD,CBSAC1071," £110,871 ",
Department of Health,NORTH TYNESIDE PCT (COMM),10/07/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,FOUR SEASONS HEALTH CARE LTD,CHA465/MANUAL," £30,276 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,N.H.S. CREDITORS < ONE YEAR,NONE,NHS PENSIONS AGENCY,EA0327 GP YR12MTH3," £284,232 ",
Department of Health,NORTH TYNESIDE PCT (COMM),10/07/2012,N.H.S. CREDITORS < ONE YEAR,NONE,NHS PENSIONS AGENCY,EA0327 YR12MTH3," £45,086 ",
Department of Health,NORTH TYNESIDE PCT (COMM),10/07/2012,HEALTHCARE FROM COMMERCIAL SECTOR,CONTRACTING FINANCE,ALLIED HEALTHCARE GROUP LTD,G2580032," £29,122 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,MERSEY CARE NHS TRUST,I0027790," £61,083 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005475698 28 MAR 12,"-£122,678 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005530249," £1,271,000 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005557477," £65,943 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,M0005586147," £58,564 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,PRIORY GROUP LTD,MSGJUNE12(1)," £47,070 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,PRIORY GROUP LTD,MSGJUNE12(1A)," £82,500 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,HEALTHCARE FROM LOCAL AUTHORITIES,CONTRACTING FINANCE,NORTH TYNESIDE COUNCIL,P0000572139/035," £123,437 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE FROM INDEPENDENT SECTOR,CENTRAL FINANCE,PARTNERSHIPS IN CARE LTD,PCO0000149829," £427,619 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0182543," £86,986 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0188361," £5,739,192 ",
Department of Health,NORTH TYNESIDE PCT (COMM),10/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0188375," £15,544,108 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CONTRACTING FINANCE,NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,R0188380," £107,671 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,FINANCE LEASE INTEREST,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S87," £21,341 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,LEASE RENTS,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S87," £26,093 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,OBLIGATIONS UNDER PFI/LIFT > ONE YEAR,NONE,NNT LIFT COMPANY (FUNDCO1) LTD,S87," £6,336 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,PREPAYMENTS < ONE YEAR,NONE,NNT LIFT COMPANY (FUNDCO1) LTD,S87," £2,418 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,FINANCE LEASE INTEREST,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S88," £21,341 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,LEASE RENTS,CENTRAL FINANCE,NNT LIFT COMPANY (FUNDCO1) LTD,S88," £26,093 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,OBLIGATIONS UNDER PFI/LIFT > ONE YEAR,NONE,NNT LIFT COMPANY (FUNDCO1) LTD,S88," £6,336 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,PREPAYMENTS < ONE YEAR,NONE,NNT LIFT COMPANY (FUNDCO1) LTD,S88," £2,418 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,CLINICAL NEGLIGENCE,CENTRAL FINANCE,NHS LITIGATION AUTHORITY,SCCX/00002322,"-£91,708 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,CLINICAL NEGLIGENCE,CENTRAL FINANCE,NHS LITIGATION AUTHORITY,SCCX/00002324,"-£35,777 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,CLINICAL NEGLIGENCE,CENTRAL FINANCE,NHS LITIGATION AUTHORITY,SICX/00060605," £39,652 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,CLINICAL NEGLIGENCE,CENTRAL FINANCE,NHS LITIGATION AUTHORITY,SICX/00063591," £39,652 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,CLINICAL NEGLIGENCE,CENTRAL FINANCE,NHS LITIGATION AUTHORITY,SICX/00063759," £39,652 ",
Department of Health,NORTH TYNESIDE PCT (COMM),03/07/2012,CLINICAL NEGLIGENCE,CENTRAL FINANCE,NHS LITIGATION AUTHORITY,SICX/00065264," £35,777 ",
Department of Health,NORTH TYNESIDE PCT (COMM),27/07/2012,TELEPHONE RENTAL AND CALL CHARGES,CENTRAL FINANCE,BRITISH TELECOMMUNICATIONS PLC,VP74988270Q02101," £37,272 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - NHS TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0088578,"-£28,395 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0089311," £63,190 ",
Department of Health,NORTH TYNESIDE PCT (COMM),06/07/2012,HEALTHCARE - FOUNDATION TRUSTS,CENTRAL FINANCE,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS TRUST,X0089549,"-£41,622 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Priory MG,," £204,521 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Collingwood Surgery,," £193,279 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Portugal Place HC,," £162,660 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Dr Ferriman & Partners,," £137,985 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr Page & Partners,," £135,077 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Forest Hall MG,," £134,620 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Bewicke MC,," £127,377 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr Olsburgh & Partners,," £124,731 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Lane End Surgery,," £108,602 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Dr Abraham & Partners,," £104,518 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Wideopen MG,," £97,953 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,B Critchlow C Robson,," £92,327 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Woodlands Park HC,," £87,941 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr Rose & Partners,," £87,627 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Appleby Surgery,," £75,449 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Wellspring MG,," £71,171 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr Gandy Pearson,," £71,114 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Dr Westgarth & Partners,," £70,971 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Beaumont Park MG,," £70,446 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr Morrison & Partners,," £68,268 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,PMS,EV - Exeter,Dr Smith & Partners,," £66,015 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr MR Preston,," £62,291 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Swarland Avenue,," £60,405 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,Dr Nair Bowman,," £58,426 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Dr Kenny & Partners,," £54,201 ",
Department of Health,NORTH TYNESIDE PCT (COMM),13/07/2012,PMS,EV - Exeter,Dr Smith & Partners,," £50,988 ",
Department of Health,NORTH TYNESIDE PCT (COMM),31/07/2012,GMS,EV - Exeter,49 Marine Avenue,," £47,654 ",
