Department family,Entity,Date,Expense type,Expense area,Supplier,Transaction number,Amount,Description,Supplier Postcode,Supplier Type,Contract Number,Project Code,Expenditure Type
HMRC,HMRC,06/03/2018,Software suites,Information Management Services,LEGASTAT LTD,5100086460,"28,368.00",Software suites,WC2A 2JB,,,,
HMRC,HMRC,06/03/2018,OHS,HR,WORKING ON WELLBEING LTD,5100086475,"60,568.26",Occupational Health Services,S9 1BY,,,,
HMRC,HMRC,06/03/2018,Rent,Estates,FI REAL ESTATE MANAGEMENT LTD,5100086481,137550,Quarterly rent for Peterlee Emeral Court (25/3/18 to 23/6/18),PR6 9AF,,,,
HMRC,HMRC,06/03/2018,Landlord Charges,Estates,MAPELEY STEPS CONTRACTOR LTD,5100086482,34.90,Quarterly Landlord's Service Charge for Netherton Comben House (25/3/18 to 23/6/18),WD17 1HN,,,,
HMRC,HMRC,06/03/2018,Landlord Charges,Estates,MAPELEY STEPS CONTRACTOR LTD,5100086482,837.51,Landlord's Service charge for Netherton Comben House (1/4/18 to 30/6/18),WD17 1HN,,,,
HMRC,HMRC,06/03/2018,Rent,Estates,MAPELEY STEPS CONTRACTOR LTD,5100086482,"4,800.00",Quarterly rent for Netherton Comben House (25/3/18 to 23/6/18),WD17 1HN,,,,
HMRC,HMRC,06/03/2018,Rent,Estates,MAPELEY STEPS CONTRACTOR LTD,5100086482,"115,200.00",Rent for Netherton Comben House (1/4/18 to 30/6/18),WD17 1HN,,,,
HMRC,HMRC,07/03/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900547434,"2,864.00",Employee Training,DL1 9HN,,,,
HMRC,HMRC,07/03/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900547434,"2,864.00",Employee Training,DL1 9HN,,,,
HMRC,HMRC,07/03/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900547434,"4,371.20",Employee Training,DL1 9HN,,,,
HMRC,HMRC,07/03/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900547434,"7,501.26",Employee Training,DL1 9HN,,,,
HMRC,HMRC,07/03/2018,Training costs,HMRC,CAPITA BUSINESS SERVICES LTD,1900547434,"8,376.32",Employee Training,DL1 9HN,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,CLSH MANAGEMENT LTD,5100086488,"2,364.82",Rent for Dundee Sidlaw House (1/4/18 to 30/6/18),SW8 1SF,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,CLSH MANAGEMENT LTD,5100086488,234116.78,Rent for Dundee Sidlaw House (1/4/18 to 30/6/18),SW8 1SF,,,,
HMRC,HMRC,07/03/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100086493,487713.13,Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr-Other,Change Portfolio,TURNER & TOWNSEND PROJECT MANAGEMEN,5100086494,"33,975.60",Contingnt Labr-Other,LS18 4GH,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr-Other,Change Portfolio,TURNER & TOWNSEND PROJECT MANAGEMEN,5100086495,"253,925.76",Contingnt Labr-Other,LS18 4GH,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,LEGAT OWEN,5100086496,"-11,679.53",Quarterly rent correction for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,LEGAT OWEN,5100086496,"-6,260.57",Quarterly Landlord's Service Charge correction for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,LEGAT OWEN,5100086496,-117.98,Quarterly rent correction for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,LEGAT OWEN,5100086496,-63.24,Quarterly Landlord's Service Charge correction for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,LEGAT OWEN,5100086496,379.43,Quarterly Landlord's Service Charge for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,LEGAT OWEN,5100086496,707.86,Quarterly rent for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,LEGAT OWEN,5100086496,"37,563.44",Quarterly Landlord's Service Charge for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,LEGAT OWEN,5100086496,70077.15,Quarterly rent for Bootle Litherland House (25/3/18 to 23/6/18),CH1 1RQ,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100086497,"1,089.60",Quarterly rent for Southampton Compass House (25/3/18 to 23/6/18),W1D 1NN,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100086497,"1,273.02",Quarterly Landlord's Service Charge for Southampton Compass House (25/3/18 to 23/6/18),W1D 1NN,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100086497,"107,870.40",Quarterly rent for Southampton Compass House (25/3/18 to 23/6/18),W1D 1NN,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,LAMBERT SMITH HAMPTON GROUP LTD,5100086497,"126,029.23",Quarterly Landlord's Service Charge for Southampton Compass House (25/3/18 to 23/6/18),W1D 1NN,,,,
HMRC,HMRC,07/03/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100086507,"121,221.31",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086512,"22,001.24",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086521,"76,112.16",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086595,"148,381.60",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086614,117122.07,Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086615,"21,604.63",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,07/03/2018,Build/cont insurance,Estates,JONES LANG LASALLE LTD,5100086632,"10,521.84",Buillding/Contents Insurance for Croydon Ruskin Square (31/12/17 to 30/12/18),NR3 1YF,,,,
HMRC,HMRC,07/03/2018,Build/cont insurance,Estates,JONES LANG LASALLE LTD,5100086632,"52,609.21",Buillding/Contents Insurance for Croydon Ruskin Square (31/12/17 to 30/12/18),NR3 1YF,,,,
HMRC,HMRC,07/03/2018,Bus. Form Printing,Information Management Services,COMMUNISIS UK LTD,5100086633,"686,185.42",Bus. Form Printing,NE12 8EW,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,FUJITSU SERVICES LTD,5100086644,"38,923.51",Contingnt Labr IT,W1U 3BW,,,,
HMRC,HMRC,07/03/2018,Desktop Managed Serv,Information Management Services,FUJITSU SERVICES LTD,5100086646,"135,404.67",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,07/03/2018,Disposal Seized Gds,Fraud Investigation Service,SHRED STATION LTD,5100086652,"100,044.90",Haulage Storage & Disposal,NR13 6LH,,,,
HMRC,HMRC,07/03/2018,Gov Bank Serv Charge,Corporate Finance,WORLDPAY (UK) LTD,5100086658,"27,462.42",Gov Bank Serv Charge,EC4N 8AF,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,BERKLEY ESTATES LONDON LTD,5100086663,"1,005.00",Quarterly rent for Sunderland Waterside House (25/3/18 to 23/6/18),W1U 1QY,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,BERKLEY ESTATES LONDON LTD,5100086663,"99,495.00",Quarterly rent for Sunderland Waterside House (25/3/18 to 23/6/18),W1U 1QY,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,DOWNING PROPERTY SERVICES LTD,5100086664,16459.62,Quarterly Landlord's Service charge for Liverpool Graeme House (25/3/18 to 23/6/18),L7 7DN,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,DOWNING PROPERTY SERVICES LTD,5100086664,38405.78,Quarterly Landlord's Service charge for Liverpool Graeme House (25/3/18 to 23/6/18),L7 7DN,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,MUNROE K,5100086722,"3,477.10",Quarterly Landlord's Service charge for Leeds 1 Munroe Court (25/3/18 to 23/6/18),WC2E 9DH,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,MUNROE K,5100086722,"16,020.00",Quarterly rent for Leeds 1 Munroe Court (25/3/18 to 23/6/18),WC2E 9DH,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,MUNROE K,5100086722,"25,498.70",Quarterly Landlord's Service charge for Leeds 1 Munroe Court (25/3/18 to 23/6/18),WC2E 9DH,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,MUNROE K,5100086722,"117,480.00",Quarterly rent for Leeds 1 Munroe Court (25/3/18 to 23/6/18),WC2E 9DH,,,,
HMRC,HMRC,07/03/2018,Landlord Charges,Estates,M J MAPP LTD,5100086776,"10,440.84",Quarterly Landlord's Service charge for Solihull Regent House (25/3/18 to 23/6/18),W1W 5QZ,,,,
HMRC,HMRC,07/03/2018,Rent,Estates,M J MAPP LTD,5100086776,"17,631.90",Quarterly rent for Solihull Regent House (25/3/18 to 23/6/18),W1W 5QZ,,,,
HMRC,HMRC,07/03/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100086781,"108,722.16",Archive Services (December 2017),EH54 7DF,,,,
HMRC,HMRC,07/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086782,"27,501.56",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,07/03/2018,Storage (non enfmnt),Estates,IRON MOUNTAIN (UK) LTD,5100086783,65167.94,Archive Services (January 2018),EH54 7DF,,,,
HMRC,HMRC,08/03/2018,Security printing,Customs & Indirect Tax Policy,COMMUNISIS UK LTD,5100051675,"30,260.40",Security printing,NE12 8EW,,,,
HMRC,HMRC,08/03/2018,Security printing,Customs & Indirect Tax Policy,COMMUNISIS UK LTD,5100051676,"47,459.20",Security printing,NE12 8EW,,,,
HMRC,HMRC,08/03/2018,Security printing,Customs & Indirect Tax Policy,COMMUNISIS UK LTD,5100051677,"35,169.35",Security printing,NE12 8EW,,,,
HMRC,HMRC,08/03/2018,Security printing,Customs & Indirect Tax Policy,COMMUNISIS UK LTD,5100051686,"46,058.90",Security printing,NE12 8EW,,,,
HMRC,HMRC,08/03/2018,Cross Government Ser,CS Director General,CABINET OFFICE,5100086850,"64,071.00",Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,08/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086855,"157,292.02",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,08/03/2018,Contingnt Labr IT,Change Portfolio,SPECIALIST COMPUTER CTR,5100086856,"121,997.28",Contingnt Labr IT,B11 2LE,,,,
HMRC,HMRC,08/03/2018,Vehicle leasing,Fraud Investigation Service,INCHCAPE FLEET SOLUTIONS,5100086902,"39,068.81",Vehicle leasing,P06 4RP,,,,
HMRC,HMRC,08/03/2018,Employee education,Change Portfolio,CAPITA BUSINESS SERVICES LTD,5100087262,24871.24,Employee education,DL1 9HN,,,,
HMRC,HMRC,08/03/2018,Business Consultancy,Border Coordination,PA CONSULTING GROUP,5100087287,"298,926.60",Projcet Delivery,SW1E 5DN,,,,
HMRC,HMRC,08/03/2018,Court Fees,Debt Management,THE INSOLVENCY SERVICE,5100088030,"213,840.00",Court Fees,B4 6FD,,,,
HMRC,HMRC,09/03/2018,Desktop Managed Serv,Change Portfolio,FUJITSU SERVICES LTD,5100088248,"828,747.97",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,09/03/2018,Govt dept services,Change Portfolio,NATIONAL SAVINGS & INVESTMENTS,5100088254,"447,422.65",Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,09/03/2018,Govt dept services,Change Portfolio,NATIONAL SAVINGS & INVESTMENTS,5100088255,"2,183,900.94",Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,09/03/2018,Govt dept services,Change Portfolio,EXCHEQUER PARTNERSHIP No2 PLC,5100088263,"43,394.40",Govt dept services,M1 4HB,,,,
HMRC,HMRC,09/03/2018,P04 Rate IT Serv Res,Change Portfolio,BUTTERFLY PROJECTS LTD,5100088275,"45,990.95",P04 Rate IT Serv Res,CF83 3GG,,,,
HMRC,HMRC,09/03/2018,Govt dept services,Change Portfolio,NATIONAL SAVINGS & INVESTMENTS,5100088286,"1,413,087.19",Govt dept services,SW1V 2QX,,,,
HMRC,HMRC,09/03/2018,Desktop Managed Serv,Change Portfolio,FUJITSU SERVICES LTD,5100088289,93025.9,Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,09/03/2018,Hardware maintenance,Information Management Services,GOVERNMENT COMMUNICATIONS BUREAU,5100088298,"102,978.00",Hardware maintenance,SW1P 7XB,,,,
HMRC,HMRC,09/03/2018,Security printing,Customs & Indirect Tax Policy,COMMUNISIS UK LTD,5100088300,"31,992.05",Security printing,NE12 8EW,,,,
HMRC,HMRC,09/03/2018,P04 Rate IT Serv Res,Change Portfolio,BIT ZESTY LIMITED,5100088301,"30,442.50",P04 Rate IT Serv Res,N1 9PF,,,,
HMRC,HMRC,09/03/2018,Gov Gateway RFC,Information Management Services,MMGRP LTD,5100088303,"87,398.15",Government Gateway RFC,EC1V 4PW,,,,
HMRC,HMRC,09/03/2018,Prof membership,Information Management Services,THE BRITISH COMPUTER SOCIETY,5100088575,"142,000.00",CDIO Organisational Membership for BCS,SN2 1FA,,,,
HMRC,HMRC,09/03/2018,Marketing Promotion,Change Portfolio,CARAT,5100088596,"37,920.66",Marketing Campaign,NW1 3BF,,,,
HMRC,HMRC,09/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100088915,"39,287.59",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,09/03/2018,Mail and Fulfilment,Operational Excellence & Output Mgmt,COMMUNISIS UK LTD,5100088917,"31,427.68",Monthly Output Management bulk charges ,NE12 8EW,,,,
HMRC,HMRC,12/03/2018,Other,Estates,GOWLING WLG (UK) LLP,1900548606,"28,034.50",Professional Services relating to legal advice on the STEPS contract,SE1 2AU,,,,
HMRC,HMRC,12/03/2018,Audio and Visual Equ,Fraud Investigation Service,CRITICAL SIMULATIONS LTD,5100088925,"111,105.12",Audio and Visual Equ,N3 2LT,,,,
HMRC,HMRC,12/03/2018,Credt Crd Comm Chrge,Corporate Finance,WORLDPAY (UK) LTD,5100088930,"546,323.69",Credt Crd Comm Chrge,EC4N 8AF,,,,
HMRC,HMRC,12/03/2018,Gov Bank Serv Charge,Corporate Finance,WORLDPAY (UK) LTD,5100088930,"981,866.65",Gov Bank Serv Charge,EC4N 8AF,,,,
HMRC,HMRC,12/03/2018,Disposal Seized Gds,Fraud Investigation Service,SHRED STATION LTD,5100088935,"63,927.94",Haulage Storage & Disposal,NR13 6LH,,,,
HMRC,HMRC,12/03/2018,OHS,HR,RIGHT CORECARE LTD T/AS WORKPLACE,5100088937,"25,241.13",Occupational Health Services,IP33 1UZ,,,,
HMRC,HMRC,12/03/2018,OHS,HR,RIGHT CORECARE LTD T/AS WORKPLACE,5100088938,"22,841.85",Occupational Health Services,IP33 1UZ,,,,
HMRC,HMRC,12/03/2018,Cross Government Ser,HR,CABINET OFFICE,5100088939,"54,962.26",Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,12/03/2018,CHURN,Estates,G4S INTEGRATED SERVICES (UK) LTD,5100088947,"34,843.48",Minor New Works at Edinburgh Elgin House,S81 7QF,,,,
HMRC,HMRC,12/03/2018,Desktop Managed Serv,Change Portfolio,FUJITSU SERVICES LTD,5100088962,"163,112.46",Desktop Managed Serv,W1U 3BW,,,,
HMRC,HMRC,12/03/2018,Min AW non-struc VAT,Estates,MAPELEY STEPS CONTRACTOR LTD,5100088965,"23,428.46",Projects work at Northampton Princess House,WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Employee education,EXCOM,CSL - KORN FERRY HAY GROUP,5100088974,"31,410.00",Employee education,SW1Y 6QB,,,,
HMRC,HMRC,12/03/2018,Next Day Del. Closed,Operational Excellence & Output Mgmt,TNT UK LTD,5100088994,"255,857.65",Courier Services,BL0 9AR,,,,
HMRC,HMRC,12/03/2018,Network Voice Serv,Information Management Services,VODAFONE LTD,5100089033,"54,696.21",Vodafone February 18 invoice charges for Communication Services (Blackberry),RG14 5FF,,,,
HMRC,HMRC,12/03/2018,Maintenance fees,Change Portfolio,SPECIALIST COMPUTER CTR,5100089114,"24,413.50",Maintenance fees,B11 2LE,,,,
HMRC,HMRC,12/03/2018,Contingnt Labr IT,Digital,AMBERLIGHT PARTNERS LTD,5100089117,"32,540.00",Contingnt Labr IT,WC1N 1NN,,,,
HMRC,HMRC,12/03/2018,Nat Pst Del Ser(VAT),Operational Excellence & Output Mgmt,ROYAL MAIL,5100089261,333911.66,Monthly Royal Mail charges,PE4 5BR,,,,
HMRC,HMRC,12/03/2018,OHS,HR,WORKING ON WELLBEING LTD,5100089262,"29,276.40",Occupational Health Services,S9 1BY,,,,
HMRC,HMRC,12/03/2018,Copyright Licence,Data,CABINET OFFICE,5100089274,"64,676.40",Copyright Licence,CF14 3UW,,,,
HMRC,HMRC,12/03/2018,Cross Government Ser,HR,CABINET OFFICE,5100089279,220000,Cross Government Services,CF14 3UW,,,,
HMRC,HMRC,12/03/2018,Valuation Services,Risk & Intelligence,VALUATION OFFICE AGENCY,5100089435,"662,822.50",Valuation Services,W1D 5BU,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-672.89,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-178.12,Monthly gas payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-83.17,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-28.92,Monthly oil/fuel payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-25.47,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-22.01,Monthly gas payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-16.20,Monthly gas payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-10.07,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-3.58,Monthly oil/fuel payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-3.15,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-2.00,Monthly gas payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-2,Monthly gas payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-1.95,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-1.24,Monthly electricity payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,-1.21,Monthly gas payment correction covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,141.92,Monthly oil/fuel payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,218.34,Monthly oil/fuel payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,300.77,Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,431.56,Monthly water payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,485.04,Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,495.84,Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"1,148.32",Monthly oil/fuel payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Water,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"1,379.25",Monthly water payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Oil,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"1,766.60",Monthly oil/fuel payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Gas,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"2,433.54",Monthly gas payment covering various buildings (March 2018),WD17 1HN,,,,
HMRC,HMRC,12/03/2018,Electricity,Estates,MAPELEY STEPS CONTRACTOR LTD,5100089473,"2,494.14",Monthly electricity payment covering various buildings (March 2018),WD17 1HN,,,,
