Body,Body Name,Transaction No.,Invoice Ref.,Vendor name,Expense Code,Expense Type,Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460586,144629,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,04 November 2011,£17.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460574,142967,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,04 November 2011,£135.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461418,145303,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£39.19
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461425,145302,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£14.98
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461429,144785,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£49.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461428,145132,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£123.09
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461427,144858,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£46.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461426,144206,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£319.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461424,145301,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£72.27
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461419,145342,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£103.19
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461421,145346,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£17.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461422,145347,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461423,145345,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£130.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461420,145299,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,18 November 2011,£144.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461494,145304,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£36.77
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461495,145343,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£55.09
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461496,145305,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£259.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461498,145298,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£415.47
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461500,145300,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£67.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461499,145348,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£8.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461497,145254,A&E FIRE EQUIPMENT LTD,C-HC4870-C302,Fire Protection-Building Contractor,18 November 2011,£373.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461586,21111,AHC CONSULTANTS,C-B51120-3504,Devpment Cntrl-Legal exp & court costs,18 November 2011,"£3,700.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460749,REDACTED,ALEX CLARKE RESIDENTIAL LETTINGS,C-H22400-3828,Homelessness-Prevention Fund,04 November 2011,£600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461739,REDACTED,ALEX CLARKE RESIDENTIAL LETTINGS,C-H22400-3244,Homelessness-Supporting People,18 November 2011,£500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461112,945836,ALLCOOPERS LTD,C-L41100-3103,AG & M-Equipment repairs & maint,11 November 2011,£105.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461113,945839,ALLCOOPERS LTD,C-L41100-3103,AG & M-Equipment repairs & maint,11 November 2011,£89.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461115,945837,ALLCOOPERS LTD,C-L41100-3103,AG & M-Equipment repairs & maint,11 November 2011,£84.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461115,945837,ALLCOOPERS LTD,C-L41100-3103,AG & M-Equipment repairs & maint,11 November 2011,£231.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461114,945838,ALLCOOPERS LTD,C-L41100-3103,AG & M-Equipment repairs & maint,11 November 2011,£105.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461112,945836,ALLCOOPERS LTD,C-L41100-3103,AG & M-Equipment repairs & maint,11 November 2011,£189.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460845,52260,ALPHA COLOUR PRINTERS LTD,C-1T31J1-3406,New Years Eve-Printing-Promotion/Mkting,04 November 2011,£239.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460845,52260,ALPHA COLOUR PRINTERS LTD,C-1T31J1-3406,New Years Eve-Printing-Promotion/Mkting,04 November 2011,£224.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460803,52279,ALPHA COLOUR PRINTERS LTD,C-C23190-3920,Garden Collectn-Advertising,04 November 2011,£297.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460599,52155,ALPHA COLOUR PRINTERS LTD,C-D13100-3401,Muni Off Blgs-Printing - general,04 November 2011,£341.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460920,52256,ALPHA COLOUR PRINTERS LTD,C-E72500-3401,Built Env Div-Printing - general,11 November 2011,£50.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461108,52259,ALPHA COLOUR PRINTERS LTD,C-L41100-3131,AG & M-Exhibition & Display,11 November 2011,£197.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461105,51978,ALPHA COLOUR PRINTERS LTD,C-L41100-3401,AG & M-Printing - general,11 November 2011,"£1,415.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461708,52405,ALPHA COLOUR PRINTERS LTD,C-D21100-3403,Dem Process-Printing-Committee Papers,18 November 2011,£105.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461709,52394,ALPHA COLOUR PRINTERS LTD,C-D21190-3403,O&S Committees-Printing-Committee Papers,18 November 2011,£66.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461710,52359,ALPHA COLOUR PRINTERS LTD,C-D21190-3403,O&S Committees-Printing-Committee Papers,18 November 2011,£322.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461706,52363,ALPHA COLOUR PRINTERS LTD,C-D21190-3412,O&S Committees-Printing - Cabinet Papers,18 November 2011,£168.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461707,52365,ALPHA COLOUR PRINTERS LTD,C-D21190-3412,O&S Committees-Printing - Cabinet Papers,18 November 2011,£256.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461896,52382,ALPHA COLOUR PRINTERS LTD,C-L21100-3920,Town Hall-Advertising,25 November 2011,"£7,500.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461896,52382,ALPHA COLOUR PRINTERS LTD,C-L21100-3920,Town Hall-Advertising,25 November 2011,"£1,280.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460820,485098,AMEC ENVIRONMENTAL AND INFRAS UK LIMITED,C-B51145-3501,Joint Core Stra-Hire of outside services,04 November 2011,"£19,776.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461646,INV154408,AMENITY LANDSCAPE SERVICES LTD,C-C22140-3123,Nursery-Materials-Int Landscaping,18 November 2011,£349.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461646,INV154408,AMENITY LANDSCAPE SERVICES LTD,C-C22140-3123,Nursery-Materials-Int Landscaping,18 November 2011,£65.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461646,INV154408,AMENITY LANDSCAPE SERVICES LTD,C-C22140-3123,Nursery-Materials-Int Landscaping,18 November 2011,£84.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461646,INV154408,AMENITY LANDSCAPE SERVICES LTD,C-C22140-3123,Nursery-Materials-Int Landscaping,18 November 2011,£65.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461657,756,ANDERSON CIVIL ENGINEERING UK LIMITED,C-D21250-3972,Civil Emergency-EU Restoration Fund,18 November 2011,"£1,560.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461657,756,ANDERSON CIVIL ENGINEERING UK LIMITED,C-N11250-9227,Excluded,18 November 2011,-£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462045,25668,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,25 November 2011,£38.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462042,25671,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,25 November 2011,£75.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462044,25669,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,25 November 2011,£380.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462045,25668,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,25 November 2011,£570.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462043,25670,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,25 November 2011,£125.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462120,SETTLEMENT,ART SHAPE LIMITED,C-Z12210-9138,Box Off A/C-TH Hirers Tkt Pd out,25 November 2011,£588.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461892,3,ART SHAPE LIMITED GAF,C-L23500-3810,Arts Grant/Enab-Subscription - S.W. Arts,25 November 2011,"£2,266.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461082,10689,ARTFUL LIMITED,C-B51120-3920,Develt Con-Advertising,11 November 2011,"£1,644.24"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460738,37298577,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,04 November 2011,£6.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460738,37298577,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,04 November 2011,£73.06
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460738,37298577,ARVAL UK LIMITED,C-N42250-3112,DSO Stores - Stock purchases,04 November 2011,"£1,525.07"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460528,77380,ATS EUROMASTER LTD,C-C24100-3501,Fleet Maint-Hire of outside services,04 November 2011,"£3,108.61"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462140,78005,ATS EUROMASTER LTD,C-C24100-3501,Fleet Maint-Hire of outside services,25 November 2011,"£7,949.59"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461863,SIN003153,AVALON PROMOTIONS LIMITED,C-1T20H1-3568,Dave Gorman-Artist Fees,22 November 2011,"£6,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460991,CBC/0008,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460992,CBC/0007,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460995,CBC/0003,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£35.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460997,CBC/0011,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461000,CBC/0009,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460998,CBC/0010,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460996,CBC/0004,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460994,CBC/0005,AVONLINE,C-H46550-1118,TV Aerials-Rechargeable Repairs,11 November 2011,£35.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462146,CBC/0012,AVONLINE,C-H46550-1104,TV Aerials-Council House repairs,25 November 2011,£751.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461234,80073,B SMITH PACKAGING,C-C22120-3121,Spts/Open Space-Materials-Contract,11 November 2011,£880.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461065,2011/005,BATH ROAD TRADERS ASSOCIATION,C-C23140-3501,Public Convnces-Hire of outside services,11 November 2011,£572.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462123,PROMOTING FUN,BATH ROAD TRADERS ASSOCIATION,C-D34400-3800,Bus & Econ Dev-One-Off Grant Expenditure,25 November 2011,"£1,884.27"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461443,REDACTED,BELVOIR LETTINGS,C-H22400-3828,Homelessness-Prevention Fund,16 November 2011,"£2,100.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461191,78395,BERMAN GUEDES STRETTON,C-L41100-3816,AG & M-RIBA - Fees,11 November 2011,"£4,533.37"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461191,78395,BERMAN GUEDES STRETTON,C-L41100-3816,AG & M-RIBA - Fees,11 November 2011,£825.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461716,INV373378,BOTTOMLINE TECHNOLOGIES,C-D11300-3501,Accountancy-Hire of outside services,18 November 2011,£963.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461684,INV375138,BOTTOMLINE TECHNOLOGIES,C-D12490-3401,Sundry Debtors-Printing - general,18 November 2011,£505.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460851,A0002157,B-PLAN INFORMATION SYSTEMS,C-D11300-3623,Accountancy-Cmpter-sftwre lic purch,04 November 2011,"£31,653.16"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£610.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£27.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£17.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£56.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£42.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£40.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£80.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£104.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461557,47SI 628351,BRENNTAG UK,C-L11500-1714,Rec Facilities-Chemicals,18 November 2011,£37.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460816,4626,C AND R DECORATORS,C-H4214G-1104,Gen Wks 2214-Council House repairs,04 November 2011,"£1,230.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460573,4613,C AND R DECORATORS,C-H44752-1104,Dis Adapts-Tech-Council House repairs,04 November 2011,£621.18
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460981,4622,C AND R DECORATORS,C-H4209V-1104,Voids 2209-Council House repairs,11 November 2011,£43.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460982,4616,C AND R DECORATORS,C-H44752-1104,Dis Adapts-Tech-Council House repairs,11 November 2011,£482.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461411,4624,C AND R DECORATORS,C-H22400-1125,Homelessness-Refurbishments,18 November 2011,£378.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461407,4611,C AND R DECORATORS,C-H4206V-1104,Voids 2206-Council House repairs,18 November 2011,£380.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461408,4612,C AND R DECORATORS,C-H4206V-1104,Voids 2206-Council House repairs,18 November 2011,"£1,038.23"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461409,4621,C AND R DECORATORS,C-H4206V-1104,Voids 2206-Council House repairs,18 November 2011,£515.69
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461412,4627,C AND R DECORATORS,C-H4209V-1104,Voids 2209-Council House repairs,18 November 2011,£488.86
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461410,4623,C AND R DECORATORS,C-H4214V-1104,Voids 2214-Council House repairs,18 November 2011,"£2,286.77"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462062,4640,C AND R DECORATORS,C-H4206V-1104,Voids 2206-Council House repairs,25 November 2011,£176.18
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462060,4641,C AND R DECORATORS,C-H4208V-1104,Voids 2208-Council House repairs,25 November 2011,£341.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462065,4636,C AND R DECORATORS,C-H4208V-1104,Voids 2208-Council House repairs,25 November 2011,"£4,947.08"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462063,4639,C AND R DECORATORS,C-H4209V-1104,Voids 2209-Council House repairs,25 November 2011,£214.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462064,4648,C AND R DECORATORS,C-H4214G-1104,Gen Wks 2214-Council House repairs,25 November 2011,£570.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462061,4629,C AND R DECORATORS,C-HC4841-C302,Major Voids-Building Contractor,25 November 2011,"£1,127.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462029,4628,C AND R DECORATORS,C-HC4867-C302,Misc Works-Building Contractor,25 November 2011,"£2,839.07"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462030,4642,C AND R DECORATORS,C-HC4867-C302,Misc Works-Building Contractor,25 November 2011,"£5,719.50"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,460594,201100000596-971,C B RICHARD ELLIS,C-D13550-1501,Area Off -E.Hse-Rents,04 November 2011,£871.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461905,1811-001FFCHELT,CAMPBELLSMITH MANAGEMENT LIMITED,C-1T22H1-3568,Fishermans Frnd-Artist Fees,22 November 2011,"£9,000.00"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461132,66,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),11 November 2011,£125.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461131,70,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),11 November 2011,£125.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461130,64,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),11 November 2011,£250.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461689,91,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£107.27
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461691,90,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£125.15
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461692,83,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£250.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461690,82,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£250.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461688,78,CARBREY HOUSING LIMITED,C-H22400-5204,Homelessness-Provision of accommo(B&B),18 November 2011,£250.30
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462152,REDACTED,CAUDLE ROOFING,C-H4211G-1104,Gen Wks 2211-Council House repairs,25 November 2011,£250.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462151,REDACTED,CAUDLE ROOFING,C-H4214G-1104,Gen Wks 2214-Council House repairs,25 November 2011,£600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462152,REDACTED,CAUDLE ROOFING,C-N11250-9227,Excluded,25 November 2011,-£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,462151,REDACTED,CAUDLE ROOFING,C-N11250-9227,Excluded,25 November 2011,-£60.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,461669,HC7003,CHAMBERS MANAGEMENT CLIENT ACCOUNT,C-1T18H1-3568,Sarah Millican-Artist Fees,18 November 2011,"£9,500.00"
