Merchant Category,Supplier Name,Service,Summary of Purpose of Expenditure,Date,Net Amount
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,163.2
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,584.8
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,4049.4
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,1598
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,445.4
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,197.2
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,156.4
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,163.2
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,663
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,4284
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,15/02/2017,1377
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,28/02/2017,258.4
Social Care Services,Absolute Care and Support (UK) Ltd,Adult Social Care,Care Payments,28/02/2017,295.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,1689.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,200.6
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,428.4
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,1666
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,102
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,1723.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,200.6
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,428.4
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,1686.4
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,01/02/2017,102
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,68
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,1730.6
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,193.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,428.4
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,1666
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,102
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,108.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,1730.6
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,193.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,428.4
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,1638.8
Social Care Services,Absolute Care At Home Ltd,Adult Social Care,Care Payments,15/02/2017,112.2
Education Services,Achievement for All (3As) Ltd,Childrens & Educational Services,Fees and Charges,09/02/2017,14000
Childcare Provision,Acorn Care and Education,Childrens & Educational Services,Fees and Charges,01/02/2017,2799.33
Environmental Services,ACORN ENVIRONMENT SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,23/02/2017,563.25
Environmental Services,ACORN ENVIRONMENT SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,23/02/2017,508.25
Environmental Services,ACORN ENVIRONMENT SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,23/02/2017,524
Environmental Services,ACORN ENVIRONMENT SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,23/02/2017,713
Environmental Services,ACORN ENVIRONMENT SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,23/02/2017,524
Environmental Services,ACORN ENVIRONMENT SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,23/02/2017,524
Counselling Services,Acorn Recovery Projects,Adult Social Care,Third party payments - Private/Voluntary Sector,10/02/2017,4875
Training Provision,ACT NOW TRAINING LTD,Corporate & Democratic Core,Staff Training,01/02/2017,1950
Health Advice / Awareness,Action on Hearing Loss,Childrens & Educational Services,Professional Fees,08/02/2017,777.36
Charity/Third Sector,Action Together CIO,Adult Social Care,Third party payments - Private/Voluntary Sector,06/02/2017,10000
Transport and Travel,Adams Travel,Childrens & Educational Services,Leasing /Transport Hire,08/02/2017,2338
Transport and Travel,Adams Travel,Childrens & Educational Services,Leasing /Transport Hire,08/02/2017,1050
Transport and Travel,Adams Travel,Childrens & Educational Services,Leasing /Transport Hire,08/02/2017,618.67
Transport and Travel,Adams Travel,Childrens & Educational Services,Leasing /Transport Hire,08/02/2017,1237.33
Transport and Travel,Adams Travel,Childrens & Educational Services,Leasing /Transport Hire,08/02/2017,2176
Construction / Building Services,ADAPTATION BUILDING SERVICES LTD,Capital Expenditure,Capital Expenditure - Works,20/02/2017,4489
Equipment Rental,Adlib Audio Ltd t/a Stagetex,Childrens & Educational Services,Publicity and Promotion,01/02/2017,4669.01
Legal Services,Advanced Legal Solutions Ltd,Housing (General Fund) Services,Information and Communications Technology,13/02/2017,804
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,09/02/2017,4825.1
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,09/02/2017,7381.91
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,03/02/2017,9330.4
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,03/02/2017,14588.97
Professional / Consultancy Services,AECOM,Highways & Transport Services,Professional Fees,10/02/2017,45023
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,03/02/2017,-14588.97
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,03/02/2017,-9330.4
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,09/02/2017,14588.97
Professional / Consultancy Services,AECOM,Highways & Transport Services,Agency Staff,09/02/2017,9330.4
Professional / Consultancy Services,AECOM,Capital Expenditure,Professional Fees,24/02/2017,7677.5
Welfare Services,AGE UK STOCKPORT,Adult Social Care,Supplies and services,22/02/2017,63965.4
Social Care Services,Agricultural Rural Centre CIC,Adult Social Care,Care Payments,08/02/2017,500
Social Care Services,Agricultural Rural Centre CIC,Adult Social Care,Care Payments,28/02/2017,500
Bereavement Services,Aidan Gaunt Funeral Director,Central Services to the public,Leasing /Transport Hire,20/02/2017,715
Mobility Equipment / Supplies,AIDSERVICE LTD,Adult Social Care,Furniture and Equipment,07/02/2017,995
Mobility Equipment / Supplies,AIDSERVICE LTD,Adult Social Care,Office Expenses,07/02/2017,45
Mobility Equipment / Supplies,AIDSERVICE LTD,Adult Social Care,Furniture and Equipment,22/02/2017,1235
Mobility Equipment / Supplies,AIDSERVICE LTD,Adult Social Care,Office Expenses,22/02/2017,45
Mobility Equipment / Supplies,AIDSERVICE LTD,Adult Social Care,Furniture and Equipment,27/02/2017,1100
Mobility Equipment / Supplies,AIDSERVICE LTD,Adult Social Care,Office Expenses,27/02/2017,45
Software Supplier,AIT Ltd,Planning Services,Office Expenses,03/02/2017,1000
Software Supplier,AIT Ltd,Planning Services,Office Expenses,09/02/2017,1428.84
Music and Musical Instruments,ALAN GREGORY,Childrens & Educational Services,Furniture and Equipment,14/02/2017,550
Forensics / Laboratories,Alere Toxicology Plc,Central Services to the public,Third party payments - Public Sector,03/02/2017,2292.5
Forensics / Laboratories,Alere Toxicology Plc,Central Services to the public,Fees and Charges,27/02/2017,665
Forensics / Laboratories,Alere Toxicology Plc,Central Services to the public,Fees and Charges,28/02/2017,1880
Transport and Travel,ALFA TRAVEL,Cultural & Related Services,Publicity and Promotion,08/02/2017,520
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Central Support Costs,Cleaning,14/02/2017,573.5
Catering / Food / Beverages,ALLIANCE DISPOSABLES LTD,Central Support Costs,Cleaning,23/02/2017,919.25
Facilities / Room Hire,ALMA LODGE HOTEL,Childrens & Educational Services,Office Expenses,17/02/2017,1181.66
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,20/02/2017,-285.71
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,20/02/2017,7036.57
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,20/02/2017,12605.71
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,20/02/2017,7285.72
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,20/02/2017,1642.86
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,28/02/2017,468
Social Care Services,Altruistic Care Ltd t/a Plane Tree,Adult Social Care,Care Payments,28/02/2017,780
Health Services,Alvanley Family Practice,Adult Social Care,Professional Fees,03/02/2017,6365
Building Services,AMG sport-play Ltd,Cultural & Related Services,Grounds Maintenance,15/02/2017,4950
Building Services,AMG sport-play Ltd,Cultural & Related Services,Grounds Maintenance,20/02/2017,4950
Building Services,AMG sport-play Ltd,Cultural & Related Services,Grounds Maintenance,20/02/2017,-4950
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,20/02/2017,-60
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,20/02/2017,-77.14
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,20/02/2017,5237.63
Social Care Services,Anchor Care Homes(Hatton Grange),Adult Social Care,Care Payments,20/02/2017,1282.89
Social Care Services,Anchor Carehomes (Lighbowne Hall),Adult Social Care,Care Payments,20/02/2017,5275.66
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,343.4
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,2091
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,744.6
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,64.6
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,272
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,2029.8
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,768.4
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,01/02/2017,13.6
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/02/2017,268.6
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/02/2017,2033.2
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/02/2017,765
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/02/2017,285.6
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/02/2017,1910.8
Social Care Services,Angel Home Care Services,Adult Social Care,Care Payments,15/02/2017,737.8
Social Care Services,Angels Healthcare,Adult Social Care,Care Payments,03/02/2017,5070
Social Care Services,Angels Healthcare,Adult Social Care,Care Payments,03/02/2017,6266
Animal Welfare Services,ANIMAL WARDENS LTD,Environmental & Regulatory Services,Animal Welfare,13/02/2017,1386
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,118
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,128
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,160
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,109
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,57.8
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,87.6
Equipment Supplies,ANIXTER LTD,Planning Services,Information and Communications Technology,27/02/2017,260
Forensics / Laboratories,Anna Morris,Central Services to the public,Professional Fees,14/02/2017,1000
Forensics / Laboratories,Anna Morris,Central Services to the public,Professional Fees,14/02/2017,2800
Financial Services,APS Financial Ltd,Central Support Costs,Fees and Charges,10/02/2017,589.22
Financial Services,APS Financial Ltd,Childrens & Educational Services,Care Payments,03/02/2017,518
Financial Services,APS Financial Ltd,Childrens & Educational Services,Care Payments,03/02/2017,2000
Financial Services,APS Financial Ltd,Childrens & Educational Services,Care Payments,03/02/2017,706.21
Digital / Media Services,APS GROUP,Central Support Costs,Professional Fees,06/02/2017,23486.4
Professional / Trade Body,APSE,Environmental & Regulatory Services,Professional Fees,07/02/2017,2560
Education Services,AQA GUILDFORD,Childrens & Educational Services,Fees and Charges,06/02/2017,686.4
Property Development,ARCUS CONSULTING LLP,Capital Expenditure,Capital Expenditure - Acquisitions,28/02/2017,4576.9
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,06/02/2017,126
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,06/02/2017,304.5
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,06/02/2017,117.15
Building Supplies,ARNOLD LAVER & CO LTD,Environmental & Regulatory Services,Furniture and Equipment,06/02/2017,69
Transport and Travel,Arriva Rail North Limited,Non Distributed Costs,Travelling Expenses,15/02/2017,1417.8
Insurance Services,Arthur J Gallagher,Central Support Costs,Pest Control,02/02/2017,10000
Transport and Travel,ASAPPcars,Childrens & Educational Services,Leasing /Transport Hire,08/02/2017,1344
Education Services,Ascentis,Childrens & Educational Services,Professional Fees,28/02/2017,780
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,03/02/2017,528.3
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,03/02/2017,616.48
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,03/02/2017,639.7
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,07/02/2017,563.62
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,10/02/2017,538.86
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,10/02/2017,650.42
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,10/02/2017,584.13
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,14/02/2017,686.52
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,17/02/2017,611.48
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,21/02/2017,725.64
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,24/02/2017,532.68
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,24/02/2017,581.18
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,24/02/2017,687.75
Books / Magazines / Media,ASKEWS & Holts,Cultural & Related Services,Library Equipment,28/02/2017,698.79
Business Services / Support,ASSIST MANAGED BUSINESS SERVICES LT,Highways & Transport Services,Grounds Maintenance,07/02/2017,662.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,513.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,105.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,2828.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,1978.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,6463.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,1455.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,561
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,44.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,499.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,108.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,2879.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,1825.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,6378.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,1428
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,564.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,01/02/2017,44.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,503.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,105.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,2774.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,1754.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,6198.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,1536.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,557.6
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,44.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,527
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,88.4
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,2917.2
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,1751
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,6460
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,1577.6
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,567.8
Social Care Services,ASSURED CARE (STOCKPORT) LTD,Adult Social Care,Care Payments,15/02/2017,44.2
Engineering Services,Atkins Global Ltd,Capital Expenditure,Professional Fees,03/02/2017,8194.5
Engineering Services,Atkins Global Ltd,Highways & Transport Services,Professional Fees,09/02/2017,8943.75
Engineering Services,Atkins Global Ltd,Capital Expenditure,Professional Fees,15/02/2017,2619.92
Engineering Services,Atkins Global Ltd,Highways & Transport Services,Professional Fees,02/02/2017,6981.9
Engineering Services,Atkins Global Ltd,Capital Expenditure,Professional Fees,13/02/2017,1463
Engineering Services,Atkins Global Ltd,Highways & Transport Services,Professional Fees,09/02/2017,-8943.75
Engineering Services,Atkins Global Ltd,Highways & Transport Services,Professional Fees,09/02/2017,8943.75
Engineering Services,Atkins Limited,Capital Expenditure,Supplies and services,24/02/2017,10907.75
