Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001557250,668.22
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001557250,"40,691.98"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001557253,"2,179.59"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001557253,"88,353.75"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001557257,"31,559.49"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Reagent,Estates and Facilities,GENMEDME LIMITED,0001557743,"62,229.58"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Reagent,Estates and Facilities,GENMEDME LIMITED,0001557744,"38,862.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,08/01/2016,SLA - GP Care,Integrated & Community Service,GPCARE SERVICES LTD,0001553541,"28,079.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,SLA - GP Care,Integrated & Community Service,GPCARE SERVICES LTD,0001555499,"28,079.83"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001552230,"4,849.40"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001552230,"46,030.90"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001554460,"3,121.30"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001554460,"46,035.48"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001556808,"6,431.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001556808,"50,603.15"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001556808,"68,924.94"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001559056,"8,547.84"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001559056,"75,280.53"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001559056,"88,005.24"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,MRI Scans,Estates and Facilities,INHEALTH LTD,0001556320,"30,121.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Computer Hardware & Software,Capital,K2 MEDICAL SYSTEMS LTD,0001547546,"138,115.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Records Scanning,Elective Access,KAINOS SOFTWARE LTD,0001545184,"32,233.94"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Records Scanning,Elective Access,KAINOS SOFTWARE LTD,0001545185,"257,230.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Records Scanning,Elective Access,KAINOS SOFTWARE LTD,0001553608,"245,738.49"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/01/2016,Records Scanning,Elective Access,KAINOS SOFTWARE LTD,0001553609,"30,945.74"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,384.00
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"1,392.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"2,299.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"4,320.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"4,795.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"6,240.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"6,480.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,KARL STORZ ENDOSCOPY (UK) LTD,0001546028,"13,440.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Drugs,Estates and Facilities,LLOYDS RETAIL CHEMISTS LTD,0001553149,"1,825,750.08"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,Rates,Estates and Facilities,MANCHESTER CITY COUNCIL,0001551154,"106,488.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,MAQUET LTD,0001548607,"25,312.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/01/2016,M & S Equipment,Capital,MAQUET LTD,0001548607,"116,628.36"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Metro Moneywise,Metro Moneywise,METRO MONEYWISE,0001551876,"79,395.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,22/01/2016,Other,Other,MISC PGO Sundry,0001557621,"42,240.28"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001552339,"102,823.56"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001552346,"118,030.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001552352,"71,617.98"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/01/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001552357,"71,586.78"
Department of Health,The Pennine Acute Hospitals NHS Trust,04/01/2016,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001550998,"-1,957.37"
Department of Health,The Pennine Acute Hospitals NHS Trust,04/01/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001550998,"195,737.37"
Department of Health,The Pennine Acute Hospitals NHS Trust,11/01/2016,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001553670,"-4,010.54"
Department of Health,The Pennine Acute Hospitals NHS Trust,11/01/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001553670,"401,054.63"
Department of Health,The Pennine Acute Hospitals NHS Trust,19/01/2016,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001556086,"-4,736.56"
Department of Health,The Pennine Acute Hospitals NHS Trust,19/01/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001556086,"473,656.28"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/01/2016,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001558697,"-4,816.02"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/01/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001558697,"481,602.67"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555915,"1,879.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555915,"43,218.51"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555916,"6,473.04"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555916,"148,689.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555917,"1,570.38"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555917,"29,739.26"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555918,"12,073.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/01/2016,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001555918,"131,417.80"
