DeclarationDate,YearOfDeclaration,QuarterOfDeclaration,MonthOfDeclaration,DayOfDeclaration,DecisionControlDate_Month,ConsignorCountryCode,DPE_Name,ConsigneeCountry,CountryOfOrigin,ImporterCountry,DeliveryCountry,CommodityCode,DescriptionOfCommodity,TotalNumberOfPackages,TotalNetWeight_KG,CommodityIntendedFor,DocumentaryCheck,AcceptableForTransfer,NotAcceptable1 ,IdentityCheck,PhysicalCheck,LaboratoryTests,TestedFor,Results,AcceptableForReleaseForFreeCirculation ,NotAcceptable2,ReasonForRefusal,NoOfConsignments
2017-10-05,2017,Q4,Oct,5,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),200,5000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),200,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Bristol, P",TR,Turkey,GB,GB,8062030,Sultanas,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Bristol, P",TR,Turkey,GB,GB,8062090,Other,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Bristol, P",TR,Turkey,GB,GB,8062030,Sultanas,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Bristol, P",TR,Turkey,GB,GB,8062090,Other,3260,40750,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Bristol, P",TR,Turkey,GB,GB,80620,Dried,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2400,16800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1630,20375,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1630,19560,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,980,11760,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,400,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,7,55.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,820,2700,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,20059100,Bamboo shoots,30,540,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-134,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,20059100,Bamboo shoots,30,540,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,caesium-137,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024100,In shell,620,18600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024100,In shell,620,18600,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,EG,Heathrow,EG,Egypt,GB,GB,709609920,Peppers (other than sweet) (Capsicum spp.),240,950,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,NG,Heathrow,NG,Nigeria,GB,GB,1207700010,"Watermelon (egusi, Citrullus spp.) seeds and derived products",2,40,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,1. Absence/Invalid certificate (if applicable),1
2017-10-05,2017,Q4,Oct,5,2017-10,NG,Heathrow,NG,Nigeria,GB,GB,1207700010,"Watermelon (egusi, Citrullus spp.) seeds and derived products",2,40,Human consumption,Not Satisfactory,no,2. Destruction,Not Satisfactory,Not Done,No,-,-,-,destruction,"6. Other, create RASFF notification",1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,Manchester,TR,Turkey,GB,GB,8042090,Dried,80,1000,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2375,20187.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2375,20187.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2375,20187.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2375,20187.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,2375,20187.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",780,19500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",780,19500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8042090,Dried,200,2000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25060,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25100,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25080,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AR,London Gateway,AR,Argentina,GB,GB,12024200,"Shelled, whether or not broken",20,25120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),40,1000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220011,Peppers (sweet or other than sweet) (Capsicum spp.),380,9500,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12074090,Other,360,7200,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Salmonella spp.,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,AU,"Felixstowe, P",AU,China,GB,GB,9021000,Green tea (not fermented) in immediate packings of a content not exceeding 3|kg,158,361.7,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,710,2630,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-05,2017,Q4,Oct,5,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,709999020,Okra,1061,4651.82,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,8,324,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,80,320,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,BR,"Felixstowe, P",BR,Brazil,GB,GB,12024200,"Shelled, whether or not broken",1000,25000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Feedingstuff,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1680,21000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,4000,5000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,HK,"Felixstowe, P",HK,China,GB,GB,9023000,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3|kg",60,654.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,London Gateway,TR,Turkey,GB,GB,8062030,Sultanas,400,4800,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,904220090,Other,720,18000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19049010,Obtained from rice,30,240,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,22029911,"Soya-based beverages with a protein content of 2,8 % or more by weight",10,108,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,20019097,Other,10,120,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19059090,Other,150,300.32,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19059090,Other,50,98,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19049010,Obtained from rice,145,696,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Aflatoxins,satisfactory,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8062030,Sultanas,1600,20000,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,Ochratoxin A,satisfactory,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,800,3708,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,599,2135,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,London Gateway,IN,India,GB,GB,9041200,Crushed or ground,250,6250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,CN,"Felixstowe, P",CN,China,NL,GB,12024200,"Shelled, whether or not broken",740,18500,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,8131000,Apricots,1906,13342,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,sulphites,satisfactory,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,"Felixstowe, P",TR,Turkey,GB,GB,7108051,Sweet peppers,20,21300,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062090,Other,1600,20000,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,TR,Liverpool,TR,Turkey,GB,GB,8062030,Sultanas,1700,21250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,101,505,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,285,427.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,CN,"Felixstowe, P",CN,China,GB,GB,9024000,Other black tea (fermented) and other partly fermented tea,2,720,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,10063092,Round grain,219,3647.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,21031000,Soya sauce,219,3647.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,21041000,Soups and broths and preparations therefor,219,3647.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,22029911,"Soya-based beverages with a protein content of 2,8 % or more by weight",219,3647.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,22090099,More than 2|litres,219,3647.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Felixstowe, P",JP,Japan,GB,GB,25010099,Other,219,3647.88,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,Heathrow,JP,Japan,GB,GB,70990,Other,2,7.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,Heathrow,JP,Japan,GB,GB,7095990,Other,2,7.2,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,11029050,Rice flour,36,259.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19041030,Obtained from rice,36,259.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,21069092,"Containing no milkfats, sucrose, isoglucose, glucose or starch or containing, by weight, less than 1,5|% milkfat, 5|% sucrose or isoglucose, 5|% glucose or starch",36,259.8,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19059055,"Extruded or expanded products, savoury or salted",39,61.67,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19059055,"Extruded or expanded products, savoury or salted",299,351.41,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19059060,With added sweetening matter,299,351.41,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,10063092,Round grain,210,3724,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,JP,"Southampton, P",JP,Japan,GB,GB,19041030,Obtained from rice,210,3724,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,691,2633,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-06,2017,Q4,Oct,6,2017-10,IN,"Felixstowe, P",IN,India,GB,GB,12024200,"Shelled, whether or not broken",760,19000,Feedingstuff,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,4,154,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,39,58.5,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,365,622.5,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100090,Other,150,225,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,730,2590,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,14,104.4,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,650,2250,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,320,480,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,IN,Heathrow,IN,India,GB,GB,709999020,Okra,210,840,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-07,2017,Q4,Oct,7,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,1000,1192.5,Human consumption,Satisfactory,yes,-,Satisfactory,Satisfactory,Yes,.RESIDUES OF PESTICIDES,satisfactory,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,736,1811,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,191,955,Human consumption,Satisfactory,yes,-,Not Done,Not Done,No,-,-,Human consumption,-,-,1
2017-10-08,2017,Q4,Oct,8,2017-10,KE,Stansted,KE,Kenya,GB,GB,708100040,Unshelled,100,150,Human consumption,Satisfactory,yes,-,Satisfactory,Not Done,No,-,-,Human consumption,-,-,1
