Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Furniture,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),144989,24.60,PSHE Non Devolved Admin-Furniture,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Furniture,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),144990,318.19,PSHE Non Devolved Admin-Furniture,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Fixtures and fittings,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),144991,118.22,PSHE Non Devolved Admin-Fixtures and fittings,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Subsistence Overseas,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),144995,1021.14,PSHE Non Devolved Admin-Subsistence Overseas,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),144996,5.25,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),144997,5.25,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),144998,5.25,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),144999,52.41,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145000,58.17,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145001,236.30,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145002,406.89,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145003,49.66,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145004,875.43,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145005,369.66,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145006,1449.28,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145007,206.49,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145008,583.41,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145009,294.05,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145010,3943.99,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145011,66.21,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145012,1647.25,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145013,8083.53,NEWTON FUND - Chile-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145016,585.88,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145017,89.37,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145018,89.37,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145019,100.00,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145020,779.59,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145021,3.35,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145022,2.28,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145023,4.39,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145024,3.90,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145025,2.28,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145026,1.82,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145027,1.82,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145028,1.82,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145029,1.82,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145031,2.44,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145032,2.49,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145033,2.28,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145034,0.91,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145035,2.43,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145036,1.97,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145037,1.67,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145038,2.58,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145039,4.19,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145040,2.28,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145041,2.73,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145042,3486.66,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145043,1354.67,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145062,1.22,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145064,411.64,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145065,145.17,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145066,169.80,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145067,84.30,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145068,1138.27,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145069,-89.37,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145070,-6.72,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Utilities,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),145779,23.22,PSHE Non Devolved Admin-Utilities,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145780,25.68,IGPF: Dangerous Surface Temperatures-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145781,417.34,IGPF: Dangerous Surface Temperatures-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Utilities,"People, Strategy and Higher Education - Human Resources",FOREIGN AND COMMONWEALTH OFFICE (FCO),145782,31.62,PSHE Non Devolved Admin-Utilities,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145783,1.27,NEWTON FUND - Philippines-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),145786,35.56,NEWTON FUND - Vietnam-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2016,Rentals Under Non-PFI Operating Leases - Buildings,"Finance, Commercial & Digital Transformation - Estates",DWP (DEPARTMENT FOR WORK AND PENSIONS),146600,8636.05,FCDT Devolved Admin-Rentals Under Non-PFI Operating Leases - Buildings,FY5 3TA,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",20/07/2016,Service Charges,"Finance, Commercial & Digital Transformation - Estates",DWP (DEPARTMENT FOR WORK AND PENSIONS),146600,32.76,FCDT Devolved Admin-Service Charges,FY5 3TA,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",19/07/2016,Consultancy Expenditure,"Finance, Commercial & Digital Transformation - Finance Directoreate",Methods Digital Ltd,146977,78140.00,FCDT Devolved Admin-Consultancy Expenditure,EC1A 4EN,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2016,Other Professional Services,"People, Strategy and Higher Education - Human Resources",HM REVENUE & CUSTOMS,147684,9600.00,PSHE Non Devolved Admin-Other Professional Services,BN12 4XH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",11/07/2016,Other Professional Services,"People, Strategy and Higher Education - Human Resources",HM REVENUE & CUSTOMS,147684,9600.00,PSHE Non Devolved Admin-Other Professional Services,BN12 4XH,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",ESYNERGY SOLUTIONS LTD,148928,4500.00,FCDT Devolved Admin-Hire of Interim Managers,EC3M 3JY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",22/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",ESYNERGY SOLUTIONS LTD,148928,9900.00,FCDT Devolved Admin-Hire of Interim Managers,EC3M 3JY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",07/07/2016,Hire of Interim Managers,"Finance, Commercial & Digital Transformation - Digital Directorate",ESYNERGY SOLUTIONS LTD,148996,16199.86,FCDT Devolved Admin-Hire of Interim Managers,EC3M 3JY,VENDOR,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149503,18.43,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149504,457.87,NEWTON FUND - Turkey-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149505,20.31,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149509,16.44,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149510,476.56,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149511,672.56,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149512,260.35,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149513,6.37,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Innovation and Skills","Department for Business, Innovation and Skills",18/07/2016,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),149514,7.14,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
