Department,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description,Supplier Post Code,Supplier Type,Contract Number,Project Code,Expenditure Type
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",13/04/2017,Central Telecommunications Services,"FCS - Finance & Corporate Services - Digital, Data & Technology",DAISY COMMUNICATIONS LTD,105489,32.50,E&M Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",13/04/2017,Central Telecommunications Services,"FCS - Finance & Corporate Services - Digital, Data & Technology",DAISY COMMUNICATIONS LTD,109936,42.14,E&M Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",13/04/2017,Central Telecommunications Services,"FCS - Finance & Corporate Services - Digital, Data & Technology",DAISY COMMUNICATIONS LTD,112351,31.97,E&M Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",13/04/2017,Central Telecommunications Services,"FCS - Finance & Corporate Services - Digital, Data & Technology",DAISY COMMUNICATIONS LTD,116386,31.97,E&M Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",13/04/2017,Central Telecommunications Services,"FCS - Finance & Corporate Services - Digital, Data & Technology",DAISY COMMUNICATIONS LTD,120544,32.10,E&M Devolved Admin-Central Telecommunications Services,BB9 5SR,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,181336,178764.00,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,Hire of Interim Managers,"FCS - Finance & Corporate Services - Digital, Data & Technology",CAPITA BUSINESS SERVICES LTD,181544,2295.68,FCS Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",19/04/2017,Hire of Interim Managers,"FCS - Finance & Corporate Services - Digital, Data & Technology",CAPITA BUSINESS SERVICES LTD,181549,5426.32,FCS Devolved Admin-Hire of Interim Managers,DL1 9HN,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",07/04/2017,Rentals Under Non-PFI Operating Leases - Buildings,International and Growth - Europe,"Personal Expense, Name Withheld",182301,1387.96,EU Expertise: General Costs-Rentals Under Non-PFI Operating Leases - Buildings,,EMPLOYEE,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",25/04/2017,Hire of Agency Staff,International and Growth - Europe,BROOK STREET (UK) LTD,183682,912.14,E&M Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",10/04/2017,Hire of Agency Staff,Business and Science - Research and Innovation Reform,BROOK STREET (UK) LTD,183890,912.14,E&M Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Media and Design Services,FCS - Finance & Corporate Services - Communications & Strategic Planning,GORKANA GROUP LTD,183963,1594.70,PSHE Devolved Admin-Media and Design Services,EC1Y 8QE,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/04/2017,Postage,FCS - Finance & Corporate Services - Operations,NATURAL ENGLAND,184333,104.95,E&M Devolved Admin-Postage,YO1 7PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",04/04/2017,Postage,FCS - Finance & Corporate Services - Operations,NATURAL ENGLAND,184333,1346.06,FCS Devolved Admin-Postage,YO1 7PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",24/04/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,184883,-5307.89,Newton Fund Supplier - EPSRC-R & D Current Grants to Private Sector - NPISH,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",24/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,184885,4304.86,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",05/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,185677,153988.70,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Hire of Agency Staff,FCS - Finance & Corporate Services - Communications & Strategic Planning,BROOK STREET (UK) LTD,185857,707.22,PSHE Devolved Admin-Hire of Agency Staff,AL1 4ZX,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",20/04/2017,Administration of Grants and Awards,Business and Science - Science and Research,NATURAL ENVIRONMENT RESEARCH COUNCIL,186306,114000.00,Newton Fund Supplier - NERC-Administration of Grants and Awards,SN2 1FF,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Hire of Interim Managers,"FCS - Finance & Corporate Services - Digital, Data & Technology",ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,186453,3710.22,E&M Devolved Admin-Hire of Interim Managers,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Hire of Interim Managers,"FCS - Finance & Corporate Services - Digital, Data & Technology",ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,186453,27600.00,E&M Devolved Admin-Hire of Interim Managers,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Learning and Dev - CS Skills,International and Growth - Regional Growth Fund,KPMG LLP,187165,1607.00,E&M Devolved Admin-Learning and Dev - CS Skills,WD17 1DE,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Learning and Dev - CS Skills,International and Growth - Regional Growth Fund,KPMG LLP,187189,137.00,E&M Devolved Admin-Learning and Dev - CS Skills,WD17 1DE,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,0.68,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,0.92,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,1.03,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,1.32,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,1.56,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,1.68,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,4.67,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,6.72,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,15.50,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,74.19,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",21/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187377,125.77,RD: Central/Core-Stationery,NR3 1QU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",24/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187482,0.92,RD: Central/Core-Stationery,S9 1XU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",24/04/2017,Stationery,Economics & Markets - Regulatory Delivery,BANNER BUSINESS SERVICES LTD,187483,-0.92,RD: Central/Core-Stationery,S9 1XU,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Hire of Agency Staff,FCS - Finance & Corporate Services - Communications & Strategic Planning,BROOK STREET (UK) LTD,187636,699.30,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",05/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,188169,-4304.86,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,188170,6650.72,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,188171,6369.47,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,R & D Administration of Grants and Awards,Business and Science - Science and Research,ENGINEERING AND PHYSICAL SCIENCES RESEARCH COUNCIL,188172,1059.04,Newton Fund Supplier - EPSRC-R & D Administration of Grants and Awards,SN2 1FF,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188525,829.52,NEWTON FUND - Mexico-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188526,171.05,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188527,12.70,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188528,11.92,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188529,142.70,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188530,48.10,NEWTON FUND - Indonesia-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188531,259.02,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188532,265.99,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188533,137.12,NEWTON FUND - Brazil-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),188534,6.23,NEWTON FUND - China-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Media and Design Services,FCS - Finance & Corporate Services - Communications & Strategic Planning,GORKANA GROUP LTD,188920,1684.37,PSHE Devolved Admin-Media and Design Services,EC1Y 8QE,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Hire of Agency Staff,Economics & Markets - Regulatory Delivery,BROOK STREET (UK) LTD,189174,563.16,RD: Central/Core-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Hire of Agency Staff,FCS - Finance & Corporate Services - Communications & Strategic Planning,BROOK STREET (UK) LTD,189186,705.52,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Hire of Agency Staff,Economics & Markets - Regulatory Delivery,BROOK STREET (UK) LTD,189197,632.59,RD: Welsh Government-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Criminal Law and Prosecution Work,FCS - Finance & Corporate Services - Legal Services,COLLEGE OF POLICING LTD,189879,498.00,Asset Recovery Incentivisation Scheme-Criminal Law and Prosecution Work,RG27 0JW,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Criminal Law and Prosecution Work,FCS - Finance & Corporate Services - Legal Services,COLLEGE OF POLICING LTD,189879,2214.55,Asset Recovery Incentivisation Scheme-Criminal Law and Prosecution Work,RG27 0JW,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",06/04/2017,Hire of Agency Staff,FCS - Finance & Corporate Services - Communications & Strategic Planning,BROOK STREET (UK) LTD,189944,605.40,PSHE Devolved Admin-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Hire of Agency Staff,Economics & Markets - Regulatory Delivery,BROOK STREET (UK) LTD,189956,482.48,RD: Welsh Government-Hire of Agency Staff,AL1 4JB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",19/04/2017,Rail Travel UK,Economics & Markets - Labour Market,KEN KNIGHT CONSULTING LTD,189981,24.50,E&M Devolved Admin-Rail Travel UK,NR9 3AB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",19/04/2017,Independent Experts,Economics & Markets - Labour Market,KEN KNIGHT CONSULTING LTD,189981,4000.00,E&M Devolved Admin-Independent Experts,NR9 3AB,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,Service Charges,FCS - Finance & Corporate Services - Operations,GVA GRIMLEY LTD,190382,2191.15,E&M Devolved Admin-Service Charges,B1 2JJ,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",27/04/2017,Minor Works,FCS - Finance & Corporate Services - Operations,ARCADIS SOLUTIONS LTD,190504,55775.44,E&M Devolved Admin-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",27/04/2017,Minor Works,FCS - Finance & Corporate Services - Operations,ARCADIS SOLUTIONS LTD,190504,720509.94,E&M Devolved Admin-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",27/04/2017,Minor Works,FCS - Finance & Corporate Services - Operations,ARCADIS SOLUTIONS LTD,190506,304661.44,E&M Devolved Admin-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Clearing Account - Cost - Leasehold Improvements,FCS - Finance & Corporate Services - Operations,ARCADIS SOLUTIONS LTD,190514,129563.88,Digital Infrastructure and Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",03/04/2017,Minor Works,FCS - Finance & Corporate Services - Operations,ARCADIS SOLUTIONS LTD,190514,164803.38,E&M Devolved Admin-Minor Works,M60 3NT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",07/04/2017,Clearing Account - Cost - Leasehold Improvements,FCS - Finance & Corporate Services - Operations,ARCADIS SOLUTIONS LTD,190519,106688.56,Digital Infrastructure and Maintenanc-Clearing Account - Cost - Leasehold Improvements,M60 3NT,VENDOR,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),190561,251.28,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,Current Grants To Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),190562,143.62,Newton Fund - Singapore-Current Grants To Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),190563,95.00,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),190564,1550.39,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
"Department for Business, Energy & Industrial Strategy ","Department for Business, Innovation and Skills",12/04/2017,R & D Current Grants to Private Sector - NPISH,Business and Science - Science and Research,FOREIGN AND COMMONWEALTH OFFICE (FCO),190565,35.93,Newton Fund - Other Activities-R & D Current Grants to Private Sector - NPISH,MK10 1PX,WGA ONLY,,,
