Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/08/2017,10581555,80053713,433.20,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,18/08/2017,10582914,80052069,266.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10581989,0,"1,223.81",R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583023,0,426.52,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582073,0,168.75,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,22/08/2017,10583947,0,155.07,R,Fast Rads Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582042,0,175.41,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582027,0,168.75,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10582417,0,815.40,R,Commercial Motors (Wales) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10581990,0,172.50,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,18/08/2017,10583022,0,258.75,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Home to School Transport Dept,Chief Executive's Unit,Transport,Direct Transport Costs,Vechicles Repairs and Maintenance,,29/08/2017,10581988,0,135.00,R,Newport Transport Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10583386,0,58.00,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584560,0,13.00,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10583950,0,124.83,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10582402,0,49.21,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10584898,0,324.84,R,Commercial Motors (Wales) LTD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,22/08/2017,10583052,0,119.59,R,Newport Ford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581493,0,103.79,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581466,0,-10.33,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,08/08/2017,10581453,0,249.30,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10581999,0,-59.55,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10585555,0,350.68,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581945,0,58.40,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581486,0,27.68,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,25/08/2017,10582293,0,77.22,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581456,0,324.50,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582986,0,366.11,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581451,0,18.84,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582063,0,207.96,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582011,0,411.33,R,Euro Commercials (South Wales) L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581979,0,363.72,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582354,0,58.38,R,Mon & Border Motor Factors Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581612,0,350.68,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581449,0,19.98,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581457,0,27.88,R,Fleetwheel PPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10582050,0,134.86,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581459,0,17.27,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,15/08/2017,10581991,0,19.44,R,Fast Fluid Power Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,18/08/2017,10582381,0,40.70,R,Shorts Auto Elect. Swansea Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,18/08/2017,10583280,0,-50.90,R,Motorcare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Spare Parts,,18/08/2017,10583272,0,-33.90,R,Johnston Sweepers Limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operations,Transport Department,Chief Executive's Unit,Transport,Direct Transport Costs,Tyres And Tubes,,25/08/2017,10584878,0,138.74,R,ATS Euromaster Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
