Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144505,5770,ENTERPRISE PROSPECTS LTD,ENT004,Chief Executive's,Agency Staff,0003,R HOOPER JULY 2015,CHIEXE,Chief Executive,00050,Chief Executive
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144523,3042,J CHAPLOW & SONS LTD,CHA027,Engineering Manager,Ground Maintenance SOR & Dayworks,1088,PAINT/MARK 2 TENNIS COURTS,PARKOS,Parks and Open Spaces,02129,Open spaces
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144528,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Professional fees,2045,LAMP  DISCONNECT THE ARKE OLD TEBAY,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144534,1623.96,VENN GROUP LIMITED,VEN003,Legal Services Manager,Agency Staff,0003,S MARLAND-FITZEL A490157,LEGSER,Legal Services,00201,Legal & Committee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144593,515,ROYAL TOWN PLANNING INSTITUTE,RTP002,Human Resources Manager,Training Expenses,0060,SEASON TICKET B 10 PLACES AT EVENTS,STADEV,Staff Development,00225,Staff Training Communities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144595,2167.96,EDEN HOUSING ASSOCIATION LTD,EDE001,Environmental Services,CLG GRANT EXPENDITURE,2157,RECHARGE HOMELESSNESS 6.4.15-5.7.15,HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144604,6656.39,EDEN HOUSING ASSOCIATION LTD,EDE001,Environmental Services,Grants and contributions,2079,TEMP ACCOMODATION 6.4.15-5.7.15,HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144606,2250,JERRY  SPENCER ASSOCIATES,SPE004,Planning Services,Professional fees,2045,CONSULTANCY FAIRHILL,DEVCOE,Development Control & Enforcement,03010,Development Control & Enforcement
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144619,926,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Building works,5502,LAMP TRENSFER THORN TREE LAZONBY,FOOLIG,Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,07/08/2015,144642,1375,Redacted Information,FUL001,Director of Corporate and Legal Services,Grants and contributions,2079,REPAYMENT OF FAILED BACS,CRDRPA,Crime & Disorder Reduction Partnership,09091,CDRP
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144801,12000,CONNECTED CONCEPTS LIMITED,CON016,Corporate Services Manager,Software – maintenance,2067,EXCELSIOR 15/16 SUPPORT,CORSER,Corporate Services,00202,Corporate Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144808,600,KAREN MACDOUGALL MA DIP ARCH,MCD001,Communities Manager,Other charges for services,2047,DEVELOPING YOUNGER VOLUNTEER PROJECT,ARTLEI,Arts and Leisure,02116,Sports lesiure develop fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144818,1877.4,GLASDON UK LTD,GLA003,Engineering Manager,Litter bins,2022,TOPSY LITTER BINS,PROAME,Provision of Ameneties,02252,Provision of Amenities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144822,2000,UNIT4 BUSINESS SOFTWARE (IRELAND) LTD,UNI038,Information Technology Manager,Equipment – purchase,2000,TRANSFARE SERVICES,RENEWALS,Repairs & Renewals Fund,06602,IT Renewals
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144827,42343.3,CIVICA SERVICES LTD,CIV001,Information Technology Manager,Software – purchase,2066,VARIOUS LICENCES,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144339,720,CIVICA UK LTD,CIV002,Revenue/Benefits Manager,Supplies general,2015,CIVICA ON DEMAND RESOURCE,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144596,508.97,MCM DEVELOPMENT SERVICES LTD,MCM002,Communities Manager,Agency Staff,0003,SERVICES 36.02 HOURS 25 MAY-17 JULY 15,LOPLPO,Local Plans & Policy,03085,Neighbourhood Planning Process
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144608,935.25,CENTRE FOR PUBLIC SCRUTINY LTD,CEN017,Legal Services Manager,Supplies general,2015,TRAINING,COMMEM,Committee and Member Costs,01075,Scrutiny
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144640,639,A S BUSINESS & TECHNICAL SOLUTIONS LTD,ASB006,Communities Manager,Professional fees,2045,BARRNON LTD,EDEVPR,Economic Development and Promotion,02001,Economic Promotion
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144774,637,DENISE CALVERT LTD,CAL019,Revenue/Benefits Manager,Supplies general,2015,PROVIDE BENEFIT WORK 2 DAYS,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144777,753.8,ROYAL MAIL NW,ROY001,Legal Services Manager,Postages,2054,POST CHARGES/LICENCE FEE,REGELE,Register of Electors,01001,Register of Electors
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144786,757.25,PRINT IMAGE NETWORK LTD,PRI011,Financial Services Manager,Balance Sheet entry BS,6003,eden greystoke & hesket ballot books,HOLD A/C'S,Holding Accounts,10305,Cumbria CC Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144796,1215,M TAYLOR ASSOCIATES LTD,TAY017,Human Resources Manager,Ext comp training,2068,HR SUPPORT APRIL-JULY 15,STADEV,Staff Development,00222,Central Training Budget
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144799,2812,NORTHGATE PUBLIC SERVICES (UK) LTD,NOR042,Revenue/Benefits Manager,Software – maintenance,2067,SUPPORT/MAINT PARIS,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144816,849.87,VENN GROUP LIMITED,VEN003,Legal Services Manager,Agency Staff,0003,redacted information,LEGSER,Legal Services,00201,Legal & Committee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144817,1559.9,VENN GROUP LIMITED,VEN003,Legal Services Manager,Agency Staff,0003,redacted information,LEGSER,Legal Services,00201,Legal & Committee
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144838,1140.41,GREGGS PLC,GRE027,Revenue/Benefits Manager,Control account system code,6009,REFUND OVERPAID TENANCY,LEGSER,Legal Services,09048,Debtors Overhead Account
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144665,833,CUMBRIA RURAL HOUSING TRUST,CUM020,Environmental Services,CLG GRANT EXPENDITURE,2157,ENABLING SLA 2015/15 JULY 2015,HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144667,6000,CUMBRIA COUNTY COUNCIL,CCC002,Director of Finance,Professional fees,2045,AUDIT SERVICE QTR 4,DIRFIN,Director of Finance,00100,Director of Finance / Secretary
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144668,6000,CUMBRIA COUNTY COUNCIL,CCC002,Director of Finance,Professional fees,2045,AUDIT SERVICE QTR 1,DIRFIN,Director of Finance,00100,Director of Finance / Secretary
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144671,1840.16,CUMBRIAN NEWSPAPERS LTD,CUM024,Human Resources Manager,Advertising,0050,SITUATIONS VACANT,CENTRA,Central Expenses,00208,Staff Recruitment
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144672,608.4,SUE POWELL CONSULTANCY LIMITED,SUE001,Environmental Services,Miscellaneous,2092,CONSULTANCY - HOUSING GROUP,HOMLES,Homelessness,10394,Riverside Housing Grant
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144773,1125,Redacted Information,JAC015,Environmental Services,Agency Staff,0003,redacted information,ENVSER,Environmental Services,00303,Environmental Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,142908,1946,TAMESIDE METROPOLITAN BOROUGH,TAM001,Revenue/Benefits Manager,Subscriptions & levies,2078,SUBSCRIPTION ANTI FRAUD,REVBEN,Revenue & Benefits,00106,Revenues
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144193,1745,R BRENNAND ENGINEERING LIMITED,BRE004,Engineering Manager,Rent,1028,UNIT 1 KIRKBY THORE JULY - SEPT,ADMBLD,Administrative Buildings,00504,Kirkby Thore Store
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144423,3705.75,MLL TELECOM LTD,MLL001,Information Technology Manager,IT Contracts & Maintenance,2062,TOWN HALL/MANSION HOUSE RENTAL JUL/SEP 1,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144442,521.1,ROCKSURE SYSTEMS LTD,ROC005,Engineering Manager,Other charges for services,2047,PEOPLESAFE  3 MONTHS,CENTRA,Central Expenses,00212,Health & Safety
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144588,6909.07,PRINT IMAGE FACILITIES LLP,PRI014,Legal Services Manager,Postages,2054,EDEN HEF POSTAGE,REGELE,Register of Electors,01001,Register of Electors
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144597,700,DENISE CALVERT LTD,CAL019,Revenue/Benefits Manager,Supplies general,2015,BENEFIT WORK 22 +23.07.15,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144598,1208.94,ROYAL MAIL NW,ROY001,Financial Services Manager,Balance Sheet entry BS,6003,POST CHARGES 08.07-21.07.15+06.07.15,HOLD A/C'S,Holding Accounts,10304,Parliam Election Exp
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144603,24127.31,EDEN HOUSING ASSOCIATION LTD,EDE001,Environmental Services,Other charges for services,2047,HOMELESSNESS ADVICE 6.4.15-5.7.15 ANNUAL,HOMLES,Homelessness,02296,Homelessness Grant Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144639,4868.97,AMEY PLC,TFE001,Engineering Manager,ADHOC WORKS FOR BURIALS,1079,GM72,CEMETE,Cemeteries,02229,Alston Moor Cemetery
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,14/08/2015,144644,1857.5,CAPITA PROPERTY & INFRASTRUCTURE LTD,CAP002,Planning Services,Professional fees,2045,ARBORICULTURAL CONSULTANCY JULT 2015,CONSER,Environmental Enhancement & Conservation,03012,Aboricutural Advice
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144923,587,AMEY PLC,TFE001,Communities Manager,Building Maintenance,1000,frenchfield quoted works,LEICEN,Eden Leisure Centre & Appleby Swimming P,02101,Frenchfield - Building
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144925,2015.4,AMEY PLC,TFE001,Engineering Manager,Building Maintenance,1000,quoted works,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144958,500,IAN CANNON LTD,CAN004,Chief Executive's,Professional fees,2045,SUPPLY FENCING ARCHAEOLOGIST,CORPOR,Corporate Costs,01175,Single Site Preliminary Expenses
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144998,624,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Professional fees,2045,LAMP DISC PLEASANT VIEW WINSKILL,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,145004,4200,NORTHGATE PUBLIC SERVICES (UK) LTD,NOR042,Information Technology Manager,Computer equipment,2061,PARIS SERVICES UPGRADE,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,145011,970,HALAROSE LIMITED,HAL013,Information Technology Manager,Software – maintenance,2067,REMOTE MIGRATION TO NEW SERVER,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,145090,2180,PLAYDALE PLAYGROUNDS LTD,PLA007,Engineering Manager,GM External Contractors,1080,CITY CRADLE SWING,PARKOS,Parks and Open Spaces,02140,Castle Park grounds
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144634,1008.59,AMEY PLC,TFE001,Engineering Manager,Building Maintenance,1000,FRENCHFIELD SPORTS PAVILLION,LANDMA,Land Management,02380,Frenchfield Stadium
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144770,1090,TOTALMOBILE LTD,CON001,Revenue/Benefits Manager,Supplies general,2015,1 DAY CONSULTANCY + EXPENSES,CTXBEN,Council Tax Benefits,01164,Local Council Tax Scheme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144501,-962.88,BRITISH GAS BUSINESS,BRI032,Engineering Manager,Gas,1023,CREDITS VARIOUS SITES,PUBCON,Public Conveniences,02267,Penrith Bluebell Lane Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144673,11460.83,NORTH COUNTRY LEISURE,NCL001,Communities Manager,NCL Castletown Rec Grounds,1154,VALUATION JULY 2015,LEICEN,Eden Leisure Centre & Appleby Swimming P,02130,Sports Facilities
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144776,1337.39,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – metered,1032,PCS BROAD CLOSE APPLEBY 27.04-23.07.15,PUBCON,Public Conveniences,02282,Appleby Broad Close Public Convenience
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144805,1779.9,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,SEARCHES MAY 2015 +SHORTFALL FOR APRIL 1,LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144806,2109.16,HEATONS OFFICE SOLUTIONS LTD,LAK004,Corporate Services Manager,Supplies general,2015,FURNITURE/STATIONERY/PAPER,CENTRA,Central Expenses,00206,Printing - Corporate Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144810,1676.94,WALTON GOODLAND LTD,WAL008,Engineering Manager,Land Management Contract,2126,JULY 2015 RATE FOR SURVEYOR VARIOUS SITE,LANDMA,Land Management,01007,Land Management
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144819,1100,CUMBRIA COUNTY COUNCIL,CCC002,Engineering Manager,Professional fees,2045,"SEARCHES APR, MAY,JUNE 2015",LANDCH,Land Charges,01002,Land Charges
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144837,1500,POSITIVE PLANNING SOLUTIONS LTD,POS007,Planning Services,Printing and stationary,2037,LOCAL PLAN SUPPORT,LOPLPO,Local Plans & Policy,03004,Eden Local Plan
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144845,889.19,TWOFOLD LIMITED,TWO002,Financial Services Manager,Equipment – maintenance,2001,CONTRACT VM62 FOLDING MACHINE 15/16,FINSER,Financial Services,00101,Financial Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144846,2293.34,CARLISLE CITY COUNCIL,CAR015,Planning Services Manager (BC),"Books, publications",2016,PAYMENT IHS TECHNICAL INDEX FEES,PLASER,Planning Services,00308,Building Control Services
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144852,1112,ROGER DAVIES - ELECTORAL SERVICES CONSULTANT,DAV037,Director of Corporate and Legal Services,Agency Staff,0003,PROVISION OF CONSULTANCY,ELECTI,Elections,01068,Elections
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144919,3192.77,AMEY PLC,TFE001,Engineering Manager,Street Cleaning Contract,3100,SC28,STRCLE,Street Cleaning,02248,Fly tipping on verge
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144946,1103.85,UNITED UTILITIES WATER LTD,UNI008,Engineering Manager,Water charges – metered,1032,PCS MARKET SQ KIRKBY STEPHEN 01.05-03.08,PUBCON,Public Conveniences,02283,Kirkby Stephen Stoneshot Public Conv
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144949,869.19,AMEY PLC,TFE001,Environmental Services,Dog Contract O.O.H retainer,3200,KENNELLING/STRAY DOGS AUG 15,CODOGS,Community Wardens,03045,Dog Control
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144950,1426.47,MAULDS MEABURN VILLAGE INSTITUTE,MAU005,Communities Manager,Balance Sheet entry BS,6003,FINAL PAYMENT EDEN COMMUNITY GRANT,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144952,2906.6,AMEY PLC,TFE001,Engineering Manager,FL  Contract,3300,FL-05/2015,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144954,6782.87,AMEY PLC,TFE001,Engineering Manager,Play areas - maintenance,1057,GM71,PARKOS,Parks and Open Spaces,02143,Play Areas
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144963,2700.53,AMEY PLC,TFE001,Engineering Manager,Refuse Contract Dayworks,3012,RC31,REFCOL,Refuse Collection,03049,Refuse Collection Domestic
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144970,3000,PENRITH FOOTBALL CLUB,PEN025,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144972,3375,SHAP COMMUNITY CIO,SHA030,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144973,1488,CUMBRIA CVS,CUM080,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144974,750,PENRUDDOCK READING ROOM,PEN009,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144975,1725,MAULDS MEABURN VILLAGE INSTITUTE,MAU005,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144976,1875,ALSTON AGRICULTURAL SOCIETY,ALS032,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144977,1650,TEMPLE SOWERBY CRICKET CLUB,TEM008,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144978,7500,STAINTON VILLAGE HALL,STA018,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144979,1875,PENRITH GYMNASTICS CLUB,PEN079,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144981,6000,NEWBIGGIN RECREATION COMMITTEE,NEW023,Communities Manager,Balance Sheet entry BS,6003,ECF129,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144982,3750,SOUTH TYNEDALE RAILWAY PRESERVATION SOCIETY,SOU019,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144983,1050,EDEN VALLEY FLIX,EDE073,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144985,750,MORLAND AND NEWBY VILLAGE HALL,MOR004,Communities Manager,Balance Sheet entry BS,6003,EDEN COMM FUND,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/08/2015,144994,1875,QUONDAM ARTS TRUST,QUO001,Communities Manager,Balance Sheet entry BS,6003,EDEN COMMUNITY FUND 75% PAYMENT,EDEVPR,Economic Development and Promotion,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145093,650,KAREN MACDOUGALL MA DIP ARCH,MCD001,Communities Manager,Other charges for services,2047,CYCLING MURAL/WORKSHOP,MUSEUM,Museum,02089,Education programme
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145122,1062.98,AST SIGNS LIMITED,AST001,Communities Manager,Loan Provision,5550,ARTWORK GRAPHICS/SUPPLY & FIT,LEICEN,Eden Leisure Centre & Appleby Swimming P,06155,Loan Provision - Penrith Leisure Centre
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145142,4464,ARC ENVIRONMENTAL LIMITED,ARC013,Chief Executive's,Professional fees,2045,COMPLETION OF INVESTIGATION,CORPOR,Corporate Costs,01175,Single Site Preliminary Expenses
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145148,926,ELECTRICITY NORTH WEST LTD,ELE005,Engineering Manager,Building works,5502,LAMP TRANSFERVBANKER LOGE K THORE,FOOLIG,Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145234,804,BORDERLOOS,BOR003,Communities Director,Tour of Britain,2244,HIRE OF SELF CONTAINED TOILETS,EDEVPR,Economic Development and Promotion,02003,Economic Promotion - BRRS
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,144829,10618.67,ATKINSON BUILDING CONTRACTORS,ATK009,Environmental Services,Decent Homes Grants,5524,INTERIM PAYMENT  SOCKBRIDG,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145110,7500,CHARTERHOUSE DEVELOPMENTS LTD,CHA033,Environmental Services,Empty Property Grants,5527,INTERIM PAYMENT SHAP,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,28/08/2015,145111,7500,CHARTERHOUSE DEVELOPMENTS LTD,CHA033,Environmental Services,Empty Property Grants,5527,INTERIM PAYMENT  SHAP,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
