India,"
• Number of new Public-Private-Partnership deals in infrastructure (across 8 low income states)","



Cumulative","



3"," -



7


7",,
Nepal,• Number of direct jobs created with DFID’s support,Cumulative,"40,000","50,000",,
Nepal,"
• Length of roads built, upgraded, maintained or rehabilitated with DFID support","
Cumulative","
500 km (100 km built, 400 km maintained)","
1,300 km ( 100 km built, 1200 km maintained)",,
Vietnam,• No of additional jobs created for all/women as a result of DFID support,,0,"2,000",,
Afghanistan,• Number of jobs created for Afghan men and women (Full-Time Equivalent jobs).,"Attribution



Contribution",4000,"20,000",,
Afghanistan,• Kilometres (km) of rural roads rehabilitated.,contribution,,"900km secondary roads and 1,000km tertiary roads",,
Afghanistan,"


• Agricultural production under irrigated land. ","



Contribution","

-

-","


2.5 tonnes per hectare
",,
Central Asia,• Reduced government regulations and improved private sector management leads to cost savings and greater investment of local firms and Public Private Partnerships ,Cumulative,N/A,Too early to report results,,
Central Asia,• Number of new clients with access to finance (individual entrepreneurs and small/medium sized businesses) in Tajikistan  ,Cumulative,,"5,000",,
Central Asia,"

• Revenues from new road-side services along corridors and cross-border market activities 









• Number of labour migrants (by sex) who are provided with specific advice (legal, health, social protection) in Information Centres run by the project","




Cumulative










Cumulative","




On the transport corridors (TC) data is not available yet. On cross-border (CB) trade: total turnover in three markets increased by 4% in compare with the second half of 2011.
100,000","

£2,260,000 (30% generated by female entrepreneurs, 70% from male entrepreneurs) 








450,000 (330,000 male, 120,000 female)  ",,
Pakistan,• Number of additional people with access to microfinance ,,"100,000","390,000",,
Pakistan,"
• Number of additional people trained in new skills",,"
6,000","
10,000",,
MENAD regional,• Number of enterprises receiving business advice under DFID funded programmes (cumulative),,..,..,,
MENAD regional,• Estimated number of jobs directly or indirectly created as a result of DFID support (cumulative),,..,..,,
MENAD regional,• Number of people trained in skills (in order to enhance their employment prospects),,..,..,,
MENAD regional,"
• Number of loans disbursed as a result of DFID support (cumulative): 
o SME loans
o Micro loans 
o Micro loans to women 
",,"

..","
..",,
OPTs,• Number of enterprises each year reporting improved performances in annual sales or productivity as a result of DFID support,,..,0,,
Yemen,• Number of people provided with new access to finance (deposit accounts) (and the % female) through DFID support ,,..,"30,000",,
Yemen,"
• Number of jobs indirectly created through DFID support (anticipated by IFC through micro loans and business training)",,"

..","
4,000",,
,,,,,,
Footnotes ,,,,,,
"* These results relate to the headline priorities for our operational, regional and country programmes, as set out in the Department’s Operational",,,,,,
" Plans for each programme, first published in 2011. They are specific to the operational context to which they relate, and draw on the most ",,,,,,
"appropriate project, country, or regional level data for each indicator. As such, while Operational Plan indicators from different programmes may",,,,,,
"appear to report the same information, it may not be possible to combine results due to differences in the data and calculation methodologies.",,,,,,
** Cumulative indicators take the sum of the results achieved across the various years to measureperformance. Peak year indicators measure,,,,,,
performance by taking the maximum result achieved across all years; this is a prudent way to measure the number of unique individuals reached.,,,,,,
*** Key to data symbols: '-' = nil results,,,,,,
,"          '0' = results between 0-499, so round to 0 when rounding to the nearest 1000 is applied",,,,,
,          '..' = no results available yet,,,,,
,          'n/a' = not applicable,,,,,
**** Indicators labelled (N) refer to programmes within South Africa; indicators labelled (R) refer to southern Africa regional programmes.,,,,,,
***** Results achieved  through both bilateral and multilateral channels,,,,,,
Headline results achieved by multilateral organisations,,,,,,
Organisation,Indicator1,Latest Reporting Period,Latest Result2,Previous Result,Previous Reporting Period,DFID's contribution as a % of total core funding 3
AsDB 4,Number of micro-finance accounts opened or end borrowed reached,2012,"700,000","1,130,000",2011,5 7
IADB 4,Number of micro/small/medium productive enterprises financed,2012,"584,000","40,000",2011,2 7
IFAD 4,Number of active borrowers in micro-finance ,2011,"4,260,000","2,700,000",2010,4
IFAD 4,Number of voluntary savers,2011,"4,960,000","7,860,000",2010,4
IFC 4,Number of housing loans,2011,"40,000","1,900,000",2010,5 8
IFC 4,Number of microfinance loans ,2011,"19,700,000","8,000,000",2010,5 8
IFC 4,Number of small and medium enterprise (SME) loans,2011,"3,300,000","1,700,000",2010,5 8
PIDG 4,Number of jobs created,2002-2012,"185,000","182,000",2002 to mid-2012,51
,,,,,,
Footnotes ,,,,,,
"1. Sources for all indicators can be found at the back of the Annual Report, [Annex XX]",,,,,,
2. Where results are reported to the nearest million they have been presented in this way; otherwise results have been rounded down to nearest thousand. ,,,,,,
"3. The DFID burden share presented here are not suitable to calculate a DFID results attribution of multilateral results.  The results presented in this table are achieved through all funding streams that the multilateral receive, not just limited to core funding. ",,,,,,
4. Result delivered through multilaterals and its partners. ,,,,,,
"5. GFATM does not engage in direct procurement activities; instead these are managed under the full responsibility of grant recipients. However, GFATM provides mechanisms to promote and cost-effective procurement of health products.",,,,,,
6. Achievement relating to around 90 percent of the portfolio value in 2011,,,,,,
7. Burden share relates to the concessionary fund only. The results presented are achieved through concessionary and non-concessionary funds of the Bank.,,,,,,
"8. The UK has a 5% IFC shareholding, with contribution in the past.",,,,,,
9. Includes in-kind assistance,,,,,,
"10. Previous results for this indicator included figures for all people receiving support to cope with the effects of climate change. These results did not delineate beneficiaries by the intensity of support given nor whether the beneficiaries where targeted or not. We can now disaggregate the results to show whether support received was direct or indirect. We have decided to report direct support only as this type of support can be shown to help discrete beneficiaries cope with the effects of climate change while indirect support cannot. Definitions for direct and indirect support are given below. Direct support is where beneficiaries have been targeted and the intervention is high intensity. Examples could include people receiving social protection cash transfers, houses raised on plinths and training of individuals in communities to develop emergency plans. Beneficiaries who receive indirect support may or may not have been targeted and have received medium intensity support. Examples could include people receiving weather information or text message early warnings and people within the catchment area of a large infrastructure project (eg flood defences).",,,,,,
"11. Since the previous Annual Report the methodology for determining whether an election is ‘freer and fairer’ has been strengthened and clarified. The methodology draws on independent observer reports to consider the extent to which elections are credible, non-violent and reflect the will of the people. As a result of this improvement the results against election indicators for 2011–12 have been revised.",,,,,,
"12. The number of countries where DFID has supported freer and fairer elections which are also fragile and conflict afflicted states was two up to 2011–12 inclusive, one in 2012–13 and so three up to 2012–13 inclusive.",,,,,,
13. DFID is also supporting elections through regional programmes which reached an additional 64 million voters in 14 countries.,,,,,,
"14. The 2012 figures are provisional, please see the UNHCR/GAVI Annual Reports for the final figures.",,,,,,
