Body Name,Service Area,Expense Type,Invoice Payment Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041539,"1,094.00",B ASKHAM
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041553,"2,200.12",B DAVIES
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,10/07/2015,5100080467,"1,449.00",BOLTON METROPOLITAN BOROUGH COUNCIL
TfGM,Transport,Capital Costs - LRT Vehicles,10/07/2015,5100081124,"76,145.00",BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Capital Costs - LRT Vehicles,10/07/2015,5100081255,"458,125.29",BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041569,875.20,C HIRST
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041595,"1,203.40",D ROBINSON
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041603,547.00,DAVID WALKER DRIVER TRAINING
TfGM,Transport,Safety & Security Support Services,10/07/2015,5100080458,870.52,FIRST MANCHESTER
TfGM,Transport,Safety & Security Support Services,10/07/2015,5100080763,"1,520.40",FIRST MANCHESTER
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041554,"1,422.20",H DICKINSON
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,5100081167,"2,085.42",HOLIDAY INN MANCHESTER CENTRAL PARK
TfGM,Corporate Services,Computer Support and Licences,10/07/2015,5100080293,"9,410.22",IGROUP LTD
TfGM,Transport,Print & Media,10/07/2015,5100080361,550.00,IGROUP LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041543,"1,197.31",J BOOTHROYD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041588,"1,531.60",J MURPHY
TfGM,Transport,Concessionary Reimbursement,10/07/2015,1900041702,"1,752.00",JR'S PRIVATE HIRE
TfGM,Transport,Vehicle Costs,10/07/2015,5100085251,"4,393.08",LEX AUTOLEASE LTD
TfGM,Transport,Concessionary Reimbursement,10/07/2015,1900041692,"1,837.00",METRO TAXIS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041600,"1,306.71",MILES AHEADDRIVER TRAINING LTD
TfGM,Corporate Services,Temporary Vacancy Cover,10/07/2015,5100080461,"2,000.00",MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Site Clearance,10/07/2015,5100080647,"2,116.45",NOVUS PROPERTY SOLUTIONS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041581,547.00,O MAYSON
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041537,984.60,P AINSWORTH
TfGM,Transport,Capital Costs - Legal Services,10/07/2015,5100079517,"3,825.00",PANNONE CORPORATE LLP (EMP)
TfGM,Transport,Print & Media,10/07/2015,5100080362,900.00,PAUL JONES PHOTOGRAPHER
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041545,"1,641.00",PHIL BROMLEY
TfGM,Transport,Print & Media,10/07/2015,5100080351,"1,950.00",PINDAR CREATIVE
TfGM,Transport,Traffic and Transportation Surveys,10/07/2015,5100080511,"4,673.43",PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,10/07/2015,5100080559,590.25,PLUSWORK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041591,"2,607.33",S RATHORE
TfGM,Corporate Services,IS Consumables,10/07/2015,5100080358,"2,779.00",SECURE POWER LTD
TfGM,Transport,Concessionary Reimbursement,10/07/2015,1900041691,890.00,SWINTON PRIVATE HIRE
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041580,559.12,T MADDEN
TfGM,Transport,Cleaning,10/07/2015,5100081186,"8,199.16",TUDOR CONTRACT CLEANERS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,10/07/2015,1900041574,798.90,W KRASKO
TfGM,Transport,Capital Costs - Project Support Services,12/07/2015,5100082961,900.00,CDI ANDERSELITE LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041808,"2,500.00",5 STAR PRIVATE HIRE
TfGM,Transport,Supported Bus Services,14/07/2015,1900041810,"49,143.19",ARRIVA MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041811,"7,337.01",ARRIVA MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041821,"5,368.24",ARRIVA MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041822,634.17,ARRIVA MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041783,"8,663.33",ATLANTIC TRAVEL GB
TfGM,Transport,Supported Bus Services,14/07/2015,1900041788,"114,905.91",BELLE VUE (MANCHESTER) LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041790,815.82,BELLE VUE (MANCHESTER) LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041819,"3,166.67",BULLITT CARS
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041714,"2,300.00",BULLOCKS
TfGM,Transport,Supported Bus Services,14/07/2015,1900041804,"18,162.27",BULLOCKS
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041715,"13,000.00",BURNLEY AND PENDLE
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041716,"21,700.00",CENTREBUS LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041766,"8,030.91",CHECKMATE TRANSPORT LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041823,"7,772.72",CHESTERS COACHES
TfGM,Transport,Supported Bus Services,14/07/2015,1900041820,"4,836.36",CI WALLEY TA RINGWAY MINIBUS HIRE
TfGM,Transport,Supported Bus Services,14/07/2015,1900041779,"12,458.83",ECO TRAVEL
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041720,"3,000.00",FE FINCH
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041719,"8,500.00",FIRST CALDERLINE
TfGM,Transport,Supported Bus Services,14/07/2015,1700025903,"(2,600.61)",FIRST MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041801,"340,942.36",FIRST MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041803,"21,102.03",FIRST MANCHESTER
TfGM,Transport,Supported Bus Services,14/07/2015,1900041827,"23,246.77",GB COACHES
TfGM,Transport,Supported Bus Services,14/07/2015,1900041828,543.27,GB COACHES
TfGM,Transport,Supported Bus Services,14/07/2015,1900041778,"2,873.67",GMATL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041773,"37,189.82",GO GOODWINS COACHES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041774,"96,816.50",GO GOODWINS COACHES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041767,"2,333.33",HORWICH PRIVATE HIRE LIMITED
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041723,"51,149.00",JIM STONES COACHES
TfGM,Transport,Supported Bus Services,14/07/2015,1900041813,"9,957.64",JIM STONES COACHES
TfGM,Transport,Supported Bus Services,14/07/2015,1900041814,"10,740.59",JIM STONES COACHES
TfGM,Transport,Supported Bus Services,14/07/2015,1900041806,"14,587.54",LAINTON COACHES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041807,610.36,LAINTON COACHES LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041724,"21,000.00",LANCASHIRE UTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041787,"3,866.99",LEISURE TRAVEL
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041725,"5,000.00",M TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041791,"39,190.63",M TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041792,"20,559.50",M TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041793,"1,602.37",M TRAVEL
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041726,"51,000.00",MANCHESTER COMMUNITY TRANSPORT
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041741,614.80,MANCHESTER COMMUNITY TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041768,"39,273.50",MANCHESTER COMMUNITY TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041769,"224,298.98",MANCHESTER COMMUNITY TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041770,"12,175.25",MANCHESTER COMMUNITY TRANSPORT
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041837,"62,000.00",NORTHERN RAIL LIMITED
TfGM,Transport,Supported Bus Services,14/07/2015,1900041776,"47,340.49",OLYMPIA TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041777,"1,221.26",OLYMPIA TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041833,"51,346.16",R S TYRER LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041834,"1,762.72",R S TYRER LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041743,"1,781.80",RADIO CABS T/A ECO TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041771,"101,000.00",RADIO CABS T/A ECO TRAVEL
TfGM,Transport,Supported Bus Services,14/07/2015,1900041772,"20,682.33",RADIO CABS T/A ECO TRAVEL
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041742,"4,000.00",ROJAY SERVICES LTD T/A WIGAN COACHW
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041728,"95,000.00",ROSSENDALE TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041784,"141,849.05",ROSSENDALE TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041785,"58,491.34",ROSSENDALE TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041786,"13,033.07",ROSSENDALE TRANSPORT
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041729,718.00,S & S Travel Ltd t/a Lancashire Coa
TfGM,Transport,Supported Bus Services,14/07/2015,1900041796,"3,114.76",S & S Travel Ltd t/a Lancashire Coa
TfGM,Transport,Supported Bus Services,14/07/2015,1900041829,"50,837.82",SELWYNS TRAVEL LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041830,"1,757.82",SELWYNS TRAVEL LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1700025897,(592.53),STAGECOACH SERVICES LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041730,"1,331,250.00",STAGECOACH SERVICES LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041731,"18,500.00",STAGECOACH SERVICES LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041732,"262,750.00",STAGECOACH SERVICES LTD
TfGM,Transport,Pass Withdrawal Scheme,14/07/2015,1900041759,810.00,STAGECOACH SERVICES LTD
TfGM,Transport,Pass Withdrawal Scheme,14/07/2015,1900041763,810.00,STAGECOACH SERVICES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041797,"236,845.60",STAGECOACH SERVICES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041798,"311,558.92",STAGECOACH SERVICES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041799,"37,494.49",STAGECOACH SERVICES LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041733,"44,872.00",STOTTS TOURS
TfGM,Transport,Supported Bus Services,14/07/2015,1900041831,"27,871.27",STOTTS TOURS
TfGM,Transport,Supported Bus Services,14/07/2015,1900041832,"69,035.09",STOTTS TOURS
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041744,"1,914.15",TELECARS
TfGM,Transport,Supported Bus Services,14/07/2015,1900041812,"12,999.99",TELECARS
TfGM,Transport,Supported Bus Services,14/07/2015,1900041794,"5,959.09",UK COACHWAYS LTD
TfGM,Transport,Utilities & Energy,14/07/2015,1900041858,735.59,UNITED UTILITIES WATER PLC
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041735,"30,082.00",VALE OF LLANGOLLEN TRAVEL LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041800,"6,760.55",VIKING COACHES
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041738,"6,000.00",WARRINGTON BOROUGH TRANSPORT LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041740,"10,000.00",WIGAN BUSES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041825,"12,192.41",WIGAN BUSES LTD
TfGM,Transport,Supported Bus Services,14/07/2015,1900041826,882.33,WIGAN BUSES LTD
TfGM,Transport,Concessionary Reimbursement,14/07/2015,1900041762,"1,176.75",WIGAN COMMUNITY TRANSPORT
TfGM,Transport,Supported Bus Services,14/07/2015,1900041765,"6,533.17",WIGAN COMMUNITY TRANSPORT
TfGM,Transport,Vehicle Costs,15/07/2015,1200033414,707.56,ALLSTAR
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,15/07/2015,5100081032,"2,312,498.44",BALFOUR BEATTY CE LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,15/07/2015,5100080663,"4,127.24",PRACTICUS LIMITED
TfGM,Corporate Services,Smart Ticketing,15/07/2015,5100080664,"2,061.00",PRACTICUS LIMITED
TfGM,Corporate Services,Smart Ticketing,16/07/2015,5100081275,"5,950.00",AMSACOM LIMITED
TfGM,Transport,Programme and Project Management Services,16/07/2015,5100081330,"12,950.00",BLACC LLP
TfGM,Corporate Services,Programme Management Services,16/07/2015,5100081274,"4,800.00",EDGERTON MANAGEMENT SERVICES LTD
TfGM,Transport,Capital Costs - Engineering Support Services,16/07/2015,5100080790,"1,155.00",FREMONT LTD
TfGM,Corporate Services,Temporary Vacancy Cover,16/07/2015,1900042347,"15,333.52",HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Print & Media,16/07/2015,5100080493,"5,387.00",HEMISPHERE DESIGN & MRKTNG
TfGM,Transport,Sustainable Transport Support Services,16/07/2015,5100080435,"8,625.00",MANCHESTER COMMUNITY GIANTS
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,16/07/2015,5100082247,"4,538.29",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,16/07/2015,5100082248,"10,330.59",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Project Support Services,16/07/2015,5100082250,810.00,METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - LRT Vehicles,16/07/2015,5100082604,"(9,846.67)",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Engineering Support Services,16/07/2015,5100083238,"3,940.00",NEIL CLARKE LTD
TfGM,Transport,Print & Media,16/07/2015,5100080676,"4,600.00",NYREE HUGHES
TfGM,Transport,Bus Support Services,16/07/2015,5100081449,"2,925.00",ROY MCDONALD LTD
TfGM,Transport,Capital Costs - Print & Media,16/07/2015,5100081508,"1,100.00",THE LOWRY
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,16/07/2015,1900041840,"11,012.20",TLT LLP
TfGM,Transport,Energy Management Services,16/07/2015,5100080660,"2,746.25",TXM RECRUIT LIMITED
TfGM,Transport,Energy Management Services,16/07/2015,5100081511,"2,746.25",TXM RECRUIT LIMITED
TfGM,Transport,Capital Costs - LRT Vehicles,17/07/2015,5100081472,"390,641.87",BOMBARDIER TRANSPORTATION UK LTD
TfGM,Transport,Accessible Transport,17/07/2015,1200034668,"388,084.00",GMATT
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/07/2015,5100081533,"329,094.49",KIER CONSTRUCTION - NORTHERN
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/07/2015,5100081596,"192,517.78",KIER CONSTRUCTION - NORTHERN
TfGM,Transport,Capital costs - Light Rail Support Services,17/07/2015,5100081613,"3,600.00",MASON LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,17/07/2015,1900041688,"233,618.56",METROLINK RATP DEV LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,17/07/2015,5100081029,"3,000.00",MORSON INTERNATIONAL
TfGM,Corporate Services,Procurement Services,17/07/2015,5100081586,"10,762.50",OPUS BESTPAY LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,18/07/2015,5100082869,"21,200.00",FIRCROFT ENGINEERING SERVICES LTD
TfGM,Transport,Concessionary Reimbursement,20/07/2015,1900041718,"33,337.00",CUMFY BUS LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1900041780,"10,376.75",CUMFY BUS LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1900041781,"42,088.33",CUMFY BUS LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1900041782,"4,229.33",CUMFY BUS LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1700025914,(733.49),GREEN TRIANGLE BUSES LTD
TfGM,Transport,Concessionary Reimbursement,20/07/2015,1900041721,"80,837.00",GREEN TRIANGLE BUSES LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1900041816,"16,659.65",GREEN TRIANGLE BUSES LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1900041817,"108,144.75",GREEN TRIANGLE BUSES LTD
TfGM,Transport,Supported Bus Services,20/07/2015,1900041818,"6,715.12",GREEN TRIANGLE BUSES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,20/07/2015,1900041571,838.68,S HORSMAN
TfGM,Transport,Concessionary Reimbursement,21/07/2015,1900041896,570.00,1919 TAXIS
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041579,559.12,A MACK
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041605,875.20,A WOODWARD
TfGM,Transport,Research Services,21/07/2015,5100080490,"1,902.00",AECOM LTD
TfGM,Transport,Community Engagement Services,21/07/2015,5100080546,"11,200.00",AECOM LTD
TfGM,Transport,Community Engagement Services,21/07/2015,5100080547,"10,469.43",AECOM LTD
TfGM,Transport,Capital Costs - Research Services,21/07/2015,5100080661,"3,827.00",AECOM LTD
TfGM,Transport,Capital Costs - Project Support Services,21/07/2015,5100081583,"9,898.17",AECOM LTD
TfGM,Transport,Training,21/07/2015,5100081114,640.50,ASF PEOPLE DEVELOPMENT
TfGM,Transport,Capital Costs - Signage Costs,21/07/2015,5100080943,495.00,ASTRA SIGNS
TfGM,Transport,Capital Costs - Quantity Surveying Services,21/07/2015,5100078982,"40,000.00",ATKINS LTD
TfGM,Transport,Capital Costs - Project Support Services,21/07/2015,5100079641,"4,422.29",ATKINS LTD
TfGM,Transport,Research Services,21/07/2015,5100080074,"10,635.00",ATKINS LTD
TfGM,Transport,Capital Costs - Project Support Services,21/07/2015,5100080682,"14,300.00",ATKINS LTD
TfGM,Transport,Property & Equipment Maintenance,21/07/2015,5100081753,"10,754.45",ATOS IT SERVICES UK LTD
TfGM,Transport,Financial and Contract Management Services,21/07/2015,5100081526,487.50,AUTUS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041556,"1,641.00",AVRILS DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041576,559.12,B LONERGAN
TfGM,Transport,Print & Media,21/07/2015,5100081525,"3,000.00",BECKY ROBERTS
TfGM,Corporate Services,Insurance,21/07/2015,5100081403,832.00,BERRYMANS LACE MAWER LLP
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,21/07/2015,5100080898,"41,375.69",BETHELL CONSTRUCTION LIMITED
TfGM,Transport,Print & Media,21/07/2015,5100081237,600.00,BJL GROUP LTD
TfGM,Transport,Print & Media,21/07/2015,5100081238,"2,400.00",BJL GROUP LTD
TfGM,Transport,CCTV Support Services,21/07/2015,5100080684,550.00,BLUE NETWORK SOLUTIONS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,5100081685,"2,217.60",BOLTON WHITES HOTEL LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041549,"1,531.60",BRECK SCHOOL OF MOTORING
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,21/07/2015,5100081544,"63,395.00",BT OPENREACH (SALFORD)
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041577,765.80,C MACCORMACK
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041606,765.80,CENTURION DRIVER TRAINING
TfGM,Transport,Print & Media,21/07/2015,5100080536,"1,467.00",CHAPEL PRESS LTD
TfGM,Transport,Sustainable Travel Grant,21/07/2015,1900041496,"9,751.35",CITY OF SALFORD
TfGM,Transport,Sustainable Transport Support Services,21/07/2015,5100081463,"10,290.75",CITY OF SALFORD
TfGM,Corporate Services,Procurement Services,21/07/2015,5100081633,"13,682.80",CNC PERFORMANCE LTD
TfGM,Transport,Project Support Services,21/07/2015,5100081775,590.00,CRE8 MANAGEMENT LTD
TfGM,Transport,Print & Media,21/07/2015,5100076382,"4,573.00",CREATIVE CONCERN
TfGM,Transport,Print & Media,21/07/2015,5100080602,"15,000.00",CREATIVE CONCERN
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041552,"1,859.80",CRUISE DRIVER TRAINING
TfGM,Transport,Traffic Management and Monitoring Services,21/07/2015,5100080505,"4,618.25",CUBIC TRANSPORTATION SYSTEMS (ITMS)
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041559,"1,859.80",D ELLIS
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041565,"2,102.89",D HEATHCOTE
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041604,"1,598.44",D WALSH
TfGM,Transport,Property & Equipment Maintenance,21/07/2015,5100080733,"2,150.00",D.H.Welton & Co. Ltd
TfGM,Transport,Property & Equipment Maintenance,21/07/2015,5100080734,"1,890.00",D.H.Welton & Co. Ltd
TfGM,Corporate Services,Legal Services,21/07/2015,5100081376,"3,124.80",DLA PIPER UK LLP
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,5100081731,"1,521.00",DRAGON DRIVING
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041592,"1,300.62",DRIVER ACADEMY
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041551,"1,531.60",DRIVERSKILLS
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,1900041585,"1,592.36",DRIVETIME SCHOOL OF MOTORING
TfGM,Transport,Capital Costs - Project Support Services,21/07/2015,5100080687,"7,125.00",EC HARRIS LLP
TfGM,Transport,Capital Costs - Programme and Project Management Services,21/07/2015,5100080773,"5,970.00",EC HARRIS LLP
TfGM,Transport,Driver Intervention Course Delivery Costs,21/07/2015,5100081597,"2,625.00",ENTERPRISE SOLUTIONS (NW) LTD
TfGM,Transport,Capital Costs - IS Support Services,21/07/2015,5100081201,"1,212.50",ESP SYSTEX LTD
TfGM,Transport,Paper and Printing Consumables,21/07/2015,5100081798,"10,827.69",ESP SYSTEX LTD
TfGM,Transport,Capital Costs - Project Support Services,21/07/2015,5100081250,814.22,EURA CONSERVATION LTD
TfGM,Transport,Legal Services,21/07/2015,5100081800,"41,964.60",EVERSHEDS LLP
