Department,Entity, Transaction Date, Expense Type, Expense Area, Supplier Name,Transaction number, Amount, Invoice Description
DFID,DFID,02/10/2016,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,100146-101 ,£595.55,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,100152-114 ,£702.05,
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100191-101 ,£741.15,
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100191-101 ,£741.15,
DFID,DFID,02/10/2016,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,"£1,129.20",
DFID,DFID,02/10/2016,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,"£1,229.15",
DFID,DFID,02/10/2016,Air fares ,Communications Division ,Corporate Travel Provider ,100197-101 ,"£1,725.25",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£2,276.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£7,721.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£4,946.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£4,946.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,£523.20,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,£523.20,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,£523.20,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£5,985.60",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£5,985.60",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-102 ,"£4,999.45",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£2,276.45",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£2,267.00",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,£902.10,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£1,229.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£1,229.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-103 ,"£2,282.30",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£2,550.30",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,222.45",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,222.45",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£4,721.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£2,495.50",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£4,545.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£1,102.80",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£2,148.45",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-104 ,"£2,148.45",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,012.91",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,758.40",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,677.48",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,£800.60,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,677.48",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,012.91",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,758.40",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,£800.60,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,499.95",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-105 ,"£1,665.55",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,£705.27,
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-106 ,"£1,589.27",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,"£3,284.28",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,"£2,970.15",
DFID,DFID,02/10/2016,Air fares ,Top Management Group ,Corporate Travel Provider ,100232-108 ,"£2,326.15",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,International Relations Division ,Corporate Travel Provider ,100236-101 ,"£3,072.48",
DFID,DFID,02/10/2016,Air fares ,International Relations Division ,Corporate Travel Provider ,100240-101 ,"£1,161.95",
DFID,DFID,02/10/2016,Air fares ,International Relations Division ,Corporate Travel Provider ,100240-101 ,£504.13,
DFID,DFID,02/10/2016,Air fares ,Human Resources ,Corporate Travel Provider ,100261-101 ,"£1,309.17",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,Human Resources ,Corporate Travel Provider ,100261-101 ,£796.86,
DFID,DFID,02/10/2016,Air fares ,Human Resources ,Corporate Travel Provider ,100268-101 ,£563.55,
DFID,DFID,02/10/2016,Air fares ,Human Resources ,Corporate Travel Provider ,100268-101 ,"£1,776.35",
DFID,DFID,02/10/2016,Air fares ,Human Resources ,Corporate Travel Provider ,100269-128 ,£606.15,
DFID,DFID,02/10/2016,Air fares ,Human Resources ,Corporate Travel Provider ,100269-128 ,£758.15,
DFID,DFID,02/10/2016,Air fares ,Human Resources ,Corporate Travel Provider ,100269-128 ,£606.15,
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100274-111 ,"£2,142.15",
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100274-111 ,"£1,426.45",
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100274-111 ,"£2,489.75",
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100274-111 ,"£1,216.15",
DFID,DFID,02/10/2016,Air fares ,Policy Division ,Corporate Travel Provider ,100275-105 ,"£1,571.20",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,Policy Division ,Corporate Travel Provider ,100275-111 ,£846.58,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£3,595.08",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£2,106.73",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£2,293.41",
DFID,DFID,03/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£28,371.00",Hellicoptor transport support costs for  Kabul for the period 2015/ 2016
DFID,DFID,24/10/2016,Contract Catering Services ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£1,242.71",
DFID,DFID,24/10/2016,Other passenger transport ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101601-110 ,"£1,145.30",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£1,400.31",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£2,233.85",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£1,395.28",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£657.70,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,"£2,171.38",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101601-110 ,£657.70,
DFID,DFID,24/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101603-101 ,£581.15,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-101 ,£716.81,
DFID,DFID,02/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-102 ,£651.78,
DFID,DFID,02/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101603-102 ,£604.08,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101604-101 ,£827.50,
DFID,DFID,05/10/2016,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£924.06,
DFID,DFID,13/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£615.85,
DFID,DFID,13/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,£646.50,
DFID,DFID,05/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101604-101 ,"£1,227.03",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£773.00,
DFID,DFID,03/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£632.43,
DFID,DFID,03/10/2016,Training - Travel & Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£952.45,
DFID,DFID,03/10/2016,Storage & Distribution costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£3,886.01",
DFID,DFID,03/10/2016,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,287.10",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,£585.18,
DFID,DFID,24/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£761.69,
DFID,DFID,24/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£801.71,
DFID,DFID,24/10/2016,Other travel costs ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,565.24",
DFID,DFID,24/10/2016,Travel - Subsistence ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£610.83,
DFID,DFID,24/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£572.65,
DFID,DFID,24/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,£570.27,
DFID,DFID,24/10/2016,Hotels - Accommodation only ,Asia  Caribbean and Overseas Territories ,Foreign & Commonwealth Office ,101605-101 ,"£1,236.21",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101605-101 ,"£1,397.25",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£807.61,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£1,046.60",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£2,223.61",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£1,290.71",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,£841.21,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101610-101 ,"£1,308.21",
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101612-101 ,£607.65,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101612-101 ,£655.21,
DFID,DFID,03/10/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£867.44,
DFID,DFID,03/10/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£867.44,
DFID,DFID,03/10/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£807.35,
DFID,DFID,24/10/2016,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£1,091.95",
DFID,DFID,24/10/2016,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£1,689.24",
DFID,DFID,24/10/2016,Telephone Usage & services ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,"£2,443.70",
DFID,DFID,24/10/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£626.80,
DFID,DFID,24/10/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101612-101 ,£686.29,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101612-101 ,£529.95,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101612-101 ,£509.21,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£667.10,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£787.45,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101613-101 ,£600.21,
DFID,DFID,12/10/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101616-101 ,£770.17,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,"£1,238.05",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£809.15,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£617.85,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£760.95,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101618-101 ,£837.11,
DFID,DFID,02/10/2016,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£833.41,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101,"£1,703.00",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,"£1,300.45",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101,£666.40,
DFID,DFID,02/10/2016,Hotels - Accommodation only ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£924.00,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£668.55,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-101 ,£530.00,
DFID,DFID,24/10/2016,Air fares ,West and Southern Africa ,Foreign & Commonwealth Office ,101620-102 ,£644.50,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-102 ,£828.65,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-102 ,£698.65,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-102 ,£698.65,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-102 ,£731.45,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101620-102 ,"£1,319.55",
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101621-101 ,£556.15,
DFID,DFID,02/10/2016,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,101619-101 ,£779.55,
DFID,DFID,02/10/2016,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,101619-101 ,£532.35,
DFID,DFID,02/10/2016,Air fares ,Middle East and North Africa Division ,Corporate Travel Provider ,101619-101 ,£538.85,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£754.12,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,"£1,259.35",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£618.75,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-105 ,£611.12,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£817.45,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£817.45,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,"£2,742.84",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£632.45,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£854.75,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Supplier Name withheld ,101622-106 ,£597.55,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101624-101 ,£589.15,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101624-101 ,£565.30,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101624-101 ,£623.55,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101624-101 ,£560.75,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101624-101 ,£717.65,
DFID,DFID,02/10/2016,Air fares ,Asia  Caribbean and Overseas Territories ,Corporate Travel Provider ,101624-101 ,£547.75,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-107 ,£760.42,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-108 ,£748.30,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-108 ,"£1,113.61",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£683.35,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£661.55,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£799.01,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£628.52,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£894.97,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101629-101 ,£881.61,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101630-101 ,£504.92,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£582.85,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£818.70,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£564.60,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101633-101 ,£868.96,
DFID,DFID,03/10/2016,Training - Travel & Subsistence ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,179.43",
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101633-101 ,£633.63,
DFID,DFID,24/10/2016,Air fares ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,"£1,225.78",
DFID,DFID,24/10/2016,Hotels - Accommodation only ,East and Central Africa ,Foreign & Commonwealth Office ,101633-101 ,£656.64,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,£813.41,
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,£558.95,
DFID,DFID,02/10/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,"£1,200.00",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,"£1,200.00",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,"£1,200.00",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,"£1,200.00",
DFID,DFID,02/10/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,£556.00,
DFID,DFID,02/10/2016,Hotels - Accommodation only ,East and Central Africa ,Corporate Travel Provider ,101634-101 ,"£1,059.00",
DFID,DFID,02/10/2016,Air fares ,East and Central Africa ,Corporate Travel Provider ,101625-101 ,£587.02,
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,"£3,181.95",
DFID,DFID,02/10/2016,Air fares ,West and Southern Africa ,Corporate Travel Provider ,101631-101 ,£746.25,
DFID,DFID,24/10/2016,Medical Equipment ,West and Southern Africa ,Foreign & Commonwealth Office ,104227-106 ,"£1,193.00",
DFID,DFID,24/10/2016,Medical Equipment ,West and Southern Africa ,Foreign & Commonwealth Office ,104227-106 ,"£2,711.48",
DFID,DFID,24/10/2016,Medical Equipment ,West and Southern Africa ,Foreign & Commonwealth Office ,104227-106 ,"£1,249.77",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£5,634.08",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£1,135.96",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£4,174.93",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£2,501.71",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£2,617.78",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£4,610.74",
DFID,DFID,24/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£3,164.86",
DFID,DFID,03/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£20,288.48",
DFID,DFID,03/10/2016,Project delivery costs â€“ supplier services ,West and Southern Africa ,Foreign & Commonwealth Office ,104229-101 ,"£24,056.50",
