Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Description
BIS,SLC,01/09/2016,RECRUITMENT COSTS,Human Resources,TOTAL JOBS GROUP,80702485,1450,Recruitment Advertising
BIS,SLC,01/09/2016,PREMISES COSTS,Facilities,DARLINGTON BOROUGH COUNCIL,60001906324 16/17,28826,Rates - Lingfield Point
BIS,SLC,01/09/2016,PREMISES COSTS,Facilities,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,615110008749,14715.61,TFM
BIS,SLC,01/09/2016,TRAINING EDUCATION,Systems & Central Student Finance,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,615110008755,2320,Training & Development - Finance
BIS,SLC,01/09/2016,TRAINING EDUCATION,Systems & Central Student Finance,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,615110008755,2320,Training & Development - Finance
BIS,SLC,01/09/2016,COLLECT CHG DFES,Agency Relationship,ROSSENDALES LIMITED,258641/A,12125.76,Agency Fees
BIS,SLC,01/09/2016,STORAGE COSTS,ICT Service Delivery,IRON MOUNTAIN (UK) LTD,CN055372,-733.84,Storage
BIS,SLC,01/09/2016,VEHICLES,Student Finance Information Team,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,CR00053184,-2228.52,People Carrier Costs
BIS,SLC,01/09/2016,VEHICLES,Student Finance Information Team,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,CR00053184,-222.85,People Carrier Costs
BIS,SLC,01/09/2016,TEMPORARY STAFF,Human Resources,MANPOWER UK LIMITED,DJ61059,2825.4,Agency Temps
BIS,SLC,01/09/2016,COLLECT CHG DFES,Agency Relationship,INTEGRATED DEBT SERVICES LTD t/a INDESSER,GB/RM/2016/0116,25483.01,Agency Fees
BIS,SLC,01/09/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01589521,57.15,People Carrier Costs
BIS,SLC,01/09/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01589521,93.33,People Carrier Costs
BIS,SLC,01/09/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01589521,571.47,People Carrier Costs
BIS,SLC,01/09/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01625130,57.15,People Carrier Costs
BIS,SLC,01/09/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01625130,571.47,People Carrier Costs
BIS,SLC,01/09/2016,VEHICLES,Head of Partner Services,VWFS UK LIMITED T/A VOLKSWAGEN GROUP LEASING,IN01625130,93.33,People Carrier Costs
BIS,SLC,01/09/2016,TRAINING EDUCATION,Learning and Development,USER VISION,INV-101614,4950,Training & Development  - Marketing
BIS,SLC,01/09/2016,TRAINING EDUCATION,Learning and Development,USER VISION,INV-101616,1180,Training & Development - Counter Fraud Services
BIS,SLC,01/09/2016,COLLECT CHG DFES,Agency Relationship,TRANSCOM WORLDWIDE UK LIMITED,LH78AUG16,4054.15,Agency Fees
BIS,SLC,01/09/2016,COLLECT CHG DFES,Agency Relationship,TRANSCOM WORLDWIDE UK LIMITED,LH79AUG16,7531.14,Agency Fees
BIS,SLC,01/09/2016,COLLECT CHG DFES,Agency Relationship,TRANSCOM WORLDWIDE UK LIMITED,LH80AUG16,5770.65,Agency Fees
BIS,SLC,01/09/2016,PROFESSIONAL SERVICES,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10135783,2209.4,Professional Services
BIS,SLC,01/09/2016,PROFESSIONAL SERVICES,Insight & Performance,CAPITA BUSINESS SERVICES (CL1),LO10135797,1762.92,Software Development and Support
BIS,SLC,01/09/2016,CONTRACTOR ,Banking Platform,CAPITA BUSINESS SERVICES (CL1),LO10136804,1884.2,Contractors
BIS,SLC,01/09/2016,CONTRACTOR ,Security Information Assurance,SPECIALIST COMPUTER CENTRES PLC,OP/M197795,8625,Contractors
BIS,SLC,01/09/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,AVANCE CONSULTING (EUROPE) LTD,P/SLC/SM/3,9460,Supplier Partner - Base
BIS,SLC,01/09/2016,RECRUITMENT COSTS,Human Resources,SYME DRUMMOND,SD/3008/185,3830.02,Agency Placement Fees
BIS,SLC,01/09/2016,OUTSOURCED OPERATIONS,Information Security,IRM UK STRATEGIC IT TRAINING LIMITED,SIN006451,870.41,Pen Testing
BIS,SLC,01/09/2016,OUTSOURCED OPERATIONS,Information Security,IRM UK STRATEGIC IT TRAINING LIMITED,SIN006452,8075,Pen Testing
BIS,SLC,01/09/2016,STORAGE COSTS,Facilities,IRON MOUNTAIN (UK) LTD,SW87986-SW87986,3822.88,Storage
BIS,SLC,01/09/2016,STORAGE COSTS,Facilities,IRON MOUNTAIN (UK) LTD,SW87987-SW87987,525.86,Storage
BIS,SLC,01/09/2016,STORAGE COSTS,Facilities,IRON MOUNTAIN (UK) LTD,SW90586-SW90588,28176.46,Storage
BIS,SLC,05/09/2016,TRAINING EDUCATION,Projects,EYECADEMY LTD,0778,5100,Training & Development - Repayment
BIS,SLC,05/09/2016,PREMISES COSTS,Facilities,ORBIT PROPERTY MANAGEMENT LIMITED,10897,1000,Service Charge - Glasgow
BIS,SLC,05/09/2016,COMPUTER CONSUMABLES,Projects,HF ELECTRICAL LTD,186946,523.97,Consumables
BIS,SLC,05/09/2016,PROFESSIONAL SERVICES,Customer Insight,CALDER CONFERENCES LTD,192105,681.25,Usability Research
BIS,SLC,05/09/2016,PUBLIC RELATIONS,Corporate Communications,PRESS DATA LTD,5039699,711.25,Press Monitoring
BIS,SLC,05/09/2016,COMPUTER EQUIPMENT,Projects,HP INC. UK LIMITED (SCOTGOV),5461901,1112.52,Computer Equipment
BIS,SLC,05/09/2016,TEMPORARY STAFF,ICT Business Performance and Control,BROOK STREET (UK) LIMITED,30904975,702.37,Agency Temps
BIS,SLC,05/09/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70303034,2794.1,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Commercial,HUDSON GLOBAL RESOURCES,70303035,2794.1,Contractors
BIS,SLC,05/09/2016,SERVICE DELIVERY RESOURCE,Banking Platform,LEIDOS INNOVATIONS UK LTD,90017817,3864,Supplier Partner - Base
BIS,SLC,05/09/2016,OFFICE EQUIPMENT,Pre-Assessment Team,NEOPOST LTD,92203464,-1690.21,Repairs/Maintenance - Contracted costs
BIS,SLC,05/09/2016,COMPUTER CONSUMABLES,Facilities,NEOPOST LTD,92208744,469.96,Office Stationery
BIS,SLC,05/09/2016,OFFICE EQUIPMENT,Facilities,NEOPOST LTD,92216993,-517.91,Repairs/Maintenance - Contracted costs
BIS,SLC,05/09/2016,OFFICE EQUIPMENT,Operations Printing & Mailing,NEOPOST LTD,92217578,-1614.22,Repairs/Maintenance - Contracted costs
BIS,SLC,05/09/2016,PROFESSIONAL SERVICES,Legal & Governance,BURNESS PAULL LLP,151617759,1112,External Legal Advice
BIS,SLC,05/09/2016,SERVICE DELIVERY RESOURCE,Projects,HCL GREAT BRITAIN LIMITED,5000057196,2423,Supplier Partner Resource
BIS,SLC,05/09/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,HCL GREAT BRITAIN LIMITED,5000057196,1245,Supplier Partner - Base
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052826782,13.4,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052826782,18399.42,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052826782,2098.19,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052835385,10.35,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052835385,147.5,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052835385,1122,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052837572,1982.6,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052847545,2472.28,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052847586,839.6,Postage
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052847586,5487.5,Postage
BIS,SLC,05/09/2016,PREMISES COSTS,Facilities,DEPARTMENT FOR BUSINESS INNOVATION & SKILLS,615110008704,151403.05,TFM
BIS,SLC,05/09/2016,STORAGE DATA LINKS,Networks,VIRGIN MEDIA BUSINESS,281451-112,6873.41,Point to Point
BIS,SLC,05/09/2016,DISASTER RECOVERY,Facilities,DAISY IT CONTINUITY & RESILIANCE SERVICES LTD,4/I408823,33614.36,Workplace Recovery Site - Desks & PC's
BIS,SLC,05/09/2016,AUDIT TAX,Customer Relations,BRITISH STANDARDS INSTITUTION,94590026/1000,1622.4,Internal Audit Services
BIS,SLC,05/09/2016,COMPUTER CONSUMABLES,Projects,XMA LIMITED,AS54164,435,Consumables
BIS,SLC,05/09/2016,TEMPORARY STAFF,Human Resources,MANPOWER UK LIMITED,DJ61570,2999.91,Agency Temps
BIS,SLC,05/09/2016,LEASEHOLD IMPROVEMENTS,Projects,AXIOM PROJECT SERVICES LTD,G2020,2175,Leasehold Improvements
BIS,SLC,05/09/2016,LEASEHOLD IMPROVEMENTS,Projects,AXIOM PROJECT SERVICES LTD,G2021,2250,Leasehold Improvements
BIS,SLC,05/09/2016,SOFTWARE LICENSES,Projects,EXPERIAN LTD,HEX44000583705,11200,Software Misc. Licences
BIS,SLC,05/09/2016,SOFTWARE LICENSES,Projects,EXPERIAN LTD,HEX44000583706,520,Tallyman
BIS,SLC,05/09/2016,SOFTWARE LICENSES,Projects,EXPERIAN LTD,HEX44000583706,9880,Tallyman
BIS,SLC,05/09/2016,FURNITURE FIXTURES AND FITTINGS,Projects,TRIUMPH FURNITURE LTD,INV2105674,13040.86,Furniture Fixtures & Fittings
BIS,SLC,05/09/2016,FURNITURE FIXTURES AND FITTINGS,Projects,TRIUMPH FURNITURE LTD,INV2105752,17307.6,Furniture Fixtures & Fittings
BIS,SLC,05/09/2016,TRAINING EDUCATION,Projects,SOFTWARE BOX LIMITED,INV84745,6000,Off-Site Training Costs
BIS,SLC,05/09/2016,COLLECT CHG DFES,Contact Repayments,TRANSCOM WORLDWIDE UK LIMITED,LH001FEB15,7183.38,Agency Fees
BIS,SLC,05/09/2016,CONTRACTOR ,Programme Management,CAPITA BUSINESS SERVICES (CL1),LO10136796,2209.4,Contractors
BIS,SLC,05/09/2016,PROFESSIONAL SERVICES,Infrastructure Services,CAPITA BUSINESS SERVICES (CL1),LO10136799,1767.52,Professional Services
BIS,SLC,05/09/2016,CONTRACTOR ,Business Analysis,CAPITA BUSINESS SERVICES (CL1),LO10136809,1801.4,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Programme Management,CAPITA BUSINESS SERVICES (CL1),LO10138718,2209.4,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Projects,CAPITA BUSINESS SERVICES (CL1),LO10138719,2045.4,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Banking Platform,CAPITA BUSINESS SERVICES (CL1),LO10138720,1733.4,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Banking Platform,CAPITA BUSINESS SERVICES (CL1),LO10138721,1507.36,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Banking Platform,CAPITA BUSINESS SERVICES (CL1),LO10138722,2865,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Projects,CAPITA BUSINESS SERVICES (CL1),LO10138724,1095.52,Contractors
BIS,SLC,05/09/2016,CONTRACTOR ,Chief Executive Office (CEO),CAPITA BUSINESS SERVICES (CL1),LO10138728,3591.52,Contractors
BIS,SLC,05/09/2016,POSTAGE COURIER,Operations Printing & Mailing,WHISTL,MS16340021,767.01,Postage
BIS,SLC,05/09/2016,COLLECT CHG DFES,Contact Repayments,TRANSCOM WORLDWIDE UK LIMITED,S0020908,4735.55,Agency Fees
BIS,SLC,05/09/2016,COLLECT CHG DFES,Contact Repayments,TRANSCOM WORLDWIDE UK LIMITED,S0020910,4050,Agency Fees
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,30.32,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,29.38,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN254891,67.24,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,28.2,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,36.36,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,257.66,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN254891,172.43,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,52.89,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,104.06,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,294.23,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN254891,39.9,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,363.59,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,282,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,92.69,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,57.49,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,111.79,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,52.89,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,65.09,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Head of Partner Services,TUSKERDIRECT LTD,SIN254891,398.98,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,25.77,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,309.93,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,303.2,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,30.99,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,129.32,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,293.82,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,64.44,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,97.46,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,94.9,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,112.36,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Campaign & Customer Communications,TUSKERDIRECT LTD,SIN254891,101.66,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,29.42,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,TRAVEL,Partner Services Delivery,TUSKERDIRECT LTD,SIN254891,89.06,Car Lease Scheme Debtor
BIS,SLC,05/09/2016,SERVICE DELIVERY RESOURCE,Banking Platform,SYNTEL EUROPE LIMITED,SYNUK007218,1344,Supplier Partner - Base
BIS,SLC,05/09/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,SYNTEL EUROPE LIMITED,SYNUK007218,140288,Supplier Partner - Base
BIS,SLC,06/09/2016,SOFTWARE LICENSES,Digital Delivery,IDEOGRAM LIMITED,9,2193.98,Software Misc. Licences
BIS,SLC,07/09/2016,RECRUITMENT COSTS,Human Resources,BE-IT RESOURCING LIMITED (PERM PLACEMENTS),00353,5179.44,Agency Placement Fees
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Testing Services,EDGE TESTING SOLUTIONS,2806,62350,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Banking Platform,EDGE TESTING SOLUTIONS,2816,111290,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Information Security,EDGE TESTING SOLUTIONS,2816,7300,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Digital Delivery,EDGE TESTING SOLUTIONS,2816,83360,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Testing Services,EDGE TESTING SOLUTIONS,2816,5475,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,UAT,EDGE TESTING SOLUTIONS,2816,13200,Supplier Partner - Base
BIS,SLC,07/09/2016,TRAINING EDUCATION,Learning and Development,ELITE TRAINING AND CONSULTANCY (SCOTLAND) LTD,4631,2312.25,Training & Development - Information Security Governance
BIS,SLC,07/09/2016,PROFESSIONAL SERVICES,Customer Insight,IFF RESEARCH LIMITED,12983,36240,Strategic Research
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),290195,22395.8,Service Charge - Lingfield Point
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),290196,3303.5,Service Charge - Lingfield Point
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,LAMBERT SMITH HAMPTON (FORMERLY ES GROUP),290196,33620.25,Rent - Lingfield Point
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,ISYS COMPUTER SERVICES LTD,0816030,8625,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,ISYS COMPUTER SERVICES LTD,0816031,3000,Supplier Partner - Base
BIS,SLC,07/09/2016,SERVICE DELIVERY RESOURCE,Infrastructure Services,ISYS COMPUTER SERVICES LTD,0816033,12075,Supplier Partner - Base
BIS,SLC,07/09/2016,COMPUTER EQUIPMENT,Projects,HP INC. UK LIMITED (SCOTGOV),5473398,2216.7,Computer Equipment
BIS,SLC,07/09/2016,RECRUITMENT COSTS,Human Resources,HUDSON GLOBAL RESOURCES,60141730,9591.3,Agency Placement Fees
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,GLASGOW CITY COUNCIL,900615927,7140,Rates - Hillington
BIS,SLC,07/09/2016,PROFESSIONAL SERVICES,Customer Insight,LEXIS NEXIS BUTTERWORTHS,1605421577,478.88,Secondary Research
BIS,SLC,07/09/2016,POSTAGE COURIER,Operations Printing & Mailing,ROYAL MAIL,9052862399,3112.33,Postage
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,ANGLIAN WATER BUSINESS,0106914400 310816,334.85,Utilities - Hillington
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,ANGLIAN WATER BUSINESS,0106914400 310816,6367.56,Utilities - Glasgow
BIS,SLC,07/09/2016,PREMISES COSTS,Facilities,GLASGOW CITY COUNCIL,90020184X,79560,Rates - Glasgow
BIS,SLC,07/09/2016,COMPUTER CONSUMABLES,Telecoms,XMA LIMITED,AS72598,760.65,Consumables
BIS,SLC,07/09/2016,PROFESSIONAL SERVICES,Customer Insight,VISION CRITICALRESEARCH SOLUTIONS (UK),CINV00000630,19024.8,Strategic Research
BIS,SLC,07/09/2016,COMPUTER CONSUMABLES,Facilities,OFFICE TEAM LIMITED,IO436076,503.04,Office Stationery
BIS,SLC,07/09/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN254892,245.4,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN254892,140.16,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN254892,36.87,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN254892,129.91,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Verification Operations,TUSKERDIRECT LTD,SIN254892,79.3,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN254892,124.32,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,53.33,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN254892,55.03,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN254892,42.31,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN254892,13.48,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN254892,40.96,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Digital Delivery,TUSKERDIRECT LTD,SIN254892,68.53,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Human Resources,TUSKERDIRECT LTD,SIN254892,15.52,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN254892,56.8,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,21.35,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,81.99,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,192.93,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,65.72,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Assessment Services,TUSKERDIRECT LTD,SIN254892,52.89,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,GFD - Specialist Support,TUSKERDIRECT LTD,SIN254892,17.37,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Glasgow - Contact Centre,TUSKERDIRECT LTD,SIN254892,18.57,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Darlington - Contact Centre,TUSKERDIRECT LTD,SIN254892,55.46,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Human Resources,TUSKERDIRECT LTD,SIN254892,54.75,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Counter Fraud Management,TUSKERDIRECT LTD,SIN254892,42.8,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,59.24,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,171.88,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Pre-Assessment Team,TUSKERDIRECT LTD,SIN254892,63.47,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Practitioner's Support,TUSKERDIRECT LTD,SIN254892,54.11,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Contact Repayments,TUSKERDIRECT LTD,SIN254892,163.72,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,Corporate Communications,TUSKERDIRECT LTD,SIN254892,46.54,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,FE Services,TUSKERDIRECT LTD,SIN254892,18.24,Car Lease Scheme Debtor
BIS,SLC,07/09/2016,TRAVEL,GFD - Specialist Support,TUSKERDIRECT LTD,SIN254892,60.5,Car Lease Scheme Debtor
