Body,Body Name,Date,Transaction Number,Amount,Supplier Name,Supplier ID,Expense Area,Expense Type,Expense Code,Extended Description,Service Code,Service Label,Service Division Label,Service Division Code
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153298,3750,SOURCED DEVELOPMENTS LTD,SOU024,Environmental Services,Empty Property Grants,5527,FINAL PAYMENt,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153299,3750,SOURCED DEVELOPMENTS LTD,SOU024,Environmental Services,Empty Property Grants,5527,FINAL PAYMENT ,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153300,3750,SOURCED DEVELOPMENTS LTD,SOU024,Environmental Services,Empty Property Grants,5527,FINAL PAYMENT ,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153301,8300,CHARLES BOOTH BUILDING CONTRACTOR,BOO010,Environmental Services,Decent Homes Grants,5524,FINAL PAYMENT APPLEBY,DIREGR,1996 Discretionary Renovation Grants,06034,1996 Discretionary Renovation Grants
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153302,5000,Redacted Information,MIT011,Director of Finance,Grants and contributions,2079,PLFRGRANT EDC 16193,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153303,1614,Redacted Information,JOW001,Director of Finance,Grants and contributions,2079,PLFRGRANT EDC 16299,FLOOD,Flood Dec 2015,09318,Flood Dec 2015
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153031,1750,CIVICA UK LTD,CIV002,Information Technology Manager,Software – maintenance,2067,APP CONNECTOR BUNDLE 01.10.16-31.03.17,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153051,1800,HUNSONBY PARISH COUNCIL,HUN002,Commercial Services Manager,Balance Sheet entry BS,6003,ECF148 COMM FUND GRANT,COMFND,Community Fund,10400,Community Fund
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153095,2411.34,Konica Minolta Business Solutions UK Limited,KON003,Information Technology Manager,Printers Contract,2059,PRINTING CHARGES,INFTEC,Information Technology,00102,Information Technology
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153096,624,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,FL Day Works,3301,LAMP DISC GLEN ROBIN BLENCARN,FOOLIG,Footway Lighting,02258,Footway lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153097,926,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP TRANS THE WHITE HOUSE CLIFTON,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153098,926,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP TRANS TOWN END COTTAGE KIRKOSWALD,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153100,1009,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP RECON THE C;OSE KIRKBY STEPHEN,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153101,926,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP TRAN KIRKLAND ROAD SKIRWITH,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153103,926,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP TRAN TORRIDON TEMPLE SOWERBY,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153105,1009,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP RECON PLEASANT VIEW WINSKILL,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153106,926,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP TRANSFER APPLEACRE PLUMPTON,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153108,1009,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP RECON WESTGARTH K STEPHEN,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
http://statistics.data.gov.uk/id/local-authority/16UF,Eden District Council,21/10/2016,153109,1009,ELECTRICITY NORTH WEST LTD,ELE005,Technical Services Manager,Building works,5502,LAMP RECON VICTORIA BUILINGS KIRKBY ST,FOOLIG,Cap Footway Lighting,06149,Cap Footway Lighting
