Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"1,799.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,202.40
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"4,829.83"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"6,562.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"4,700.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"6,460.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"5,740.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,880.46
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"7,254.22"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,756.50
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Sarstedt,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430378,"3,005.78"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430380,"2,470.70"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430380,"64,423.37"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Reagent,Diagnostics & Clinical Support,ABBOTT LABORATORIES,0001430380,"10,971.30"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001427389,"4,581.74"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001427389,"79,369.19"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001429393,"9,993.76"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001429393,"16,704.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001429393,"39,664.47"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001429393,"119,577.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001431798,"7,922.15"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001431798,"16,390.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001431798,"23,685.16"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001431798,"8,702.86"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001433711,"10,647.44"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001433711,"17,250.16"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001433711,"11,045.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001433711,"3,074.63"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,MRI Scans Alliance,Diagnostics & Clinical Support,ALLIANCE MEDICAL LTD,0001429378,"26,336.75"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Reagent,Diagnostics & Clinical Support,BECKMAN COULTER U K LTD,0001422338,"33,490.31"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,Community Midwifery,Income,BOLTON NHS FT,0001425417,"45,024.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Rates,Estates and Facilities,BURY MBC,0001427345,"81,458.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Finance Systems Maintenance,Corporate Services Other,CAPITA IB SOLUTIONS UK LTD,0001423545,"28,750.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,M & S Equipment,Capital,CARL ZEISS LTD,0001417028,"68,400.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Central Mcr Immunology,Diagnostics & Clinical Support,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0001425481,"48,498.24"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Central Mcr Virology,Diagnostics & Clinical Support,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0001426715,"41,943.33"
Department of Health,The Pennine Acute Hospitals NHS Trust,27/10/2014,Child Care Vouchers,Child Care Vouchers,CHILDCARE VOUCHERS LIMITED,0001434956,"98,643.48"
Department of Health,The Pennine Acute Hospitals NHS Trust,27/10/2014,Professional Fees,Corporate Services Other,CHILDCARE VOUCHERS LIMITED,0001434956,"2,367.44"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,SLA from Comm Health Partnersh,Medicine and Community,COMMUNITY HEALTH PARTNERSHIPS,0001425538,"33,573.22"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,SLA from Comm Health Partnersh,Medicine and Community,COMMUNITY HEALTH PARTNERSHIPS,0001425540,"33,573.22"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Non NHS Services General,Medicine and Community,COMMUNITY INTEGRATED CARE,0001422484,"40,293.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Non NHS Services General,Medicine and Community,COMMUNITY INTEGRATED CARE,0001430010,"37,774.93"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Diagnostics Healthcare Mobile,Diagnostics & Clinical Support,DIAGNOSTIC HEALTHCARE LIMITED,0001429155,"52,800.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Diagnostics Healthcare Mobile,Diagnostics & Clinical Support,DIAGNOSTIC HEALTHCARE LIMITED,0001429156,"74,400.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Miscellaneous Expenditure,Corporate Services Other,DR FOSTER LTD,0001428804,"35,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Miscellaneous Expenditure,Corporate Services Other,DR FOSTER LTD,0001428804,"65,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,PACS Support & Maintenance,Corporate Services Other,G E MEDICAL SYSTEMS,0001425784,"89,133.77"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,PACS Support & Maintenance,Corporate Services Other,G E MEDICAL SYSTEMS,0001435253,"89,133.77"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001433100,"1,482.81"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001433100,"58,972.18"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001433109,465.78
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Energy Gas,Estates and Facilities,GAZPROM MARKETING & TRADING RETAIL LTD,0001433109,"27,850.45"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Reagent,Diagnostics & Clinical Support,GENMEDME LIMITED,0001431803,"38,862.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001427391,"76,876.33"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001427391,"36,328.86"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001429395,"90,668.54"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001429395,"35,535.39"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001429395,"22,190.08"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001431800,"27,692.04"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001431800,"42,717.34"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001431800,"56,066.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Bury Pharmacy,Bury Pharmacy,HEALTHCARE AT HOME LTD,0001433712,"62,545.17"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,HEALTHCARE AT HOME LTD,0001433712,"12,469.41"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Oldham Pharmacy,Oldham Pharmacy,HEALTHCARE AT HOME LTD,0001433712,"27,187.28"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001433712,352.14
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Hospital Saturday Fund,Hospital Saturday Fund,HEALTHSURE GROUP LTD,0001432949,"30,332.70"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,IVS,Diagnostics & Clinical Support,INDEPENDENT VASCULAR SERVICES LTD,0001434470,"29,471.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0001426891,"165,765.46"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Professional Fees,Capital,INTEGRATED HEALTH PROJECTS (IHP),0001426891,"31,773.41"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Pharmacy Drugs Rebate,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001423006,"-43,105.72"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Pharmacy Drugs Rebate,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001423007,"-34,674.54"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Contract Management fees,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001428874,"-29,471.54"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Contract Management fees,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001428879,"1,422,055.54"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Contract Management fees,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001428879,"42,168.29"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Contract Management fees,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001432034,"1,150,239.93"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Contract Management fees,Diagnostics & Clinical Support,LLOYDS RETAIL CHEMISTS LTD,0001432035,"-28,305.86"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Rates,Estates and Facilities,MANCHESTER CITY COUNCIL,0001427346,"104,112.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Externally Referred Tests,Diagnostics & Clinical Support,MEDICA REPORTING LIMITED,0001424677,"42,124.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Credit Union,Credit Union,METRO MONEYWISE,0001429217,"65,050.81"
Department of Health,The Pennine Acute Hospitals NHS Trust,23/10/2014,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001428925,"114,761.94"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001428926,"100,661.82"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001428927,"69,884.88"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001428930,"69,884.88"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,Leased Car Ad Hoc Expenses,Corporate Services Other,N H C NHS FOUNDATION TRUST,0001434088,"30,266.46"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,Leased Car Insurance,Corporate Services Other,N H C NHS FOUNDATION TRUST,0001434088,"3,050.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,Permanent Injury Benefit,Permanent Injury Benefit,NHS BUSINESS S A PENSIONS DIVISION,0001435081,"80,464.65"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,FP10 Prescriptions,Diagnostics & Clinical Support,NHS BUSINESS SERVICES AUTHORITY,0001432012,"5,491.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,FP10 Prescriptions,Diagnostics & Clinical Support,NHS BUSINESS SERVICES AUTHORITY,0001432012,"25,727.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,FP10 Prescriptions,Diagnostics & Clinical Support,NHS BUSINESS SERVICES AUTHORITY,0001432012,"1,252.72"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,FP10 Prescriptions,Diagnostics & Clinical Support,NHS BUSINESS SERVICES AUTHORITY,0001432012,663.81
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,Pensions Other Staff,Pensions Other Staff,NHS PENSIONS,0001435079,"72,679.18"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,Restructuring,Restructuring,NHS PENSIONS,0001435079,"27,401.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,X-Ray Maintenance Contracts,Diagnostics & Clinical Support,NHS SUPPLY CHAIN,0001391858,"38,845.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,06/10/2014,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001428483,"520,036.44"
Department of Health,The Pennine Acute Hospitals NHS Trust,06/10/2014,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001428483,"-5,200.36"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/10/2014,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001430888,"442,019.99"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/10/2014,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001430888,"-4,420.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/10/2014,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001433179,"424,011.06"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/10/2014,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001433179,"-4,240.11"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/10/2014,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001435305,"526,234.34"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/10/2014,NHSSC Rebate,Corporate Services Other,NHS SUPPLY CHAIN,0001435305,"-5,262.34"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0001414682,"82,923.76"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0001414684,"140,597.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0001414685,"26,997.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0001425799,"82,923.76"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0001425801,"26,997.71"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,SLA Blood Transfusion,Diagnostics & Clinical Support,NHSBT,0001425803,"140,597.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421434,"64,232.65"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421434,"2,958.07"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421436,"147,849.24"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421436,"6,808.93"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421437,"2,132.14"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421437,"38,175.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421439,"124,274.21"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001421439,"12,082.19"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430045,"2,917.11"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430045,"63,338.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430046,"12,189.87"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430046,"125,380.03"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430047,"6,782.16"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430047,"147,266.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430048,"36,788.49"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Energy Electricity,Estates and Facilities,NPOWER YORKSHIRE LTD,0001430048,"2,054.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Rates,Estates and Facilities,OLDHAM M B,0001427347,"118,927.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,01/10/2014,SLA from Pennine Care,Medicine and Community,PENNINE CARE NHS TRUST,0001402308,"89,400.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,01/10/2014,SLA from Pennine Care,Medicine and Community,PENNINE CARE NHS TRUST,0001402309,"182,937.51"
Department of Health,The Pennine Acute Hospitals NHS Trust,01/10/2014,SLA Bury PCT,Diagnostics & Clinical Support,PENNINE CARE NHS TRUST,0001425903,"16,787.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,01/10/2014,SLA Bury PCT,Diagnostics & Clinical Support,PENNINE CARE NHS TRUST,0001425903,"17,700.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,"SLA Hey,Mid & Roch PCT",Diagnostics & Clinical Support,PENNINE CARE NHS TRUST,0001428296,"25,908.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,SLA Bury PCT,Integrated & Community Service,PENNINE CARE NHS TRUST,0001433815,"17,487.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,31/10/2014,SLA Bury PCT,Integrated & Community Service,PENNINE CARE NHS TRUST,0001433815,"17,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Bury Pharmacy,Bury Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001429391,"2,677.31"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,North Manchester Pharmacy,North Manchester Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001429391,"5,897.48"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Oldham Pharmacy,Oldham Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001429391,"21,378.77"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0001435196,"7,748.39"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Bld Contract Pennine Acute,Capital,PROJECTS LTD,0001435196,"37,192.27"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Rates,Estates and Facilities,ROCHDALE METROPOLITAN BOROUGH COUNCIL,0001427348,"33,017.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Reagent,Diagnostics & Clinical Support,ROCHE DIAGNOSTICS LTD,0001429879,"41,629.45"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Reagent,Diagnostics & Clinical Support,ROCHE DIAGNOSTICS LTD,0001429879,"19,380.26"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Reagent,Diagnostics & Clinical Support,ROCHE DIAGNOSTICS LTD,0001429879,"6,404.54"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Reagent,Diagnostics & Clinical Support,ROCHE DIAGNOSTICS LTD,0001429879,"14,563.75"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001424507,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,02/10/2014,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001424542,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001430420,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001432509,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,16/10/2014,Reagent,Diagnostics & Clinical Support,S G EQUIPMENT FINANCE LTD,0001421981,"62,269.17"
Department of Health,The Pennine Acute Hospitals NHS Trust,15/10/2014,Consultant Recharge,Medicine and Community,SALFORD ROYAL NHS FOUNDATION TRUST,0001426740,"27,497.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Energy Steam,Estates and Facilities,SRCL LTD,0001430981,"29,378.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Bld Contract Pennine Acute,Capital,THOMAS BARNES & SONS,0001435249,"10,649.44"
Department of Health,The Pennine Acute Hospitals NHS Trust,30/10/2014,Bld Contract Pennine Acute,Capital,THOMAS BARNES & SONS,0001435249,"61,648.88"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"4,749.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"13,699.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,09/10/2014,Telephone System Maintenance,Corporate Services Other,UNIFY ENTERPRISE COMMUNICATIONS LTD,0001419797,"4,299.96"
