Department Of Health,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Amount,Month
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"31,990.85",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"29,925.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"34,879.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,CLINICAL SERVICE CONTRACT,DIRECTOR OF NURSING & PATIENT SERVICES,MEDICA GROUP,"33,940.55",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,STRUCTURE,CAPITAL PROGRAM,MOWBRAY & SON LTD,"135,080.60",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,STRUCTURE,CAPITAL PROGRAM,MOWBRAY & SON LTD,"52,701.26",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,BLOOD PRODUCTS,DIRECTOR OF SERVICE DELIVERY - LINCOLN & LOUTH,NHS BLOOD AND TRANSPLANT,"96,320.51",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,CNST CONTRIBUTIONS,MEDICAL DIRECTOR,NHS LITIGATION AUTHORITY,"396,195.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,CNST CONTRIBUTIONS,"DIRECTOR OF SERVICE DELIVERY - WOMENS & CHILDRENS, LINCOLN & LOUTH",NHS LITIGATION AUTHORITY,"291,948.40",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,CNST CONTRIBUTIONS,"DIRECTOR OF SERVICE DELIVERY - WOMENS & CHILDRENS, BOSTON & GRANTHAM",NHS LITIGATION AUTHORITY,"178,930.60",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/07/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"220,847.11",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"274,249.16",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"261,928.78",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"258,934.79",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,RESUS STOCK CONSUMABLES,PAN TRUST,NHS SUPPLY CHAIN (DERBY),"274,365.95",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,PATHOLOGY SERVICES,DIRECTOR OF SERVICE DELIVERY - LINCOLN & LOUTH,NORTHERN LINCOLNSHIRE & GOOLE HOSPITALS,"758,560.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,EXECUTIVE DIRECTOR,CHIEF EXECUTIVE,NOTTINGHAM CITY PRIMARY CARE TRUST,"34,765.44",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NOVARTIS PHARMACEUTICALS,"33,109.40",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NOVARTIS PHARMACEUTICALS,"45,552.47",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NOVARTIS PHARMACEUTICALS,"27,232.92",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NOVARTIS PHARMACEUTICALS,"44,530.20",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,NOVARTIS PHARMACEUTICALS,"33,108.29",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,INTERNAL AUDIT,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,PARKHILL AUDIT AGENCY,"25,425.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,INTERNAL AUDIT,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,PARKHILL AUDIT AGENCY,"25,425.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,PHARMACY PILGRIM,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,PHOENIX HEALTHCARE DISTRIBUTION,"36,725.22",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,RENTS,DIRECTOR OF FACILITIES MANAGEMENT,PROGRESS CARE HOUSING ASSOCIATION LTD,"27,614.56",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,RENTS,DIRECTOR OF FACILITIES MANAGEMENT,PROGRESS CARE HOUSING ASSOCIATION LTD,"26,311.02",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,11/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,ROCHE PRODUCTS LTD,"41,911.20",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,18/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,ROCHE PRODUCTS LTD,"42,784.78",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,ROCHE PRODUCTS LTD,"41,911.20",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,PHARMACY,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,ROCHE PRODUCTS LTD,"41,911.20",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,14/07/2011,PHARMACY PILGRIM,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,ROCHE PRODUCTS LTD,"31,782.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,PHARMACY PILGRIM,DIRECTOR NURSING AND PATIENT SERVICES - DIAGNOSTICS,ROCHE PRODUCTS LTD,"33,737.52",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,ELECTRICITY,DIRECTOR OF FACILITIES MANAGEMENT,SOUTHERN ELECTRIC/GAS PLC,"40,289.90",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,25/07/2011,ELECTRICITY,DIRECTOR OF FACILITIES MANAGEMENT,SOUTHERN ELECTRIC/GAS PLC,"27,835.54",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,PHOTOCOPIER MACHINES,DIRECTOR OF FINANCE PROCUREMENT AND INFORMATICS,THE DANWOOD GROUP LTD,"66,680.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,07/07/2011,EXTERNAL LAUNDRY CONTRACT,DIRECTOR OF FACILITIES MANAGEMENT,THE SUNLIGHT SERVICE GROUP LTD,"44,462.81",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,RENTS,DIRECTOR OF SERVICE DELIVERY - ORTHOPAEDICS LINCOLN,VANGUARD HEALTHCARE SOLUTIONS LTD,"97,650.00",Jul-11
Department Of Health,United Lincolnshire Hospitals NHS Trust,28/07/2011,RENTS,DIRECTOR OF SERVICE DELIVERY - ORTHOPAEDICS LINCOLN,VANGUARD HEALTHCARE SOLUTIONS LTD,"92,790.00",Jul-11
Grand Total,,,,,,"5,561,588.09",
