Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense Code,Expense Type,Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453415,141716,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£72.73
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453414,141715,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£20.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453413,141714,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£20.65
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453411,141721,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£58.72
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453412,141735,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£58.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453439,141860,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£28.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453440,141977,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£17.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453465,141976,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£52.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453443,141974,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£32.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453441,141975,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£20.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453408,142070,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£10.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453462,142080,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£57.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453461,142079,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£1.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453460,142078,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£7.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453459,142071,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453474,142082,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£15.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453472,142081,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£60.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453470,142072,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453463,142206,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£15.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453473,142208,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£24.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453466,142205,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£15.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453468,142237,A&E FIRE EQUIPMENT LTD,C-H44600-1104,J D Court-Council House repairs,15-Jul-11,£53.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453464,142235,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£23.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453471,142236,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£40.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453469,142238,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£9.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453444,142286,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£205.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453467,142295,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£100.32
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453438,142356,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£6.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453432,142349,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£16.92
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453431,142351,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£1.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453458,142346,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£13.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453457,142348,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£60.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453448,142347,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£13.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453447,142359,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£6.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453446,142357,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£6.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453445,142350,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£15.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453426,142352,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453423,142358,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£13.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453430,142355,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£7.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453434,142431,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£23.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453437,142536,A&E FIRE EQUIPMENT LTD,C-H44600-1104,J D Court-Council House repairs,15-Jul-11,£53.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453436,142534,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£45.08
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453435,142537,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£15.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453433,142538,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£15.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453428,142535,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£24.44
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453429,142539,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453424,142582,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£26.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453427,142574,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£40.42
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453425,142573,A&E FIRE EQUIPMENT LTD,C-H46200-1104,Fire. Syst.Serv-Council House repairs,15-Jul-11,£9.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453881,142316,A&E FIRE EQUIPMENT LTD,C-D13550-1115,Area Off -E.Hse-Fire prevention,22-Jul-11,£6.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453882,142353,A&E FIRE EQUIPMENT LTD,C-D14100-1808,Depot Building-RM-Routine works,22-Jul-11,£60.16
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453883,142354,A&E FIRE EQUIPMENT LTD,C-D30200-1124,Misc Props & Ld-Berkeley Mews  Repairs,22-Jul-11,£8.46
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453884,142393,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£5.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453888,142396,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£10.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453893,142402,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£7.88
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453894,142404,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£3.38
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453897,142407,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£3.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453896,142406,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£8.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453895,142405,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£13.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453889,142398,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£12.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453887,142397,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£5.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453886,142395,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£13.34
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453885,142394,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453890,142399,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,22-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453891,142400,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,22-Jul-11,£2.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453892,142401,A&E FIRE EQUIPMENT LTD,C-C23140-1808,Public Convnces-RM-Routine works,22-Jul-11,£9.40
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453898,142409,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,22-Jul-11,£163.36
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453901,142436,A&E FIRE EQUIPMENT LTD,C-D33950-1808,Resource Centre-RM-Routine works,22-Jul-11,£127.90
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453899,142434,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,22-Jul-11,£81.78
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453900,142435,A&E FIRE EQUIPMENT LTD,C-E21100-1808,Car Prks-Off St-RM-Routine works,22-Jul-11,£47.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453912,142680,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,22-Jul-11,£334.12
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453902,142568,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£33.82
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453903,142569,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£392.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453904,142570,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£33.26
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453909,142636,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£88.57
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453908,142635,A&E FIRE EQUIPMENT LTD,C-C22120-1808,Sports & Open S-RM-Routine works,22-Jul-11,£30.23
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453906,142616,A&E FIRE EQUIPMENT LTD,C-D13550-1115,Area Off -E.Hse-Fire prevention,22-Jul-11,£491.76
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453905,142614,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,22-Jul-11,£14.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453907,142615,A&E FIRE EQUIPMENT LTD,C-L41100-1808,AG & M-RM-Routine works,22-Jul-11,£180.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453911,142653,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,22-Jul-11,£342.19
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453910,142652,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,22-Jul-11,£228.87
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453914,142794,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£49.96
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453913,142791,A&E FIRE EQUIPMENT LTD,C-L21100-1808,Town Hall-RM-Routine works,22-Jul-11,£23.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453915,142815,A&E FIRE EQUIPMENT LTD,C-D13550-1115,Area Off -E.Hse-Fire prevention,22-Jul-11,£71.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453916,142838,A&E FIRE EQUIPMENT LTD,C-L21200-1808,Pump Room-RM-Routine works,22-Jul-11,£192.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453917,142864,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£885.41
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453918,142949,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£27.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453919,142950,A&E FIRE EQUIPMENT LTD,C-L11500-1808,Rec Facilities-RM-Routine works,22-Jul-11,£129.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453920,2063,A&E FIRE EQUIPMENT LTD,C-D13100-1115,Muni Off Blgs-Fire prevention,22-Jul-11,-£202.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453083,51266,ALPHA COLOUR PRINTERS LTD,C-1T10F1-3406,Katy Ashworth-Printing-Promotion/Mkting,13-Jul-11,£65.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453081,51294,ALPHA COLOUR PRINTERS LTD,C-D21190-3403,O&S Committees-Printing-Committee Papers,13-Jul-11,£561.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453082,51297,ALPHA COLOUR PRINTERS LTD,C-D21190-3412,O&S Committees-Printing - Cabinet Papers,13-Jul-11,£175.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453080,51250,ALPHA COLOUR PRINTERS LTD,C-D38100-3196,C.Dev.Strategy-Fiesta in the park,13-Jul-11,£389.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453080,51250,ALPHA COLOUR PRINTERS LTD,C-D38100-3196,C.Dev.Strategy-Fiesta in the park,13-Jul-11,£75.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453220,51245,ALPHA COLOUR PRINTERS LTD,C-E63100-3401,Cemetery & Crem-Printing - general,13-Jul-11,£85.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453220,51245,ALPHA COLOUR PRINTERS LTD,C-E63100-3401,Cemetery & Crem-Printing - general,13-Jul-11,£174.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453221,51243,ALPHA COLOUR PRINTERS LTD,C-E63100-3401,Cemetery & Crem-Printing - general,13-Jul-11,£157.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453176,51265,ALPHA COLOUR PRINTERS LTD,C-E72500-3401,Built Env Div-Printing - general,13-Jul-11,£25.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452954,250000121520,AON RISK SERVICES LIMITED,C-L41100-3256,AG & M-Fine Form Horse Parade exp,08-Jul-11,£530.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453033,PREMIUM APR-JU,AON RISK SERVICES LIMITED,C-P12270-9101,Tenants Ins-Payments,08-Jul-11,"£7,269.73"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454302,25314,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£380.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454304,25315,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£25.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454305,25316,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£100.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454306,25353,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£98.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454306,25353,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£180.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454307,25318,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£25.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454306,25353,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£10.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454305,25316,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£25.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454304,25315,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£38.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454303,25317,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£38.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454302,25314,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£49.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454303,25317,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£570.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,454302,25314,ARKELL AND HURCOMBE BRONZE WORK LTD,C-E63100-3111,Cemetery & Crem-Goods purch for resale,27-Jul-11,£5.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,452908,10552,ARTFUL LIMITED,C-B51120-3920,Develt Con-Advertising,08-Jul-11,"£1,902.16"
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453171,13088,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T04H1-3406,BSO-Printing-Promotion/Mkting,13-Jul-11,£405.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453171,13088,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T04H1-3527,BSO-Distribution/Mailing,13-Jul-11,£43.56
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453171,13088,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T10M1-3406,Halle-Printing-Promotion/Mkting,13-Jul-11,£405.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453171,13088,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T10M1-3527,Halle-Distribution/Mailing,13-Jul-11,£43.55
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,453171,13088,ART WORKS DESIGN CONSULTANTS (CHELT) LTD,C-1T17F1-3406,BBC NOW-Printing-Promotion/Mkting,13-Jul-11,£405.00
