Department Family ,Entity, Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Distribution Line Number
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Portakabin Ltd,65158,4210.5,2
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Temporary Buildings,Portakabin Ltd,65158,-21052.5,3
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Temporary Buildings,Portakabin Ltd,65158,17484.05,4
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Temporary Buildings,Portakabin Ltd,65158,3568.45,5
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Temporary Buildings,Portakabin Ltd,65159,21052.5,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Portakabin Ltd,65159,4210.5,2
DCMS,ODA,05-Dec-2011,Grant Payable,Barking Abbey School,Barking Abbey School,65172,122239.85,1
DCMS,ODA,05-Dec-2011,Consultants,Employers Rep Contract,Turner & Townsend Ltd,65183,30124.25,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Turner & Townsend Ltd,65183,6024.85,2
DCMS,ODA,05-Dec-2011,Construction contractor,Logistics Facilities,Manuplas Limited,65184,50000,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Manuplas Limited,65184,10000,2
DCMS,ODA,05-Dec-2011,Designers,Engineering Office Management,Atkins Limited,65221,101236.39,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65221,20247.28,2
DCMS,ODA,05-Dec-2011,Consultants,Construction Tech Support - SBH North Park,Atkins Limited,65223,50008.72,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65223,10001.74,2
DCMS,ODA,05-Dec-2011,Consultants,Tier 1 & 2 Contractor Admin,Atkins Limited,65226,98518.04,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65226,19703.61,2
DCMS,ODA,05-Dec-2011,Consultants,PTP Works,Atkins Limited,65227,24514.93,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65227,4902.99,2
DCMS,ODA,05-Dec-2011,Consultants,Sundry Fees / Costs,Leaside Regeneration Ltd,65238,68625,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Leaside Regeneration Ltd,65238,13725,2
DCMS,ODA,05-Dec-2011,Consultants,PGTD - Landscape Architect,LDA Design Consulting LLP,65246,42883.32,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,LDA Design Consulting LLP,65246,8576.66,2
DCMS,ODA,05-Dec-2011,Consultants,PGTD - Landscape Architect,LDA Design Consulting LLP,65247,61619.21,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,LDA Design Consulting LLP,65247,12323.84,2
DCMS,ODA,05-Dec-2011,Consultants,Stage K Construction Support - Atkins,Atkins Limited,65251,50576.09,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65251,10115.22,2
DCMS,ODA,05-Dec-2011,Consultants,Stadium Works,Atkins Limited,65259,26308.03,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65259,5261.61,2
DCMS,ODA,05-Dec-2011,Holding Cost Payments,Triathlon Holding Costs Payment,Triathlon Homes LLP,65263,1309401.87,1
DCMS,ODA,05-Dec-2011,Consultants,Supervisor South Park,Atkins Limited,65265,22280.89,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65265,4456.18,2
DCMS,ODA,05-Dec-2011,Grant Payable,Ruckholt Rd Bridge Grant Funding,London Borough of Waltham Forest,65280,101032.07,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,London Borough of Waltham Forest,65280,20206.41,2
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,London Borough of Waltham Forest,65280,-20206.41,3
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,65340,420275.45,1
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,65340,30180.55,2
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65340,6036.11,4
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,65345,66439.67,1
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,65345,4771.12,2
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65345,954.22,4
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,65346,130284.61,1
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Zones 2-7 Infrastructure,Lend Lease Europe Ltd,65346,9355.92,2
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65346,1871.18,4
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65352,464130.64,1
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65352,9472.05,2
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65352,1894.41,4
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Logistics Transfers,Taylor Woodrow Construction,65381,511.54,1
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Control Room Upgrade SOC to POC & MPS,Taylor Woodrow Construction,65381,7342.57,2
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Velo,Taylor Woodrow Construction,65381,690.73,3
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Handball,Taylor Woodrow Construction,65381,874.71,4
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Control Room Upgrade SOC to POC & MPS,Taylor Woodrow Construction,65381,3359.29,5
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,FM - Facilities Management Contractor,Taylor Woodrow Construction,65381,117325.65,6
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,IT works for enrolment and passes,Taylor Woodrow Construction,65381,7789.87,7
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Maintenance - Logistics,Taylor Woodrow Construction,65381,22303.4,8
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Stadium by Logistics,Taylor Woodrow Construction,65381,1110.49,9
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Velo,Taylor Woodrow Construction,65381,913.07,10
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Taylor Woodrow Construction,65381,32444.26,11
DCMS,ODA,05-Dec-2011,Tier 1 Contractors,Velo,Taylor Woodrow Construction,65381,293.38,12
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Taylor Woodrow Construction,65381,58.66,13
DCMS,ODA,05-Dec-2011,Construction contractor,IBC/MPC Permanent,Carillion Building,65382,78751.05,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Carillion Building,65382,15750.21,2
DCMS,ODA,05-Dec-2011,Construction contractor,ES Global Overlay Ltd Contracted Work,ES Global Overlay Limited,65383,39056.48,1
DCMS,ODA,05-Dec-2011,Construction contractor,ES Global Overlay Ltd Contracted Work,ES Global Overlay Limited,65383,240354.65,2
DCMS,ODA,05-Dec-2011,Construction contractor,ES Global Overlay Ltd Variations 100% LOCOG Contribution,ES Global Overlay Limited,65383,43929.73,3
DCMS,ODA,05-Dec-2011,Construction contractor,ES Global Overlay Ltd Contracted Work,ES Global Overlay Limited,65383,-39056.48,4
DCMS,ODA,05-Dec-2011,Construction contractor,ES Global Overlay Ltd Contracted Work,ES Global Overlay Limited,65383,35427.54,5
DCMS,ODA,05-Dec-2011,Construction contractor,ES Global Overlay Ltd Contracted Work,ES Global Overlay Limited,65383,3628.94,6
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,65383,64668.18,7
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,ES Global Overlay Limited,65383,-0.37,8
DCMS,ODA,05-Dec-2011,Construction contractor,Way finding,Sir Robert McAlpine Ltd,65439,55901.97,1
DCMS,ODA,05-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Sir Robert McAlpine Ltd,65439,11180.39,2
DCMS,ODA,12-Dec-2011,Construction contractor,Village Vertical Development,Cofely East London Energy Ltd,2330,-61752.65,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,2330,-10806.71,2
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,61746,413859.97,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,61746,82772,2
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,61746,-413859.97,3
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Mobilisation of FM,CLM Delivery Partner Ltd,61746,88625.57,4
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Procurement,CLM Delivery Partner Ltd,61746,79996.93,5
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Procurement,CLM Delivery Partner Ltd,61746,1340.61,6
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Procurement,CLM Delivery Partner Ltd,61746,46043.64,7
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Licensing & Testing,CLM Delivery Partner Ltd,61746,10659.74,8
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Licensing & Testing,CLM Delivery Partner Ltd,61746,15676.37,9
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Licensing & Testing,CLM Delivery Partner Ltd,61746,7450.43,10
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Park Access,CLM Delivery Partner Ltd,61746,547.52,11
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Procurement,CLM Delivery Partner Ltd,61746,54583.28,12
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Park Access,CLM Delivery Partner Ltd,61746,10150.81,13
DCMS,ODA,12-Dec-2011,CLM Secondments,Park Operations Procurement,CLM Delivery Partner Ltd,61746,4518.13,14
DCMS,ODA,12-Dec-2011,Consultants,Park Operations Park Access,CLM Delivery Partner Ltd,61746,78637.9,15
DCMS,ODA,12-Dec-2011,Consultants,Park Operations Procurement,CLM Delivery Partner Ltd,61746,15629.04,16
DCMS,ODA,12-Dec-2011,Consultants,Protective Monitoring,Detica Ltd,64126,195700,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Detica Ltd,64126,39140,2
DCMS,ODA,12-Dec-2011,Consultants,Stanton Williams,Stanton Williams,64224,52257.76,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Stanton Williams,64224,10451.55,2
DCMS,ODA,12-Dec-2011,Consultants,G&T Cost Management,Gardiner & Theobald LLP,64506,45954.1,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Gardiner & Theobald LLP,64506,9190.82,2
DCMS,ODA,12-Dec-2011,Grant Payable,RAB Stakeholder Costs,Greenwich Council,64757,100000,1
DCMS,ODA,12-Dec-2011,Consultants,LOCOG Transition,Intelligent Risks Pty Ltd,64922,117767.18,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Intelligent Risks Pty Ltd,64922,23553.44,2
DCMS,ODA,12-Dec-2011,Consultants,LOCOG Transition,Intelligent Risks Pty Ltd,64922,-117767.18,3
DCMS,ODA,12-Dec-2011,Consultants,LOCOG Transition,Intelligent Risks Pty Ltd,64922,20386.19,4
DCMS,ODA,12-Dec-2011,Consultants,LOCOG Transition,Intelligent Risks Pty Ltd,64922,97380.99,5
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Intelligent Risks Pty Ltd,64922,-4077.24,7
DCMS,ODA,12-Dec-2011,Consultants,SBH Statutory Costs,Thames Water Engineering Division,64926,25535,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Thames Water Engineering Division,64926,5107,2
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,SOC to POC,Portakabin Ltd,64979,31914.98,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Portakabin Ltd,64979,6382.99,2
DCMS,ODA,12-Dec-2011,Consultants,Systems Support Activities,EDAW Limited,65040,56454.31,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,65040,11290.86,2
DCMS,ODA,12-Dec-2011,Consultants,SI Other Professional Fees,EDAW Limited,65051,24525.61,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,65051,4905.12,2
DCMS,ODA,12-Dec-2011,Consultants,Systems Support Activities,EDAW Limited,65062,27389.3,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDAW Limited,65062,5477.86,2
DCMS,ODA,12-Dec-2011,Consultants,South Park Landscape Engineer,Ove Arup & Partners Limited,65063,34790.57,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,65063,6958.11,2
DCMS,ODA,12-Dec-2011,Consultants,SBH Legacy Atkins,Atkins Limited,65169,43314.57,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65169,8662.91,2
DCMS,ODA,12-Dec-2011,Consultants,Security V&I Programme Support - Various ODA Suppliers,Ove Arup & Partners Limited,65201,28919.13,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ove Arup & Partners Limited,65201,5783.83,2
DCMS,ODA,12-Dec-2011,Consultants,SBH NP - Engineering Mgt  NP ( post 01/04/07),Atkins Limited,65248,47411.98,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65248,9482.4,2
DCMS,ODA,12-Dec-2011,Consultants,Common Domain LV Network - Construction,Atkins Limited,65256,21702.83,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65256,4340.57,2
DCMS,ODA,12-Dec-2011,Construction contractor,Electrical Network Own&Operate - Construction,Lea Valley Utilities Limited,65303,803606,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lea Valley Utilities Limited,65303,160721.2,2
DCMS,ODA,12-Dec-2011,Construction contractor,LVU - Low Voltage Network,Lea Valley Utilities Limited,65304,139909,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lea Valley Utilities Limited,65304,27981.8,2
DCMS,ODA,12-Dec-2011,Construction contractor,Village Vertical Development,Cofely East London Energy Ltd,65329,65755.65,1
DCMS,ODA,12-Dec-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,65329,1072.59,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,65329,13365.65,3
DCMS,ODA,12-Dec-2011,Construction contractor,Village Vertical Development,Cofely East London Energy Ltd,65330,4015,1
DCMS,ODA,12-Dec-2011,Light & Heat,Village Vertical Development,Cofely East London Energy Ltd,65330,32000,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Cofely East London Energy Ltd,65330,7203,3
DCMS,ODA,12-Dec-2011,Designers,Entrances,Ackroyd & Harvey,65333,40000,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Ackroyd & Harvey,65333,8000,2
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65339,1165875.62,1
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65339,23793.38,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65339,4758.68,4
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,65341,67240,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65341,13448,2
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65342,375192.5,1
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65342,-375192.5,3
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65342,367688.65,4
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65342,7503.85,5
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65342,1500.77,7
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65343,300711.04,1
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Village Vertical Development,Lend Lease Europe Ltd,65343,6136.96,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65343,1227.39,4
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Academy Building,Lend Lease Europe Ltd,65344,37674.22,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Lend Lease Europe Ltd,65344,7534.84,2
DCMS,ODA,12-Dec-2011,Construction contractor,BAM Nuttall Prelims North Park,BAM Nuttall Ltd,65398,12849,1
DCMS,ODA,12-Dec-2011,Construction contractor,BAM Nuttall Prelims North Park,BAM Nuttall Ltd,65398,2500275,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,BAM Nuttall Ltd,65398,502624.8,3
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Archaeology,Wessex Archaeology Ltd,65438,30936.99,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Wessex Archaeology Ltd,65438,6187.4,2
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,65441,2638362.88,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,65441,527672.58,2
DCMS,ODA,12-Dec-2011,Delivery partner CLM,CLM Delivery Partner,CLM Delivery Partner Ltd,65443,113282.09,1
DCMS,ODA,12-Dec-2011,Delivery partner CLM,CLM Delivery Partner,CLM Delivery Partner Ltd,65443,101867.08,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,65443,43029.84,3
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,65444,43618.22,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,65444,8723.65,2
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,65445,39596.48,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,65445,7919.3,2
DCMS,ODA,12-Dec-2011,Delivery partner CLM,CLM Delivery Partner,CLM Delivery Partner Ltd,65449,10142.89,1
DCMS,ODA,12-Dec-2011,Delivery partner CLM,CLM Delivery Partner,CLM Delivery Partner Ltd,65449,10986.67,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,65449,4225.92,3
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,65451,13289.12,1
DCMS,ODA,12-Dec-2011,Delivery partner CLM,Programme Management & Integration,CLM Delivery Partner Ltd,65451,14394.63,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,CLM Delivery Partner Ltd,65451,5536.75,3
DCMS,ODA,12-Dec-2011,Grant Payable,Redbridge Sport & Leisure,Redbridge Sports Centre Trust Ltd,65462,387388,1
DCMS,ODA,12-Dec-2011,Consultants,Tier 1 & 2 Contractor Admin,Atkins Limited,65467,98697,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Atkins Limited,65467,19739.4,2
DCMS,ODA,12-Dec-2011,Grant Payable,Communications,London Organising Committee of the Olympic Games and Paralympic Games Limited,65468,500000,1
DCMS,ODA,12-Dec-2011,Light & Heat,Utilities,EDF Energy Plc,65479,33474.23,1
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDF Energy Plc,65479,6694.85,2
DCMS,ODA,12-Dec-2011,Light & Heat,Utilities,EDF Energy Plc,65499,37580.9,1
DCMS,ODA,12-Dec-2011,Light & Heat,Utilities,EDF Energy Plc,65499,48.2,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,EDF Energy Plc,65499,7516.18,4
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,TB - Portakabin,Portakabin Ltd,65546,30175.3,1
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Logistics Costs OPEX,Portakabin Ltd,65546,20860.23,2
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Logistics Costs OPEX,Portakabin Ltd,65546,5684.8,3
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Logistics Costs OPEX,Portakabin Ltd,65546,140.99,4
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Portakabin Ltd,65546,11372.26,5
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Logistics Costs OPEX,Portakabin Ltd,65547,51176.52,1
DCMS,ODA,12-Dec-2011,Tier 1 Contractors,Logistics Costs OPEX,Portakabin Ltd,65547,5684.8,2
DCMS,ODA,12-Dec-2011,VAT - Irrecoverable,Current Liabilities under 1 Year - VAT Control,Portakabin Ltd,65547,11372.26,3
DCMS,ODA,12-Dec-2011,Consultants,Risk & Audit,Ernst & Young LLP,65609,93068,1
