Authority,Department,Spending Area,Expense Type,Posting Date,Reference,       Amount,Cap / Rev,Supplier Name
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-BasSupport,Staff Travel  Expenses - General,31.01.2013,2209065505,2787.75,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-BasSupport,Staff Travel  Expenses - General,31.01.2013,2209065824,2655.00,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-DeaneSupp,Staff Travel  Expenses - General,30.01.2013,2209063505,1593.00,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-DeaneSupp,Staff Travel  Expenses - General,31.01.2013,2209065505,1593.00,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-DeaneSupp,Staff Travel  Expenses - General,31.01.2013,2209065824,1593.00,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-EHCommunityN,Agency Staff - Basic Pay,09.01.2013,2209011493,1226.16,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-EHCommunityN,Agency Staff - Basic Pay,09.01.2013,2209011507,749.32,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-HartCommunity,Staff Travel  Expenses - General,31.01.2013,2209069675,1380.00,R,RUSHMOOR BOROUGH COUNCIL
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-RushCommunity,Staff Travel  Expenses - General,31.01.2013,2209069675,1380.00,R,RUSHMOOR BOROUGH COUNCIL
Hampshire County Council,ADULT SERVICES,ACM-OP/PD-Support Services-Aldershot,Postage & Delivery,03.01.2013,2209001650,1000.00,R,NEOPOST LIMITED
Hampshire County Council,ADULT SERVICES,ACM-OP-QA Hospital,Payments to Health Authorities,21.01.2013,2209040416,572.00,R,PORTSMOUTH HOSPITALS NHS TRUST
Hampshire County Council,ADULT SERVICES,ACM-OP-Royal Hampshire CtyHosp,Agency Staff - Basic Pay,15.01.2013,2209029598,628.71,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OP-SGHospital,Agency Staff - Basic Pay,11.01.2013,2209017684,1038.40,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OP-SGHospital,Agency Staff - Basic Pay,11.01.2013,2209017698,1233.10,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OP-SGHospital,Agency Staff - Basic Pay,11.01.2013,2209017774,599.40,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OP-SGHospital,Agency Staff - Basic Pay,11.01.2013,2209017794,595.24,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OT Reablement Post,Agency Staff - Basic Pay,14.01.2013,2209023321,1318.54,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OT Reablement Post,Agency Staff - Basic Pay,14.01.2013,2209023326,1327.45,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OT Reablement Post,Agency Staff - Basic Pay,14.01.2013,2209023340,768.79,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OT Reablement Post,Agency Staff - Basic Pay,14.01.2013,2209023350,1018.26,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-OT Reablement Post,Agency Staff - Basic Pay,28.01.2013,2209057559,1082.12,R,MANPOWER UK LTD
Hampshire County Council,ADULT SERVICES,ACM-PD-North & East Sensory Team,Staff Travel  Expenses - General,30.01.2013,2209063505,597.38,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-PD-North & East Sensory Team,Staff Travel  Expenses - General,31.01.2013,2209065505,597.38,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,ACM-PD-North & East Sensory Team,Staff Travel  Expenses - General,31.01.2013,2209065824,597.38,R,AMAS LTD (CLIENTS ACCOUNT)
Hampshire County Council,ADULT SERVICES,CRT-Winchester Community Response Team,Staff Travel  Expenses - General,04.01.2013,2209003753,1140.00,R,EASTLEIGH BOROUGH COUNCIL
Hampshire County Council,ADULT SERVICES,DAAT-3.1.3-Infrastructr-Serv User Groups,Grant Aid & Donations to External Orgs,21.01.2013,2209040160,1000.00,R,HCCS COMMUNITY ACTION T/A COMMUNITY
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,02.01.2013,9400031917,253286.16,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,02.01.2013,9400031917,186239.81,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,2684.92,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,255971.08,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-8.1.3-Strucrured Day Services,Payments to Health Authorities,30.01.2013,9400032315,186239.81,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-9.1.1-Patient Detox,Payments to Health Authorities,02.01.2013,9400031724,4595.07,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-9.1.1-Patient Detox,Payments to Health Authorities,30.01.2013,9400032122,4595.07,R,SOLENT NHS TRUST
Hampshire County Council,ADULT SERVICES,DAAT-Integrated Offend Manage - HCC,Rent - General,03.01.2013,2209002162,18750.00,R,THE SOCIETY OF ST JAMES
Hampshire County Council,ADULT SERVICES,DAAT-Integrated Offend Manage - HIOMS,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400031827,65205.48,R,THE SOCIETY OF ST JAMES
Hampshire County Council,ADULT SERVICES,DAAT-Integrated Offend Manage - HIOMS,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032225,65205.48,R,THE SOCIETY OF ST JAMES
Hampshire County Council,ADULT SERVICES,DAAT-YP-Specialist Treatment,Purch Care-Vol Sector-Block Purchase,02.01.2013,9400031730,38356.16,R,CATCH 22
Hampshire County Council,ADULT SERVICES,DAAT-YP-Specialist Treatment,Purch Care-Vol Sector-Block Purchase,30.01.2013,9400032128,38356.16,R,CATCH 22
Hampshire County Council,ADULT SERVICES,DCMHN-Andover-Non Del,Major Mechanical Works,25.01.2013,3400125834,3669.50,C,INDUSTRIAL (BOILER & CONTRACT)
Hampshire County Council,ADULT SERVICES,Directorate,Publications,24.01.2013,2209049039,1040.00,R,SITRA (SERVICES)
Hampshire County Council,ADULT SERVICES,JF- LD-Placement-Fareham,Purch Care-Indep Sector,02.01.2013,2208994207,4919.70,R,THE GRANGE
Hampshire County Council,ADULT SERVICES,JF-Alton EMI DC RedX-EHCommN,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400032092,9628.32,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-Alton EMI DC RedX-EHCommN,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032486,9628.32,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-BordonEMI DC RedX-EHCommN,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400032093,4660.20,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-BordonEMI DC RedX-EHCommN,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032487,4660.20,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-Gore Grange DC-NFCommWest,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400032090,10425.67,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-Gore Grange DC-NFCommWest,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032484,10425.67,R,AGE CONCERN HAMPSHIRE
Hampshire County Council,ADULT SERVICES,JF-KingfisherTrustDC-DeaneSupp,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400032096,7836.85,R,THE KINGFISHER TRUST
Hampshire County Council,ADULT SERVICES,JF-KingfisherTrustDC-DeaneSupp,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032491,7836.85,R,THE KINGFISHER TRUST
Hampshire County Council,ADULT SERVICES,JF-OP MI-DC Places-Test Valley NE Comm,Purch Care-Indep Sector-Block Purchase SP Only,02.01.2013,9400032070,2077.61,R,ANDOVER NEIGHBOURCARE
Hampshire County Council,ADULT SERVICES,JF-OP MI-DC Places-Test Valley NE Comm,Purch Care-Indep Sector-Block Purchase SP Only,30.01.2013,9400032464,2077.61,R,ANDOVER NEIGHBOURCARE
Hampshire County Council,ADULT SERVICES,JF-OP MI-DC Places-Test Valley NE Comm,Purch Care-Vol Sector,02.01.2013,9400032110,786.68,R,ANDOVER MIND
Hampshire County Council,ADULT SERVICES,JF-OP MI-DC Places-Test Valley NE Comm,Purch Care-Vol Sector,30.01.2013,9400032506,786.68,R,ANDOVER MIND
Hampshire County Council,ADULT SERVICES,LD Day  Services Cap Res Team HQ,Maint Of Grounds-Client,07.01.2013,3400125455,524.40,R,OCS HORTICULTURE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,07.01.2013,2209004709,826.06,R,GRANGE CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Indep Sector,07.01.2013,2209004725,818.89,R,GRANGE CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,02.01.2013,2208994653,573.76,R,ENHAM
Hampshire County Council,ADULT SERVICES,LD Day Care-Rush/Hart,Purch Care-Vol Sector,22.01.2013,2209041886,2079.00,R,OLD MILL DAY CENTRE
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Contract Cleaning,13.01.2013,2209021164,1179.42,R,MITIE CLEANING & ENVIRONMENTAL
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Contract Cleaning,31.01.2013,2209069535,1179.42,R,MITIE CLEANING & ENVIRONMENTAL
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Electricity,22.01.2013,1100195497,561.23,R,NPOWER
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Gas,02.01.2013,1100193493,928.75,R,TOTAL GAS & POWER LTD
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest,Gas,14.01.2013,1100194635,1048.39,R,TOTAL GAS & POWER LTD
Hampshire County Council,ADULT SERVICES,LD Day Service-New Forest-Non Del,Roof leak repairs,14.01.2013,3400125589,1070.63,R,SSE CONTRACTING LIMITED
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Hire Of Transport & Plant,03.01.2013,2209001814,5893.58,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Hire Of Transport & Plant,03.01.2013,2209001819,4699.94,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Other Misc Expenses,03.01.2013,2209001735,757.39,R,HIGHWAY TRAFFIC SAFETY LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Public Transport,08.01.2013,2209008903,624.00,R,A1 RUSHMOOR RADIO TAXIS LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Aldershot,Public Transport,08.01.2013,2209008915,774.00,R,A1 RUSHMOOR RADIO TAXIS LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Andover,Contract Cleaning,16.01.2013,2209033462,1319.27,R,HAYWARD SERVICES LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Basingstoke-Non Del,Payments to main contractor,09.01.2013,3400125495,962.47,C,GREEN BUILDING MAINTENANCE LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Basingstoke-Non Del,Payments to main contractor,09.01.2013,3400125495,9649.89,C,GREEN BUILDING MAINTENANCE LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Aided Transport - Home to School,08.01.2013,2209009287,2250.00,R,A2B EXPRESS TRAVEL
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Aided Transport - Home to School,08.01.2013,2209009325,780.00,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Contract Cleaning,13.01.2013,2209021200,1597.55,R,INTEGRATED CLEANING MANAGEMENT LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Hire of Conference Facilities,09.01.2013,2209012412,506.00,R,WELLS PLACE CENTRE LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Rent - General,15.01.2013,2209027478,840.00,R,THE PAVILION ON THE PARK
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Rent - General,14.01.2013,2209023077,630.00,R,VELMORE COMMUNITY ASSOCIATION
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Rent - General,14.01.2013,2209023126,1449.00,R,VELMORE COMMUNITY ASSOCIATION
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Rent - General,21.01.2013,2209039679,1386.00,R,VELMORE COMMUNITY ASSOCIATION
Hampshire County Council,ADULT SERVICES,LD Day Services-Bishopstoke-Eastleigh,Rent - General,21.01.2013,2209039715,1134.00,R,VELMORE COMMUNITY ASSOCIATION
Hampshire County Council,ADULT SERVICES,LD Day Services-Bordon,Hire Of Transport & Plant,08.01.2013,2209008617,2709.00,R,AMK CHAUFFEUR DRIVE LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Contract Cleaning,13.01.2013,2209021222,651.47,R,INTEGRATED CLEANING MANAGEMENT LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,09.01.2013,2209011205,1562.10,R,HCCS COMMUNITY ACTION T/A COMMUNITY
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,09.01.2013,2209011361,1792.08,R,HCCS COMMUNITY ACTION T/A COMMUNITY
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Hire Of Transport & Plant,07.01.2013,2209005714,1425.60,R,PETE'S AIRLINK LTD
Hampshire County Council,ADULT SERVICES,LD Day Services-Havant,Rent - General,09.01.2013,2209011646,1224.30,R,SPRINGWOOD COMMUNITY PARTNERSHIP
Hampshire County Council,ADULT SERVICES,LD Day Services-Reading Road,Disposal of sites,04.01.2013,3400125420,6750.00,C,ROWAN WEBSTER & CO
Hampshire County Council,ADULT SERVICES,LD Day Services-Reading Road,Sale of Land & Buildings,03.01.2013,3110479752,12417.00,C,RUSHMOOR BOROUGH COUNCIL
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Payments to Health Authorities,10.01.2013,2209017120,3432.00,R,LODDON ALLIANCE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Payments to Health Authorities,10.01.2013,2209017120,755.60,R,LODDON ALLIANCE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Payments to Health Authorities,11.01.2013,2209017600,755.60,R,LODDON ALLIANCE
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209008779,1258.91,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209009516,1052.76,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,11.01.2013,2209020005,775.84,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,14.01.2013,2209021419,1605.12,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,15.01.2013,2209027076,1154.56,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,15.01.2013,2209027107,4048.00,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,15.01.2013,2209028196,640.64,R,CARE UK (CAMBERLEY)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209008045,1414.53,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209008269,939.61,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209049299,2418.00,R,HILL VIEW CARE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209049299,595.00,R,HILL VIEW CARE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209049325,595.00,R,HILL VIEW CARE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209049325,2418.00,R,HILL VIEW CARE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209049336,1426.00,R,HILL VIEW CARE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209049345,1426.00,R,HILL VIEW CARE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209010429,882.26,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,29.01.2013,2209059521,555.20,R,J&K CARE SPECIALISTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,29.01.2013,2209060456,590.04,R,J&K CARE SPECIALISTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,31.01.2013,2209068701,555.20,R,J&K CARE SPECIALISTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209008062,986.11,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209009190,917.29,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,02.01.2013,2208993635,1251.76,R,LOGA CARE LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209051340,7400.84,R,MAC CARING AGENCY
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,24.01.2013,2209051349,7400.84,R,MAC CARING AGENCY
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Indep Sector,08.01.2013,2209008367,1383.84,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,02.01.2013,2208994510,1261.08,R,BELLS PIECE CHESHIRE HOME
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,31.01.2013,2209065565,5638.00,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,31.01.2013,2209065568,4418.09,R,DIMENSIONS (NSO) LTD
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,30.01.2013,2209064079,1075.20,R,MCCH SOCIETY
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,16.01.2013,2209031238,1740.00,R,ROYAL MENCAP SOCIETY (FAREHAM)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,16.01.2013,2209031296,1740.00,R,ROYAL MENCAP SOCIETY (FAREHAM)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,18.01.2013,2209037188,870.00,R,ROYAL MENCAP SOCIETY (FAREHAM)
Hampshire County Council,ADULT SERVICES,LD Dom Care-Rush/Hart,Purch Care-Vol Sector,23.01.2013,2209046487,927.36,R,THE LANTERN COMMUNITY
Hampshire County Council,ADULT SERVICES,LD DS-1Bath Lane Fareham,Hire Of Transport & Plant,08.01.2013,2209009984,1305.00,R,PETE'S AIRLINK LTD
Hampshire County Council,ADULT SERVICES,LD DS-Romsey & Waterside,Contract Cleaning,13.01.2013,2209021174,1361.06,R,MITIE CLEANING & ENVIRONMENTAL
Hampshire County Council,ADULT SERVICES,LD DS-Romsey & Waterside,Contract Cleaning,31.01.2013,2209069624,1361.06,R,MITIE CLEANING & ENVIRONMENTAL
Hampshire County Council,ADULT SERVICES,LD DS-Romsey & Waterside,Gas,02.01.2013,1100193504,525.18,R,TOTAL GAS & POWER LTD
Hampshire County Council,ADULT SERVICES,LD DS-Romsey & Waterside,Gas,22.01.2013,1100195450,606.62,R,TOTAL GAS & POWER LTD
Hampshire County Council,ADULT SERVICES,LD DS-Romsey & Waterside,Hire Of Transport & Plant,03.01.2013,2209001240,505.60,R,GEMINI TRAVEL SOUTHAMPTON LTD
Hampshire County Council,ADULT SERVICES,LD DS-Romsey & Waterside,Hire Of Transport & Plant,10.01.2013,2209015533,1350.00,R,MARCHWOOD MOTORWAYS TAXIS LTD
Hampshire County Council,ADULT SERVICES,LD Independent Living-Rush/Hart,Direct Payments On-going,15.01.2013,2209024961,880.04,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Independent Living-Rush/Hart,Direct Payments On-going,15.01.2013,2209024989,521.92,R,PERSONAL PAYMENTS
Hampshire County Council,ADULT SERVICES,LD Independent Living-Rush/Hart,Direct Payments On-going,15.01.2013,2209024991,682.88,R,PERSONAL PAYMENTS
