INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10441316,80034468,80.00,R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,29/05/2015,10443232,80034627,131.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/05/2015,10439853,0,83.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10436772,0,130.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10438346,0,83.33,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/05/2015,10437678,0,387.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/05/2015,10437683,0,129.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10439706,0,92.00,R,Capita Education Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,29/05/2015,10442251,80034887,537.28,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/05/2015,10436726,0,669.55,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10440790,0,83.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/05/2015,10439043,0,271.56,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/05/2015,10439047,0,218.78,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/05/2015,10439025,0,381.55,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/05/2015,10439024,0,305.24,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,15/05/2015,10439003,0,585.00,R,Bay Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,12/05/2015,10439867,0,120.98,R,Capita Education Resourcing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10440275,0,250.00,R,TeacherActive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/05/2015,10437688,0,130.00,R,Teaching Personnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10439209,80034457,134.32,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,01/05/2015,10436724,0,133.91,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Direct Employee Expenses,Agency Staff,,22/05/2015,10437670,0,"2,120.00",R,Teaching 4 Wales Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10437875,0,795.00,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10436092,0,176.84,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10436092,0,99.89,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10436092,0,336.30,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10437875,0,336.30,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10437875,0,107.03,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10437875,0,344.71,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Waste & Street Scene,Waste and Street Services,Operations,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10434791,0,414.77,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Teams,Social Care and Health,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10436092,0,90.90,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Teams,Social Care and Health,Employees,Direct Employee Expenses,Agency Staff,,08/05/2015,10437875,0,715.26,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Children Services,Children Services Teams,Social Care and Health,Employees,Direct Employee Expenses,Agency Staff,,19/05/2015,10436092,0,"1,260.22",R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,19/05/2015,10439318,0,283.86,R,Hays Specialist Recruitment Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,19/05/2015,10440371,0,130.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,22/05/2015,10441704,0,130.00,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,22/05/2015,10441709,0,380.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,01/05/2015,10438156,0,600.00,R,Valley Education Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,05/05/2015,10438160,0,95.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,01/05/2015,10438164,0,341.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,01/05/2015,10438165,0,190.00,R,Education Staffing Solutions Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,01/05/2015,10436777,0,130.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,19/05/2015,10440377,0,660.00,R,Apollo Teaching Services LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,19/05/2015,10440378,0,295.80,R,Supply Desk Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,19/05/2015,10440376,0,125.00,R,Valley Education Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Effectiveness Grant & Welsh In Education Grant,Schools Better Schools Fund,MCC Schools,Employees,Indirect Employee Expenses,Replacement,,01/05/2015,10436783,0,83.50,R,New Directions Education Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Policy & Partnership,Policy And Partnerships,Chief Executive's Unit,Employees,Indirect Employee Expenses,Replacement,,08/05/2015,10437637,0,"2,322.92",R,Torfaen County Borough Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Indirect Employee Expenses,Other Staff Costs,,01/05/2015,10436735,0,"2,000.00",R,Prostars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Passenger Transport,Home to School Transport Dept,Operations,Employees,Direct Employee Expenses,Subsistence,,01/05/2015,10438840,0,217.08,R,REDACTED PERSONAL DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 7 – Pupil Capacity 501-1800,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,22/05/2015,10441627,0,"1,095.00",R,SSAT (The Schools Network) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,SCHGRP3 – School Group 3 – Pupil Capacity 315-500,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,08/05/2015,10439511,80034531,300.00,R,SAPERE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,Schools,MCC Schools,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,08/05/2015,10437665,0,320.00,R,Cardiff City Council,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Youth,Inclusions,Children & Young People,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,22/05/2015,10439245,0,70.00,R,Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Commercial & People Development,Business Growth & Enterprise,Enterprise,Employees,Indirect Employee Expenses,"Course, Conference And Seminar Fees",,19/05/2015,10439521,10063826,700.00,R,Capita Business Services Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 1 – Pupil Capacity 1-143,MCC Schools,Employees,Indirect Employee Expenses,Staff Welfare,,26/05/2015,10441202,0,40.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Standards,Additional Learning Needs,Children & Young People,Employees,Indirect Employee Expenses,Staff Welfare,,12/05/2015,10439078,0,80.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Adult Services,Direct Care Residential,Social Care and Health,Employees,Indirect Employee Expenses,Staff Welfare,,08/05/2015,10439088,0,40.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Adult Services,Direct Care,Social Care and Health,Employees,Indirect Employee Expenses,Staff Welfare,,12/05/2015,10439081,0,165.00,R,REDACTED DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Schools Total,School Group 2 – Pupil Capacity 144-314,MCC Schools,Employees,Indirect Employee Expenses,Health & Safety,,22/05/2015,10441791,80033978,58.40,R,Cardea Solutions UK Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Highways,Highways,Operations,Employees,Indirect Employee Expenses,Health & Safety,,22/05/2015,10441783,809880,"1,270.52",R,Natural Solutions (S Wales) Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Income,Customer and Client Receipts,External Fee Income,,08/05/2015,10437875,0,-661.30,R,Randstad Employment Bureau Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Democracy & Regulatory Services,Development & Building Control,Chief Executive's Unit,Income,Customer and Client Receipts,Building Fees,,05/05/2015,10438360,0,400.00,R,LABC Cymru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Transport,Transport Department,Operations,Income,Customer and Client Receipts,Parking Income,,19/05/2015,10440902,0,230.83,R,Cohesive Communications Ltd (Holdings),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,19/05/2015,10440921,90023139,180.00,R,Ambassador Fire & Security LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,08/05/2015,10438121,90023185,"1,276.00",R,Lorne Stewart  Plc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,19/05/2015,10438318,90026512,210.95,R,GKR Maintenance & Building Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,19/05/2015,10438318,90026483,52.00,R,GKR Maintenance & Building Co Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSERTED DETAIL,Property & Facilities Management,Property Services & Facilities Management,Operations,Premises,"Repairs, Alterations & Maintenance of Buildings",Building Improvements / Maintenance,,19/05/2015,10440917,90026747,53.15,R,Legsun Ltd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
