A3131,,,,,,,,,,Expenditure Over Threshold
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
RUN AT 12/1/2015 1:22:40 PM,,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,9857611,"1,337,151.51",,834415,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Legal / Prof Fees,IM&T,GARTNER UK LTD,9807468,"55,680.00",635878884,20083393,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,9852497,"71,315.17",,X0143457,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,9852349,"89,773.00",,3177170,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,9995139,"50,242.00",215028936,CHESHUNTMIU1115,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,9766888,"3,000,529.73",,28013108,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,9895219,"176,876.40",,28013125,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,9867252,"23,464.00",,1801801833,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,9867252,"4,167.00",,1801801833,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,9867252,"201,807.00",,1801801833,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,9867252,"1,170,334.00",,1801801833,
Department of Health,NHS East & North Hertfordshire CCG,31/10/2015,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,HERTFORDSHIRE COUNTY COUNCIL,9619520,"8,653,000.00",,1801782528,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - COLLABORATIVE COMMISSIONING,HERTFORDSHIRE COUNTY COUNCIL,9894867,"36,000.00",,1801757327,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Social Care-ICES,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,9895445,"390,782.00",,1801801887,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,10007060,"23,464.00",,1801782534,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,HERTFORDSHIRE COUNTY COUNCIL,10007060,"4,167.00",,1801782534,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,10007060,"201,807.00",,1801782534,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,10007060,"1,170,334.00",,1801782534,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Cont Care- Children,CHC CHILDREN,HERTFORDSHIRE COUNTY COUNCIL,10019669,"45,511.25",,1801787286,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,COMMISSIONING - NON ACUTE,HERTFORDSHIRE EYE HOSPITAL (THE),9895090,"44,677.40",,PB0815,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,9780482,"127,337.00",,2904,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,9780503,"95,527.80",,2902,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,9780523,"337,751.67",,2897,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,9852187,"158,749.24",,2795,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,9852195,"125,466.72",,2798,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,9852202,"31,749.85",,2844,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,9852211,"25,093.34",,2847,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,9852294,"31,749.85",,2864,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,9852299,"25,093.34",,2867,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,9852641,"25,093.34",,2909,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,9852655,"31,749.85",,2906,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,9731713,"88,510.00",654945990,H0124033,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Computer Maintenance,IM&T,ITS DIGITAL,9717229,"64,364.59",,9576,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,9990202,"37,184.01",,HT000020353,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,9990202,270.60,,HT000020353,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,9946541,"41,754.00",,228902,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,9744835,"76,367.00",654463720,A0010428,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,9744926,"96,868.75",,52966544,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,9895387,"49,824.94",882426016,MS152287,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,MEDICAL SERVICES LTD,9852681,"169,478.59",123355441,17764,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,PATIENT TRANSPORT,MEDICAL SERVICES LTD,9978906,"41,177.11",123355441,SIN015961,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,9801024,"108,041.00",,ME2000091633,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,9852331,"329,083.14",,IC0024977,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,9852511,"(44,268.00)",,CC0004659,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,9990210,"(61,729.64)",876631000,HT000020362,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,9990211,"122,013.16",876631000,HT000020363,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,9990211,"4,583.80",876631000,HT000020363,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9852179,"58,310.00",,29497,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9852574,"523,628.00",,31717,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Prior Year,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,9930501,"43,273.00",,32161,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Non Contract,NCAS/OATS,OXFORD UNIVERSITY HOSPITALS NHS TRUST,9836138,"(26,135.05)",,CRN3866,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,9852430,"112,743.00",654935994,I0095895,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,9800401,"397,001.00",,77000308,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PATHOLOGY PARTNERSHIP,9800417,"90,964.43",,77000368,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,9800490,"447,571.00",,ENHCCGPINNOV15,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,9961005,"(116,026.58)",,ENHCCGPINCRFINAUG15,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,9729997,"4,429,024.83",654964985,BL150801,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY HEALTH CARE UK,9779459,"215,000.00",GB426505170,ENHERTS1115PF,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY HEALTH CARE UK,9800480,"204,196.15",GB426505170,ENHERTS07150915,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,9800497,"639,866.00",426505170,ENHNOV2015RIVERS,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,10006618,"(119,256.84)",426505170,ENHCCGRIVCRFINAUG15,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,10006639,"(70,122.23)",426505170,ENHCCGRIVCRFINJUL15,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,9744664,"150,727.16",,I0176819,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,9779955,"(33,997.12)",,C0012501,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,9836674,"290,337.00",654946987,I0109231,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,10035324,"1,621,949.00",654946987,I0109005,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,9744987,"258,583.00",,E0040732,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,9836603,"(52,068.00)",,B0029154,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,9731771,"88,210.00",915970991,06KHPNPF201508,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10032609,"2,499.77",GB654943703,6368401,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10032609,"35,294.71",GB654943703,6368401,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,9731814,"513,371.00",654948687,5010071295,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,10005988,"53,270.00",654948687,5010045641,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Telecoms-Data lines,IM&T,VIRGIN MEDIA BUSINESS LTD,9930101,"64,368.00",,932006007,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,9990235,"(52,045.46)",,HT000020388,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,9990236,"100,180.84",,HT000020389,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,9990236,926.60,,HT000020389,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,9852338,"225,384.00",,233703,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,9852954,"(63,891.00)",,23019,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),9836962,"33,356.02",,60722,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,9990232,"39,229.95",,HT000020385,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,9990232,"1,705.60",,HT000020385,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,9947374,"1,028.64",,NHS341,
Department of Health,NHS East & North Hertfordshire CCG,30/11/2015,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,9947374,"25,440.00",,NHS341,
,,,,,,,,,,
,,,,,,,"48,187,050.27",,,

