Body Name,Service Code,Expenditure Category,Payment Date,Transaction Number,Supplier,Net Amount
Barrow Borough Council,Community services management,Professional fees,23-Aug-2017,200036343,The Sport Leisure & Culture Consultancy Ltd,"3,085.50"
Barrow Borough Council,Coastal Communities Fund,Professional fees,03-Aug-2017,200036115,D4 Builders,"1,250.00"
Barrow Borough Council,A - Cast Theatre,Professional fees,03-Aug-2017,200036110,Linney PA Systems,796.88
Barrow Borough Council,Playground,Parks & Playgrounds Repairs & Maintenance,10-Aug-2017,200036244,Jewson Ltd,"1,000.00"
Barrow Borough Council,Playground,Grounds maintenance - schedule of works,23-Aug-2017,200036405,Continental Landscapes Ltd,752.19
Barrow Borough Council,Cost of collection,Business rates collection,10-Aug-2017,200036167,Liberata Uk Ltd,"21,817.75"
Barrow Borough Council,Forum 28,Maintenance contracts - venue,23-Aug-2017,200036332,Camtrak (UK) Ltd,"2,710.00"
Barrow Borough Council,Cemeteries,Charges for services,03-Aug-2017,200036135,Dalton with Ireleth & Askam PCC,686.84
Barrow Borough Council,Democratic representation and management,Computer hardware purchase,03-Aug-2017,200036146,CCS Media,"7,138.20"
Barrow Borough Council,Coastal Communities Fund,Professional fees,03-Aug-2017,200036122,Sharps Media Group Ltd,"1,250.00"
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,16-Aug-2017,200036319,Sure Maintenance,"2,827.15"
Barrow Borough Council,The park leisure centre,Professional fees,03-Aug-2017,200036113,Premier Commercial Cleaning Serv Ltd,"1,300.00"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - other works,23-Aug-2017,200036405,Continental Landscapes Ltd,"1,305.24"
Barrow Borough Council,Estates management,Professional fees,10-Aug-2017,200036242,The Technology Forge,520.00
Barrow Borough Council,Craven house,Buildings repairs and maintenance,03-Aug-2017,200036078,Bill Caulfield Electrical,848.77
Barrow Borough Council,Capitalised Planned Maintenance,Heating,16-Aug-2017,200036313,AFM Gas Services Ltd,"9,412.13"
Barrow Borough Council,Salthouse Road Depot,Metered water,10-Aug-2017,200036165,Water Plus Ltd,687.08
Barrow Borough Council,Capitalised Planned Maintenance,Heating,23-Aug-2017,200036400,Plumbing Trade Supplies,"5,894.78"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,16-Aug-2017,200036262,Diseno Associates Ltd,876.18
Barrow Borough Council,Cavendish Park,Building and construction works,03-Aug-2017,200036131,ESH Construction,"63,745.00"
Barrow Borough Council,Information technology,Data Line Rental,10-Aug-2017,200036167,Liberata Uk Ltd,784.46
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,10-Aug-2017,200036182,Procure Plus Ltd,"9,822.23"
Barrow Borough Council,Cost of collection,Court fees,30-Aug-2017,200036448,HMCTS,"1,302.00"
Barrow Borough Council,Barrow park,Buildings repairs and maintenance,16-Aug-2017,200036322,Hughes Brothers,598.02
Barrow Borough Council,Pollution,Professional training,03-Aug-2017,200036101,Gates Travel,675.45
Barrow Borough Council,Building control,Subscriptions,23-Aug-2017,200036368,Carlisle City Council,"1,016.00"
Barrow Borough Council,Finance Department,Professional fees,23-Aug-2017,200036345,Frontier Software Plc,"1,039.20"
Barrow Borough Council,HRA administration,Software maintenance,23-Aug-2017,200036375,Civica UK Ltd,940.00
Barrow Borough Council,Capitalised Planned Maintenance,Heating,23-Aug-2017,200036400,Plumbing Trade Supplies,"6,782.51"
Barrow Borough Council,Major works maintenance - HRA,Digital TV,10-Aug-2017,200036217,Aerialek (Dalton) Ltd,"5,344.35"
Barrow Borough Council,Pollution,Professional training,03-Aug-2017,200036101,Gates Travel,645.45
Barrow Borough Council,Barrow town hall,Maintenance contracts - TSU,30-Aug-2017,200036463,Integral UK Ltd,565.17
Barrow Borough Council,Capitalised Planned Maintenance,Roofs,03-Aug-2017,200036140,Wrekin Windows,"8,833.93"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,16-Aug-2017,200036294,Plumbing Trade Supplies,"5,279.01"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,10-Aug-2017,200036159,AFM Gas Services Ltd,"19,159.87"
Barrow Borough Council,Forum catering,Catering contract - Forum,10-Aug-2017,200036240,Elior UK Ltd,"1,048.47"
Barrow Borough Council,Coastal Communities Fund,Professional fees,16-Aug-2017,200036324,S&T Klosinski Economic Dev Conulstants Ltd,"5,385.75"
Barrow Borough Council,Cost of collection,Council tax collection,10-Aug-2017,200036167,Liberata Uk Ltd,"71,420.53"
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,03-Aug-2017,200036155,Cumbria Carpentry,"1,165.66"
Barrow Borough Council,Disabled Facilities Grant,Grants,03-Aug-2017,200036141,Dolphin Stairlifts Cumbria,"3,920.00"
Barrow Borough Council,Major works maintenance - HRA,Doors,03-Aug-2017,200036143,SBP Ltd - Permadoor,"2,463.41"
Barrow Borough Council,Parks and open spaces,Grounds maintenance - schedule of works,23-Aug-2017,200036405,Continental Landscapes Ltd,"25,795.42"
Barrow Borough Council,Pollution,Professional training,03-Aug-2017,200036101,Gates Travel,684.45
Barrow Borough Council,Development control,Professional fees,03-Aug-2017,200036097,Cumbria County Council,"19,458.00"
Barrow Borough Council,Community development,Other expenses,03-Aug-2017,200036114,Ormsgill Youth & Comm Assoc,"18,000.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,30-Aug-2017,200036431,PJ Smith (Garafix) Ltd,620.00
Barrow Borough Council,Barrow Island Environmental Improvements,Professional fees,10-Aug-2017,200036194,Baker Mallett,"1,500.00"
Barrow Borough Council,Food safety,Professional fees,30-Aug-2017,200036437,Your Best Option,995.09
Barrow Borough Council,Pollution,Professional training,03-Aug-2017,200036101,Gates Travel,679.45
Barrow Borough Council,A - Deemon,Professional fees,16-Aug-2017,200036282,Linney PA Systems,519.38
Barrow Borough Council,Cylical maintenance - HRA,Gas works,23-Aug-2017,200036348,Sure Maintenance,"6,835.59"
Barrow Borough Council,The park leisure centre,Maintenance contracts - TSU,30-Aug-2017,200036463,Integral UK Ltd,980.00
Barrow Borough Council,Cemeteries,Grounds maintenance - schedule of works,23-Aug-2017,200036405,Continental Landscapes Ltd,"12,263.34"
Barrow Borough Council,Off street car parking,Buildings repairs and maintenance,16-Aug-2017,200036322,Hughes Brothers,514.72
Barrow Borough Council,Disabled Facilities Grant,Grants,30-Aug-2017,200036465,Prism Medical UK Ltd,"4,340.00"
Barrow Borough Council,Forum 28,Professional fees,16-Aug-2017,200036272,Spektrix Ltd,"1,129.47"
Barrow Borough Council,Emlyn Hughes house,Maintenance contracts - TSU,30-Aug-2017,200036463,Integral UK Ltd,800.00
Barrow Borough Council,Finance Department,Professional fees,03-Aug-2017,200036128,Frontier Software Plc,"1,201.28"
Barrow Borough Council,Town Hall catering,Catering contract - town hall,10-Aug-2017,200036240,Elior UK Ltd,908.06
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,10-Aug-2017,200036177,Sure Maintenance,"15,160.32"
Barrow Borough Council,Forum 28,Publicity,16-Aug-2017,200036304,HSP Milners,"4,456.00"
Barrow Borough Council,Allotments,Property rents,30-Aug-2017,200036441,Holker Estates Company Ltd,"1,950.00"
Barrow Borough Council,Streetcare Team,Printing and stationery,16-Aug-2017,200036273,Fingerprints,"17,455.23"
Barrow Borough Council,Recycling,Recycling collection and processing,03-Aug-2017,200036121,FCC Enviroment Services (UK) Ltd,"37,352.57"
Barrow Borough Council,A - Limitless Dance,Professional fees,16-Aug-2017,200036282,Linney PA Systems,505.88
Barrow Borough Council,Barrow park,Grounds maintenance - schedule of works,23-Aug-2017,200036405,Continental Landscapes Ltd,"20,351.83"
Barrow Borough Council,Cemeteries,Grounds maintenance - other works,23-Aug-2017,200036405,Continental Landscapes Ltd,"1,079.76"
Barrow Borough Council,Waste collection,Refuse collection,03-Aug-2017,200036121,FCC Enviroment Services (UK) Ltd,"57,596.98"
Barrow Borough Council,Estates management,Professional fees,10-Aug-2017,200036242,The Technology Forge,"1,266.09"
Barrow Borough Council,Barrow park,Grounds maintenance - schedule of works,16-Aug-2017,200036291,Tythe Barn Nurseries Ltd,"11,328.00"
Barrow Borough Council,Occupational health,Professional fees,30-Aug-2017,200036437,Your Best Option,995.10
Barrow Borough Council,HRA Estates,Grounds maintenance - other works,16-Aug-2017,200036300,Continental Landscapes Ltd,"11,688.25"
Barrow Borough Council,Coastal Communities Fund,Advertising,10-Aug-2017,200036257,Furness Newspapers Ltd,700.00
Barrow Borough Council,The park leisure centre,NPLQ training,10-Aug-2017,200036254,Anne Ellis,800.00
Barrow Borough Council,HRA Estates,Professional fees,23-Aug-2017,200036353,Whiteheads Solicitors,"1,391.00"
Barrow Borough Council,Disabled Facilities Grant,Grants,10-Aug-2017,200036186,Diseno Associates Ltd,"1,136.25"
Barrow Borough Council,Forum 28,Building cleaning,10-Aug-2017,200036240,Elior UK Ltd,"3,351.40"
Barrow Borough Council,Forum 28,Equipment maintenance,16-Aug-2017,200036296,T Ward and Son Ltd,525.18
Barrow Borough Council,Food safety,Professional fees,10-Aug-2017,200036187,Buckingham Futures Ltd,"4,378.80"
Barrow Borough Council,Human Resources,Professional fees,10-Aug-2017,200036169,Frontier Software Plc,"2,258.50"
Barrow Borough Council,Forum 28,Maintenance contracts - TSU,30-Aug-2017,200036463,Integral UK Ltd,980.00
Barrow Borough Council,Regeneration,Professional fees,30-Aug-2017,200036417,NPS North West Ltd,"7,055.00"
Barrow Borough Council,HRA Estates,Furniture,10-Aug-2017,200036162,P&B Decorators Commerical & Domestic,850.00
Barrow Borough Council,Disabled Facilities Grant,Grants,03-Aug-2017,200036081,Ward Contracting Ltd,"3,559.10"
Barrow Borough Council,Disabled Facilities Grant,Grants,30-Aug-2017,200036420,Airey Property Developements & Adapations,"3,761.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,23-Aug-2017,200036386,Peter Daw,"3,500.00"
Barrow Borough Council,Cylical maintenance - HRA,Electrical testing,23-Aug-2017,200036399,Keith Wilson Elec Con Ltd,645.00
Barrow Borough Council,Cemeteries,Memorials,23-Aug-2017,200036373,Rogans Masonry Services Ltd,520.00
Barrow Borough Council,Development control,Professional fees,10-Aug-2017,200036171,Cushman & Wakefield,"1,740.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,03-Aug-2017,200036119,AFM Gas Services Ltd,"33,856.47"
Barrow Borough Council,Disabled Facilities Grant,Grants,30-Aug-2017,200036428,Dolphin Stairlifts Cumbria,"4,850.00"
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,03-Aug-2017,200036132,Paul Farish,720.00
Barrow Borough Council,The park leisure centre,Professional fees,16-Aug-2017,200036284,Ulverston Health Club,"2,400.00"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,10-Aug-2017,200036179,Hughes Brothers,"22,345.97"
Barrow Borough Council,Telephones Holding A/C,Telephone charges paid,23-Aug-2017,200036365,EE Ltd,"1,130.99"
Barrow Borough Council,Dock museum,Programme support - museum,10-Aug-2017,200036199,Gary Bridgens,"2,500.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,16-Aug-2017,200036293,Keith Wilson Elec Con Ltd,"6,855.15"
Barrow Borough Council,Coastal Communities Fund,Professional fees,03-Aug-2017,200036116,W Milligan & Sons,"1,250.00"
Barrow Borough Council,C - The Tiger who came to tea 09.06.17,Professional fees,03-Aug-2017,200036110,Linney PA Systems,516.01
Barrow Borough Council,Customer services,Customer services contract,10-Aug-2017,200036167,Liberata Uk Ltd,"9,387.29"
Barrow Borough Council,Tenant demand maintenance - HRA,Consultancy fees,10-Aug-2017,200036210,Richard Coates Quantity Surveyors Ltd,"1,452.80"
Barrow Borough Council,Occupational health,Professional fees,10-Aug-2017,200036198,CIEH,500.00
Barrow Borough Council,HRA Estates,Grounds maintenance - schedule of works,23-Aug-2017,200036405,Continental Landscapes Ltd,"5,093.31"
Barrow Borough Council,Disabled Facilities Grant,Grants,03-Aug-2017,200036153,Benchmark Building Serv UK Ltd,"1,928.91"
Barrow Borough Council,Parliamentary elections,Postage,03-Aug-2017,200036088,Royal Mail,849.81
Barrow Borough Council,Housing Benefits Admin,Benefits council tenants,10-Aug-2017,200036167,Liberata Uk Ltd,"18,574.76"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,23-Aug-2017,200036400,Plumbing Trade Supplies,"3,049.74"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-Aug-2017,200036133,Rexel UK Ltd,502.50
Barrow Borough Council,Tenant demand maintenance - HRA,Gas works,03-Aug-2017,200036134,Sure Maintenance,"15,160.32"
Barrow Borough Council,Cylical maintenance - HRA,Painting,10-Aug-2017,200036219,George Jones & Son (Cum) Ltd,"28,001.95"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,10-Aug-2017,200036184,Top Notch Contractors Ltd,"1,605.38"
Barrow Borough Council,Public conveniences,Building cleaning,10-Aug-2017,200036203,Growing Concerns,"2,400.00"
Barrow Borough Council,Regeneration,Publicity and promotion,10-Aug-2017,200036257,Furness Newspapers Ltd,525.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,16-Aug-2017,200036318,Rexel UK Ltd,"1,951.90"
Barrow Borough Council,Disabled Facilities Grant,Grants,03-Aug-2017,200036081,Ward Contracting Ltd,"3,559.10"
Barrow Borough Council,Disabled Facilities Grant,Grants,16-Aug-2017,200036270,Lee Bowron Glazing Ltd,"1,850.00"
Barrow Borough Council,Coastal Communities Fund,Advertising,10-Aug-2017,200036257,Furness Newspapers Ltd,700.00
Barrow Borough Council,Pollution,Professional training,03-Aug-2017,200036101,Gates Travel,677.45
Barrow Borough Council,Housing Benefits Admin,Benefits private tenants,10-Aug-2017,200036167,Liberata Uk Ltd,"52,551.38"
Barrow Borough Council,C - Princess Ball 22.07.17,Recoverable charges,10-Aug-2017,200036164,Joe Purdy,-660.74
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-Aug-2017,200036133,Rexel UK Ltd,"1,893.15"
Barrow Borough Council,Forum 28,Postage,16-Aug-2017,200036304,HSP Milners,"4,368.00"
Barrow Borough Council,The park leisure centre,Planned Building repairs and maintenance,03-Aug-2017,200036096,Correct Flow Engineering Ltd,"14,519.96"
Barrow Borough Council,A - Abbey musical society,Professional fees,16-Aug-2017,200036282,Linney PA Systems,712.51
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,10-Aug-2017,200036227,Gilmour Fabrications,"1,786.00"
Barrow Borough Council,The park leisure centre,Professional fees,23-Aug-2017,200036355,Pulse Fitness Limited,"10,906.98"
Barrow Borough Council,Playground,Parks & Playgrounds Repairs & Maintenance,16-Aug-2017,200036279,Growing Concerns,"2,535.00"
Barrow Borough Council,Occupational health,Professional fees,03-Aug-2017,200036147,Your Best Option,881.15
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,10-Aug-2017,200036179,Hughes Brothers,"19,935.12"
Barrow Borough Council,The park leisure centre,Metered water,23-Aug-2017,200036344,Water Plus Ltd,"6,705.38"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,03-Aug-2017,200036080,Plumbing Trade Supplies,"5,034.42"
Barrow Borough Council,Disabled Facilities Grant,Grants,10-Aug-2017,200036201,CW Cox & Son (Kendal) Ltd,"2,930.00"
Barrow Borough Council,Regeneration,Publicity,03-Aug-2017,200036098,Furness Newspapers Ltd,700.00
Barrow Borough Council,HRA administration,Professional fees,10-Aug-2017,200036175,DtL Creative Ltd,"3,200.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,23-Aug-2017,200036335,AFM Gas Services Ltd,"10,596.08"
Barrow Borough Council,Food safety,Professional fees,16-Aug-2017,200036263,Buckingham Futures Ltd,"1,370.60"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,23-Aug-2017,200036335,AFM Gas Services Ltd,"3,501.21"
Barrow Borough Council,Forum 28,Planned Building repairs and maintenance,03-Aug-2017,200036144,1 Stop Floor Care,"5,400.00"
Barrow Borough Council,Forum 28,Equipment maintenance,16-Aug-2017,200036296,T Ward and Son Ltd,575.39
Barrow Borough Council,Housing Benefits Admin,Professional fees,03-Aug-2017,200036125,Liberata Uk Ltd,"6,412.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,16-Aug-2017,200036294,Plumbing Trade Supplies,736.33
Barrow Borough Council,Disabled Facilities Grant,Grants,30-Aug-2017,200036411,AJK Construction,"8,558.06"
Barrow Borough Council,The park leisure centre,Metered water,23-Aug-2017,200036344,Water Plus Ltd,"6,705.38"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,10-Aug-2017,200036221,Plumbing Trade Supplies,754.05
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,10-Aug-2017,200036231,Optech Fibres,"9,030.00"
Barrow Borough Council,Recycling Reward Scheme,Publicity and promotion,10-Aug-2017,200036250,Fingerprints,569.00
Barrow Borough Council,Dock museum,Buildings repairs and maintenance,16-Aug-2017,200036285,Furness Fluid Power Ltd,"1,374.28"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,23-Aug-2017,200036349,Hughes Brothers,"27,881.53"
Barrow Borough Council,Waste collection,Refuse collection,30-Aug-2017,200036418,FCC Enviroment Services (UK) Ltd,"57,596.98"
Barrow Borough Council,Homelessness,Preventing Homelessness - support victims of domestic abuse,10-Aug-2017,200036192,Womens Community Matters,"11,648.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-Aug-2017,200036079,Keith Wilson Elec Con Ltd,"10,024.28"
Barrow Borough Council,Major works maintenance - HRA,Doors,03-Aug-2017,200036143,SBP Ltd - Permadoor,883.04
Barrow Borough Council,Building control fee earning,Subscriptions,23-Aug-2017,200036368,Carlisle City Council,"1,524.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,10-Aug-2017,200036174,Rexel UK Ltd,578.37
Barrow Borough Council,Coastal Communities Fund,Professional fees,03-Aug-2017,200036122,Sharps Media Group Ltd,"1,250.00"
Barrow Borough Council,Major works maintenance - HRA,Adaptations,10-Aug-2017,200036184,Top Notch Contractors Ltd,"2,091.19"
Barrow Borough Council,HRA Estates,Tenants Water Charges,10-Aug-2017,200036170,United Utilities Water Plc,"205,733.26"
Barrow Borough Council,Forum 28,Planned Building repairs and maintenance,16-Aug-2017,200036292,Bill Caulfield Electrical,"1,672.00"
Barrow Borough Council,Public conveniences,Building cleaning,10-Aug-2017,200036203,Growing Concerns,"1,508.00"
Barrow Borough Council,Technical services,Corporate health and safety,30-Aug-2017,200036419,A S Fire Safety Services,"1,250.00"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,23-Aug-2017,200036347,Rexel UK Ltd,"1,304.16"
Barrow Borough Council,Tenant demand maintenance - HRA,Central overheads,23-Aug-2017,200036349,Hughes Brothers,"58,103.43"
Barrow Borough Council,Corporate management,Professional fees,10-Aug-2017,200036251,Livingstons Solicitors,"1,330.00"
Barrow Borough Council,Dock museum,HLF Project - Barnes Wallis Exhibition 2017,30-Aug-2017,200036416,PCM Technology Solutions UK Ltd,513.00
Barrow Borough Council,The park leisure centre,NPLQ training,10-Aug-2017,200036205,Chris Brookshaw,567.25
Barrow Borough Council,Cemeteries,Memorials,03-Aug-2017,200036102,Rogans Masonry Services Ltd,702.00
Barrow Borough Council,Craven house,Metered water,03-Aug-2017,200036124,Water Plus Ltd,"1,427.05"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,30-Aug-2017,200036456,AK Fencing,"1,702.50"
Barrow Borough Council,Housing repairs control account,Housing repairs invoices,16-Aug-2017,200036322,Hughes Brothers,"7,255.50"
Barrow Borough Council,Barrow town hall,Building cleaning,23-Aug-2017,200036356,Associated Cleaning Contractors,"4,329.44"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,10-Aug-2017,200036221,Plumbing Trade Supplies,"9,094.08"
Barrow Borough Council,Coastal Communities Fund,Professional fees,23-Aug-2017,200036331,MBR Motosports Ltd,"1,250.00"
Barrow Borough Council,Barrow park,Metered water,16-Aug-2017,200036316,Water Plus Ltd,"2,263.18"
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,10-Aug-2017,200036220,Keith Wilson Elec Con Ltd,"8,440.42"
Barrow Borough Council,Occupational health,Professional fees,10-Aug-2017,200036239,Your Best Option,812.25
Barrow Borough Council,Development control,Professional fees,30-Aug-2017,200036464,R Stockley,"1,800.00"
Barrow Borough Council,Capitalised Planned Maintenance,Heating,16-Aug-2017,200036275,Baker Mallett,714.00
Barrow Borough Council,Capitalised Planned Maintenance,Rewires,03-Aug-2017,200036133,Rexel UK Ltd,"1,131.74"
Barrow Borough Council,Forum catering,Catering contract - Forum,03-Aug-2017,200036148,Elior UK Ltd,640.95
Barrow Borough Council,Coastal Communities Fund,Professional fees,03-Aug-2017,200036117,The Bake Shed Ltd,500.00
Barrow Borough Council,Pollution,Professional training,03-Aug-2017,200036101,Gates Travel,645.45
Barrow Borough Council,Coastal Communities Fund,Professional fees,23-Aug-2017,200036336,Aspen & Acorn Ltd,"2,316.17"
Barrow Borough Council,Photocopiers Holding A/C,Photocopier charges paid,30-Aug-2017,200036440,Ricoh UK Ltd,"1,286.32"
Barrow Borough Council,Dock museum,Equipment purchase,23-Aug-2017,200036380,Cater-Kwik Ltd,"1,118.99"
Barrow Borough Council,Food safety,Professional fees,03-Aug-2017,200036147,Your Best Option,881.15
Barrow Borough Council,Regeneration,Publicity and promotion,10-Aug-2017,200036257,Furness Newspapers Ltd,555.00
Barrow Borough Council,Estates management,Buildings repairs and maintenance,10-Aug-2017,200036227,Gilmour Fabrications,523.00
Barrow Borough Council,Forum 28,Equipment purchase,10-Aug-2017,200036158,Catering Partnership Ltd,"5,184.00"
