Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Voluntary & Community Sector,SME Class,Sole Trader,Transaction number,Purchasing Item Text,Postal Code,Amount in Sterling,Grant?
Communities & Local Government,PINS,07/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205008,Paper Order,NR3 1PD,"1,143.72",
Communities & Local Government,PINS,07/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205008,Stationery Order,NR3 1PD,642.78,
Communities & Local Government,PINS,08/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106204906,Agency Costs ,AL1 4JB,527.84,
Communities & Local Government,PINS,08/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106204918,Agency Costs ,AL1 4JB,501.30,
Communities & Local Government,PINS,08/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205038,Test contractor 3 blanket order ,SL6 1DP,"1,908.00",
Communities & Local Government,PINS,08/07/2014,Courier Services,Wales Director,ROYAL MAIL,,Large,,5106205061,Royal Mail invoice,S49 1HQ,486.19,
Communities & Local Government,PINS,08/07/2014,Office Machinery Rental,ICT Business Partner,NEW RICOH UK,,Large,,2100021429,Colour Capable Devices,TW13 7HG,-811.80,
Communities & Local Government,PINS,08/07/2014,Office Machinery Rental,ICT Business Partner,NEW RICOH UK,,Large,,5106204616,Colour Capable Devices,TW13 7HG,811.80,
Communities & Local Government,PINS,08/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205039,Paper Order,NR3 1PD,317.70,
Communities & Local Government,PINS,08/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205039,Stationery Order,NR3 1PD,911.40,
Communities & Local Government,PINS,09/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205085,Agency worker ,AL1 4JB,520.81,
Communities & Local Government,PINS,09/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205086,Agency worker ,AL1 4JB,520.81,
Communities & Local Government,PINS,09/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205101,Agency worker ,AL1 4JB,418.75,
Communities & Local Government,PINS,09/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205108,Agency worker ,AL1 4JB,520.81,
Communities & Local Government,PINS,09/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205110,Agency worker ,AL1 4JB,415.24,
Communities & Local Government,PINS,09/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205119,Agency worker ,AL1 4JB,520.81,
Communities & Local Government,PINS,09/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205078,SQL DBA contractor blanket order,SL6 1DP,"2,452.50",
Communities & Local Government,PINS,09/07/2014,Agency Staff,ICT Business Partner,CAPITA RESOURCING LTD,,Large,,5106205094,Services of a Web Developer for 119 days,SL6 1DP,"2,226.00",
Communities & Local Government,PINS,09/07/2014,Agency Staff,"Finance, Commercial & Statistics",CAPITA RESOURCING LTD,,Large,,5106205095,Finance Manager - 10 day extension,SL6 1DP,222.60,
Communities & Local Government,PINS,09/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205106,Postal service,S49 1HQ,"2,919.64",
Communities & Local Government,PINS,09/07/2014,DEV Exp (AUC) Intngble Software Acq Cost,ICT Head of Service,CACI INFORMATION SOLUTIONS LTD,,Large,,5106205070,NSI Recording & Reporting VAR 046,W14 8TS,"11,220.00",
Communities & Local Government,PINS,09/07/2014,Office Supplies,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106205109,"6,250 Envelope 10/1s (Single Delivery)",NR3 1PD,"1,016.12",
Communities & Local Government,PINS,09/07/2014,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106205077,"15,000 Case File Labels (One Delivery)",NR3 1PD,"1,284.64",
Communities & Local Government,PINS,09/07/2014,Web Services,ICT Business Partner,MEMSET LIMITED,,Small,,5106205088,Memset Web Hosting,GU6 8TB,701.82,
Communities & Local Government,PINS,11/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106205096,Agency Costs ,AL1 4JB,527.84,
Communities & Local Government,PINS,11/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106205107,Agency Costs ,AL1 4JB,501.30,
Communities & Local Government,PINS,11/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205091,Dev contractor (rollout) ,SL6 1DP,"2,226.00",
Communities & Local Government,PINS,11/07/2014,Cmmunication Telecom Costs,ICT Business Partner,PLANNING PORTAL,,Public Bodies,,2100021555,PCS/Portal extension to contract,BS1 6PN,"-21,600.00",
Communities & Local Government,PINS,11/07/2014,Cmmunication Telecom Costs,ICT Business Partner,PLANNING PORTAL,,Public Bodies,,5106204826,PCS/Portal extension to contract,BS1 6PN,"21,600.00",
Communities & Local Government,PINS,11/07/2014,Courier Services,Estates,CITY LINK,,Large,,5106205151,Courier service,CV3 4PA,"3,146.68",
Communities & Local Government,PINS,11/07/2014,IT - Software Maintenance,Library,PTFS EUROPE LTD,,Small,,5106205159,VuFind SaaS - Annual Fee,W1S 1DX,"4,800.00",
Communities & Local Government,PINS,11/07/2014,IT - Software Maintenance,Library,PTFS EUROPE LTD,,Small,,5106205163,Archivalware annual maintenance,W1S 1DX,"3,960.00",
Communities & Local Government,PINS,11/07/2014,IT Maintenance,ICT Planning & Strategy,COMPUTACENTER (UK) LTD,,Large,,5106205181,5yr Warranty Printer,AL10 9TW,"3,180.00",
Communities & Local Government,PINS,11/07/2014,IT Maintenance,ICT Planning & Strategy,COMPUTACENTER (UK) LTD,,Large,,5106205181,5yr Warranty Scanner,AL10 9TW,"6,570.00",
Communities & Local Government,PINS,11/07/2014,Mobile phone costs,ICT Business Partner,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106205126,Service & call charges - Orange mobiles,S98 1DX,686.04,
Communities & Local Government,PINS,11/07/2014,Office Machinery (<£5000),ICT Planning & Strategy,COMPUTACENTER (UK) LTD,,Large,,5106205181,Canon IPF765 Printer,AL10 9TW,"8,049.60",
Communities & Local Government,PINS,11/07/2014,Office Machinery (<£5000),ICT Planning & Strategy,COMPUTACENTER (UK) LTD,,Large,,5106205181,Colourtrac SC36c Scanner,AL10 9TW,"16,372.80",
Communities & Local Government,PINS,11/07/2014,Office Machinery Rental,ICT Business Partner,NEW RICOH UK,,Large,,5106205138,Rental charges x 4 MFDs,TW13 7HG,811.80,
Communities & Local Government,PINS,11/07/2014,Online Database Information Retrieval,Strategy & Communications,GORKANA GROUP LTD,,Large,,5106205150,Subscription fees,EC1Y 8QE,588.80,
Communities & Local Government,PINS,11/07/2014,Travel and Subsistence Account,Inspector Costs,REDFERN TRAVEL LIMITED,,Small,,5106205155,AIR TRAVEL,BD1 3AZ,788.10,
Communities & Local Government,PINS,11/07/2014,Travel and Subsistence Account,Inspector Costs,REDFERN TRAVEL LIMITED,,Small,,5106205155,RAIL FEE,BD1 3AZ,"1,092.05",
Communities & Local Government,PINS,11/07/2014,Travel and Subsistence Account,Inspector Costs,REDFERN TRAVEL LIMITED,,Small,,5106205155,RAIL TICKETING FEE,BD1 3AZ,11.40,
Communities & Local Government,PINS,11/07/2014,Travel and Subsistence Account,Inspector Costs,REDFERN TRAVEL LIMITED,,Small,,5106205155,RAIL TRAVEL,BD1 3AZ,"26,414.36",
Communities & Local Government,PINS,11/07/2014,Travel and Subsistence Account,Inspector Costs,REDFERN TRAVEL LIMITED,,Small,,5106205155,HOTEL ACCOMMODATION,BD1 3AZ,"51,852.40",
Communities & Local Government,PINS,14/07/2014,"Furniture, Fittings and carpets",Admin Support,SENATOR INTERNATIONAL LIMITED,,Large,,5106205216,JPWS8 - 800x800 Desk,BB5 5YE,147.46,
Communities & Local Government,PINS,14/07/2014,"Furniture, Fittings and carpets",Admin Support,SENATOR INTERNATIONAL LIMITED,,Large,,5106205216,U8DH3XD - Desk-High 3 Drawer Pedestal,BB5 5YE,195.84,
Communities & Local Government,PINS,14/07/2014,"Furniture, Fittings and carpets",Admin Support,SENATOR INTERNATIONAL LIMITED,,Large,,5106205216,ZINSTALL 75 - Delivery charge ( 75),BB5 5YE,90.00,
Communities & Local Government,PINS,14/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205214,C4127X - Black 27X Cartridge,NG11 7EP,65.70,
Communities & Local Government,PINS,14/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205214,C8543X - Black 43X Cartridges,NG11 7EP,341.76,
Communities & Local Government,PINS,14/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205214,CN045AE - Black Cartridges for 8600,NG11 7EP,"1,089.00",
Communities & Local Government,PINS,14/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205214,CN048AE - Yellow Cartridges for 8600,NG11 7EP,805.80,
Communities & Local Government,PINS,15/07/2014,Advertising,Common Land,TMP (UK) LIMITED,,Large,,5106205248,Statutory Advertising - Common Land,W1T 7RQ,309.77,
Communities & Local Government,PINS,15/07/2014,Cmmunication Telecom Costs,ICT Business Partner,DCLG,,Public Bodies,,5106205236,Contract extension PCS/Portal line lease,HP2 4XN,"21,600.00",
Communities & Local Government,PINS,15/07/2014,Facilities Management (ISD use only),"Finance, Commercial & Statistics",DCLG,,Public Bodies,,5106204628,PINS Variable FM Qtr 2 2013-14,HP2 4XN,-804.65,
Communities & Local Government,PINS,15/07/2014,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106205245,"2,000 Envelope 3s x 6 Deliveries",NR3 1PD,94.95,
Communities & Local Government,PINS,15/07/2014,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106205245,"3,000 Envelope 10s x 6 Deliveries",NR3 1PD,262.41,
Communities & Local Government,PINS,15/07/2014,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106205245,500 Envelope 4s x 6 Deliveries,NR3 1PD,42.94,
Communities & Local Government,PINS,15/07/2014,Printing,Admin Support,WILLIAMS LEA LIMITED,,Micro,,5106205245,"7,000 Envelope 1/2s x 6 Deliveries",NR3 1PD,136.81,
Communities & Local Government,PINS,15/07/2014,Printing,Quality & Governance,WILLIAMS LEA LIMITED,,Micro,,5106205250,Print & publish Annual Rpt & Accts 13/14,NR3 1PD,774.40,
Communities & Local Government,PINS,15/07/2014,Steady State Service Provision,Human Resources,DISCLOSURE SCOTLAND,,Large,,5106205219,Disclosure Scotland 2014/15,GB1 1YU,275.00,
Communities & Local Government,PINS,16/07/2014,Advertising,Operations,TMP (UK) LIMITED,,Large,,5106205249,Statutory Advertising for NID,W1T 7RQ,"3,520.09",
Communities & Local Government,PINS,16/07/2014,Agency Staff,ICT Business Partner,CAPITA RESOURCING LTD,,Large,,5106205271,Services of a Web Developer for 119 days,SL6 1DP,"2,226.00",
Communities & Local Government,PINS,16/07/2014,Courier Services,Estates,CITY LINK,,Large,,5106205282,City Link Costs,CV3 4PA,"3,462.37",
Communities & Local Government,PINS,16/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205278,Royal Mail Costs (UnVATed),S49 1HQ,6.54,
Communities & Local Government,PINS,16/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205278,Royal Mail Costs (VATed),S49 1HQ,"2,504.94",
Communities & Local Government,PINS,17/07/2014,Advertising,ROW,TMP (UK) LIMITED,,Large,,5106205304,Statutory Advertising - ROW,W1T 7RQ,884.26,
Communities & Local Government,PINS,17/07/2014,Cmmunication Telecom Costs,ICT Business Partner,VODAFONE LTD (PAGING),,Large,,5106205286,GSI rental charges April to June 2014,RG14 5XP,"33,932.52",
Communities & Local Government,PINS,17/07/2014,DEV Exp (AUC) Intngble Software Acq Cost,Project Horizon,MOUCHEL MANAGEMENT CONSULTING,,Large,,5106205099,Horizon Tech Specialist Rate 2,GU22 6QX,"21,542.40",
Communities & Local Government,PINS,17/07/2014,Travel and Subsistence Account,Inspector Costs,OTS BACS VENDOR,,Not assigned,,2100021663,18/06/2014,,566.50,
Communities & Local Government,PINS,18/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205326,Paper Order 13/3/14 ,NR3 1PD,597.28,
Communities & Local Government,PINS,18/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205326,Stationery Order 13/3/14 ,NR3 1PD,"1,267.83",
Communities & Local Government,PINS,18/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205328,A4 Paper,NR3 1PD,"1,455.31",
Communities & Local Government,PINS,18/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205328,Stationery,NR3 1PD,"1,216.43",
Communities & Local Government,PINS,18/07/2014,Translations,Wales Director,TROSOL CYFYNGEDIG,,Small,,5106205290,Welsh Translation Services - PINS Wales,CF14 5GH,"1,307.04",
Communities & Local Government,PINS,21/07/2014,Advertising,Operations,TMP (UK) LIMITED,,Large,,5106205374,Statutory Advertising - NID,W1T 7RQ,449.68,
Communities & Local Government,PINS,21/07/2014,Cmmunication Telecom Costs,ICT Business Partner,VODAFONE LTD (PAGING),,Large,,5106205337,PSN compliance assessment component,RG14 5XP,"1,198.80",
Communities & Local Government,PINS,21/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205345,Paper Order,NR3 1PD,804.72,
Communities & Local Government,PINS,21/07/2014,Office Supplies,Admin Support,BANNER BUSINESS SUPPLIES LTD,,Large,,5106205345,Stationery Order,NR3 1PD,258.72,
Communities & Local Government,PINS,22/07/2014,Office Machinery Rental,Wales Director,NEW RICOH UK,,Large,,5106205378,Ricoh,TW13 7HG,"1,255.37",
Communities & Local Government,PINS,22/07/2014,Office Machinery Rental,ICT Business Partner,NEW RICOH UK,,Large,,5106205385,Rental charges x 12 MFDs,TW13 7HG,"2,875.90",
Communities & Local Government,PINS,23/07/2014,Agency Staff,ICT Business Partner,CAPITA RESOURCING LTD,,Large,,5106205415,Services of a Web Developer for 119 days,SL6 1DP,"1,335.60",
Communities & Local Government,PINS,23/07/2014,Gas,Estates,CORONA ENERGY LTD,,Large,,5106195904,Corona_TQH Gas_Mar13,WD17 1JW,"-17,020.79",
Communities & Local Government,PINS,23/07/2014,Gas,Estates,CORONA ENERGY LTD,,Large,,5106195907,Corona Energy -TQH Gas,WD17 1JW,"-18,968.16",
Communities & Local Government,PINS,23/07/2014,Gas,Estates,CORONA ENERGY LTD,,Large,,5106195908,Gas - April - May,WD17 1JW,"-11,236.74",
Communities & Local Government,PINS,23/07/2014,Gas,Estates,CORONA ENERGY LTD,,Large,,5106204631,Corona Energy -TQH Gas,WD17 1JW,"-4,648.02",
Communities & Local Government,PINS,23/07/2014,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106205427,STORAGE,DE11 1EG,"3,928.06",
Communities & Local Government,PINS,24/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106205453,Agency Costs ,AL1 4JB,421.09,
Communities & Local Government,PINS,24/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106205454,Agency Costs ,AL1 4JB,527.84,
Communities & Local Government,PINS,24/07/2014,Courier Services,Estates,CITY LINK,,Large,,5106205457,Courier services,CV3 4PA,"3,140.81",
Communities & Local Government,PINS,24/07/2014,Legal Fees,Legal,TREASURY SOLICITORS DEPT,,Public Bodies,,5106205433,Professional Charges Quarter 2,WC2B 4TS,"203,700.00",
Communities & Local Government,PINS,25/07/2014,Agency Staff,Resource Management/Chart,BROOK STREET (UK) LTD,,Large,,5106205413,Agency worker - RT,AL1 4JB,520.81,
Communities & Local Government,PINS,25/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205223,Test contractor 3 blanket order ,SL6 1DP,"1,717.20",
Communities & Local Government,PINS,25/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205272,Dev contractor (rollout) ,SL6 1DP,"2,226.00",
Communities & Local Government,PINS,25/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205273,SQL DBA contractor ME blanket order,SL6 1DP,"1,962.00",
Communities & Local Government,PINS,25/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205417,SQL DBA contractor ME blanket order,SL6 1DP,"2,452.50",
Communities & Local Government,PINS,25/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205477,Mail Costs (Non-VATable),S49 1HQ,2.33,
Communities & Local Government,PINS,25/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205477,Mail Costs (VATable),S49 1HQ,"2,225.54",
Communities & Local Government,PINS,25/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205483,HP 64X Cartridge,NG11 7EP,139.25,
Communities & Local Government,PINS,25/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205483,HP 950 Cart - Black,NG11 7EP,"1,089.00",
Communities & Local Government,PINS,25/07/2014,Office machinery consumables,Admin Support,X M A LTD,,Data Not Provided,,5106205484,HP 950 Cart - Cyan,NG11 7EP,805.80,
Communities & Local Government,PINS,28/07/2014,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106205510,Quarterly LWPS Mobile Phones,NG24 2EG,"4,117.82",
Communities & Local Government,PINS,28/07/2014,Mobile phone costs,Admin Support,VODAFONE UK,,Large,,5106205515,LWPS Safety Phones - 12 Months  Use,NG24 2EG,"1,958.10",
Communities & Local Government,PINS,29/07/2014,Advertising,Operations,TMP (UK) LIMITED,,Large,,5106205531,Statutory Advertising - NID,W1T 7RQ,334.80,
Communities & Local Government,PINS,29/07/2014,Advertising,Operations,TMP (UK) LIMITED,,Large,,5106205537,Statutory Advertising - NID,W1T 7RQ,"1,903.50",
Communities & Local Government,PINS,29/07/2014,Advertising,Operations,TMP (UK) LIMITED,,Large,,5106205538,Statutory Advertising - NID,W1T 7RQ,734.83,
Communities & Local Government,PINS,29/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205527,SQL DBA contractor ME blanket order,SL6 1DP,"1,962.00",
Communities & Local Government,PINS,29/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205536,Royal Mail costs,S49 1HQ,"9,000.00",
Communities & Local Government,PINS,29/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205541,Royal Mail costs (Non-VAT),S49 1HQ,27.06,
Communities & Local Government,PINS,29/07/2014,Courier Services,Estates,ROYAL MAIL,,Large,,5106205541,Royal Mail costs (VAT-able),S49 1HQ,"1,910.68",
Communities & Local Government,PINS,29/07/2014,Office Machinery Rental,ICT Business Partner,NEW RICOH UK,,Large,,5106205530,Click count charges x 12 MFDs,TW13 7HG,"7,834.07",
Communities & Local Government,PINS,30/07/2014,Agency Staff,ICT Application Support,CAPITA RESOURCING LTD,,Large,,5106205570,SQL DBA contractor ME blanket order,SL6 1DP,"2,452.50",
Communities & Local Government,PINS,30/07/2014,Cmmunication Telecom Costs,ICT Business Partner,SYNETRIX LTD,,Large,,5106205550,79037 ,ST5 5NB,"1,135.33",
Communities & Local Government,PINS,30/07/2014,Courier Services,Estates,CITY LINK,,Large,,5106205544,City Link costs,CV3 4PA,"3,791.46",
Communities & Local Government,PINS,30/07/2014,DEV Exp (AUC) Intngble Software Acq Cost,Project Horizon,DCLG,,Public Bodies,,5106205561,ACP & Horizon Production Environment,HP2 4XN,"119,591.60",
Communities & Local Government,PINS,30/07/2014,IT - Service Contracts,ICT Planning & Strategy,SYNETRIX LTD,,Large,,2100021952,Delivery & service resources,ST5 5NB,"-7,837.33",
Communities & Local Government,PINS,30/07/2014,IT - Service Contracts,ICT Planning & Strategy,SYNETRIX LTD,,Large,,2100021952,TTB & Carrier services admin,ST5 5NB,"-21,016.60",
Communities & Local Government,PINS,30/07/2014,IT - Service Contracts,ICT Planning & Strategy,SYNETRIX LTD,,Large,,5106205241,Delivery & service resources,ST5 5NB,"7,837.33",
Communities & Local Government,PINS,30/07/2014,IT - Service Contracts,ICT Planning & Strategy,SYNETRIX LTD,,Large,,5106205241,TTB & Carrier services admin,ST5 5NB,"21,016.60",
Communities & Local Government,PINS,30/07/2014,Mobile phone costs,ICT Business Partner,ORANGE (AIRTIME/LINE RENTAL),,Large,,5106205549,Service & call charges - Orange mobiles,S98 1DX,708.23,
Communities & Local Government,PINS,30/07/2014,Physical Storage,Admin Support,TNT UK LTD,,Large,,5106205546,STORAGE,DE11 1EG,"13,541.72",
Communities & Local Government,PINS,31/07/2014,Agency Staff,Planning Casework,BROOK STREET (UK) LTD,,Large,,5106205611,Agency Costs ,AL1 4JB,527.84,
Communities & Local Government,PINS,31/07/2014,IT - Service Contracts,ICT Planning & Strategy,SYNETRIX LTD,,Large,,5106205616,July 205 users,ST5 5NB,"20,178.32",
Communities & Local Government,PINS,31/07/2014,IT - Software Maintenance,ICT Application Support,FABASOFT LTD,,Large,,5106205595,Fabasft App Telemetry SWupdate annual fe,EC4M 7BA,672.00,
