A3131 - Expenditure Over Threshold,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Note : This Report has a prompt “Threshold Amount” which is mapped to AP Invoice Total Amount i.e. Invoice Header Amount (column Threshold Amount is not available in the report output). The AP Amount column on the report represents the invoice distribution amount (which is not Invoice header amount).,,,,,,,,,
Time run: 02/10/2017 14:17:56,,,,,,,,,
,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18723906,"(119,915.00)",,0000007002
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18724178,"42,284.00 ",,0000089755
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18694988,"44,343.33 ",,0000074190
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18695022,"40,674.13 ",,0000076263
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18768862,"91,874.89 ",,0000078573
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,18768866,"107,041.57 ",,0000078661
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,19003923,"58,507.18 ",,0000077711
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,19003931,"98,705.01 ",,0000077712
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,18685797,"53,155.01 ",,15925
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Telecoms-Data lines,PRIMARY CARE IT,BT GLOBAL SERVICES,19025496,"27,327.19 ",245719348,0790222201
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BUPA CARE HOMES,18828669,"175,240.40 ",239731641,BUP1707EN
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18828675,"1,727.43 ",239731641,STC052737TOSTC052829
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18828675,"62,396.55 ",239731641,STC052737TOSTC052829
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BUPA CARE HOMES,18830275,"175,149.60 ",239731641,BUP1708EN
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18908130,768.93 ,239731641,WDV043124TOWDV043163
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,18908130,"27,756.18 ",239731641,WDV043124TOWDV043163
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18660762,"399,434.37 ",,70020424
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18990030,"951,933.82 ",,70019607
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,DOLPHIN HOUSE SURGERY,18907701,"25,999.98 ",,47AAUG2017
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,DOLPHIN HOUSE SURGERY,18907719,"25,999.98 ",,48AAUGUST2017
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,18724086,"63,533.00 ",,4144643
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,PREPYMT OVERSEAS NON EEA PATIENTS,BALANCE SHEET,EAST AND NORTH HERTFORDSHIRE NHS TRUST,18789553,"34,960.75 ",,4142619
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,18545494,"18,772,916.00 ",,4144060
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,18647414,"1,522,972.40 ",,8105174
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Training Expenses,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,18828646,"35,729.44 ",,8105240
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Computer Hardware Purch,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,18975823,"78,403.00 ",927149214,EMSINV023467
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,ESSEX PARTNERSHIP UNIVERSITY NHS FT,18828165,"38,322.33 ",GB654974100,I0057016
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Computer Software/License,IT NETWORK & TELECOMS,FOCUS GROUP EUROPE LTD,18996159,"109,482.30 ",,3341
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,18746884,"60,383.08 ",,X0179427
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,18647319,"130,770.00 ",654923417,3222307
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,18740522,"26,229.00 ",215028936,CHESHUNTMIU0916A
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,18741340,"53,737.00 ",215028936,CHESHUNTMIU0917
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,18695457,"3,307,103.16 ",,28017704
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Variation,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,18695457,"12,790.50 ",,28017704
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,18830307,"36,411.88 ",,28017763
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH CONTRACTS,HERTFORDSHIRE COUNTY COUNCIL,18605603,"196,613.00 ",,1802140954
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - COLLABORATIVE COMMISSIONING,HERTFORDSHIRE COUNTY COUNCIL,18605603,"6,675,037.00 ",,1802140954
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Othe Public Sector,CARERS,HERTFORDSHIRE COUNTY COUNCIL,18695092,"24,167.00 ",,1802140959
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,18695092,"203,187.00 ",,1802140959
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,HERTFORDSHIRE COUNTY COUNCIL,18695092,"1,137,071.00 ",,1802140959
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HERTFORDSHIRE COUNTY COUNCIL,18695092,"41,293.00 ",,1802140959
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Seconded-Basic Sal-Staff fm oth org,OPERATIONS MANAGEMENT,HERTFORDSHIRE COUNTY COUNCIL,18695092,"4,333.00 ",,1802140959
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,HERTS URGENT CARE,18768895,"122,551.00 ",210815253,0000003843
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,18768895,"172,113.17 ",210815253,0000003843
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,18768895,"404,153.00 ",210815253,0000003843
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,NHS 111,HERTS URGENT CARE,19025177,"8,246.40 ",210815253,0000003851
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,OUT OF HOURS,HERTS URGENT CARE,19025177,"25,261.40 ",210815253,0000003851
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,18660764,"63,394.00 ",654945990,H0149774
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care- Children,CHC CHILDREN,JEESAL AKMAN CARE CORP LTD,18685800,"31,179.80 ",,2937
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Miscellaneous Expenditure (L9),LOCAL ENHANCED SERVICES,KELLER P & PARTNERS,18954788,"56,971.20 ",,15092017
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,18978152,"33,906.93 ",,HT000031984
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,KING GEORGE SURGERY,18978152,180.60 ,,HT000031984
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,18685822,"66,512.00 ",654463720,A0036026
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,18685855,"97,266.50 ",654929007,52982869
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,LUTON & DUNSTABLE HOSPITAL NHS FOUNDATION TRUST,18723944,"64,511.44 ",654929007,52981257
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,MARIE STOPES INTERNATIONAL,18925214,"44,570.34 ",882426016,MS171736
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,MID ESSEX HOSPITALS SERVICES NHS TRUST,18724172,"101,292.00 ",,ME2000102069
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,18647496,"40,252.89 ",GB675991080,14492
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,WHEELCHAIR SERVICE,MILLBROOK HEALTHCARE LTD,18647504,"50,404.48 ",GB675991080,14490
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST,18746881,"318,925.00 ",,IC0031489
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,18978160,"(56,638.05)",876631000,HT000031993
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,18978161,"120,881.41 ",876631000,HT000031994
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,MUCH HADHAM HLTH CNTRE,18978161,"4,317.20 ",876631000,HT000031994
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025133,"30,065.18 ",156725100,00000001H1626
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025143,"30,065.18 ",156725100,00000001H1629
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025324,"29,447.41 ",156725100,NAVS02120
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025463,"42,828.52 ",156725100,00000001H26648
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025464,"66,171.93 ",156725100,00000001H26649
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025465,"42,828.52 ",156725100,00000001H26651
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,19025466,"66,171.93 ",156725100,00000001H26650
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,18740702,"599,033.00 ",,044394
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,18939149,"33,864.00 ",,043658
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,PAPWORTH HOSPITAL NHS FOUNDATION TRUST,18828036,"121,026.00 ",654935994,57782923
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,PINEHILL HOSPITAL,18660760,"75,995.43 ",GB426505170 1,ENHCCGPINEINVCQUIN1617
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,18724168,"419,625.00 ",GB426505170 1,ENHCCGPINSEP17
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,18789570,"57,192.00 ",GB426505170 1,ENHCCGPININVFINAPR17
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PINEHILL HOSPITAL,18789582,"160,118.22 ",GB426505170 1,ENHCCGPININVFINMAY17
Department of Health,NHS East & North Hertfordshire CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PRINCESS ALEXANDRA HOSPITAL NHS TRUST,18537886,"5,016,416.67 ",654964985,BL170601
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Travel Booking Services,PATIENT TRANSPORT,PRIVATE AMBULANCE SERVICE LTD,18747181,"214,607.88 ",137654691,9077
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,RAMSAY NEUROLOGICAL SERVICES,18685865,"250,000.00 ",,ENHERTS0917PF
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Clinical Other,ACUTE COMMISSIONING,RIVERS HOSPITAL,18660761,"134,006.13 ",426505170,ENHCCGRIVINVCQUIN1617
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,18724064,"631,635.00 ",426505170,ENHCCGSEP2017RIVERS
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,18789564,"160,781.85 ",426505170,ENHCCGRIVINVFINAPR17
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,RIVERS HOSPITAL,18789585,"115,780.73 ",426505170,ENHCCGRIVINVFINMAY17
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,18685848,"90,925.67 ",,S002254
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,18789644,"(76,680.34)",,C0014057
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,18827905,"2,305,427.00 ",654946987,I0147364
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,18827971,"(98,104.00)",654946987,C0017449
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,18685883,"244,599.00 ",,B0034598
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,18695106,"65,614.54 ",915970991,06KHPNREC171803
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,18768966,"91,438.00 ",915970991,06KHPNPF171806
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,18660763,"587,614.00 ",654948687,SLA2373
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,19003864,"30,057.00 ",654948687,PERA1304
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Prior Year,ACUTE COMMISSIONING,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,19025495,"758,429.00 ",654948687,PERA1338
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,18978182,"(55,860.34)",,HT000032016
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,18978183,"105,594.99 ",,HT000032017
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WATTON PLACE CLINIC,18978183,"5,400.80 ",,HT000032017
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,18746879,"225,251.00 ",,0000248178
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,18978179,"35,869.52 ",,HT000032013
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,WHITWELL SURGERY,18978179,"1,883.40 ",,HT000032013
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,18647378,"1,018.44 ",,NHS428
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,18647378,"33,645.85 ",,NHS428
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,18695585,964.35 ,,NHS432
Department of Health,NHS East & North Hertfordshire CCG,30/09/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,WYMONDLEY NURSING & CARE HOME LTD,18695585,"31,896.00 ",,NHS432
,,,,,,,,,
,,,,,,,"49,903,129.10 ",,
