Body,Body Name,Transaction No,Invoice Ref.,Vendor Name,Expense,Expense Type,Payment Date,Amount
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019264,530554,Comensura Limited,R1100-HOM001,Agency Staff,27/09/2013,899.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019264,530554,Comensura Limited,R1100-CCM001,Agency Staff,27/09/2013,2607.52
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019264,530554,Comensura Limited,R1100-ADB101,Agency Staff,27/09/2013,663.20
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019263,530719,Comensura Limited,R1100-HOM001,Agency Staff,27/09/2013,704.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019263,530719,Comensura Limited,R1100-CPK012,Agency Staff,27/09/2013,839.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019263,530719,Comensura Limited,R1100-CPK001,Agency Staff,27/09/2013,1077.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019263,530719,Comensura Limited,R1100-CCM001,Agency Staff,27/09/2013,4732.93
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019218,12716,Complete Climate Solutions,R2080-OPS121,Mechanical Services,20/09/2013,1444.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018649,13064,Complete Climate Solutions,R2080-ADB103,Mechanical Services,06/09/2013,840.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018649,13064,Complete Climate Solutions,R2080-ADB103,Mechanical Services,06/09/2013,894.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018649,13064,Complete Climate Solutions,R2080-ADB103,Mechanical Services,06/09/2013,841.62
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018859,13284,Complete Climate Solutions,R2004-CUL113,R & M of Build Programmed,13/09/2013,2203.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018859,13284,Complete Climate Solutions,R2004-CUL113,R & M of Build Programmed,13/09/2013,921.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018733,13315,Complete Climate Solutions,R2080-REC111,Mechanical Services,13/09/2013,538.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018842,13335,Complete Climate Solutions,R2080-REC111,Mechanical Services,13/09/2013,1598.98
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018841,13338,Complete Climate Solutions,R2080-CUL102,Mechanical Services,13/09/2013,722.68
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018836,13339,Complete Climate Solutions,R2080-ADB101,Mechanical Services,13/09/2013,683.48
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019607,13380,Complete Climate Solutions,R2080-REC111,Mechanical Services,27/09/2013,538.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019153,147442,Contacta Systems Limited,R2004-CUL112,R & M of Build Programmed,20/09/2013,523.09
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019154,147710,Contacta Systems Limited,R2004-CUL112,R & M of Build Programmed,20/09/2013,2453.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018800,116,Cook Residential Limited,R4401-FIE040,Services - Fees and Charges,13/09/2013,1562.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018799,117,Cook Residential Limited,R4401-FIE040,Services - Fees and Charges,13/09/2013,1217.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018773,119,Cook Residential Limited,R4401-FIE040,Services - Fees and Charges,13/09/2013,1391.25
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019060,1627580,Craemer UK Limited,R4000-RYC004,Equipment Purchase,13/09/2013,12975.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019428,1627787,Craemer UK Limited,R4000-RYC004,Equipment Purchase,27/09/2013,13940.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019067,1139,D W Brookes (Resurfacing Limited),R2075-OPS001,Grounds Maintenance - Contract,13/09/2013,965.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018953,28169015,Davis Langdon LLP,C1005-CAP121,Surveyors Fees,13/09/2013,8600.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018710,1314/005,Des Knight Limited,R4400-SUP009,Services - Professional Fees,06/09/2013,2100.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018140,36502,Direct Air & Pipework Limited,R4026-HLD102,Operational Materials,06/09/2013,1129.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019084,bd5826,Direct Publicity Limited,R4317-CUL102,Non Staff Advertising,13/09/2013,630.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018763,903448,Disclosure & Barring Service,R4401-REG002,Services - Fees and Charges,13/09/2013,572.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019102,SI90629,Dolphin Computer Access Limited,R1424-SUP040,Staff Healthcare,27/09/2013,1080.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019266,27623,DPDS Regional Limited - DPDS Consulting Group,R4400-DEV001,Services - Professional Fees,27/09/2013,1372.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019159,301267/8/2013,Ener-G Combined Power (South) Limited,R2100-REC101,Electricity,20/09/2013,4239.37
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019495,WM004069,English Landscapes Limited t/a The Landscape Group,C1107-CAH005,Building Works,27/09/2013,110051.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019498,TB/1138591,Environment Agency,R5003-FLD001,TPP - Agency Fees,27/09/2013,32000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019103,3732,Environmental Management Solutions Limited,C1107-CAH012,Building Works,13/09/2013,22894.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019037,1220309,Ermin Plant (Hire & Services) Limited,R4003-OPS002,Tools & Equipment - R & M,20/09/2013,532.98
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019431,INV78798,Escape Fitness Limited,C4000-CAP111,Acquisition of Equipment,27/09/2013,2877.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019632,3558,F T Leisure Limited,R2083-REC111,R&M of Build - Routine,27/09/2013,1200.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14015904,372552,Facelift (GB) Limited,R4001-REG018,Tools & Equipment - Hire,13/09/2013,1425.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018990,INV1006,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,13/09/2013,2070.58
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019132,INV1007,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,20/09/2013,893.95
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019439,INV1009,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,27/09/2013,21093.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019442,INV1010,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,27/09/2013,4240.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019443,INV1011,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,27/09/2013,8140.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019469,INV1012,Facilities Management & Builiding Repairs Limited,C1107-CAH005,Building Works,27/09/2013,985.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019663,FF712,Formation Flooring Limited,C4000-CAP111,Acquisition of Equipment,27/09/2013,16982.13
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019029,2583,Forrester Access Limited,C1107-CAH016,Building Works,13/09/2013,575.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018761,31780,Fosters Rooms Limited,R4100-CUL110,Catering - Refreshments,06/09/2013,914.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018387,158,Gaskins Treework Specialists,R2070-PLP006,Tree Work,06/09/2013,1642.91
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018387,158,Gaskins Treework Specialists,R2070-PLP006,Tree Work,06/09/2013,1192.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018387,158,Gaskins Treework Specialists,R2070-PLP006,Tree Work,06/09/2013,700.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018513,824,Geomap Limited,R5001-EMP001,TPP - Major External Contractors,06/09/2013,5900.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018676,3021,GFirst Limited,R4317-CUL107,Non Staff Advertising,06/09/2013,3000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019078,23900,Glide Media  Limited,R4317-CUL102,Non Staff Advertising,20/09/2013,913.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018877,621021,Global Radio Services Limited,R4014-REC101,Marketing,13/09/2013,1550.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14016819,1800269261,Gloucestershire County Council,C5001-CAP150,Contributions,06/09/2013,6000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018310,1800284806,Gloucestershire County Council,R4400-SUP017,Services - Professional Fees,06/09/2013,6698.70
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018944,800004376,Gloucestershire Local Government Pension Scheme (LGPS ONLY),R1801-CUL107,Compensation Payments,13/09/2013,4369.04
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019335,800004381,Gloucestershire Local Government Pension Scheme (LGPS ONLY),R1301-SUP038,Enhanced Pension,20/09/2013,16617.12
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019104,5730,Goldingham Contracts Limited,R2075-CCM001,Grounds Maintenance - Contract,13/09/2013,519.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018637,56009,Gooch Group Limited,R2701-HRA110,Window Cleaning,06/09/2013,555.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14016835,SIN133846,Gradko International Limited,R4401-REG012,Services - Fees and Charges,20/09/2013,1029.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019157,6839317,Grant Thornton UK LLP,R4430-COR001,Audit Fees,27/09/2013,16243.50
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019229,1372,Greenway Partnership Limited T/A GPL Building Services,R2004-CUL112,R & M of Build Programmed,20/09/2013,1108.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018560,1478,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,06/09/2013,1330.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018550,1494,Greenway Partnership Limited T/A GPL Building Services,R2700-ADB103,Contract Cleaning,06/09/2013,940.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018801,1497,Greenway Partnership Limited T/A GPL Building Services,R2078-CPK101,R&M of Build - external structures,06/09/2013,1920.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019230,1506,Greenway Partnership Limited T/A GPL Building Services,R2004-REC111,R & M of Build Programmed,20/09/2013,885.91
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018536,1520,Greenway Partnership Limited T/A GPL Building Services,R2043-ADB103,R & M of Build Drain Cleaning,06/09/2013,1690.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019110,1529,Greenway Partnership Limited T/A GPL Building Services,R2007-OPS001,R & M of Plant Contracts,13/09/2013,2587.85
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019233,1535,Greenway Partnership Limited T/A GPL Building Services,R2062-CPK101,R & M of Build Cyclical Electrical Remedials,20/09/2013,1094.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019347,630488,Group Creative Limited,R4014-REC101,Marketing,27/09/2013,1950.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018978,65230447,Group Creative Limited,R4317-CUL102,Non Staff Advertising,20/09/2013,7500.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018948,7993,Halarose Limited,R4000-EMP001,Equipment Purchase,13/09/2013,715.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019073,138976,Hanman Split Limited,R4000-OPS002,Equipment Purchase,13/09/2013,1822.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019108,68051,Hewer Facilities Management Limited,C1107-CAH009,Building Works,13/09/2013,1175.63
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018992,CISDEDUCT0608-050913,HMRC (CBC - CIS),B6220-BAL100,CIS Deductions Control (reallocated),13/09/2013,1074.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019087,35993,Hutchison Technologies Ltd,R4000-REC101,Equipment Purchase,13/09/2013,652.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018668,7116,Ian Johnson Associates Limited,C1005-CAP121,Surveyors Fees,06/09/2013,3142.05
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019106,150170AA5,Ian Williams Limited,R2060-HRA100,R & M of Build Cyclical Painting Communal Areas,13/09/2013,25836.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019088,7001064,Idox Software Limited,R4531-DEV001,IT - Purchase of Software,27/09/2013,3475.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018947,8415,Industrial Medical & Safety Services (IMASS) Limited,R4401-SUP003,Services - Fees and Charges,13/09/2013,840.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019445,5084,Institute of Cemetery and Crematorium  Management (ICCM),R1652-CCM001,Training Fees (External),27/09/2013,2782.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019445,5084,Institute of Cemetery and Crematorium  Management (ICCM),R1652-CCM001,Training Fees (External),27/09/2013,558.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019424,13/041,J P North (Farmer),R2071-OPS002,Open Spaces and Grassed Areas,27/09/2013,850.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019105,47,Jim Claydon - Planner,R4400-PLP101,Services - Professional Fees,27/09/2013,1356.35
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019286,1884,John Robinson Electrical,R2004-CCM111,R & M of Build Programmed,20/09/2013,1260.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019338,300813,Jon Luby,R4401-CCM001,Services - Fees and Charges,20/09/2013,1525.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019202,4945,JS Facilities Group Limited,R2705-CUL107,Security Systems,20/09/2013,4275.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018302,5159,JS Facilities Group Limited,R4401-CPK001,Services - Fees and Charges,13/09/2013,2593.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019311,5238,JS Facilities Group Limited,R4401-REC101,Services - Fees and Charges,20/09/2013,1566.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018966,102511,Lavat Consulting Limited,R4400-SUP104,Services - Professional Fees,13/09/2013,1762.10
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018166,731798,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,13/09/2013,25768.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019509,736662,Liberty Gas Group,R2040-HRA100,R & M of Build Central Heating,27/09/2013,11826.75
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019509,736662,Liberty Gas Group,R2016-HRA100,R & M of Build Void Repairs,27/09/2013,1449.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019509,736662,Liberty Gas Group,C1107-CAH020,Building Works,27/09/2013,1302.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019509,736662,Liberty Gas Group,C1107-CAH009,Building Works,27/09/2013,3485.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019027,40132447,Local Government Association (LGA),R4400-COR006,Services - Professional Fees,20/09/2013,1716.84
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019436,40132606,Local Government Association (LGA),R4426-BUC004,Legal Expenses,27/09/2013,1208.74
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019516,29039 MS0613.183,Mace Sustain Limited,C1107-CAH003,Building Works,27/09/2013,900.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019416,2654,Mark Wroot Agricultural & Garden Services,R2075-OPS002,Grounds Maintenance - Contract,27/09/2013,544.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018796,9700,Massie Electrics Limited,R2004-REC111,R & M of Build Programmed,13/09/2013,1231.80
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019152,9701,Massie Electrics Limited,R4401-CUL106,Services - Fees and Charges,20/09/2013,4495.53
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019433,B289A,MBA Great Britain,C1105-CAP121,Design Services,27/09/2013,41718.89
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018204,1771,Meaco Measurement & Control Limited,R4028-CUL107,Collections,06/09/2013,1000.00
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14018659,REDACTED,Mears Home Improvements (Client Account),C1107-CAH028,Building Works,06/09/2013,4793.11
http://statistics.data.gov.uk/id/local-authority-district/23UB,Cheltenham Borough Council,14019325,632,MHP Design Limited,C1107-CAH005,Building Works,27/09/2013,1367.25
