Body Name,Service Label,Expense Category,Date,Transaction Number,Net Amount,Supplier Name
TfGM,Transport,Print & Media,01/10/2013,5100056062,2400,TRINITY MIRROR PUBLISHING LTD
TfGM,Transport,Vehicle Costs,02/10/2013,1200026466,1342.54,ALLSTAR
TfGM,Transport,Capital Costs - Planning Support Services,04/10/2013,5100056569,8711,AECOM LTD
TfGM,Transport,Capital Costs - Planning Support Services,04/10/2013,5100056570,2633.5,AECOM LTD
TfGM,Transport,Capital Costs - Engineering Support Services,04/10/2013,5100056308,2028,ATKINS LTD
TfGM,Transport,Capital Costs - Contract Administration Services,04/10/2013,5100056331,12600,ATKINS LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2013,5100056353,8190,ATKINS LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2013,5100057050,601692.57,BALFOUR BEATTY CE LTD
TfGM,Corporate Services,Insurance,04/10/2013,5100056998,856,BERRYMANS LACE MAWER LLP
TfGM,Corporate Services,Insurance,04/10/2013,5100056999,888,BERRYMANS LACE MAWER LLP
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100056985,1953.6,BOLTON WHITES HOTEL LTD
TfGM,Transport,Utilities & Energy,04/10/2013,100077093,489.49,BRITISH GAS BUSINESS
TfGM,Transport,IS Support Services,04/10/2013,5100056885,1225,CGI IT UK LTD
TfGM,Corporate Services,Procurement Services,04/10/2013,5100057010,13320,CNC PERFORMANCE LTD
TfGM,Transport,Secondment,04/10/2013,5100056939,2912,CTC
TfGM,Transport,Cyclescheme,04/10/2013,5100056958,833.25,CYCLESCHEME LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057007,1925,ENTERPRISE SOLUTIONS (NW) LTD
TfGM,Transport,Capital Costs - Engineering Support Services,04/10/2013,5100057028,2800,FREMONT LTD
TfGM,Transport,Research Services,04/10/2013,5100056392,15712.5,HALCROW GROUP LTD
TfGM,Transport,Temporary Vacancy Cover,04/10/2013,1900029845,10132.28,HAYS SPECIALIST RECRUITMENT LTD
TfGM,Transport,Computer Support and Licences,04/10/2013,5100056938,2870,JMP LTD
TfGM,Transport,Capital Costs - Legal Services,04/10/2013,5100057083,1000,KINGS CHAMBERS
TfGM,Transport,Capital Costs - Legal Services,04/10/2013,1900029846,1600,LAMBERT SMITH HAMPTON
TfGM,Transport,Capital Costs - Legal Services,04/10/2013,5100057031,1000,LAMBERT SMITH HAMPTON
TfGM,Transport,Property Support Services,04/10/2013,5100057032,640,LAMBERT SMITH HAMPTON
TfGM,Transport,Vehicle Costs,04/10/2013,5100057051,1258,MANCHESTER COMMUNITY TRANSPORT
TfGM,Transport,Supported Bus Services,04/10/2013,5100056467,18867.46,MERSEYTRAVEL
TfGM,Transport,Programme Management,04/10/2013,5100056386,7920.74,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,04/10/2013,1900029911,2500,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2013,5100056379,405666.34,NETWORK RAIL
TfGM,Transport,Capital Costs - Rail Construction Works,04/10/2013,5100056463,-6179.34,NETWORK RAIL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2013,5100056650,-28013.64,NETWORK RAIL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2013,5100056904,65011.95,NETWORK RAIL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2013,5100056905,36756.58,NETWORK RAIL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,04/10/2013,5100056906,36127.24,NETWORK RAIL
TfGM,Transport,Property & Equipment Maintenance,04/10/2013,5100056489,2450,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Transport,Property & Equipment Maintenance,04/10/2013,5100056621,750,OCCUPATIONAL MANAGEMENT CONSULTANTS
TfGM,Corporate Services,Procurement Services,04/10/2013,5100057073,10762.5,OPUS BESTPAY LTD
TfGM,Transport,Capital Costs - Smart Ticketing,04/10/2013,5100057006,10000,OVERWORKED LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2013,5100057074,7940,PEAK PERFORMANCE PROFESSIONAL CONTR
TfGM,Transport,Financial and Commercial Support Services,04/10/2013,5100057076,11732.5,PEAK PERFORMANCE PROFESSIONAL CONTR
TfGM,Transport,Traffic and Transportation Surveys,04/10/2013,5100056343,4411.25,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,04/10/2013,5100056344,6164.98,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,04/10/2013,5100056357,589,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,04/10/2013,5100056388,566.4,PLUSWORK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057086,8525,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057087,-2256,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057088,-2536,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057089,-1104,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057090,-3529,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,04/10/2013,5100057091,16215,PROFESSIONAL DRIVER SERVICES LTD
TfGM,Transport,Safety Equipment,04/10/2013,5100057060,1231.4,REVEAL MEDIA LTD
TfGM,Transport,Capital Costs - Print & Media,04/10/2013,5100056714,691,SERVICEPOINT UK
TfGM,Transport,Capital Costs - Programme and Project Management Services,04/10/2013,5100056930,5950,UNIQUE CREATIVE COMMUNICATIONS
TfGM,Transport,Utilities & Energy,04/10/2013,1900029907,1154.64,UNITED UTILITIES WATER PLC
TfGM,Transport,Utilities & Energy,04/10/2013,1900029908,708.36,UNITED UTILITIES WATER PLC
TfGM,Transport,IS Support Services,07/10/2013,5100056922,12320,PMA RECRUITMENT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029872,607.75,A MACK
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029891,1288.48,A WOODWARD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029888,2333.84,AIM TO PASS SCHOOL OF MOTORING
TfGM,Transport,Capital Costs -  Project Management Services,08/10/2013,5100056674,2000,AJILON UK LIMITED T/A COMPUTER PEOP
TfGM,Transport,Smart Ticketing,08/10/2013,5100056940,7700,AMSACOM LIMITED
TfGM,Transport,Capital Costs - Smart Ticketing,08/10/2013,5100056245,616250,ATOS IT SERVICES UK LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029859,2066.44,AVRILS DRIVING SCHOOL
TfGM,Transport,Other Operational Costs,08/10/2013,5100056491,1022,BRAKE BROS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029854,2188,BRECK SCHOOL OF MOTORING
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029871,850.88,C MACCORMACK
TfGM,Transport,Capital Costs - Project Support Services,08/10/2013,5100056366,675,CDI ANDERSELITE LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029893,1641,CENTURION DRIVER TRAINING
TfGM,Transport,Print & Media,08/10/2013,5100056375,1386,CHAPEL PRESS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029857,765.8,COWLEY DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100057067,2783.6,CPC TRAINING PROVIDER LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029858,1689.6,CRUISE DRIVER TRAINING
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029861,1081.8,D ELLIS
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029890,1592.33,D WALSH
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029889,875.2,DAVID WALKER DRIVER TRAINING
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029879,2625.53,DRIVER ACADEMY
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029856,547,DRIVERSKILLS
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029892,2747.13,DS WILLIAMS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029880,3038.84,DSM SCHOOL OF MOTORING
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029887,607.75,E TURTON
TfGM,Transport,Telecommunications,08/10/2013,5100053336,1896.96,EASYNET GLOBAL SERVICES
TfGM,Transport,Telecommunications,08/10/2013,5100057024,-1745.2,EASYNET GLOBAL SERVICES
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2013,5100057023,1162.5,EURO CAR PARKS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029855,3294.1,G CLIFFE
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029883,1750.4,G ROBINSON
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100057065,1871.92,G WEBSTER
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100057015,1154.76,G WHITWORTH
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029851,1166.91,GARY CAMPBELL LTD
TfGM,Transport,Engineering Support Services,08/10/2013,5100056873,13518.75,GUTTERIDGE HASKINS AND DAVEY LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029868,2783.59,HOGHTON DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029860,2832.2,I DUFF
TfGM,Corporate Services,IS Support Services,08/10/2013,5100056276,5500,IGROUP LTD
TfGM,Transport,IS Software & Maintenance,08/10/2013,5100055177,6000,INS SUDLOWS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029866,753.64,INSIGHT 2 DRIVE
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029847,2248.76,J AIREY
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029848,607.75,J BOGGIANO
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029874,1470.8,J MCGREAL
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029875,729.3,J MILNE
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029881,717.16,J RIGGS
TfGM,Transport,Exhibitions & Conferences,08/10/2013,5100057038,764.5,JCT LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100057102,2751.12,LISA ATKINSON DTS
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029850,2151.52,M BRENNAN
TfGM,Transport,Capital Costs -  Project Support Services,08/10/2013,5100056498,6307,MANCHESTER CITY COUNCIL
TfGM,Transport,Smart Ticketing,08/10/2013,5100057214,10500,MARBLE LTD
TfGM,Transport,Smart Ticketing,08/10/2013,5100057217,9712.5,MARBLE LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029849,2528.32,MICHAEL BOLTON DRIVER TRAINING
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029876,1125.35,MORRIS SCHOOL OF MOTORING
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2013,5100056682,9092.09,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2013,5100056684,3109.63,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,08/10/2013,5100056694,7000,MOTT MACDONALD LTD
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,08/10/2013,5100057118,6546.09,NATIONAL GRID PLC
TfGM,Transport,Capital Costs - Project Support Services,08/10/2013,5100057130,2625,NEIL CLARKE LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029853,3356.05,P CLARKE
TfGM,Transport,Capital Costs - Legal Services,08/10/2013,5100057000,1690,PANNONE AND PARTNERS
TfGM,Transport,Capital Costs - Legal Services,08/10/2013,5100057123,20384.1,PANNONE AND PARTNERS
TfGM,Transport,Print & Media,08/10/2013,5100056421,540,PARAGON PRINTING COMPANY LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029885,2613.4,PAS DRIVING
TfGM,Transport,Capital Costs - Programme and Project Management Services,08/10/2013,5100056439,1701.75,PERTEMPS PROFESSIONAL STAFFING LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100057017,1896.23,PETERS DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029865,2856.51,R GREENOUGH
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029867,2625.54,R HILL
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100056907,1604.52,R LORD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,5100056762,1312.8,R MOTT
TfGM,Transport,Capital Costs - Print & Media,08/10/2013,5100057110,882,RCD
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2013,1900029930,1624.95,ROCHDALE MBC
TfGM,Transport,"Rent, Rates & Service Charges",08/10/2013,1900029931,2367.75,ROCHDALE MBC
TfGM,Transport,Traffic Signal Works,08/10/2013,5100057136,8555.02,ROSGAL LTD
TfGM,Transport,Print & Media,08/10/2013,5100056936,5100,ROUNDTHORN PROPERTIES LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029852,1932.72,S M CHARLSON
TfGM,Transport,Print & Media,08/10/2013,5100056428,495,SERVICE GRAPHICS LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029878,1069.68,SHELLIS SCHOOL OF MOTORING
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029864,1482.96,SHIRLEYS DRIVING SCHOOL
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029862,1179.04,SMJ SCHOOL OF MOTORING
TfGM,Transport,Capital Costs - Planning Support Services,08/10/2013,5100056739,8500,STEER DAVIES GLEEVE LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029869,2759.28,STEVEN LLOYD APPROVED SCHOOL OF MOT
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029882,1531.6,T RIMMER
TfGM,Corporate Services,Printer Consumables,08/10/2013,5100056313,2439.9,TOTAL COMPUTERS LTD
TfGM,Transport,Computer Support and Licences,08/10/2013,5100056086,24256.4,TRAPEZE GROUP (UK) LTD
TfGM,Transport,Driver Intervention Course Delivery Costs,08/10/2013,1900029863,2734.95,VINCENT'S DRIVING SCHOOL
TfGM,Transport,Vehicle Costs,09/10/2013,1200026493,1137.96,ALLSTAR
TfGM,Corporate Services,Employee Reimbursed Costs,09/10/2013,5100057268,7379,CHILDCARE VOUCHERS LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,09/10/2013,5100056329,1084812,WIGAN COUNCIL
TfGM,Transport,Replacement Bus Services,10/10/2013,5100056667,104977.2,METROLINK RATP DEV LTD
TfGM,Transport,Print & Media,10/10/2013,5100056892,1427.45,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2013,5100056983,1221783,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2013,5100056984,283948,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2013,5100057061,82299.43,METROLINK RATP DEV LTD
TfGM,Transport,Metrolink Operating Costs,10/10/2013,5100057062,440032,METROLINK RATP DEV LTD
TfGM,Transport,Light Rail Support Services,11/10/2013,5100056928,11400,AD2 LTD
TfGM,Transport,Research Services,11/10/2013,5100056454,22500,AECOM LTD
TfGM,Corporate Services,Insurance,11/10/2013,1900029962,2627,ALLIANZ INSURANCE PLC
TfGM,Transport,IS Support Services,11/10/2013,5100056887,2800,AMAZE COMMUNICATION SERVICES LTD
TfGM,Transport,Signage Costs,11/10/2013,5100056584,742,ASTRA SIGNS
TfGM,Transport,Capital Costs - Light Rail Support Services,11/10/2013,5100056449,4476.75,ATKINS LTD
TfGM,Transport,IS Software & Maintenance,11/10/2013,5100056500,5163.3,ATKINS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,11/10/2013,5100057026,19950,ATKINS LTD
TfGM,Transport,Capital Costs - Engineering Support Services,11/10/2013,5100057034,5076.85,ATKINS LTD
TfGM,Transport,Cycle Training Scheme,11/10/2013,5100056732,840,BIKE RIGHT!
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/10/2013,5100056700,134153.48,BIRSE CIVILS LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/10/2013,5100056972,39209.4,BOURNE CONSTRUCTION ENGINEERING LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/10/2013,5100056973,43857.6,BOURNE CONSTRUCTION ENGINEERING LTD
TfGM,Transport,Capital Costs - IS Software & Maintenance,11/10/2013,5100056455,6184,BT ENGAGE IT
TfGM,Transport,Cycling Equipment,11/10/2013,5100056440,756,CYCLES RECYCLED CIC
TfGM,Transport,Telecommunications,11/10/2013,5100057242,6580.76,DAISY COMMUNICATIONS
TfGM,Transport,Capital Costs - Land Acquisition and Related Costs,11/10/2013,1900030007,256500,DLA PIPER UK LLP
TfGM,Corporate Services,IS Support Services,11/10/2013,5100056765,2500,DREAMBANK SYSTEMS LTD
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/10/2013,5100056487,1099.95,EC HARRIS LLP
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/10/2013,5100056488,5976.4,EC HARRIS LLP
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,11/10/2013,5100055333,8788.89,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,11/10/2013,5100057041,7624.91,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,11/10/2013,5100057042,16854.55,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Capital Costs - Utility & Service Diversion Costs,11/10/2013,5100057053,11545.13,ELECTRICITY NORTH WEST EHV
TfGM,Transport,Postage Costs,11/10/2013,5100057096,1080,ING LEASE UK LTD
TfGM,Transport,Capital Costs - Mechanical & Engineering Support Services,11/10/2013,5100056485,900,JACOBS UK LTD
TfGM,Corporate Services,Procurement Services,11/10/2013,5100056926,6500,JETFIRE ASSOCIATES LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100057113,4650,MACE LTD
TfGM,Transport,Capital Costs - Vehicle Costs,11/10/2013,5100056990,764.72,MANCHESTER CITY COUNCIL
TfGM,Corporate Services,IS Support Services,11/10/2013,5100057171,9625,MAPSAR LTD
TfGM,Transport,Light Rail Support Services,11/10/2013,5100057054,8800,MARBLE LTD
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100056591,1950,MORSON INTERNATIONAL
TfGM,Transport,Programme and Project Management Services,11/10/2013,5100056593,915.2,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100056594,1720,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Project Management Services,11/10/2013,5100056595,1881.25,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100056599,1690,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100056600,1664,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100056770,1950,MORSON INTERNATIONAL
TfGM,Transport,Capital Costs - Capital Project Main Contract Works,11/10/2013,5100055602,135000,NETWORK RAIL
TfGM,Transport,Rail Franchise,11/10/2013,1200026493,5331286.21,NORTHERN RAIL LTD
TfGM,Transport,Capital Costs - Legal Services,11/10/2013,1900029912,5000,OLDHAM MBC
TfGM,Transport,Temporary Vacancy Cover,11/10/2013,5100056442,620.28,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,11/10/2013,5100056579,566.4,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,11/10/2013,5100056580,532,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,11/10/2013,5100056601,4447.5,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,11/10/2013,5100056602,4311.79,PLUSWORK LTD
TfGM,Transport,Temporary Vacancy Cover,11/10/2013,5100056603,837.99,PLUSWORK LTD
TfGM,Transport,Traffic and Transportation Surveys,11/10/2013,5100056604,6838.49,PLUSWORK LTD
TfGM,Transport,Smart Ticketing,11/10/2013,5100056437,2600,PRACTICUS LIMITED
TfGM,Transport,Capital Costs - Programme and Project Management Services,11/10/2013,5100056477,1400,PRACTICUS LIMITED
TfGM,Transport,Training,11/10/2013,5100057331,2550,R W Parker
TfGM,Transport,Capital Costs - Print & Media,11/10/2013,5100057323,490,RCD
TfGM,Transport,Capital Costs - Print & Media,11/10/2013,5100057324,490,RCD
TfGM,Transport,Capital Costs - Print & Media,11/10/2013,5100057325,882,RCD
TfGM,Transport,Capital Costs - Cycle Safety Equipment,11/10/2013,5100056728,2073.3,RITHERDON & CO LTD
TfGM,Transport,"Rent, Rates & Service Charges",11/10/2013,1900029958,24842.34,ROCHDALE MBC
TfGM,Transport,Postage Costs,11/10/2013,5100057290,1232.08,ROYAL MAIL GROUP PLC
TfGM,Transport,Capital Costs -  Project Management Services,11/10/2013,5100057021,8740,SB PROJECT MANAGEMENT LTD
TfGM,Transport,Print & Media,11/10/2013,5100056585,565,SERVICE GRAPHICS LTD
TfGM,Transport,Capital Costs - Print & Media,11/10/2013,5100056715,605.71,SERVICEPOINT UK
TfGM,Transport,Traffic Signal Works,11/10/2013,5100056637,96041.62,SIEMENS PLC
TfGM,Transport,Traffic Signal Works,11/10/2013,5100056638,96885.59,SIEMENS PLC
TfGM,Transport,Traffic and Transportation Surveys,11/10/2013,5100056490,4495.4,SKY HIGH TECHNOLOGY LTD
TfGM,Transport,Print & Media,11/10/2013,5100056457,1870,THE IMAGE GROUP
