A3131 - Expenditure Over Threshold,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Note : This Report has a prompt “Threshold Amount” which is mapped to AP Invoice Total Amount i.e. Invoice Header Amount (column Threshold Amount is not available in the report output). The AP Amount column on the report represents the invoice distribution amount (which is not Invoice header amount).,,,,,,,,,
Time run: 03/04/2018 14:59:51,,,,,,,,,
Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR A S VIJAYKUMAR & DR A S RAJKUMAR,21217588,"1,487.79 ",,ROC000014703
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR A S VIJAYKUMAR & DR A S RAJKUMAR,21217588,"1,961.15 ",,ROC000014703
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR A S VIJAYKUMAR & DR A S RAJKUMAR,21217588,"3,441.67 ",,ROC000014703
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR A S VIJAYKUMAR & DR A S RAJKUMAR,21217588,"3,954.71 ",,ROC000014703
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR C SHEKAR & PARTNERS,21217590,"53,892.79 ",,ROC000014705
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR C SHEKAR & PARTNERS,21217590,"3,614.75 ",,ROC000014705
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR C SHEKAR & PARTNERS,21217590,660.64 ,,ROC000014705
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR C SHEKAR & PARTNERS,21217590,457.79 ,,ROC000014705
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR C SHEKAR & PARTNERS,21217590,"1,813.47 ",,ROC000014705
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR C SHEKAR & PARTNERS,21217590,"6,663.04 ",,ROC000014705
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR I A ANJUM & PARTNER,21217592,"1,524.28 ",,ROC000014707
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR I A ANJUM & PARTNER,21217592,578.06 ,,ROC000014707
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR I A ANJUM & PARTNER,21217592,"19,418.67 ",,ROC000014707
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,DR I A ANJUM & PARTNER,21217592,"1,080.31 ",,ROC000014707
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DR I A ANJUM & PARTNER,21217592,"1,521.67 ",,ROC000014707
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR I A ANJUM & PARTNER,21217592,"1,943.91 ",,ROC000014707
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR M I QURESHI & PARTNERS,21217594,949.67 ,,ROC000014709
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR M I QURESHI & PARTNERS,21217594,"60,192.71 ",,ROC000014709
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR M I QURESHI & PARTNERS,21217594,"2,215.04 ",,ROC000014709
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR M I QURESHI & PARTNERS,21217594,"15,332.52 ",,ROC000014709
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR M I QURESHI & PARTNERS,21217594,"6,495.53 ",,ROC000014709
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR P W V THOMAS & PARTNERS,21217597,"27,587.00 ",,ROC000014713
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR P W V THOMAS & PARTNERS,21217597,"1,005.58 ",,ROC000014713
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DR P W V THOMAS & PARTNERS,21217597,"1,692.89 ",,ROC000014713
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR P W V THOMAS & PARTNERS,21217597,436.48 ,,ROC000014713
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,DR P W V THOMAS & PARTNERS,21217597,580.31 ,,ROC000014713
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR P W V THOMAS & PARTNERS,21217597,"3,661.33 ",,ROC000014713
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR SUBBIAH & PARTNERS,21217599,"36,752.69 ",,ROC000014715
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,DR SUBBIAH & PARTNERS,21217599,"2,418.23 ",,ROC000014715
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,DR SUBBIAH & PARTNERS,21217599,560.00 ,,ROC000014715
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DR SUBBIAH & PARTNERS,21217599,137.45 ,,ROC000014715
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DR SUBBIAH & PARTNERS,21217599,772.32 ,,ROC000014715
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DR SUBBIAH & PARTNERS,21217599,"5,411.33 ",,ROC000014715
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DRS SAXENA & PARTNERS,21217601,"36,175.58 ",,ROC000014717
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,DRS SAXENA & PARTNERS,21217601,578.06 ,,ROC000014717
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,DRS SAXENA & PARTNERS,21217601,"1,148.85 ",,ROC000014717
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DRS SAXENA & PARTNERS,21217601,"1,341.12 ",,ROC000014717
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS SAXENA & PARTNERS,21217601,"4,827.74 ",,ROC000014717
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DRS CHEONG & AL-DUBBAISI,21217603,"32,850.90 ",,ROC000014719
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,DRS CHEONG & AL-DUBBAISI,21217603,848.05 ,,ROC000014719
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,DRS CHEONG & AL-DUBBAISI,21217603,"2,400.00 ",,ROC000014719
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,DRS CHEONG & AL-DUBBAISI,21217603,"3,660.15 ",,ROC000014719
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ELMS MEDICAL CENTRE WHITEFIELD,21217605,"41,297.10 ",,ROC000014721
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ELMS MEDICAL CENTRE WHITEFIELD,21217605,"3,100.00 ",,ROC000014721
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ELMS MEDICAL CENTRE WHITEFIELD,21217605,"5,759.37 ",,ROC000014721
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,"5,186.05 ",,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,560.00 ,,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,"1,032.25 ",,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,"72,978.65 ",,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,"2,796.31 ",,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,"2,318.75 ",,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,FAIRFAX GROUP PRACTICE,21217607,"8,250.83 ",,ROC000014723
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,"71,657.66 ",,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,"4,896.78 ",,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,743.22 ,,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,374.84 ,,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,"5,468.73 ",,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,"3,839.83 ",,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,GREENMOUNT MEDICAL CENTRE,21217609,"8,491.89 ",,ROC000014725
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,HUNTLEY MOUNT MEDICAL CENTRE,21217613,"22,093.36 ",,ROC000014729
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,HUNTLEY MOUNT MEDICAL CENTRE,21217613,451.71 ,,ROC000014729
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,HUNTLEY MOUNT MEDICAL CENTRE,21217613,526.62 ,,ROC000014729
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HUNTLEY MOUNT MEDICAL CENTRE,21217613,"3,000.00 ",,ROC000014729
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HUNTLEY MOUNT MEDICAL CENTRE,21217613,"2,171.56 ",,ROC000014729
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KNOWSLEY MEDICAL CENTRE,21217615,"29,488.82 ",,ROC000014731
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,KNOWSLEY MEDICAL CENTRE,21217615,"1,564.15 ",,ROC000014731
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,KNOWSLEY MEDICAL CENTRE,21217615,"2,347.74 ",,ROC000014731
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,KNOWSLEY MEDICAL CENTRE,21217615,"3,716.67 ",,ROC000014731
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,KNOWSLEY MEDICAL CENTRE,21217615,"4,552.66 ",,ROC000014731
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,LONGFIELD MEDICAL PRACTICE,21217617,"1,692.89 ",,ROC000014733
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LONGFIELD MEDICAL PRACTICE,21217617,"33,383.11 ",,ROC000014733
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,LONGFIELD MEDICAL PRACTICE,21217617,"2,056.73 ",,ROC000014733
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,LONGFIELD MEDICAL PRACTICE,21217617,"1,484.00 ",,ROC000014733
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,LONGFIELD MEDICAL PRACTICE,21217617,"4,093.18 ",,ROC000014733
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,MONARCH MEDICAL CENTRE,21217619,"23,183.22 ",,ROC000014735
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,MONARCH MEDICAL CENTRE,21217619,417.25 ,,ROC000014735
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,MONARCH MEDICAL CENTRE,21217619,"2,298.29 ",,ROC000014735
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,MONARCH MEDICAL CENTRE,21217619,"2,458.33 ",,ROC000014735
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,MONARCH MEDICAL CENTRE,21217619,91.28 ,,ROC000014735
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,MONARCH MEDICAL CENTRE,21217619,"2,734.56 ",,ROC000014735
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,"76,398.09 ",,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,"4,831.70 ",,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,"2,147.08 ",,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,656.35 ,,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,"2,007.65 ",,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,"23,233.97 ",,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,REDBANK GROUP PRACTICE,21217621,"10,385.23 ",,ROC000014737
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ROCK HEALTHCARE,21217623,"53,695.67 ",,ROC000014739
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ROCK HEALTHCARE,21217623,"28,939.40 ",,ROC000014739
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROCK HEALTHCARE,21217623,"2,629.35 ",,ROC000014739
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ST GABRIELS MEDICAL CENTRE,21217625,"1,775.47 ",,ROC000014741
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ST GABRIELS MEDICAL CENTRE,21217625,"53,183.13 ",,ROC000014741
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ST GABRIELS MEDICAL CENTRE,21217625,830.08 ,,ROC000014741
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ST GABRIELS MEDICAL CENTRE,21217625,"3,300.00 ",,ROC000014741
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ST GABRIELS MEDICAL CENTRE,21217625,"6,428.44 ",,ROC000014741
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"6,097.58 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"1,032.25 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"85,119.04 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"1,323.82 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"6,123.22 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"9,269.60 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,TOTTINGTON HEALTH CENTRE,21217627,"10,095.71 ",,ROC000014743
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,UNSWORTH MEDICAL CENTRE,21217629,"50,399.83 ",,ROC000014745
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,UNSWORTH MEDICAL CENTRE,21217629,322.31 ,,ROC000014745
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,UNSWORTH MEDICAL CENTRE,21217629,"1,266.38 ",,ROC000014745
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Cost Rent,PRC DELEGATED CO-COMMISSIONING,UNSWORTH MEDICAL CENTRE,21217629,"3,223.67 ",,ROC000014745
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,UNSWORTH MEDICAL CENTRE,21217629,157.50 ,,ROC000014745
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,UNSWORTH MEDICAL CENTRE,21217629,"6,134.34 ",,ROC000014745
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,WHITTAKER LANE MEDICAL CENTRE,21217632,"3,108.40 ",,ROC000014749
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,WHITTAKER LANE MEDICAL CENTRE,21217632,"43,308.00 ",,ROC000014749
Department of Health,NHS Bury CCG,31/03/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,WHITTAKER LANE MEDICAL CENTRE,21217632,"2,837.32 ",,ROC000014749
