Department Family,Entity,Date of Payment,Expense Type,Expense Area,Supplier,Transaction Number,Amount in Sterling
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001574345,"9,614.64"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001574347,"11,406.27"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001574347,"11,751.91"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001574347,-0.01
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001574347,"11,406.27"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,X-Ray Maintenance Contracts,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001574350,"34,974.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,SLA Blood Transfusion,Estates and Facilities,NHSBT,0001574365,"-28,105.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Non NHS Services General,Medicine,E-LOGICA LTD,0001575189,"28,586.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,SLA Central Mcr Virology,Estates and Facilities,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0001575209,"-74,359.45"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,Consultant Recharge,Medicine,SALFORD ROYAL NHS FOUNDATION TRUST,0001575271,"28,640.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Senior Manager Agency,Medicine,ODGERS INTERIM,0001575763,"27,787.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,SLA Manchester PCT - Estates,Integrated & Community Service,NHS PROPERTY SERVICES LTD,0001575789,"-34,923.28"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,SLA Manchester PCT - Estates,Integrated & Community Service,NHS PROPERTY SERVICES LTD,0001575792,"-101,210.56"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,SLA Central Mcr Various,Women & Children,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0001575958,"64,108.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001576692,"59,999.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001576827,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Messaging,Corporate Services Other,INDIGO 4 SYSTEMS,0001576981,"45,889.30"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,M & S Equipment,Capital,ECHOSENS,0001576997,"73,590.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Energy Steam,Estates and Facilities,SRCL LTD,0001577191,"29,027.22"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,PAS Mini Spine,Corporate Services Other,INSIGHT DIRECT UK LTD,0001577303,"31,959.88"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,GILEAD SCIENCES LTD,0001577325,"35,682.59"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,GILEAD SCIENCES LTD,0001577331,"37,154.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001577432,"110,178.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001577433,"127,181.74"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001577587,"76,789.40"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Security Services,Estates and Facilities,MITIE SECURITY LTD,0001577589,"76,789.40"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,EVOLUTION HOMECARE SERVICES LTD,0001577864,"62,706.98"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Pathology Systems Maintenance,Corporate Services Other,CLINISYS SOLUTIONS LTD,0001577872,"207,329.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,SLA from Pennine Care,Women & Children,PENNINE CARE NHS TRUST,0001578088,"17,213.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,SLA from Pennine Care,Integrated & Community Service,PENNINE CARE NHS TRUST,0001578088,"60,979.20"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Consultancy Services,Corporate Services Other,ERNST & YOUNG LLP,0001578137,"151,064.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001578139,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Computer Hardware & Software,Capital,MANCHESTER CITY COUNCIL,0001578198,"25,236.43"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,SLA Blood Transfusion,Estates and Facilities,NHSBT,0001578261,"127,263.92"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,SLA Blood Transfusion,Estates and Facilities,NHSBT,0001578262,"54,651.25"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001578278,"229,511.66"
Department of Health,The Pennine Acute Hospitals NHS Trust,05/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001578278,"-2,295.12"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Computer Hardware & Software,Corporate Services Other,CSC CHORLEY,0001578373,"122,284.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Finance Systems Maintenance,Corporate Services Other,CAPITA SECURE INFORMATION SOLUTIONS LTD,0001578385,"28,750.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Bld Contract Pennine Acute,Capital,GLOBAL RESILIENCE SERVS LTD,0001578514,"39,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001578575,"26,730.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,OLYMPUS KEYMED,0001578575,"21,384.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Computer Hardware & Software,Capital,ICT NORTHWEST,0001578591,"19,350.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Computer Hardware & Software,Capital,ICT NORTHWEST,0001578591,"32,250.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,On Site Bleeps Maintenance,Corporate Services Other,MULTITONE ELECTRONICS PLC,0001578595,"30,005.64"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Maternity Systems Maintenance,Corporate Services Other,EUROKING MATERNITY SOFTWARE SOLUTIONS LT,0001578627,"74,031.85"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Anti Virus Systems Maintenance,Corporate Services Other,CARETOWER IT SECURITY,0001578628,"126,922.02"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,MRI Scans,Estates and Facilities,INHEALTH LTD,0001578648,"57,925.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,MRI Scans,Estates and Facilities,INHEALTH LTD,0001578648,"-1,834.30"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Senior Manager Agency,Medicine,ODGERS INTERIM,0001578793,"27,075.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Pat Appliances Other,Integrated & Community Service,COMMUNITY INTEGRATED CARE,0001578813,"39,034.09"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Professional Fees - Capsticks,Corporate Services Other,CAPSTICKS,0001578824,"38,333.33"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,G E MEDICAL SYSTEMS,0001578836,-0.01
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,G E MEDICAL SYSTEMS,0001578836,"58,656.01"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,G E MEDICAL SYSTEMS,0001578836,"58,656.01"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Bedding & Linen,Revenue Costs of Cap Programme,SIR JACOB BEHRENS & SONS LTD,0001578841,"91,815.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,MEDICAL IMAGING SYSTEMS LTD,0001578882,"26,400.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,06/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001578890,"277,509.77"
Department of Health,The Pennine Acute Hospitals NHS Trust,06/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001578890,"-2,775.10"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Rates,Estates and Facilities,OLDHAM M B,0001578899,"103,954.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,XMA LIMITED,0001578931,"31,660.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,XMA LIMITED,0001578932,"74,123.52"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,XMA LIMITED,0001578934,"47,616.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,INSIGHT DIRECT UK LTD,0001578950,"36,120.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,INSIGHT DIRECT UK LTD,0001578950,"2,436.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,INSIGHT DIRECT UK LTD,0001578950,"8,232.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,INSIGHT DIRECT UK LTD,0001578951,"31,680.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,INSIGHT DIRECT UK LTD,0001578951,"20,560.32"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,Q ASSOCIATES,0001578965,"54,961.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Computer Hardware & Software,Capital,Q ASSOCIATES,0001578965,"286,794.60"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,ANS GROUP,0001579059,"68,310.65"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,ANS GROUP,0001579060,"26,192.02"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,M & S Equipment,Capital,LIFE & MOBILITY UK,0001579123,"29,850.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,HEALTHCARE AT HOME LTD,0001579154,"32,088.61"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Bury Pharmacy,Bury Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001579155,"7,506.19"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001579155,"30,193.63"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Oldham Pharmacy,Oldham Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001579155,"14,682.66"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,ALLIANCE HEALTHCARE (DISTRIBUTION) LTD,0001579155,"9,296.40"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Bury Pharmacy,Bury Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001579159,"5,160.78"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001579159,"4,871.93"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Oldham Pharmacy,Oldham Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001579159,"18,740.36"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Rochdale Pharmacy,Rochdale Pharmacy,PHOENIX HEALTHCARE DISTRIBUTION LTD,0001579159,489.82
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Professional Fees,Capital,KAINOS SOFTWARE LTD,0001579160,"32,312.05"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment,Capital,NHS SUPPLY CHAIN (CAPITAL 905),0001579174,"176,175.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment,Capital,NHS SUPPLY CHAIN (CAPITAL 905),0001579174,"35,235.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"16,249.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"16,249.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"16,249.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"8,124.77"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"16,249.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"16,249.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"1,406.63"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"1,406.64"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"1,406.64"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"16,249.55"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"11,114.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"11,114.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"11,114.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"11,114.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"11,114.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"3,611.79"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Surgery,NHS SUPPLY CHAIN (MAINTENANCE 201),0001579209,"11,114.42"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,EVOLUTION HOMECARE SERVICES LTD,0001579249,"107,399.09"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Middle Grade Rota,Medicine,A&E AGENCY,0001579564,"1,923.30"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Agency Consultant,Medicine,A&E AGENCY,0001579564,"37,962.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,07/04/2016,Agency Consultant,Medicine,A&E AGENCY,0001579564,"1,786.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,08/04/2016,Agency Consultant,Estates and Facilities,IMPERIAL MEDICAL STAFFING,0001579739,"38,318.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,21/04/2016,Oldham Pharmacy,Oldham Pharmacy,ROCHE PRODUCTS LTD,0001579929,"26,194.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,Central Manchester FT,Corporate Services Other,CENTRAL M'CR UNIVERSITY HOSPITALS NHSFT,0001579989,"113,501.99"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,Reagent,Estates and Facilities,ORTHO-CLINICAL  DIAGNOSTICS,0001580099,"65,717.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,SERVELEC HEALTHCARE LTD,0001580189,"12,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,SERVELEC HEALTHCARE LTD,0001580189,"13,500.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,SERVELEC HEALTHCARE LTD,0001580189,"2,916.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,SERVELEC HEALTHCARE LTD,0001580189,"1,800.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Computer Hardware & Software,Capital,SERVELEC HEALTHCARE LTD,0001580189,"24,000.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,11/04/2016,Admin & Clerical Agency Staff,Corporate Services Other,REAL STAFFING GROUP,0001580395,"25,272.00"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Metro Moneywise,Metro Moneywise,METRO MONEYWISE,0001580407,"81,329.90"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,Externally Referred Tests,Estates and Facilities,RADIOLOGY REPORTING ONLINE LLP,0001580527,"38,577.50"
Department of Health,The Pennine Acute Hospitals NHS Trust,14/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,EVOLUTION HOMECARE SERVICES LTD,0001580662,"35,118.96"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001580707,"100,556.80"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001580707,"254,349.56"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001580707,"165,622.97"
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001580707,0.01
Department of Health,The Pennine Acute Hospitals NHS Trust,26/04/2016,M & S Equipment Maint Contract,Estates and Facilities,NHS SUPPLY CHAIN (MAINTENANCE 201),0001580707,"70,981.27"
Department of Health,The Pennine Acute Hospitals NHS Trust,28/04/2016,North Manchester Pharmacy,North Manchester Pharmacy,GILEAD SCIENCES LTD,0001580709,"36,198.59"
Department of Health,The Pennine Acute Hospitals NHS Trust,11/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001580726,"411,427.78"
Department of Health,The Pennine Acute Hospitals NHS Trust,11/04/2016,Health Supplies,Health Supplies,NHS SUPPLY CHAIN,0001580726,"-4,114.28"
