Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,CAMHS DRUGS - FP10,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,4T8005N59299,517.75,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,LD DRUGS,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,D10104N58299,595.52,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,CAMHS DRUGS,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,W40108N58899,1833.64,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,LD DRUGS - FP10,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,1T8005N58799,1921.64,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,AP DRUGS - FP10,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,2T8005N58199,2137.48,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,OAP DRUGS - FP10,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,3T8005N58999,3247.73,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,DRUG & ALCOHOL,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,W70102N58599,6168.47,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,DRUG & ALCOHOL,Supplies & Services-Clinical:,NHS BUSINESS SERVICES AUTHORITY,0010000081,W50117N58599,27397.81,44087.6
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,RECHARGES,Premises & fixed plant,THE ROYAL WOLVERHAMPTON HOSPITAL,0010000082,W10104N68699,546.08,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,RECHARGES,Premises & fixed plant,THE ROYAL WOLVERHAMPTON HOSPITAL,0010000082,W70102N68699,40096.35,40642.43
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,CAMHS DRUGS,Supplies & Services-Clinical:,THE DUDLEY GROUP OF HOSPITALS,0010000120,4T8005N58899,2927.4,
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,LD DRUGS,Supplies & Services-Clinical:,THE DUDLEY GROUP OF HOSPITALS,0010000120,1T8005N58299,4373.97,
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,OAP DRUGS,Supplies & Services-Clinical:,THE DUDLEY GROUP OF HOSPITALS,0010000120,3T8005N58499,7698.76,
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,AP DRUGS,Supplies & Services-Clinical:,THE DUDLEY GROUP OF HOSPITALS,0010000120,2T8005N58099,40878.06,55878.19
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,PATIENTS APPLIANCES,Supplies & Services-Clinical:,THE DUDLEY GROUP OF HOSPITALS,0010000192,D10108N52299,87.92,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,SWB - CLINICAL PATHOLOGY,Services from Other NHS Trusts,THE DUDLEY GROUP OF HOSPITALS,0010000192,D40103N88099,454.58,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,ORTHOTICS,Supplies & Services-General,THE DUDLEY GROUP OF HOSPITALS,0010000192,D40106N84899,770,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,DIETICIANS BAND 7,"Scientific, therapeutic & Tech",THE DUDLEY GROUP OF HOSPITALS,0010000192,D10107P05402,1105.25,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,ORTHOTICS,Supplies & Services-General,THE DUDLEY GROUP OF HOSPITALS,0010000192,D40103N84899,3975,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,BUILDING OPERATING LEASE OTHER,Premises & fixed plant,THE DUDLEY GROUP OF HOSPITALS,0010000192,D80201N71099,6842.75,
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,DUDLEY GROUP HOSP PHARMACY,Services from Foundation NHS T,THE DUDLEY GROUP OF HOSPITALS,0010000192,6D3020N88199,14513.5,27749
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,FACILITIES MANAGEMENT SERVICES,Premises & fixed plant,NORLAND MANAGED SERVICES LIMTED,0030000444,7A0481N40799,35230.81,35230.81
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RYHURST - MANAGEMENT,Premises & fixed plant,BLACK COUNTRY PPP HEALTH SERVICE,0030001399,7A8076N85299,4644.39,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RYHURTS - CAPITAL REPLACEMENT,Premises & fixed plant,BLACK COUNTRY PPP HEALTH SERVICE,0030001399,7A8076N85499,7920.36,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,RYHURST - ESTATE MANAGEMENT,Premises & fixed plant,BLACK COUNTRY PPP HEALTH SERVICE,0030001399,7A8076N85399,10440.76,
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,BUILDING OPERATING LEASE RENT,Premises & fixed plant,BLACK COUNTRY PPP HEALTH SERVICE,0030001399,7A8076N72099,59007,82012.51
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,ADD-07-BDG-PENN HOSPITAL,Buildings Excluding Dwellings-,PKL GROUP (UK) LTD,0030001596,9ABSPHA21895,31057.2,31057.2
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,FACILITIES MANAGEMENT SERVICES,Premises & fixed plant,NORLAND MANAGED SERVICES LIMTED,0030001962,7A0481N40799,35230.81,35230.81
Department of Health,Black Country Partnership NHS Foundation Trust,04-03-2013,FACILITIES MANAGEMENT SERVICES,Premises & fixed plant,NORLAND MANAGED SERVICES LIMTED,0040001144,7A0481N40799,35230.81,35230.81
Department of Health,Black Country Partnership NHS Foundation Trust,21-03-2013,ADD-07-BDG-PENN PROJECT,Buildings Excluding Dwellings-,KIER CONSTRUCTION - CENTRAL,0040001894,9ABSPHA22095,345682.82,345682.82
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,QUALIFIED NURSE BAND 7,"Nursing, midwifery, health vis",DUDLEY MBC,0050000003,1E0143P01202,34165.72,34165.72
Department of Health,Black Country Partnership NHS Foundation Trust,14-03-2013,SMBC-LD LIASION,Income from Activities - Local,DUDLEY MBC,0060000054,1E0143I06099,29289.45,29289.45
,,,,,,,,,
,,,,,,,,1563509.24,1563509.24
