Dept Family,Entity,Date,Expense type,Expense Area,Supplier,Transaction Number,Amount,DESCRIPTION
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,OYSTER JERSEY PROPERTY FUND,"=""0010175896""",14382.00,8TH FLR BRIMINGHAM-S/C-25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,OYSTER JERSEY PROPERTY FUND,"=""0010175896""",36540.00,8TH FLR BRIMINGHAM-RENT-25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,OYSTER JERSEY PROPERTY FUND,"=""0010175897""",14382.00,7TH FLR BRIMINGHAM-RENT-25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,OYSTER JERSEY PROPERTY FUND,"=""0010175897""",36540.00,7TH FLR BRIMINGHAM-RENT-25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,OYSTER JERSEY PROPERTY FUND,"=""0010175898""",14382.00,5TH FLOOR BRIMINGHAM-S/C-25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,OYSTER JERSEY PROPERTY FUND,"=""0010175898""",36240.00,5TH FLOOR BRIMINGHAM-RENT-25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,EDDISONS COMMERCIAL LIMITED,"=""0010175901""",75000.00,CHELMSFORD RENT 25/03/12-23/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,CROWN PROSECUTION SERVICE,"=""0010175908""",59107.69,LONDON - ROSE COURT S/C 01/04/12-30/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,CROWN PROSECUTION SERVICE,"=""0010175908""",164783.19,LONDON- ROSE COURT RENT 01/04/12-30/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,CROWN PROSECUTION SERVICE,"=""0010175919""",62505.60,LONDON - ROSE COURT S/C 01/04/12-30/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,ALDER KING PROPERTY CONSULTANTS,"=""0010175967""",14649.00,BRISTOL OFFICE - S/C - 25/3-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,ALDER KING PROPERTY CONSULTANTS,"=""0010175967""",55510.50,BRISTOL OFFICE-RENT-25/3-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,CENTDOPS1,FIELD OPERATIONS DIRECTORATE,FIELDINGS PORTER,"=""0010175993""",641.16,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,FIELDINGS PORTER,"=""0010175993""",12051.60,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,COUNSEL FEES,FIELD OPERATIONS DIRECTORATE,FIELDINGS PORTER,"=""0010175993""",12434.50,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,IT,BUSINESS SERVICES DIRECTORATE,INFORMED SOLUTIONS LIMITED,"=""0010175996""",25672.10,12/04/35 SUPPORT CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,BOND PEARCE,"=""0010175998""",12177.60,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,CENTDOPS1,FIELD OPERATIONS DIRECTORATE,BOND PEARCE,"=""0010175998""",21980.30,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,ELECTRICITY,BUSINESS SERVICES DIRECTORATE,EDF ENERGY,"=""0010176005""",37287.13,BOOTLE ELECTRICITY 1/2 - 29/2/12
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,WILDLIFE INVESTIGATION SCHEME,CHEMICAL REGULATIONS DIRECTORATE,THE FOOD & ENVIRONMENT RESEARCH AGENCY,"=""0010176026""",35881.81,WILDLIFE INCIDENT INVESTIGATION SCHEME - SEPT TO DEC 2011
DWP,HEALTH AND SAFETY EXECUTIVE,15/03/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,LESTER ALDRIDGE LLP,"=""0010176072""",31889.26,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,15/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,GVA GRIMLEY,"=""0010176081""",7690.80,ASHFORD S/C 25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,15/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,GVA GRIMLEY,"=""0010176081""",20475.00,ASHFORD RENT 25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,15/03/2012,STAFF SUBSTITUTE COSTS,HAZARDOUS INSTALLATIONS DIRECTORATE,SUNDRY SUPPLIER,"=""0010176093""",91187.53, INCIDENT SUPPORT
DWP,HEALTH AND SAFETY EXECUTIVE,15/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,SCANDPOWER AB,"=""0010176099""",15998.86,REGULATION PILOT AT DUNGENESS B - WORK PERFORMED OCTOBER-DECEMBER 2011 
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,CONSULTANTS EXPENSES,OFFICE FOR NUCLEAR REGULATION,ERNST & YOUNG,"=""0010176109""",12033.00,ONR TRANSFORMATION 05/01/2012-02/03/2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,CONSULTANTS FEES,OFFICE FOR NUCLEAR REGULATION,ERNST & YOUNG,"=""0010176109""",64173.00,ONR TRANSFORMATION 06/02/2012-02/03/2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,CARLSON WAGONLIT TRAVEL,"=""0010176110""",61226.89,CARLSON120312
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,FACILITIES MANAGEMENT,BUSINESS SERVICES DIRECTORATE,CARILLION FACILITIES MANAGEMENT,"=""0010176175""",25808.42,FACILTIES MANAGEMENT - NON CORE VARIOUS GOVT BUILDINGS FEB 2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,FACILITIES MANAGEMENT,BUSINESS SERVICES DIRECTORATE,CARILLION FACILITIES MANAGEMENT,"=""0010176176""",164684.99,FACILTIES MANAGEMENT - VARIOUS GOVT BUILDINGS MAR 2012
DWP,HEALTH AND SAFETY EXECUTIVE,16/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,OECD NUCLEAR ENERGY AGENCY,"=""0010176179""",58688.00,ND2759 PRISME2 PROJECT CONTRIBUTION 2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,OTHER ASSOC RENT COSTS,FIELD OPERATIONS DIRECTORATE,NATIONAL CAR PARKS LTD,"=""0010176184""",40691.36,FACILITIES MANAGEMENT - BRISTOL OFFICE
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,FEES CRD LEVY,CHEMICAL REGULATIONS DIRECTORATE,DEPARTMENT OF AGRICULTURE AND RURAL DEV.,"=""0010176186""",264125.00,DISTRIBUTION OF 2011/12 PLANT PROTECTION & PESTICIDE LEVIES - ENGLAND
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,PESTICIDE RESIDUE TESTING,CHEMICAL REGULATIONS DIRECTORATE,LGC (TEDDINGTON) LTD,"=""0010176188""",55695.90,PESTICIDE RESIDUE TESTING - FEB 2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,SECURITY VETTING,OFFICE FOR NUCLEAR REGULATION,MINISTRY OF DEFENCE,"=""0010176248""",25415.05,MEDICALS FOR VETTING CLEARANCES
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,CENTDOPS1,FIELD OPERATIONS DIRECTORATE,HILL DICKINSON LLP,"=""0010176254""",1331.52,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,HILL DICKINSON LLP,"=""0010176254""",28500.00,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,SCANDPOWER AB,"=""0010176269""",7095.75,ND2714 PROBABILISTIC SAFETY ANALYSIS
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,OECD - NUCLEAR ENERGY AGENCY,"=""0010176270""",42050.00,ND2755 THA12 PROJECT CONTRIB FOR 2011/12
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,PESTICIDE RESIDUE TESTING,CHEMICAL REGULATIONS DIRECTORATE,THE FOOD & ENVIRONMENT RESEARCH AGENCY,"=""0010176287""",43586.00,RESIDUE TESTING - (SCHOOL FRUIT SCHEME)
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,PESTICIDES REVENUE COUNCIL PRC,CHEMICAL REGULATIONS DIRECTORATE,THE FOOD & ENVIRONMENT RESEARCH AGENCY,"=""0010176288""",23070.63,PESTICIDE FORMULATION SURVEY - SEPT TO DEC 2011
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,GPC  PURCHASES,CENTRAL EXPENDITURE,BARCLAYS BANK PLC,"=""0010176300""",289087.47,GPC: MARCH 2012
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,CAPITAL EXPENDITURE,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176303""",1251.00,RFP794 BIRMINGHAM RELOCATION
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,PREMISES COSTS,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176303""",3304.00,RFP782 MANCHESTER OFFICE CLOSURE
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,CAPITAL EXPENDITURE,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176303""",10512.11,RFP763 EAST GRINSTEAD
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176303""",204357.24,12/02/12 PS2 LOGICA PROJECT CHARGES
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176305""",10000.00,12113 CAPITAL POOLED HWARE VARHSE LOCATIONS
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,CAPITAL EXPENDITURE,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176305""",24000.00,12/1/12CAPITAL POOLED SWARE VAR HSE LOCATIONS
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,IT,BUSINESS SERVICES DIRECTORATE,LOGICA CMG,"=""0010176305""",860938.00,120113 PS1 LOGICA MONTHLY S/C
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,CARLSON WAGONLIT TRAVEL,"=""0010176310""",62475.51,CARLSON190312
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,LEVY ADVISORY/DRAFTING LAWYERS,SOLICITORS,THE TREASURY SOLICITOR,"=""0010176327""",107274.00,FEBRUARY 2012 LEVY TSOL
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,RATES,BUSINESS SERVICES DIRECTORATE,UNITED KINGDOM BORDERS AGENCY,"=""0010176334""",18920.50,SHEFFIELD RATES - 25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,UNITED KINGDOM BORDERS AGENCY,"=""0010176334""",44837.50,SHEFFIELD RENT - 25/3/12-23/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,BASINGSTOKE & DEANE BOROUGH COUNCIL,"=""0010176342""",47250.00,BASINGSTOKE RENT 01/04/12-30/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,ELECTRICITY,BUSINESS SERVICES DIRECTORATE,HM REVENUE & CUSTOMS,"=""0010176349""",6065.54,CARDIFF OFFICE-QTR 4 UTILITIES CHARGE
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,RATES,BUSINESS SERVICES DIRECTORATE,HM REVENUE & CUSTOMS,"=""0010176349""",8963.07,CARDIFF OFFICE-QTR 4 RATES CHARGE
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,HM REVENUE & CUSTOMS,"=""0010176349""",36585.68,CARDIFF OFFICE-QTR 4 FACILITIES CHARGE
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,HIGHCLIFF HOLDINGS LTD (SERVICE CHARGE),"=""0010176367""",20869.29,MANCHESTER - S/C - 25/03 TO 24/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,HIGHCLIFF HOLDINGS LTD (RENT),"=""0010176368""",74100.00,MANCHESTER - RENT - 25/03 TO 24/06/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,FEES CRD LEVY,CHEMICAL REGULATIONS DIRECTORATE,SCOTTISH GOVERNMENT,"=""0010176374""",427000.00,DISTRIBUTION OF 2011/12 PLANT PROTECTION & PESTICIDE LEVIES - SCOTLAND 
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,FEES CRD LEVY,CHEMICAL REGULATIONS DIRECTORATE,WELSH ASSEMBLY GOVERNMENT,"=""0010176375""",98500.00,DISTRIBUTION OF 2011/12 PLANT PROTECTION & PESTICIDE LEVIES - WALES 
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,CAPITAL EXPENDITURE,BUSINESS SERVICES DIRECTORATE,CITEX-CARILLION SERVICES LIMITED,"=""0010176407""",81974.57,OXTED FEES & SERVICES MARCH 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,RATES,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""0010176440""",15879.08,LEEDS RATES JAN-MARCH 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,OTHER ASSOC RENT COSTS,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""0010176440""",16792.57,LEEDS INSURANCE JAN-MARCH 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,RENTS,BUSINESS SERVICES DIRECTORATE,COMMUNITIES AND LOCAL GOVERNMENT,"=""0010176440""",48250.33,LEEDS RENT JAN-MARCH 2012
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,HOTEL ACCOMMODATION,CENTRAL EXPENDITURE,EXPOTEL HOTEL RESERVATIONS LTD,"=""0010176453""",192517.17,EXPOTEL 150312
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,LICENSING CHARGES,FIELD OPERATIONS DIRECTORATE,ADVENTURE ACTIVITIES LICENCING SERVICE,"=""0010176462""",74224.00,AALA MAR 12 INVOICE
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,CENTDOPS1,FIELD OPERATIONS DIRECTORATE,BOND PEARCE,"=""0010176472""",876.36,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,BOND PEARCE,"=""0010176472""",9826.80,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,COUNSEL FEES,FIELD OPERATIONS DIRECTORATE,BOND PEARCE,"=""0010176472""",19620.00,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,SCIENTIFIC EQUIPMENT,FIELD OPERATIONS DIRECTORATE,PENNINE INSTRUMENT SERVICES,"=""0010176481""",49482.96,PENNINE MANAGEMENT FEE
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,TRAVEL SERVICES,CENTRAL EXPENDITURE,CARLSON WAGONLIT TRAVEL,"=""0010176515""",44106.88,CARLSON260312
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,CENTDOPS1,FIELD OPERATIONS DIRECTORATE,ADDLESHAW GODDARD,"=""0010176521""",1406.43,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,SOLICITOR'S AGENT COSTS,FIELD OPERATIONS DIRECTORATE,ADDLESHAW GODDARD,"=""0010176521""",19639.80,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,COUNSEL FEES,FIELD OPERATIONS DIRECTORATE,ADDLESHAW GODDARD,"=""0010176521""",59541.00,COST OF PROSECUTION - LEGAL FEES
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,CAR HIRE,CENTRAL EXPENDITURE,ARNOLD CLARK HIRE DRIVE,"=""0010176525""",25831.09,ARNOLD230312
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,PFI CHARGES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010176534""",2569.38,BOOTLE PFI CHARGES - MAR 2012
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,PFI CHARGES,CENTRAL EXPENDITURE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010176534""",55702.00,CAPITAL EXPENDITURE BOOTLE MAR 2012
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,PFI CHARGES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010176534""",296226.64,BOOTLE UNITARY PAYMENT MAR 2012
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,PFI CHARGES,BUSINESS SERVICES DIRECTORATE,BOOTLE ACCOMMODATION PARTNERSHIP LIMITED,"=""0010176534""",412628.00,PFI CHARGE - BOOTLE - MAR 2012
DWP,HEALTH AND SAFETY EXECUTIVE,29/03/2012,FACILITIES MANAGEMENT,BUSINESS SERVICES DIRECTORATE,CARILLION FACILITIES MANAGEMENT,"=""0010176569""",155059.00,FACILTIES MANAGEMENT - NON CORE VARIOUS GOVT BUILDINGS MAR 2012
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,COI PRESS OFFICE SERVICES,COMMUNICATION DIRECTORATE,CENTRAL OFFICE OF INFORMATION,"=""0020109705""",80910.42,HSE REGIONAL NEWS - MARCH 2012
DWP,HEALTH AND SAFETY EXECUTIVE,13/03/2012,COI PRESS OFFICE SERVICES,COMMUNICATION DIRECTORATE,CENTRAL OFFICE OF INFORMATION,"=""0020109706""",64765.03,HSE REGIONAL NEWS - FEBRUARY 2012
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,DISTRIBUTION,COMMUNICATION DIRECTORATE,PROLOG (PROMOTIONAL LOGISTICS LTD),"=""0020109730""",24357.68,DISTRIBUTION CHARGES - FEBRUARY 2012
DWP,HEALTH AND SAFETY EXECUTIVE,06/03/2012,RESEARCH,CHIEF SCIENTIFIC ADVISORS GROUP,IMPERIAL COLLEGE LONDON,"=""0070002709""",29058.00,CO1831 HSE studentship agreement year 3
DWP,HEALTH AND SAFETY EXECUTIVE,06/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,NATURAL ENVIRONMENT RESEARCH COUNCIL,"=""0070002712""",31200.00,ND2436 BGS SEISMIC MONITORING AND iNFORMATION SERVICES - 01/04/11 TO 31/03/12
DWP,HEALTH AND SAFETY EXECUTIVE,15/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,NATIONAL NUCLEAR LABORATORY,"=""0070002724""",25726.72,ND2277  -THERMAL AGEING AND IRRADIATION EFFECTS ON STRUCTURAL INTEGRITY OF REACTOR COMPONENT STEELS - 29/1/12 TO 25/2/12
DWP,HEALTH AND SAFETY EXECUTIVE,20/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,NATIONAL NUCLEAR LABORATORY,"=""0070002730""",25000.00,ND2007 INFOBASE IRRADIATION DAMAGE 11/12
DWP,HEALTH AND SAFETY EXECUTIVE,22/03/2012,REACTIVE SUPPORT HSE,FIELD OPERATIONS DIRECTORATE,NORFOLK CONSTABULARY,"=""0070002739""",26021.25,JP2791 EXPERT REPORT - INCIDENT
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,UNIVERSITY OF MANCHESTER,"=""0070002748""",55000.00,ND2486 INDEPEND' ADVICE 01/4/12- 30/6/12
DWP,HEALTH AND SAFETY EXECUTIVE,27/03/2012,NUCLEAR SAFETY STUDIES,OFFICE FOR NUCLEAR REGULATION,FRAZER NASH,"=""0070002749""",21365.63,ND2572 GENERIC DESIGN ASSESSMENT 28/01/12-24/022/12
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,SUBCONTRACT - SUPPORT,HEALTH AND SAFETY LABORATORY,HEALTH PROTECTION AGENCY- CAMR,"=""0000110532""",50387.00,"TESTING SERVICES - BUXTON, JANUARY-MARCH 2012"
DWP,HEALTH AND SAFETY EXECUTIVE,08/03/2012,ELECTRICITY,HEALTH AND SAFETY LABORATORY,EDF ENERGY                         ,"=""0000110538""",69822.80,ELECTRICITY FOR FEBRUARY 2012 - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,12/03/2012,MEDICAL SUPPORT,HEALTH AND SAFETY LABORATORY,SHEFFIELD TEACHING HOPSITALS NHS TR,"=""0000110569""",47628.00,MEDICAL SERVICES - BUXTON
DWP,HEALTH AND SAFETY EXECUTIVE,14/03/2012,PFI UNITARY CHARGE,HEALTH AND SAFETY LABORATORY,INVESTORS IN THE COMMUNITY (BUXTON),"=""0000110591""",795787.84,PFI UNITARY CHARGE FOR FEBRUARY 2012 - BUXTON
