Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Description,Postal Code,Supplier Type,Contract Number,Project Code,Expenditure Type
Crown Prosecution Service,Crown Prosecution Service,07/02/2014,Crown Court Graduated Fee Scheme,Central Fraud Group,Harden Claire ,1378432,"38,156.31",7502292456,EC4A 3DG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/02/2014,Crown Court Very High Cost Cases,East Midlands Area,Howell Claire ,1378765,"28,505.68",3713291642,WC1R 4JH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/02/2014,Crown Court Graduated Fee Scheme,London,Hardy Max ,1378485,"35,013.29",6250285083,WC1R 4AZ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/02/2014,Crown Court Graduated Fee Scheme,London,Przybylska Sarah ,1378838,"32,811.18",6250283671,EC4Y 7BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,07/02/2014,Transcriptions And Translation,Corporate,AVR Transcription Ltd Bolton,5031710,"131,377.38",NC01228587,BL6 6HG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/02/2014,Contractor/Service Provision - Property/Estates,Corporate,DTZ Debenham Tie Leung,5031760,"33,117.30",NC01292980,EH3 9QG,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,10/02/2014,Internal Training,Human Resource Directorate,Lumesse Limited Luton,5031784,"60,000.00",Cybercrime suite,LU1 3LU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,11/02/2014,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Langford Abigail ,1379555,"35,694.50",2801293222,BD1 1TW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,11/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031823,"25,500.00",Agency Management charges,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/02/2014,Crown Court Graduated Fee Scheme,Cymru/Wales Area,Griffiths Roger Vaughn ,1379931,"29,673.12",6019293052,CF10 3DP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/02/2014,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5031825,"31,422.54",PSN Project Support IR1130 / IR1132,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031825,"123,923.74",CPS Birmingham Super host IR1164/IR1165/IR1166,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031825,"27,509.90",CPS Cwmbran relocation to Capital Tower IR1151,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031825,"57,836.80",Level 3 Agency Management Dec 2013,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,12/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031825,"39,825.94",data migration for Staffordshire CPS Staff IR1181/1182/1183,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Landlord Service Charge,Corporate,DTZ Debenham Tie Leung,3407277815,"7,274.48",DTZ FUNDING FOR RENT AND SERVICE CHARGE PAYMENTS,B3 2ED,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Rent,Corporate,DTZ Debenham Tie Leung,3407277815,"244,023.23",DTZ FUNDING FOR RENT AND SERVICE CHARGE PAYMENTS,B3 2ED,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Crown Court Graduated Fee Scheme,Thames and Chiltern Area,Price John ,1380482,"34,224.43",5121294667,WC2R 3AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Crown Court Graduated Fee Scheme,North West Area,Monaghan Mark ,1380473,"34,260.39",2512292840,M3 4DN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Crown Court Graduated Fee Scheme,North East Area,Doswell Rupert ,1380603,"33,201.48",2003275251,LS11 5DL,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Transcriptions And Translation,Corporate,Wordwave International Ltd,5031868,"65,481.37",NC01228595,EC4A 2DY,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,PCPS Awarding Charges,Finance Directorate,MyCSP Ltd Stockport,5031864,"38,886.72",NC01289712,SK3 0XF,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031865,"38,807.53",CPS Bolton - Relocation to Manchester,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,13/02/2014,Transcriptions And Translation,Corporate,Mendip Media Group Ltd Tiverton,5031889,"53,644.86",NC01228591,EX2 5AZ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Crown Court Graduated Fee Scheme,London,Pride Peter ,1381234,"39,042.12",6250295197,WC1R 5AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Crown Court Graduated Fee Scheme,London,Plowright Joseph ,1380871,"25,058.12",6250295187,WC1R 5AA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5031920,"5,826.82",NC01289720,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5031920,"41,408.64",NC01289703,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5031920,"13,595.76",NC01289720,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5031920,"14,912.98",NC01289720,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5031920,"45,095.58",NC01291720,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5031920,"34,797.07",NC01289720,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,New Works,Corporate,Europa Facilities Management Ltd Manchester,5031920,"11,726.50",NC01291928,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,New Works,Corporate,Europa Facilities Management Ltd Manchester,5031920,"25,610.40",NC01286267,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,New Works,Corporate,Europa Facilities Management Ltd Manchester,5031920,"33,193.98",NC01286279,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,New Works,Corporate,Europa Facilities Management Ltd Manchester,5031920,"11,726.48",NC01291928,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5031920,"12,839.66",NC01289720,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5031920,"92,844.07",NC01289703,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5031920,"29,959.26",NC01289720,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Reactive Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5031920,467.08,NC01291928,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Reactive Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5031920,"1,089.84",NC01291928,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,14/02/2014,Reprographics - Lease/Hire Charges,London,Xerox (UK) Ltd,5031917,"199,364.54",011013 to 311213,UB8 1HS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Crown Court Graduated Fee Scheme,Cymru/Wales Area,Evans Elwen ,1381562,"37,072.84",6066296708,SA1 4BQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Crown Court Graduated Fee Scheme,East Midlands Area,Latham Richard ,1381474,"52,830.56",3761296461,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Electricity,Corporate,EDF Energy,5031963,"8,879.57",010114/310114,PL3 5XQ,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Electricity,Corporate,EDF Energy,5031963,"20,718.99",010114/310114,PL3 5XQ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031941,"32,580.60",IT Links RC ADSL AUG 13,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031941,"32,786.40",IT Links RC ADSL JUL 13,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031941,"32,786.40",IT Links RC ADSL JUN 13,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031941,"32,320.80",IT Links RC ADSL OCT 13,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,17/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5031941,"32,580.60",IT Links RC ADSL SEP 13,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/02/2014,Crown Court Very High Cost Cases,Central Fraud Group,Wass Sasha ,1381971,"61,008.00",7502297474,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/02/2014,Crown Court Graduated Fee Scheme,North West Area,Whyte Anne ,1382062,"25,828.31",2512295192,L2 9QU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/02/2014,Crown Court Graduated Fee Scheme,West Midlands Area,Butterfield John ,1381996,"44,451.30",3215292892,B4 6DR,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,18/02/2014,Crown Court Very High Cost Cases,Central Fraud Group,Schutzer-Weissmann Esther ,1381965,"38,202.00",7502297377,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/02/2014,Crown Court Graduated Fee Scheme,Wessex Area,Parish S.A.B. ,1382598,"38,894.28",4929295780,SO23 8BW,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,19/02/2014,New Works,Corporate,Skyline Office Interiors Ltd,5032004,"427,167.44",Valuation No 2 Grnd&4th Floors ROse COurt,SW1W 0BS,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/02/2014,Crown Court Graduated Fee Scheme,North East Area,Robertson Andrew ,1382851,"33,359.18",2003289779,LS11 5DL,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/02/2014,Crown Court Very High Cost Cases,Central Fraud Group,Munday Andrew ,1383096,"29,191.50",7501297394,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,20/02/2014,Crown Court Graduated Fee Scheme,London,Heywood Mark QC London ,1383106,"60,136.74",6250294433,EC4Y 7DN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/02/2014,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5032076,"77,248.80",CCR5271 Evid Man IR1195,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/02/2014,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5032076,"44,874.83",CCR5390 PSN Project Support IR1207,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5032076,"37,234.10",CCR5252 East Midlands Reorg IR1220,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5032076,"48,021.96",CCR5297 CPS Wessex IR1097,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,21/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5032076,"73,238.41",CCR5362 CPS HR Rose Court,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Lumley Nicholas ,1383970,"50,741.29",2854299670,LS1 2SJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Crown Court Very High Cost Cases,Cymru/Wales Area,Jones Andrew ,1383803,"48,027.30",6019299898,CF10 3BA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Crown Court Graduated Fee Scheme,Yorkshire and Humberside Area,Smith Christopher J ,1383874,"26,314.64",2854299683,LS1 2SJ,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5032114,"6,018.53",NC01298869,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5032114,"37,309.86",NC01298829,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Cyclical Maintenance,Corporate,Europa Facilities Management Ltd Manchester,5032114,"14,043.23",NC01298869,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5032114,"13,839.67",NC01298869,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Facilities Management,Corporate,Europa Facilities Management Ltd Manchester,5032114,"32,292.55",NC01298869,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5032114,"13,711.20",NC01298869,ML1 1RU,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5032114,"87,057.54",NC01298829,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,24/02/2014,Other Accommodation Costs,Corporate,Europa Facilities Management Ltd Manchester,5032114,"31,992.78",NC01298869,ML1 1RU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/02/2014,Crown Court Graduated Fee Scheme,North East Area,Knox Christopher ,1384493,"44,398.56",2030300198,NE1 3DE,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/02/2014,Crown Court Graduated Fee Scheme,East Midlands Area,Spencer Timothy John ,1384359,"31,363.02",3761297706,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/02/2014,Contractor/Service (Contract Management) - Global Crossing,Corporate,Level 3 Communications UK Limited,5032140,"113,258.97",call charges 300913,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/02/2014,Contractor/Service (Contract Management) - Global Crossing,Corporate,Level 3 Communications UK Limited,5032140,"105,927.39",call charges 311213,RG24 8NA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,25/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5032126,"25,500.00",Level 3 Agency Management Charges Jan 2014,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,National Non Domestic Rates,Corporate,DTZ Debenham Tie Leung,260214,"11,416.50",DTZ FUNDING FOR RENT AND SERVICE CHARGE PAYMENTS,B3 2ED,Not available,Not available,Not available,Administration
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,National Non Domestic Rates,Corporate,DTZ Debenham Tie Leung,260214,"26,638.50",DTZ FUNDING FOR RENT AND SERVICE CHARGE PAYMENTS,B3 2ED,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Very High Cost Cases,Central Fraud Group,Munday Andrew ,1384903,"47,891.50",7501299908,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Very High Cost Cases,Central Fraud Group,Munday Andrew ,1384903,"43,089.49",7501299910,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Very High Cost Cases,Central Fraud Group,Munday Andrew ,1384903,"47,926.50",7501301536,WC1R 4BU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Graduated Fee Scheme,London,Wass Sasha ,1384584,"25,592.03",6250301475,EC4R 2RP,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Graduated Fee Scheme,London,Aylett Crispin David William  ,1384628,"41,915.82",6250301509,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Graduated Fee Scheme,London,Smart Roger ,1384958,"53,936.15",6250301104,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Graduated Fee Scheme,London,Stott Phillip ,1384955,"35,016.37",6250301152,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,26/02/2014,Crown Court Graduated Fee Scheme,London,Gokani Rachna ,1384766,"34,853.53",6250301103,EC4R 0EU,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Crown Court Graduated Fee Scheme,North West Area,Clarke Nicholas Stephen ,1385472,"25,050.28",2512300912,M3 4DN,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Crown Court Graduated Fee Scheme,London,Farrell Simon ,1385372,"72,462.80",6250301180,WC1R 5BH,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Crown Court Graduated Fee Scheme,Central Fraud Group,Walters Vivian ,1385577,"36,117.48",7504299830,EC4Y 9DA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5032237,"247,256.64",Hub Site WAN Upgrades,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Logica contract,Business Information Sys Dir,CGI IT UK Ltd,5032237,"105,285.86",T&M extension Nov 2013 - Jan 2014,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5032237,"32,115.00",IT Links December 13,RG2 6UA,Not available,Not available,Not available,Programme
Crown Prosecution Service,Crown Prosecution Service,28/02/2014,Logica contract,Corporate,CGI IT UK Ltd,5032237,"32,531.21",IT Links November 13,RG2 6UA,Not available,Not available,Not available,Programme
